Date,ProShares UltraShort FTSE EuropeEtf_Open_average,ProShares UltraShort FTSE EuropeEtf_Open_max,ProShares UltraShort FTSE EuropeEtf_Open_min,ProShares UltraShort FTSE EuropeEtf_Open_volatility,ProShares UltraShort FTSE EuropeEtf_Open_change,ProShares UltraShort FTSE EuropeEtf_High_average,ProShares UltraShort FTSE EuropeEtf_High_max,ProShares UltraShort FTSE EuropeEtf_High_min,ProShares UltraShort FTSE EuropeEtf_High_volatility,ProShares UltraShort FTSE EuropeEtf_High_change,ProShares UltraShort FTSE EuropeEtf_Low_average,ProShares UltraShort FTSE EuropeEtf_Low_max,ProShares UltraShort FTSE EuropeEtf_Low_min,ProShares UltraShort FTSE EuropeEtf_Low_volatility,ProShares UltraShort FTSE EuropeEtf_Low_change,ProShares UltraShort FTSE EuropeEtf_Close_average,ProShares UltraShort FTSE EuropeEtf_Close_max,ProShares UltraShort FTSE EuropeEtf_Close_min,ProShares UltraShort FTSE EuropeEtf_Close_volatility,ProShares UltraShort FTSE EuropeEtf_Close_change
2018-08-05,32.14,32.14,32.14,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-08-12,33.28,33.28,33.28,0.0,0.0,33.4,33.4,33.4,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2018-08-19,31.43,31.43,31.43,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2018-08-26,31.46,31.46,31.46,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-09-02,33.46,33.46,33.46,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2018-09-09,32.01,32.01,32.01,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2018-09-16,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-09-23,31.56,31.56,31.56,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2018-09-30,32.88,32.88,32.88,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.87,32.87,32.87,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2018-10-07,35.24,35.24,35.24,0.0,0.0,36.35,36.35,36.35,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-10-14,36.17,36.17,36.17,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2018-10-21,38.87,38.87,38.87,0.0,0.0,39.35,39.35,39.35,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-10-28,35.31,35.31,35.31,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2018-11-04,35.89,35.89,35.89,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2018-11-11,37.44,37.44,37.44,0.0,0.0,37.52,37.52,37.52,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2018-11-18,38.55,38.55,38.55,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2018-11-25,37.39,37.39,37.39,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-12-02,39.34,39.34,39.34,0.0,0.0,40.05,40.05,40.05,0.0,0.0,38.77,38.77,38.77,0.0,0.0,39.84,39.84,39.84,0.0,0.0
2018-12-09,40.19,40.19,40.19,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.72,39.72,39.72,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2018-12-16,41.95,41.95,41.95,0.0,0.0,42.9,42.9,42.9,0.0,0.0,41.49,41.49,41.49,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2018-12-23,41.42,41.42,41.42,0.0,0.0,41.5,41.5,41.5,0.0,0.0,40.79,40.79,40.79,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2018-12-30,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-01-06,37.83,37.83,37.83,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2019-01-13,36.81,36.81,36.81,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-01-20,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.43,36.43,36.43,0.0,0.0
2019-01-27,35.8,35.8,35.8,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-02-03,36.76,36.76,36.76,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-02-10,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-02-17,34.0,34.0,34.0,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2019-02-24,33.17,33.17,33.17,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.29,33.29,33.29,0.0,0.0
2019-03-03,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2019-03-10,32.57,32.57,32.57,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-03-17,32.96,32.96,32.96,0.0,0.0,33.49,33.49,33.49,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-03-24,33.36,33.36,33.36,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2019-03-31,31.59,31.59,31.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-04-07,30.97,30.97,30.97,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.97,30.97,30.97,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-04-14,30.88,30.88,30.88,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-04-21,31.23,31.23,31.23,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-04-28,30.94,30.94,30.94,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-05-05,32.56,32.56,32.56,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-05-12,32.79,32.79,32.79,0.0,0.0,32.79,32.79,32.79,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-05-19,33.15,33.15,33.15,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2019-05-26,34.51,34.51,34.51,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-06-02,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-06-09,32.21,32.21,32.21,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-06-16,30.92,30.92,30.92,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-06-23,30.26,30.26,30.26,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-06-30,29.99,29.99,29.99,0.0,0.0,30.36,30.36,30.36,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-07-07,30.62,30.62,30.62,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-07-14,30.87,30.87,30.87,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2019-07-21,30.55,30.55,30.55,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2019-07-28,32.5,32.5,32.5,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-08-04,33.45,33.45,33.45,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-08-11,34.76,34.76,34.76,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2019-08-18,33.84,33.84,33.84,0.0,0.0,34.28,34.28,34.28,0.0,0.0,33.18,33.18,33.18,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-08-25,32.7,32.7,32.7,0.0,0.0,33.26,33.26,33.26,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2019-09-01,31.47,31.47,31.47,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2019-09-08,30.59,30.59,30.59,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-09-15,30.93,30.93,30.93,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-09-22,31.19,31.19,31.19,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2019-09-29,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-10-06,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-10-13,29.88,29.88,29.88,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-10-20,29.34,29.34,29.34,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2019-10-27,28.71,28.71,28.71,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-11-03,28.51,28.51,28.51,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2019-11-10,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-11-17,28.4,28.4,28.4,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-11-24,28.11,28.11,28.11,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-12-01,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-12-08,26.77,26.77,26.77,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2019-12-15,26.34,26.34,26.34,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-12-22,25.71,25.71,25.71,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-12-29,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.96,25.96,25.96,0.0,0.0
