Date,PowerShares DWA Consumer Cyclicals Momentum Portfo_Open_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_Open_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_Open_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_Open_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_Open_change,PowerShares DWA Consumer Cyclicals Momentum Portfo_High_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_High_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_High_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_High_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_High_change,PowerShares DWA Consumer Cyclicals Momentum Portfo_Low_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_Low_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_Low_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_Low_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_Low_change,PowerShares DWA Consumer Cyclicals Momentum Portfo_Close_average,PowerShares DWA Consumer Cyclicals Momentum Portfo_Close_max,PowerShares DWA Consumer Cyclicals Momentum Portfo_Close_min,PowerShares DWA Consumer Cyclicals Momentum Portfo_Close_volatility,PowerShares DWA Consumer Cyclicals Momentum Portfo_Close_change
2018-04-01,49.08,49.08,49.08,0.0,0.0,49.35,49.35,49.35,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2018-04-08,50.14,50.14,50.14,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2018-04-15,50.06,50.06,50.06,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2018-04-22,51.01,51.01,51.01,0.0,0.0,51.03,51.03,51.03,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2018-04-29,50.59,50.59,50.59,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2018-05-06,52.57,52.57,52.57,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2018-05-13,53.48,53.48,53.48,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2018-05-20,53.01,53.01,53.01,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2018-05-27,54.03,54.03,54.03,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.54,54.54,54.54,0.0,0.0
2018-06-03,56.57,56.57,56.57,0.0,0.0,56.57,56.57,56.57,0.0,0.0,55.97,55.97,55.97,0.0,0.0,56.16,56.16,56.16,0.0,0.0
2018-06-10,56.82,56.82,56.82,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2018-06-17,56.49,56.49,56.49,0.0,0.0,56.49,56.49,56.49,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2018-06-24,54.2,54.2,54.2,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-07-01,56.08,56.08,56.08,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.92,55.92,55.92,0.0,0.0
2018-07-08,56.24,56.24,56.24,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2018-07-15,56.47,56.47,56.47,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2018-07-22,55.4,55.4,55.4,0.0,0.0,55.4,55.4,55.4,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2018-07-29,55.16,55.16,55.16,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2018-08-05,57.08,57.08,57.08,0.0,0.0,57.08,57.08,57.08,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2018-08-12,60.17,60.17,60.17,0.0,0.0,60.17,60.17,60.17,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2018-08-19,59.47,59.47,59.47,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.22,59.22,59.22,0.0,0.0
2018-08-26,59.12,59.12,59.12,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2018-09-02,59.98,59.98,59.98,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.08,59.08,59.08,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2018-09-09,60.16,60.16,60.16,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.12,59.12,59.12,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2018-09-16,58.99,58.99,58.99,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.99,58.99,58.99,0.0,0.0
2018-09-23,59.75,59.75,59.75,0.0,0.0,59.75,59.75,59.75,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2018-09-30,55.6,55.6,55.6,0.0,0.0,55.6,55.6,55.6,0.0,0.0,54.56,54.56,54.56,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2018-10-07,54.08,54.08,54.08,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2018-10-14,53.42,53.42,53.42,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.63,53.63,53.63,0.0,0.0
2018-10-21,51.1,51.1,51.1,0.0,0.0,51.19,51.19,51.19,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2018-10-28,52.89,52.89,52.89,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2018-11-04,53.33,53.33,53.33,0.0,0.0,53.33,53.33,53.33,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2018-11-11,51.22,51.22,51.22,0.0,0.0,51.27,51.27,51.27,0.0,0.0,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2018-11-18,50.49,50.49,50.49,0.0,0.0,51.12,51.12,51.12,0.0,0.0,50.48,50.48,50.48,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2018-11-25,54.14,54.14,54.14,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2018-12-02,49.96,49.96,49.96,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2018-12-09,47.58,47.58,47.58,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2018-12-16,43.42,43.42,43.42,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2018-12-23,46.97,46.97,46.97,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.67,46.67,46.67,0.0,0.0
2018-12-30,47.53,47.53,47.53,0.0,0.0,48.9,48.9,48.9,0.0,0.0,47.53,47.53,47.53,0.0,0.0,48.55,48.55,48.55,0.0,0.0
2019-01-06,49.01,49.01,49.01,0.0,0.0,49.13,49.13,49.13,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2019-01-13,50.28,50.28,50.28,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2019-01-20,50.11,50.11,50.11,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-01-27,51.15,51.15,51.15,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.14,51.14,51.14,0.0,0.0,51.77,51.77,51.77,0.0,0.0
2019-02-03,52.44,52.44,52.44,0.0,0.0,52.76,52.76,52.76,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.68,52.68,52.68,0.0,0.0
2019-02-10,53.74,53.74,53.74,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.57,53.57,53.57,0.0,0.0
2019-02-17,54.93,54.93,54.93,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2019-02-24,54.99,54.99,54.99,0.0,0.0,54.99,54.99,54.99,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2019-03-03,54.14,54.14,54.14,0.0,0.0,54.14,54.14,54.14,0.0,0.0,54.1,54.1,54.1,0.0,0.0,54.1,54.1,54.1,0.0,0.0
2019-03-10,54.4,54.4,54.4,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.53,54.53,54.53,0.0,0.0
2019-03-17,54.02,54.02,54.02,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.02,54.02,54.02,0.0,0.0,54.21,54.21,54.21,0.0,0.0
2019-03-24,55.0,55.0,55.0,0.0,0.0,55.16,55.16,55.16,0.0,0.0,54.92,54.92,54.92,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2019-03-31,55.57,55.57,55.57,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2019-04-07,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2019-04-14,56.33,56.33,56.33,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.33,56.33,56.33,0.0,0.0
2019-04-21,56.87,56.87,56.87,0.0,0.0,57.15,57.15,57.15,0.0,0.0,56.78,56.78,56.78,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2019-04-28,56.28,56.28,56.28,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2019-05-05,54.04,54.04,54.04,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-05-12,54.21,54.21,54.21,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.35,54.35,54.35,0.0,0.0
2019-05-19,53.34,53.34,53.34,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-05-26,52.36,52.36,52.36,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.01,52.01,52.01,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2019-06-02,55.1,55.1,55.1,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2019-06-09,56.0,56.0,56.0,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2019-06-16,56.3,56.3,56.3,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2019-06-23,56.36,56.36,56.36,0.0,0.0,56.36,56.36,56.36,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2019-06-30,56.39,56.39,56.39,0.0,0.0,56.77,56.77,56.77,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2019-07-07,57.71,57.71,57.71,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2019-07-14,56.99,56.99,56.99,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.81,56.81,56.81,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2019-07-21,57.0,57.0,57.0,0.0,0.0,57.0,57.0,57.0,0.0,0.0,56.85,56.85,56.85,0.0,0.0,56.85,56.85,56.85,0.0,0.0
2019-07-28,53.57,53.57,53.57,0.0,0.0,53.57,53.57,53.57,0.0,0.0,52.69,52.69,52.69,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-08-04,55.06,55.06,55.06,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.13,54.13,54.13,0.0,0.0
2019-08-11,54.65,54.65,54.65,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2019-08-18,54.22,54.22,54.22,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2019-08-25,54.65,54.65,54.65,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2019-09-01,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2019-09-08,54.43,54.43,54.43,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-09-15,52.86,52.86,52.86,0.0,0.0,53.5,53.5,53.5,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2019-09-22,52.19,52.19,52.19,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2019-09-29,52.27,52.27,52.27,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2019-10-06,53.12,53.12,53.12,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.3,53.3,53.3,0.0,0.0
2019-10-13,54.45,54.45,54.45,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2019-10-20,55.16,55.16,55.16,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2019-10-27,54.0,54.0,54.0,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-11-03,52.81,52.81,52.81,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.95,52.95,52.95,0.0,0.0
2019-11-10,53.41,53.41,53.41,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2019-11-17,53.69,53.69,53.69,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.69,53.69,53.69,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2019-11-24,54.05,54.05,54.05,0.0,0.0,54.07,54.07,54.07,0.0,0.0,53.98,53.98,53.98,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2019-12-01,54.25,54.25,54.25,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-12-08,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2019-12-15,55.51,55.51,55.51,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2019-12-22,55.47,55.47,55.47,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2019-12-29,55.1,55.1,55.1,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.29,55.29,55.29,0.0,0.0
