Date,iShares MSCI Emerging Markets Small-CapEtf_Open_average,iShares MSCI Emerging Markets Small-CapEtf_Open_max,iShares MSCI Emerging Markets Small-CapEtf_Open_min,iShares MSCI Emerging Markets Small-CapEtf_Open_volatility,iShares MSCI Emerging Markets Small-CapEtf_Open_change,iShares MSCI Emerging Markets Small-CapEtf_High_average,iShares MSCI Emerging Markets Small-CapEtf_High_max,iShares MSCI Emerging Markets Small-CapEtf_High_min,iShares MSCI Emerging Markets Small-CapEtf_High_volatility,iShares MSCI Emerging Markets Small-CapEtf_High_change,iShares MSCI Emerging Markets Small-CapEtf_Low_average,iShares MSCI Emerging Markets Small-CapEtf_Low_max,iShares MSCI Emerging Markets Small-CapEtf_Low_min,iShares MSCI Emerging Markets Small-CapEtf_Low_volatility,iShares MSCI Emerging Markets Small-CapEtf_Low_change,iShares MSCI Emerging Markets Small-CapEtf_Close_average,iShares MSCI Emerging Markets Small-CapEtf_Close_max,iShares MSCI Emerging Markets Small-CapEtf_Close_min,iShares MSCI Emerging Markets Small-CapEtf_Close_volatility,iShares MSCI Emerging Markets Small-CapEtf_Close_change
2018-07-15,47.64,47.64,47.64,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-07-22,48.7,48.7,48.7,0.0,0.0,48.91,48.91,48.91,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2018-07-29,48.45,48.45,48.45,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2018-08-05,47.66,47.66,47.66,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2018-08-12,46.24,46.24,46.24,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2018-08-19,47.01,47.01,47.01,0.0,0.0,47.35,47.35,47.35,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.32,47.32,47.32,0.0,0.0
2018-08-26,47.08,47.08,47.08,0.0,0.0,47.41,47.41,47.41,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2018-09-02,45.97,45.97,45.97,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.73,45.73,45.73,0.0,0.0
2018-09-09,46.16,46.16,46.16,0.0,0.0,46.2,46.2,46.2,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2018-09-16,46.31,46.31,46.31,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2018-09-23,45.71,45.71,45.71,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2018-09-30,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2018-10-07,42.66,42.66,42.66,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2018-10-14,42.44,42.44,42.44,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2018-10-21,40.6,40.6,40.6,0.0,0.0,41.08,41.08,41.08,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2018-10-28,42.83,42.83,42.83,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2018-11-04,42.43,42.43,42.43,0.0,0.0,42.43,42.43,42.43,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2018-11-11,43.08,43.08,43.08,0.0,0.0,43.63,43.63,43.63,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2018-11-18,42.7,42.7,42.7,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2018-11-25,43.69,43.69,43.69,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.79,43.79,43.79,0.0,0.0
2018-12-02,43.22,43.22,43.22,0.0,0.0,43.57,43.57,43.57,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2018-12-09,43.0,43.0,43.0,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2018-12-16,41.79,41.79,41.79,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2018-12-23,41.77,41.77,41.77,0.0,0.0,42.14,42.14,42.14,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2018-12-30,41.91,41.91,41.91,0.0,0.0,42.66,42.66,42.66,0.0,0.0,41.7,41.7,41.7,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2019-01-06,43.02,43.02,43.02,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2019-01-13,43.32,43.32,43.32,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2019-01-20,43.62,43.62,43.62,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2019-01-27,44.44,44.44,44.44,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2019-02-03,44.01,44.01,44.01,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2019-02-10,43.94,43.94,43.94,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.87,43.87,43.87,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-02-17,44.61,44.61,44.61,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2019-02-24,44.84,44.84,44.84,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2019-03-03,44.16,44.16,44.16,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2019-03-10,45.41,45.41,45.41,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2019-03-17,45.12,45.12,45.12,0.0,0.0,45.29,45.29,45.29,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-03-24,45.07,45.07,45.07,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.95,44.95,44.95,0.0,0.0,45.0,45.0,45.0,0.0,0.0
2019-03-31,46.04,46.04,46.04,0.0,0.0,46.23,46.23,46.23,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2019-04-07,46.19,46.19,46.19,0.0,0.0,46.24,46.24,46.24,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.99,45.99,45.99,0.0,0.0
2019-04-14,45.97,45.97,45.97,0.0,0.0,46.17,46.17,46.17,0.0,0.0,45.91,45.91,45.91,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2019-04-21,45.18,45.18,45.18,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2019-04-28,45.23,45.23,45.23,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.48,45.48,45.48,0.0,0.0
2019-05-05,43.38,43.38,43.38,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2019-05-12,42.03,42.03,42.03,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2019-05-19,42.28,42.28,42.28,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-05-26,42.58,42.58,42.58,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2019-06-02,43.4,43.4,43.4,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2019-06-09,43.19,43.19,43.19,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2019-06-16,43.94,43.94,43.94,0.0,0.0,44.19,44.19,44.19,0.0,0.0,43.7,43.7,43.7,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-06-23,44.28,44.28,44.28,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2019-06-30,44.51,44.51,44.51,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2019-07-07,44.58,44.58,44.58,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.64,44.64,44.64,0.0,0.0
2019-07-14,44.61,44.61,44.61,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2019-07-21,44.06,44.06,44.06,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2019-07-28,42.44,42.44,42.44,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2019-08-04,41.84,41.84,41.84,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2019-08-11,40.77,40.77,40.77,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2019-08-18,40.99,40.99,40.99,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-08-25,41.26,41.26,41.26,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2019-09-01,42.17,42.17,42.17,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.08,42.08,42.08,0.0,0.0
2019-09-08,42.89,42.89,42.89,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2019-09-15,42.6,42.6,42.6,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-09-22,42.16,42.16,42.16,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-09-29,41.88,41.88,41.88,0.0,0.0,42.52,42.52,42.52,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2019-10-06,42.59,42.59,42.59,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2019-10-13,43.09,43.09,43.09,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2019-10-20,43.67,43.67,43.67,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-10-27,43.87,43.87,43.87,0.0,0.0,44.22,44.22,44.22,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2019-11-03,44.14,44.14,44.14,0.0,0.0,44.15,44.15,44.15,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.95,43.95,43.95,0.0,0.0
2019-11-10,43.62,43.62,43.62,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2019-11-17,43.36,43.36,43.36,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2019-11-24,43.29,43.29,43.29,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2019-12-01,43.61,43.61,43.61,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-12-08,44.42,44.42,44.42,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2019-12-15,44.46,44.46,44.46,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.46,44.46,44.46,0.0,0.0
2019-12-22,44.93,44.93,44.93,0.0,0.0,45.0,45.0,45.0,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-12-29,45.33,45.33,45.33,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.26,45.26,45.26,0.0,0.0
