Date,First Trust Germany AlphaDEX_Open_average,First Trust Germany AlphaDEX_Open_max,First Trust Germany AlphaDEX_Open_min,First Trust Germany AlphaDEX_Open_volatility,First Trust Germany AlphaDEX_Open_change,First Trust Germany AlphaDEX_High_average,First Trust Germany AlphaDEX_High_max,First Trust Germany AlphaDEX_High_min,First Trust Germany AlphaDEX_High_volatility,First Trust Germany AlphaDEX_High_change,First Trust Germany AlphaDEX_Low_average,First Trust Germany AlphaDEX_Low_max,First Trust Germany AlphaDEX_Low_min,First Trust Germany AlphaDEX_Low_volatility,First Trust Germany AlphaDEX_Low_change,First Trust Germany AlphaDEX_Close_average,First Trust Germany AlphaDEX_Close_max,First Trust Germany AlphaDEX_Close_min,First Trust Germany AlphaDEX_Close_volatility,First Trust Germany AlphaDEX_Close_change
2018-12-30,38.88,38.88,38.88,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.88,38.88,38.88,0.0,0.0,39.02,39.02,39.02,0.0,0.0
2019-01-06,39.45,39.45,39.45,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-01-13,40.75,40.75,40.75,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-01-20,41.28,41.28,41.28,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.01,41.01,41.01,0.0,0.0,41.26,41.26,41.26,0.0,0.0
2019-01-27,41.33,41.33,41.33,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2019-02-03,40.19,40.19,40.19,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2019-02-10,40.89,40.89,40.89,0.0,0.0,41.14,41.14,41.14,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2019-02-17,41.67,41.67,41.67,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2019-02-24,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2019-03-03,41.14,41.14,41.14,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2019-03-10,41.91,41.91,41.91,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2019-03-17,41.08,41.08,41.08,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2019-03-24,41.7,41.7,41.7,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2019-03-31,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2019-04-07,43.23,43.23,43.23,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2019-04-14,43.76,43.76,43.76,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.66,43.66,43.66,0.0,0.0
2019-04-21,42.93,42.93,42.93,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.93,42.93,42.93,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2019-04-28,42.21,42.21,42.21,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2019-05-05,41.63,41.63,41.63,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2019-05-12,41.99,41.99,41.99,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-05-19,42.01,42.01,42.01,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2019-05-26,40.95,40.95,40.95,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.95,40.95,40.95,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2019-06-02,41.82,41.82,41.82,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2019-06-09,40.84,40.84,40.84,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2019-06-16,41.77,41.77,41.77,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2019-06-23,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2019-06-30,41.75,41.75,41.75,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2019-07-07,41.91,41.91,41.91,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2019-07-14,41.56,41.56,41.56,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2019-07-21,41.86,41.86,41.86,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-07-28,39.91,39.91,39.91,0.0,0.0,39.99,39.99,39.99,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-08-04,39.37,39.37,39.37,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2019-08-11,38.51,38.51,38.51,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2019-08-18,38.2,38.2,38.2,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-08-25,38.91,38.91,38.91,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.91,38.91,38.91,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2019-09-01,40.12,40.12,40.12,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2019-09-08,40.32,40.32,40.32,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-09-15,39.89,39.89,39.89,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.89,39.89,39.89,0.0,0.0,40.0,40.0,40.0,0.0,0.0
2019-09-22,40.0,40.0,40.0,0.0,0.0,40.02,40.02,40.02,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2019-09-29,39.65,39.65,39.65,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2019-10-06,40.76,40.76,40.76,0.0,0.0,40.76,40.76,40.76,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2019-10-13,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2019-10-20,41.69,41.69,41.69,0.0,0.0,42.03,42.03,42.03,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2019-10-27,42.66,42.66,42.66,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2019-11-03,43.13,43.13,43.13,0.0,0.0,43.16,43.16,43.16,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2019-11-10,42.84,42.84,42.84,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2019-11-17,42.72,42.72,42.72,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-11-24,42.79,42.79,42.79,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-12-01,43.33,43.33,43.33,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2019-12-08,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2019-12-15,43.97,43.97,43.97,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2019-12-22,44.16,44.16,44.16,0.0,0.0,44.38,44.38,44.38,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.04,44.04,44.04,0.0,0.0
2019-12-29,44.14,44.14,44.14,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.12,44.12,44.12,0.0,0.0
