Date,SPDR S&P Emerging Markets_Open_average,SPDR S&P Emerging Markets_Open_max,SPDR S&P Emerging Markets_Open_min,SPDR S&P Emerging Markets_Open_volatility,SPDR S&P Emerging Markets_Open_change,SPDR S&P Emerging Markets_High_average,SPDR S&P Emerging Markets_High_max,SPDR S&P Emerging Markets_High_min,SPDR S&P Emerging Markets_High_volatility,SPDR S&P Emerging Markets_High_change,SPDR S&P Emerging Markets_Low_average,SPDR S&P Emerging Markets_Low_max,SPDR S&P Emerging Markets_Low_min,SPDR S&P Emerging Markets_Low_volatility,SPDR S&P Emerging Markets_Low_change,SPDR S&P Emerging Markets_Close_average,SPDR S&P Emerging Markets_Close_max,SPDR S&P Emerging Markets_Close_min,SPDR S&P Emerging Markets_Close_volatility,SPDR S&P Emerging Markets_Close_change
2018-12-16,31.77,31.77,31.77,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-12-23,32.62,32.62,32.62,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2018-12-30,33.02,33.02,33.02,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2019-01-06,33.45,33.45,33.45,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2019-01-13,34.36,34.36,34.36,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2019-01-20,34.18,34.18,34.18,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-01-27,35.09,35.09,35.09,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-02-03,34.74,34.74,34.74,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-02-10,34.69,34.69,34.69,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-02-17,35.87,35.87,35.87,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2019-02-24,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2019-03-03,35.01,35.01,35.01,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-03-10,36.02,36.02,36.02,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2019-03-17,35.2,35.2,35.2,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2019-03-24,36.17,36.17,36.17,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2019-03-31,36.52,36.52,36.52,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2019-04-07,36.65,36.65,36.65,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2019-04-14,36.58,36.58,36.58,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2019-04-21,36.49,36.49,36.49,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-04-28,35.67,35.67,35.67,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.63,35.63,35.63,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-05-05,34.04,34.04,34.04,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2019-05-12,33.83,33.83,33.83,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-05-19,33.86,33.86,33.86,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-05-26,34.46,34.46,34.46,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2019-06-02,34.9,34.9,34.9,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2019-06-09,34.6,34.6,34.6,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-06-16,35.62,35.62,35.62,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-06-23,36.43,36.43,36.43,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2019-06-30,35.85,35.85,35.85,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2019-07-07,36.01,36.01,36.01,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-07-14,35.96,35.96,35.96,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2019-07-21,35.76,35.76,35.76,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-07-28,33.32,33.32,33.32,0.0,0.0,33.4,33.4,33.4,0.0,0.0,32.83,32.83,32.83,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2019-08-04,33.32,33.32,33.32,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2019-08-11,33.76,33.76,33.76,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2019-08-18,33.23,33.23,33.23,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2019-08-25,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-09-01,34.69,34.69,34.69,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-09-08,35.1,35.1,35.1,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.15,35.15,35.15,0.0,0.0
2019-09-15,34.82,34.82,34.82,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.8,34.8,34.8,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-09-22,34.47,34.47,34.47,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2019-09-29,34.23,34.23,34.23,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.12,34.12,34.12,0.0,0.0
2019-10-06,34.87,34.87,34.87,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2019-10-13,35.36,35.36,35.36,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2019-10-20,36.0,36.0,36.0,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2019-10-27,36.59,36.59,36.59,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2019-11-03,36.1,36.1,36.1,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-11-10,36.04,36.04,36.04,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-11-17,36.16,36.16,36.16,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2019-11-24,35.91,35.91,35.91,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2019-12-01,36.27,36.27,36.27,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2019-12-08,37.51,37.51,37.51,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-12-15,37.3,37.3,37.3,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.32,37.32,37.32,0.0,0.0
2019-12-22,37.77,37.77,37.77,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.51,37.51,37.51,0.0,0.0
2019-12-29,37.78,37.78,37.78,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.74,37.74,37.74,0.0,0.0
