Date,PowerShares S&P 500 Momentum Portfolio_etf_Open_average,PowerShares S&P 500 Momentum Portfolio_etf_Open_max,PowerShares S&P 500 Momentum Portfolio_etf_Open_min,PowerShares S&P 500 Momentum Portfolio_etf_Open_volatility,PowerShares S&P 500 Momentum Portfolio_etf_Open_change,PowerShares S&P 500 Momentum Portfolio_etf_High_average,PowerShares S&P 500 Momentum Portfolio_etf_High_max,PowerShares S&P 500 Momentum Portfolio_etf_High_min,PowerShares S&P 500 Momentum Portfolio_etf_High_volatility,PowerShares S&P 500 Momentum Portfolio_etf_High_change,PowerShares S&P 500 Momentum Portfolio_etf_Low_average,PowerShares S&P 500 Momentum Portfolio_etf_Low_max,PowerShares S&P 500 Momentum Portfolio_etf_Low_min,PowerShares S&P 500 Momentum Portfolio_etf_Low_volatility,PowerShares S&P 500 Momentum Portfolio_etf_Low_change,PowerShares S&P 500 Momentum Portfolio_etf_Close_average,PowerShares S&P 500 Momentum Portfolio_etf_Close_max,PowerShares S&P 500 Momentum Portfolio_etf_Close_min,PowerShares S&P 500 Momentum Portfolio_etf_Close_volatility,PowerShares S&P 500 Momentum Portfolio_etf_Close_change
2019-03-17,39.28,39.28,39.28,0.0,0.0,39.37,39.37,39.37,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-03-24,39.15,39.15,39.15,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-03-31,39.43,39.43,39.43,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2019-04-07,39.34,39.34,39.34,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2019-04-14,38.67,38.67,38.67,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2019-04-21,39.39,39.39,39.39,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.55,39.55,39.55,0.0,0.0
2019-04-28,39.7,39.7,39.7,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-05-05,38.89,38.89,38.89,0.0,0.0,39.36,39.36,39.36,0.0,0.0,38.53,38.53,38.53,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2019-05-12,39.39,39.39,39.39,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2019-05-19,39.35,39.35,39.35,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-05-26,38.61,38.61,38.61,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-06-02,40.11,40.11,40.11,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-06-09,40.18,40.18,40.18,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2019-06-16,41.19,41.19,41.19,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.13,41.13,41.13,0.0,0.0,41.13,41.13,41.13,0.0,0.0
2019-06-23,40.48,40.48,40.48,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-06-30,41.15,41.15,41.15,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2019-07-07,41.91,41.91,41.91,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2019-07-14,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2019-07-21,41.22,41.22,41.22,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2019-07-28,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.56,40.56,40.56,0.0,0.0
2019-08-04,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2019-08-11,40.0,40.0,40.0,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2019-08-18,40.45,40.45,40.45,0.0,0.0,40.66,40.66,40.66,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2019-08-25,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2019-09-01,41.12,41.12,41.12,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2019-09-08,40.62,40.62,40.62,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-09-15,40.88,40.88,40.88,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.7,40.7,40.7,0.0,0.0
2019-09-22,40.16,40.16,40.16,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-09-29,40.14,40.14,40.14,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.12,40.12,40.12,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-10-06,40.54,40.54,40.54,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2019-10-13,40.33,40.33,40.33,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2019-10-20,40.23,40.23,40.23,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-10-27,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2019-11-03,39.97,39.97,39.97,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.92,39.92,39.92,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2019-11-10,40.62,40.62,40.62,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-11-17,40.82,40.82,40.82,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-11-24,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-12-01,41.26,41.26,41.26,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2019-12-08,41.46,41.46,41.46,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2019-12-15,42.1,42.1,42.1,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-12-22,42.08,42.08,42.08,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.09,42.09,42.09,0.0,0.0
2019-12-29,41.7,41.7,41.7,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.7,41.7,41.7,0.0,0.0,42.02,42.02,42.02,0.0,0.0
