Date,ProShares UltraShort FTSE China 50_Open_average,ProShares UltraShort FTSE China 50_Open_max,ProShares UltraShort FTSE China 50_Open_min,ProShares UltraShort FTSE China 50_Open_volatility,ProShares UltraShort FTSE China 50_Open_change,ProShares UltraShort FTSE China 50_High_average,ProShares UltraShort FTSE China 50_High_max,ProShares UltraShort FTSE China 50_High_min,ProShares UltraShort FTSE China 50_High_volatility,ProShares UltraShort FTSE China 50_High_change,ProShares UltraShort FTSE China 50_Low_average,ProShares UltraShort FTSE China 50_Low_max,ProShares UltraShort FTSE China 50_Low_min,ProShares UltraShort FTSE China 50_Low_volatility,ProShares UltraShort FTSE China 50_Low_change,ProShares UltraShort FTSE China 50_Close_average,ProShares UltraShort FTSE China 50_Close_max,ProShares UltraShort FTSE China 50_Close_min,ProShares UltraShort FTSE China 50_Close_volatility,ProShares UltraShort FTSE China 50_Close_change
2019-07-07,61.8,61.8,61.8,0.0,0.0,61.84,61.84,61.84,0.0,0.0,61.51,61.51,61.51,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2019-07-14,61.41,61.41,61.41,0.0,0.0,62.16,62.16,62.16,0.0,0.0,61.41,61.41,61.41,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2019-07-21,62.33,62.33,62.33,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.69,62.69,62.69,0.0,0.0
2019-07-28,72.39,72.39,72.39,0.0,0.0,75.37,75.37,75.37,0.0,0.0,72.3,72.3,72.3,0.0,0.0,74.51,74.51,74.51,0.0,0.0
2019-08-04,75.24,75.24,75.24,0.0,0.0,75.24,75.24,75.24,0.0,0.0,74.27,74.27,74.27,0.0,0.0,74.67,74.67,74.67,0.0,0.0
2019-08-11,70.08,70.08,70.08,0.0,0.0,71.43,71.43,71.43,0.0,0.0,69.95,69.95,69.95,0.0,0.0,71.04,71.04,71.04,0.0,0.0
2019-08-18,71.88,71.88,71.88,0.0,0.0,72.48,72.48,72.48,0.0,0.0,71.63,71.63,71.63,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2019-08-25,70.57,70.57,70.57,0.0,0.0,71.55,71.55,71.55,0.0,0.0,70.07,70.07,70.07,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2019-09-01,65.72,65.72,65.72,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.37,65.37,65.37,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2019-09-08,62.97,62.97,62.97,0.0,0.0,63.33,63.33,63.33,0.0,0.0,62.63,62.63,62.63,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2019-09-15,66.78,66.78,66.78,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.01,66.01,66.01,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2019-09-22,68.05,68.05,68.05,0.0,0.0,68.3,68.3,68.3,0.0,0.0,67.47,67.47,67.47,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2019-09-29,67.46,67.46,67.46,0.0,0.0,67.79,67.79,67.79,0.0,0.0,66.87,66.87,66.87,0.0,0.0,67.65,67.65,67.65,0.0,0.0
2019-10-06,63.14,63.14,63.14,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.04,63.04,63.04,0.0,0.0,63.63,63.63,63.63,0.0,0.0
2019-10-13,62.19,62.19,62.19,0.0,0.0,62.58,62.58,62.58,0.0,0.0,61.99,61.99,61.99,0.0,0.0,62.01,62.01,62.01,0.0,0.0
2019-10-20,61.67,61.67,61.67,0.0,0.0,61.67,61.67,61.67,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2019-10-27,59.12,59.12,59.12,0.0,0.0,59.73,59.73,59.73,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-11-03,61.7,61.7,61.7,0.0,0.0,61.7,61.7,61.7,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2019-11-10,63.04,63.04,63.04,0.0,0.0,63.17,63.17,63.17,0.0,0.0,62.73,62.73,62.73,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2019-11-17,61.64,61.64,61.64,0.0,0.0,61.64,61.64,61.64,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.87,60.87,60.87,0.0,0.0
2019-11-24,63.43,63.43,63.43,0.0,0.0,64.12,64.12,64.12,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2019-12-01,62.96,62.96,62.96,0.0,0.0,63.64,63.64,63.64,0.0,0.0,62.77,62.77,62.77,0.0,0.0,63.62,63.62,63.62,0.0,0.0
2019-12-08,57.73,57.73,57.73,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2019-12-15,55.67,55.67,55.67,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2019-12-22,53.51,53.51,53.51,0.0,0.0,54.38,54.38,54.38,0.0,0.0,53.41,53.41,53.41,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2019-12-29,53.03,53.03,53.03,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.36,52.36,52.36,0.0,0.0,53.09,53.09,53.09,0.0,0.0
