Date,Invesco S and P MidCap MomentumEtf_Open_average,Invesco S and P MidCap MomentumEtf_Open_max,Invesco S and P MidCap MomentumEtf_Open_min,Invesco S and P MidCap MomentumEtf_Open_volatility,Invesco S and P MidCap MomentumEtf_Open_change,Invesco S and P MidCap MomentumEtf_High_average,Invesco S and P MidCap MomentumEtf_High_max,Invesco S and P MidCap MomentumEtf_High_min,Invesco S and P MidCap MomentumEtf_High_volatility,Invesco S and P MidCap MomentumEtf_High_change,Invesco S and P MidCap MomentumEtf_Low_average,Invesco S and P MidCap MomentumEtf_Low_max,Invesco S and P MidCap MomentumEtf_Low_min,Invesco S and P MidCap MomentumEtf_Low_volatility,Invesco S and P MidCap MomentumEtf_Low_change,Invesco S and P MidCap MomentumEtf_Close_average,Invesco S and P MidCap MomentumEtf_Close_max,Invesco S and P MidCap MomentumEtf_Close_min,Invesco S and P MidCap MomentumEtf_Close_volatility,Invesco S and P MidCap MomentumEtf_Close_change
2018-05-13,47.97,47.97,47.97,0.0,0.0,48.3,48.3,48.3,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-05-20,48.65,48.65,48.65,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2018-05-27,48.81,48.81,48.81,0.0,0.0,49.44,49.44,49.44,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2018-06-03,50.07,50.07,50.07,0.0,0.0,50.45,50.45,50.45,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2018-06-10,51.16,51.16,51.16,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2018-06-17,51.16,51.16,51.16,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0
2018-06-24,49.22,49.22,49.22,0.0,0.0,49.25,49.25,49.25,0.0,0.0,48.88,48.88,48.88,0.0,0.0,48.94,48.94,48.94,0.0,0.0
2018-07-01,49.59,49.59,49.59,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.4,49.4,49.4,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-07-08,51.24,51.24,51.24,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2018-07-15,51.61,51.61,51.61,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2018-07-22,51.45,51.45,51.45,0.0,0.0,51.45,51.45,51.45,0.0,0.0,49.75,49.75,49.75,0.0,0.0,50.13,50.13,50.13,0.0,0.0
2018-07-29,50.83,50.83,50.83,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2018-08-05,51.5,51.5,51.5,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2018-08-12,51.62,51.62,51.62,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2018-08-19,53.2,53.2,53.2,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2018-08-26,54.71,54.71,54.71,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2018-09-02,54.12,54.12,54.12,0.0,0.0,55.17,55.17,55.17,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2018-09-09,55.53,55.53,55.53,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2018-09-16,54.52,54.52,54.52,0.0,0.0,54.57,54.57,54.57,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2018-09-23,54.62,54.62,54.62,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-09-30,52.42,52.42,52.42,0.0,0.0,52.9,52.9,52.9,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2018-10-07,49.15,49.15,49.15,0.0,0.0,49.46,49.46,49.46,0.0,0.0,48.29,48.29,48.29,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2018-10-14,49.65,49.65,49.65,0.0,0.0,49.76,49.76,49.76,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-10-21,45.79,45.79,45.79,0.0,0.0,46.61,46.61,46.61,0.0,0.0,45.11,45.11,45.11,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2018-10-28,48.94,48.94,48.94,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-11-04,49.31,49.31,49.31,0.0,0.0,49.31,49.31,49.31,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2018-11-11,47.67,47.67,47.67,0.0,0.0,48.15,48.15,48.15,0.0,0.0,47.55,47.55,47.55,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2018-11-18,45.77,45.77,45.77,0.0,0.0,46.53,46.53,46.53,0.0,0.0,45.77,45.77,45.77,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2018-11-25,48.78,48.78,48.78,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.77,48.77,48.77,0.0,0.0,49.18,49.18,49.18,0.0,0.0
2018-12-02,48.2,48.2,48.2,0.0,0.0,48.58,48.58,48.58,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.65,46.65,46.65,0.0,0.0
2018-12-09,46.79,46.79,46.79,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.5,46.5,46.5,0.0,0.0
2018-12-16,43.65,43.65,43.65,0.0,0.0,43.72,43.72,43.72,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2018-12-23,44.92,44.92,44.92,0.0,0.0,45.27,45.27,45.27,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.62,44.62,44.62,0.0,0.0
2018-12-30,44.28,44.28,44.28,0.0,0.0,45.6,45.6,45.6,0.0,0.0,44.28,44.28,44.28,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2019-01-06,48.15,48.15,48.15,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.9,47.9,47.9,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2019-01-13,49.49,49.49,49.49,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2019-01-20,50.09,50.09,50.09,0.0,0.0,50.69,50.69,50.69,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-01-27,51.25,51.25,51.25,0.0,0.0,51.74,51.74,51.74,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2019-02-03,51.96,51.96,51.96,0.0,0.0,52.85,52.85,52.85,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2019-02-10,54.58,54.58,54.58,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.71,54.71,54.71,0.0,0.0
2019-02-17,54.77,54.77,54.77,0.0,0.0,55.46,55.46,55.46,0.0,0.0,54.77,54.77,54.77,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2019-02-24,56.12,56.12,56.12,0.0,0.0,56.12,56.12,56.12,0.0,0.0,55.44,55.44,55.44,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2019-03-03,53.54,53.54,53.54,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.16,53.16,53.16,0.0,0.0,53.99,53.99,53.99,0.0,0.0
2019-03-10,55.84,55.84,55.84,0.0,0.0,56.23,56.23,56.23,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.94,55.94,55.94,0.0,0.0
2019-03-17,56.93,56.93,56.93,0.0,0.0,56.93,56.93,56.93,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2019-03-24,56.35,56.35,56.35,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2019-03-31,57.51,57.51,57.51,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.7,57.7,57.7,0.0,0.0
2019-04-07,58.62,58.62,58.62,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.37,58.37,58.37,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2019-04-14,57.73,57.73,57.73,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-04-21,58.68,58.68,58.68,0.0,0.0,59.11,59.11,59.11,0.0,0.0,58.37,58.37,58.37,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2019-04-28,58.67,58.67,58.67,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.51,58.51,58.51,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2019-05-05,57.56,57.56,57.56,0.0,0.0,57.98,57.98,57.98,0.0,0.0,56.6,56.6,56.6,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2019-05-12,57.5,57.5,57.5,0.0,0.0,58.09,58.09,58.09,0.0,0.0,57.25,57.25,57.25,0.0,0.0,57.35,57.35,57.35,0.0,0.0
2019-05-19,56.48,56.48,56.48,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.32,56.32,56.32,0.0,0.0,56.58,56.58,56.58,0.0,0.0
2019-05-26,55.44,55.44,55.44,0.0,0.0,56.02,56.02,56.02,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2019-06-02,57.85,57.85,57.85,0.0,0.0,58.39,58.39,58.39,0.0,0.0,57.82,57.82,57.82,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2019-06-09,58.89,58.89,58.89,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.33,58.33,58.33,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2019-06-16,60.1,60.1,60.1,0.0,0.0,60.1,60.1,60.1,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.49,59.49,59.49,0.0,0.0
2019-06-23,58.28,58.28,58.28,0.0,0.0,58.87,58.87,58.87,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2019-06-30,59.77,59.77,59.77,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.44,59.44,59.44,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-07-07,59.91,59.91,59.91,0.0,0.0,60.22,60.22,60.22,0.0,0.0,59.77,59.77,59.77,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2019-07-14,59.91,59.91,59.91,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.21,59.21,59.21,0.0,0.0,59.24,59.24,59.24,0.0,0.0
2019-07-21,60.07,60.07,60.07,0.0,0.0,60.28,60.28,60.28,0.0,0.0,59.85,59.85,59.85,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2019-07-28,58.81,58.81,58.81,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.33,58.33,58.33,0.0,0.0
2019-08-04,58.95,58.95,58.95,0.0,0.0,59.04,59.04,59.04,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2019-08-11,57.55,57.55,57.55,0.0,0.0,58.3,58.3,58.3,0.0,0.0,57.55,57.55,57.55,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2019-08-18,58.27,58.27,58.27,0.0,0.0,58.43,58.43,58.43,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-08-25,58.46,58.46,58.46,0.0,0.0,58.59,58.59,58.59,0.0,0.0,57.99,57.99,57.99,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2019-09-01,58.84,58.84,58.84,0.0,0.0,59.13,59.13,59.13,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.87,58.87,58.87,0.0,0.0
2019-09-08,59.0,59.0,59.0,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2019-09-15,58.87,58.87,58.87,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2019-09-22,58.69,58.69,58.69,0.0,0.0,58.69,58.69,58.69,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2019-09-29,57.55,57.55,57.55,0.0,0.0,58.29,58.29,58.29,0.0,0.0,57.55,57.55,57.55,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2019-10-06,58.37,58.37,58.37,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2019-10-13,58.4,58.4,58.4,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.18,58.18,58.18,0.0,0.0,58.45,58.45,58.45,0.0,0.0
2019-10-20,58.24,58.24,58.24,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.12,58.12,58.12,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2019-10-27,59.25,59.25,59.25,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.17,59.17,59.17,0.0,0.0,59.29,59.29,59.29,0.0,0.0
2019-11-03,58.38,58.38,58.38,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.38,58.38,58.38,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2019-11-10,59.48,59.48,59.48,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.29,59.29,59.29,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2019-11-17,59.63,59.63,59.63,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.5,59.5,59.5,0.0,0.0
2019-11-24,60.72,60.72,60.72,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2019-12-01,60.81,60.81,60.81,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.66,60.66,60.66,0.0,0.0
2019-12-08,60.5,60.5,60.5,0.0,0.0,60.5,60.5,60.5,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2019-12-15,60.77,60.77,60.77,0.0,0.0,61.31,61.31,61.31,0.0,0.0,60.77,60.77,60.77,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2019-12-22,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-12-29,60.47,60.47,60.47,0.0,0.0,61.4,61.4,61.4,0.0,0.0,60.47,60.47,60.47,0.0,0.0,61.28,61.28,61.28,0.0,0.0
