Date,Schwab US Large-Cap Growth_etf_Open_average,Schwab US Large-Cap Growth_etf_Open_max,Schwab US Large-Cap Growth_etf_Open_min,Schwab US Large-Cap Growth_etf_Open_volatility,Schwab US Large-Cap Growth_etf_Open_change,Schwab US Large-Cap Growth_etf_High_average,Schwab US Large-Cap Growth_etf_High_max,Schwab US Large-Cap Growth_etf_High_min,Schwab US Large-Cap Growth_etf_High_volatility,Schwab US Large-Cap Growth_etf_High_change,Schwab US Large-Cap Growth_etf_Low_average,Schwab US Large-Cap Growth_etf_Low_max,Schwab US Large-Cap Growth_etf_Low_min,Schwab US Large-Cap Growth_etf_Low_volatility,Schwab US Large-Cap Growth_etf_Low_change,Schwab US Large-Cap Growth_etf_Close_average,Schwab US Large-Cap Growth_etf_Close_max,Schwab US Large-Cap Growth_etf_Close_min,Schwab US Large-Cap Growth_etf_Close_volatility,Schwab US Large-Cap Growth_etf_Close_change
2018-03-25,70.9,70.9,70.9,0.0,0.0,72.27,72.27,72.27,0.0,0.0,70.6,70.6,70.6,0.0,0.0,71.71,71.71,71.71,0.0,0.0
2018-04-01,71.51,71.51,71.51,0.0,0.0,72.04,72.04,72.04,0.0,0.0,70.1,70.1,70.1,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2018-04-08,72.57,72.57,72.57,0.0,0.0,72.59,72.59,72.59,0.0,0.0,71.68,71.68,71.68,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2018-04-15,73.53,73.53,73.53,0.0,0.0,73.53,73.53,73.53,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.85,72.85,72.85,0.0,0.0
2018-04-22,72.9,72.9,72.9,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.25,72.25,72.25,0.0,0.0,72.56,72.56,72.56,0.0,0.0
2018-04-29,71.93,71.93,71.93,0.0,0.0,73.47,73.47,73.47,0.0,0.0,71.93,71.93,71.93,0.0,0.0,73.25,73.25,73.25,0.0,0.0
2018-05-06,75.04,75.04,75.04,0.0,0.0,75.31,75.31,75.31,0.0,0.0,74.87,74.87,74.87,0.0,0.0,75.19,75.19,75.19,0.0,0.0
2018-05-13,74.79,74.79,74.79,0.0,0.0,75.0,75.0,75.0,0.0,0.0,74.69,74.69,74.69,0.0,0.0,74.85,74.85,74.85,0.0,0.0
2018-05-20,75.17,75.17,75.17,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.1,75.1,75.1,0.0,0.0,75.25,75.25,75.25,0.0,0.0
2018-05-27,75.42,75.42,75.42,0.0,0.0,75.95,75.95,75.95,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.91,75.91,75.91,0.0,0.0
2018-06-03,76.8,76.8,76.8,0.0,0.0,77.29,77.29,77.29,0.0,0.0,76.76,76.76,76.76,0.0,0.0,77.28,77.28,77.28,0.0,0.0
2018-06-10,77.77,77.77,77.77,0.0,0.0,78.03,78.03,78.03,0.0,0.0,77.56,77.56,77.56,0.0,0.0,77.99,77.99,77.99,0.0,0.0
2018-06-17,77.69,77.69,77.69,0.0,0.0,77.7,77.7,77.7,0.0,0.0,77.21,77.21,77.21,0.0,0.0,77.23,77.23,77.23,0.0,0.0
2018-06-24,76.04,76.04,76.04,0.0,0.0,76.38,76.38,76.38,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.78,75.78,75.78,0.0,0.0
2018-07-01,76.42,76.42,76.42,0.0,0.0,77.23,77.23,77.23,0.0,0.0,76.29,76.29,76.29,0.0,0.0,77.12,77.12,77.12,0.0,0.0
2018-07-08,78.53,78.53,78.53,0.0,0.0,78.76,78.76,78.76,0.0,0.0,78.39,78.39,78.39,0.0,0.0,78.65,78.65,78.65,0.0,0.0
2018-07-15,78.74,78.74,78.74,0.0,0.0,78.95,78.95,78.95,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.61,78.61,78.61,0.0,0.0
2018-07-22,79.39,79.39,79.39,0.0,0.0,79.49,79.49,79.49,0.0,0.0,77.92,77.92,77.92,0.0,0.0,78.23,78.23,78.23,0.0,0.0
2018-07-29,78.72,78.72,78.72,0.0,0.0,78.84,78.84,78.84,0.0,0.0,78.49,78.49,78.49,0.0,0.0,78.84,78.84,78.84,0.0,0.0
2018-08-05,79.11,79.11,79.11,0.0,0.0,79.34,79.34,79.34,0.0,0.0,78.84,78.84,78.84,0.0,0.0,79.07,79.07,79.07,0.0,0.0
2018-08-12,78.95,78.95,78.95,0.0,0.0,79.38,79.38,79.38,0.0,0.0,78.72,78.72,78.72,0.0,0.0,79.23,79.23,79.23,0.0,0.0
2018-08-19,79.99,79.99,79.99,0.0,0.0,80.48,80.48,80.48,0.0,0.0,79.99,79.99,79.99,0.0,0.0,80.42,80.42,80.42,0.0,0.0
2018-08-26,81.53,81.53,81.53,0.0,0.0,81.83,81.83,81.83,0.0,0.0,81.47,81.47,81.47,0.0,0.0,81.7,81.7,81.7,0.0,0.0
2018-09-02,80.24,80.24,80.24,0.0,0.0,80.97,80.97,80.97,0.0,0.0,80.2,80.2,80.2,0.0,0.0,80.52,80.52,80.52,0.0,0.0
2018-09-09,81.81,81.81,81.81,0.0,0.0,81.87,81.87,81.87,0.0,0.0,81.38,81.38,81.38,0.0,0.0,81.62,81.62,81.62,0.0,0.0
2018-09-16,82.28,82.28,82.28,0.0,0.0,82.32,82.32,82.32,0.0,0.0,81.7,81.7,81.7,0.0,0.0,81.74,81.74,81.74,0.0,0.0
2018-09-23,81.86,81.86,81.86,0.0,0.0,82.21,82.21,82.21,0.0,0.0,81.86,81.86,81.86,0.0,0.0,82.02,82.02,82.02,0.0,0.0
2018-09-30,80.91,80.91,80.91,0.0,0.0,81.17,81.17,81.17,0.0,0.0,79.65,79.65,79.65,0.0,0.0,80.27,80.27,80.27,0.0,0.0
2018-10-07,77.17,77.17,77.17,0.0,0.0,77.38,77.38,77.38,0.0,0.0,75.87,75.87,75.87,0.0,0.0,77.07,77.07,77.07,0.0,0.0
2018-10-14,77.27,77.27,77.27,0.0,0.0,77.86,77.86,77.86,0.0,0.0,76.49,76.49,76.49,0.0,0.0,76.71,76.71,76.71,0.0,0.0
2018-10-21,73.69,73.69,73.69,0.0,0.0,74.8,74.8,74.8,0.0,0.0,72.68,72.68,72.68,0.0,0.0,73.61,73.61,73.61,0.0,0.0
2018-10-28,76.17,76.17,76.17,0.0,0.0,76.55,76.55,76.55,0.0,0.0,74.79,74.79,74.79,0.0,0.0,75.36,75.36,75.36,0.0,0.0
2018-11-04,77.24,77.24,77.24,0.0,0.0,77.3,77.3,77.3,0.0,0.0,76.18,76.18,76.18,0.0,0.0,76.75,76.75,76.75,0.0,0.0
2018-11-11,74.56,74.56,74.56,0.0,0.0,75.41,75.41,75.41,0.0,0.0,74.37,74.37,74.37,0.0,0.0,75.09,75.09,75.09,0.0,0.0
2018-11-18,71.73,71.73,71.73,0.0,0.0,72.26,72.26,72.26,0.0,0.0,71.48,71.48,71.48,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2018-11-25,75.51,75.51,75.51,0.0,0.0,75.97,75.97,75.97,0.0,0.0,75.29,75.29,75.29,0.0,0.0,75.8,75.8,75.8,0.0,0.0
2018-12-02,74.26,74.26,74.26,0.0,0.0,74.86,74.86,74.86,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.41,72.41,72.41,0.0,0.0
2018-12-09,72.38,72.38,72.38,0.0,0.0,72.63,72.63,72.63,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.58,71.58,71.58,0.0,0.0
2018-12-16,67.93,67.93,67.93,0.0,0.0,68.53,68.53,68.53,0.0,0.0,65.64,65.64,65.64,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2018-12-23,68.78,68.78,68.78,0.0,0.0,69.25,69.25,69.25,0.0,0.0,67.76,67.76,67.76,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2018-12-30,67.85,67.85,67.85,0.0,0.0,69.64,69.64,69.64,0.0,0.0,67.78,67.78,67.78,0.0,0.0,69.34,69.34,69.34,0.0,0.0
2019-01-06,71.44,71.44,71.44,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.21,71.21,71.21,0.0,0.0,71.67,71.67,71.67,0.0,0.0
2019-01-13,73.59,73.59,73.59,0.0,0.0,74.09,74.09,74.09,0.0,0.0,73.23,73.23,73.23,0.0,0.0,73.92,73.92,73.92,0.0,0.0
2019-01-20,73.65,73.65,73.65,0.0,0.0,74.03,74.03,74.03,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.89,73.89,73.89,0.0,0.0
2019-01-27,75.04,75.04,75.04,0.0,0.0,75.44,75.44,75.44,0.0,0.0,74.87,74.87,74.87,0.0,0.0,75.11,75.11,75.11,0.0,0.0
2019-02-03,74.83,74.83,74.83,0.0,0.0,75.45,75.45,75.45,0.0,0.0,74.74,74.74,74.74,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2019-02-10,77.27,77.27,77.27,0.0,0.0,77.37,77.37,77.37,0.0,0.0,77.03,77.03,77.03,0.0,0.0,77.37,77.37,77.37,0.0,0.0
2019-02-17,77.32,77.32,77.32,0.0,0.0,77.75,77.75,77.75,0.0,0.0,77.26,77.26,77.26,0.0,0.0,77.73,77.73,77.73,0.0,0.0
2019-02-24,78.16,78.16,78.16,0.0,0.0,78.31,78.31,78.31,0.0,0.0,77.68,77.68,77.68,0.0,0.0,78.2,78.2,78.2,0.0,0.0
2019-03-03,75.74,75.74,75.74,0.0,0.0,76.33,76.33,76.33,0.0,0.0,75.62,75.62,75.62,0.0,0.0,76.29,76.29,76.29,0.0,0.0
2019-03-10,78.6,78.6,78.6,0.0,0.0,79.08,79.08,79.08,0.0,0.0,78.53,78.53,78.53,0.0,0.0,78.8,78.8,78.8,0.0,0.0
2019-03-17,79.71,79.71,79.71,0.0,0.0,79.88,79.88,79.88,0.0,0.0,78.4,78.4,78.4,0.0,0.0,78.42,78.42,78.42,0.0,0.0
2019-03-24,79.32,79.32,79.32,0.0,0.0,79.47,79.47,79.47,0.0,0.0,78.99,78.99,78.99,0.0,0.0,79.43,79.43,79.43,0.0,0.0
2019-03-31,81.06,81.06,81.06,0.0,0.0,81.27,81.27,81.27,0.0,0.0,81.01,81.01,81.01,0.0,0.0,81.24,81.24,81.24,0.0,0.0
2019-04-07,81.72,81.72,81.72,0.0,0.0,81.87,81.87,81.87,0.0,0.0,81.47,81.47,81.47,0.0,0.0,81.78,81.78,81.78,0.0,0.0
2019-04-14,81.47,81.47,81.47,0.0,0.0,81.59,81.59,81.59,0.0,0.0,81.04,81.04,81.04,0.0,0.0,81.53,81.53,81.53,0.0,0.0
2019-04-21,82.85,82.85,82.85,0.0,0.0,83.23,83.23,83.23,0.0,0.0,82.49,82.49,82.49,0.0,0.0,83.23,83.23,83.23,0.0,0.0
2019-04-28,82.82,82.82,82.82,0.0,0.0,83.26,83.26,83.26,0.0,0.0,82.7,82.7,82.7,0.0,0.0,83.18,83.18,83.18,0.0,0.0
2019-05-05,80.83,80.83,80.83,0.0,0.0,81.69,81.69,81.69,0.0,0.0,79.74,79.74,79.74,0.0,0.0,81.39,81.39,81.39,0.0,0.0
2019-05-12,80.61,80.61,80.61,0.0,0.0,81.61,81.61,81.61,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.75,80.75,80.75,0.0,0.0
2019-05-19,79.95,79.95,79.95,0.0,0.0,80.16,80.16,80.16,0.0,0.0,79.49,79.49,79.49,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2019-05-26,78.06,78.06,78.06,0.0,0.0,78.39,78.39,78.39,0.0,0.0,77.83,77.83,77.83,0.0,0.0,77.92,77.92,77.92,0.0,0.0
2019-06-02,80.42,80.42,80.42,0.0,0.0,81.51,81.51,81.51,0.0,0.0,80.41,80.41,80.41,0.0,0.0,81.25,81.25,81.25,0.0,0.0
2019-06-09,81.73,81.73,81.73,0.0,0.0,81.87,81.87,81.87,0.0,0.0,81.47,81.47,81.47,0.0,0.0,81.67,81.67,81.67,0.0,0.0
2019-06-16,83.8,83.8,83.8,0.0,0.0,84.18,84.18,84.18,0.0,0.0,83.6,83.6,83.6,0.0,0.0,83.76,83.76,83.76,0.0,0.0
2019-06-23,82.98,82.98,82.98,0.0,0.0,83.28,83.28,83.28,0.0,0.0,82.71,82.71,82.71,0.0,0.0,83.21,83.21,83.21,0.0,0.0
2019-06-30,84.49,84.49,84.49,0.0,0.0,84.94,84.94,84.94,0.0,0.0,84.15,84.15,84.15,0.0,0.0,84.83,84.83,84.83,0.0,0.0
2019-07-07,85.58,85.58,85.58,0.0,0.0,85.94,85.94,85.94,0.0,0.0,85.52,85.52,85.52,0.0,0.0,85.92,85.92,85.92,0.0,0.0
2019-07-14,85.8,85.8,85.8,0.0,0.0,85.8,85.8,85.8,0.0,0.0,84.69,84.69,84.69,0.0,0.0,84.73,84.73,84.73,0.0,0.0
2019-07-21,85.79,85.79,85.79,0.0,0.0,86.27,86.27,86.27,0.0,0.0,85.79,85.79,85.79,0.0,0.0,86.17,86.17,86.17,0.0,0.0
2019-07-28,83.85,83.85,83.85,0.0,0.0,83.95,83.95,83.95,0.0,0.0,82.87,82.87,82.87,0.0,0.0,83.44,83.44,83.44,0.0,0.0
2019-08-04,83.61,83.61,83.61,0.0,0.0,83.81,83.81,83.81,0.0,0.0,82.8,82.8,82.8,0.0,0.0,83.31,83.31,83.31,0.0,0.0
2019-08-11,82.19,82.19,82.19,0.0,0.0,82.89,82.89,82.89,0.0,0.0,82.18,82.18,82.18,0.0,0.0,82.78,82.78,82.78,0.0,0.0
2019-08-18,83.55,83.55,83.55,0.0,0.0,84.16,84.16,84.16,0.0,0.0,81.48,81.48,81.48,0.0,0.0,81.81,81.81,81.81,0.0,0.0
2019-08-25,84.52,84.52,84.52,0.0,0.0,84.54,84.54,84.54,0.0,0.0,83.54,83.54,83.54,0.0,0.0,83.97,83.97,83.97,0.0,0.0
2019-09-01,85.5,85.5,85.5,0.0,0.0,85.59,85.59,85.59,0.0,0.0,85.23,85.23,85.23,0.0,0.0,85.32,85.32,85.32,0.0,0.0
2019-09-08,85.63,85.63,85.63,0.0,0.0,85.8,85.8,85.8,0.0,0.0,85.34,85.34,85.34,0.0,0.0,85.47,85.47,85.47,0.0,0.0
2019-09-15,85.88,85.88,85.88,0.0,0.0,85.99,85.99,85.99,0.0,0.0,84.8,84.8,84.8,0.0,0.0,85.01,85.01,85.01,0.0,0.0
2019-09-22,84.63,84.63,84.63,0.0,0.0,84.64,84.64,84.64,0.0,0.0,82.91,82.91,82.91,0.0,0.0,83.39,83.39,83.39,0.0,0.0
2019-09-29,83.08,83.08,83.08,0.0,0.0,84.01,84.01,84.01,0.0,0.0,83.08,83.08,83.08,0.0,0.0,83.94,83.94,83.94,0.0,0.0
2019-10-06,84.7,84.7,84.7,0.0,0.0,85.26,85.26,85.26,0.0,0.0,84.53,84.53,84.53,0.0,0.0,84.62,84.62,84.62,0.0,0.0
2019-10-13,85.46,85.46,85.46,0.0,0.0,85.6,85.6,85.6,0.0,0.0,84.52,84.52,84.52,0.0,0.0,84.95,84.95,84.95,0.0,0.0
2019-10-20,85.28,85.28,85.28,0.0,0.0,86.09,86.09,86.09,0.0,0.0,85.28,85.28,85.28,0.0,0.0,85.96,85.96,85.96,0.0,0.0
2019-10-27,87.11,87.11,87.11,0.0,0.0,87.47,87.47,87.47,0.0,0.0,87.02,87.02,87.02,0.0,0.0,87.41,87.41,87.41,0.0,0.0
2019-11-03,87.41,87.41,87.41,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.26,87.26,87.26,0.0,0.0,87.69,87.69,87.69,0.0,0.0
2019-11-10,89.09,89.09,89.09,0.0,0.0,89.4,89.4,89.4,0.0,0.0,88.84,88.84,88.84,0.0,0.0,89.4,89.4,89.4,0.0,0.0
2019-11-17,89.43,89.43,89.43,0.0,0.0,89.43,89.43,89.43,0.0,0.0,88.92,88.92,88.92,0.0,0.0,89.3,89.3,89.3,0.0,0.0
2019-11-24,90.8,90.8,90.8,0.0,0.0,90.93,90.93,90.93,0.0,0.0,90.61,90.61,90.61,0.0,0.0,90.62,90.62,90.62,0.0,0.0
2019-12-01,90.33,90.33,90.33,0.0,0.0,90.57,90.57,90.57,0.0,0.0,90.24,90.24,90.24,0.0,0.0,90.51,90.51,90.51,0.0,0.0
2019-12-08,90.49,90.49,90.49,0.0,0.0,91.01,91.01,91.01,0.0,0.0,90.4,90.4,90.4,0.0,0.0,90.78,90.78,90.78,0.0,0.0
2019-12-15,92.53,92.53,92.53,0.0,0.0,92.68,92.68,92.68,0.0,0.0,92.38,92.38,92.38,0.0,0.0,92.59,92.59,92.59,0.0,0.0
2019-12-22,93.67,93.67,93.67,0.0,0.0,93.68,93.68,93.68,0.0,0.0,93.18,93.18,93.18,0.0,0.0,93.35,93.35,93.35,0.0,0.0
2019-12-29,93.06,93.06,93.06,0.0,0.0,94.04,94.04,94.04,0.0,0.0,93.01,93.01,93.01,0.0,0.0,93.63,93.63,93.63,0.0,0.0
