Date,First Trust Health Care AlphaDEX_Open_average,First Trust Health Care AlphaDEX_Open_max,First Trust Health Care AlphaDEX_Open_min,First Trust Health Care AlphaDEX_Open_volatility,First Trust Health Care AlphaDEX_Open_change,First Trust Health Care AlphaDEX_High_average,First Trust Health Care AlphaDEX_High_max,First Trust Health Care AlphaDEX_High_min,First Trust Health Care AlphaDEX_High_volatility,First Trust Health Care AlphaDEX_High_change,First Trust Health Care AlphaDEX_Low_average,First Trust Health Care AlphaDEX_Low_max,First Trust Health Care AlphaDEX_Low_min,First Trust Health Care AlphaDEX_Low_volatility,First Trust Health Care AlphaDEX_Low_change,First Trust Health Care AlphaDEX_Close_average,First Trust Health Care AlphaDEX_Close_max,First Trust Health Care AlphaDEX_Close_min,First Trust Health Care AlphaDEX_Close_volatility,First Trust Health Care AlphaDEX_Close_change
2018-11-04,78.43,78.43,78.43,0.0,0.0,78.45,78.45,78.45,0.0,0.0,76.43,76.43,76.43,0.0,0.0,76.51,76.51,76.51,0.0,0.0
2018-11-11,75.88,75.88,75.88,0.0,0.0,75.88,75.88,75.88,0.0,0.0,73.35,73.35,73.35,0.0,0.0,73.49,73.49,73.49,0.0,0.0
2018-11-18,74.88,74.88,74.88,0.0,0.0,75.22,75.22,75.22,0.0,0.0,74.4,74.4,74.4,0.0,0.0,75.14,75.14,75.14,0.0,0.0
2018-11-25,79.25,79.25,79.25,0.0,0.0,79.34,79.34,79.34,0.0,0.0,78.53,78.53,78.53,0.0,0.0,79.26,79.26,79.26,0.0,0.0
2018-12-02,73.55,73.55,73.55,0.0,0.0,74.2,74.2,74.2,0.0,0.0,72.2,72.2,72.2,0.0,0.0,73.89,73.89,73.89,0.0,0.0
2018-12-09,71.12,71.12,71.12,0.0,0.0,71.53,71.53,71.53,0.0,0.0,69.65,69.65,69.65,0.0,0.0,70.06,70.06,70.06,0.0,0.0
2018-12-16,64.77,64.77,64.77,0.0,0.0,65.16,65.16,65.16,0.0,0.0,63.84,63.84,63.84,0.0,0.0,64.01,64.01,64.01,0.0,0.0
2018-12-23,68.42,68.42,68.42,0.0,0.0,68.9,68.9,68.9,0.0,0.0,68.14,68.14,68.14,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2018-12-30,68.78,68.78,68.78,0.0,0.0,69.94,69.94,69.94,0.0,0.0,68.78,68.78,68.78,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2019-01-06,71.58,71.58,71.58,0.0,0.0,71.86,71.86,71.86,0.0,0.0,71.28,71.28,71.28,0.0,0.0,71.47,71.47,71.47,0.0,0.0
2019-01-13,73.89,73.89,73.89,0.0,0.0,74.24,74.24,74.24,0.0,0.0,73.33,73.33,73.33,0.0,0.0,74.23,74.23,74.23,0.0,0.0
2019-01-20,73.27,73.27,73.27,0.0,0.0,73.28,73.28,73.28,0.0,0.0,72.81,72.81,72.81,0.0,0.0,73.14,73.14,73.14,0.0,0.0
2019-01-27,75.01,75.01,75.01,0.0,0.0,75.15,75.15,75.15,0.0,0.0,74.5,74.5,74.5,0.0,0.0,75.15,75.15,75.15,0.0,0.0
2019-02-03,74.56,74.56,74.56,0.0,0.0,74.83,74.83,74.83,0.0,0.0,74.17,74.17,74.17,0.0,0.0,74.43,74.43,74.43,0.0,0.0
2019-02-10,76.3,76.3,76.3,0.0,0.0,77.03,77.03,77.03,0.0,0.0,76.3,76.3,76.3,0.0,0.0,77.03,77.03,77.03,0.0,0.0
2019-02-17,77.08,77.08,77.08,0.0,0.0,77.4,77.4,77.4,0.0,0.0,76.85,76.85,76.85,0.0,0.0,76.9,76.9,76.9,0.0,0.0
2019-02-24,77.82,77.82,77.82,0.0,0.0,77.82,77.82,77.82,0.0,0.0,75.64,75.64,75.64,0.0,0.0,76.23,76.23,76.23,0.0,0.0
2019-03-03,74.22,74.22,74.22,0.0,0.0,75.12,75.12,75.12,0.0,0.0,74.15,74.15,74.15,0.0,0.0,75.09,75.09,75.09,0.0,0.0
2019-03-10,77.15,77.15,77.15,0.0,0.0,77.36,77.36,77.36,0.0,0.0,76.49,76.49,76.49,0.0,0.0,77.06,77.06,77.06,0.0,0.0
2019-03-17,76.0,76.0,76.0,0.0,0.0,76.14,76.14,76.14,0.0,0.0,75.23,75.23,75.23,0.0,0.0,75.87,75.87,75.87,0.0,0.0
2019-03-24,76.98,76.98,76.98,0.0,0.0,77.1,77.1,77.1,0.0,0.0,76.53,76.53,76.53,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2019-03-31,77.02,77.02,77.02,0.0,0.0,77.14,77.14,77.14,0.0,0.0,76.29,76.29,76.29,0.0,0.0,77.13,77.13,77.13,0.0,0.0
2019-04-07,75.85,75.85,75.85,0.0,0.0,76.09,76.09,76.09,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2019-04-14,70.9,70.9,70.9,0.0,0.0,71.71,71.71,71.71,0.0,0.0,70.65,70.65,70.65,0.0,0.0,71.01,71.01,71.01,0.0,0.0
2019-04-21,73.85,73.85,73.85,0.0,0.0,74.14,74.14,74.14,0.0,0.0,73.32,73.32,73.32,0.0,0.0,73.71,73.71,73.71,0.0,0.0
2019-04-28,74.09,74.09,74.09,0.0,0.0,75.77,75.77,75.77,0.0,0.0,74.0,74.0,74.0,0.0,0.0,75.66,75.66,75.66,0.0,0.0
2019-05-05,72.42,72.42,72.42,0.0,0.0,72.5,72.5,72.5,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.61,71.61,71.61,0.0,0.0
2019-05-12,72.08,72.08,72.08,0.0,0.0,72.57,72.57,72.57,0.0,0.0,71.76,71.76,71.76,0.0,0.0,72.13,72.13,72.13,0.0,0.0
2019-05-19,72.64,72.64,72.64,0.0,0.0,73.15,73.15,73.15,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.7,72.7,72.7,0.0,0.0
2019-05-26,71.43,71.43,71.43,0.0,0.0,72.13,72.13,72.13,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.54,71.54,71.54,0.0,0.0
2019-06-02,75.0,75.0,75.0,0.0,0.0,75.39,75.39,75.39,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2019-06-09,75.01,75.01,75.01,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.01,75.01,75.01,0.0,0.0,75.59,75.59,75.59,0.0,0.0
2019-06-16,77.46,77.46,77.46,0.0,0.0,77.46,77.46,77.46,0.0,0.0,76.59,76.59,76.59,0.0,0.0,76.76,76.76,76.76,0.0,0.0
2019-06-23,78.36,78.36,78.36,0.0,0.0,78.36,78.36,78.36,0.0,0.0,77.58,77.58,77.58,0.0,0.0,77.91,77.91,77.91,0.0,0.0
2019-06-30,77.94,77.94,77.94,0.0,0.0,77.94,77.94,77.94,0.0,0.0,77.08,77.08,77.08,0.0,0.0,77.44,77.44,77.44,0.0,0.0
2019-07-07,77.7,77.7,77.7,0.0,0.0,77.77,77.77,77.77,0.0,0.0,77.39,77.39,77.39,0.0,0.0,77.69,77.69,77.69,0.0,0.0
2019-07-14,77.07,77.07,77.07,0.0,0.0,77.39,77.39,77.39,0.0,0.0,76.89,76.89,76.89,0.0,0.0,76.89,76.89,76.89,0.0,0.0
2019-07-21,78.2,78.2,78.2,0.0,0.0,78.41,78.41,78.41,0.0,0.0,77.68,77.68,77.68,0.0,0.0,78.4,78.4,78.4,0.0,0.0
2019-07-28,75.54,75.54,75.54,0.0,0.0,75.62,75.62,75.62,0.0,0.0,73.9,73.9,73.9,0.0,0.0,74.43,74.43,74.43,0.0,0.0
2019-08-04,76.29,76.29,76.29,0.0,0.0,76.29,76.29,76.29,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.66,75.66,75.66,0.0,0.0
2019-08-11,76.91,76.91,76.91,0.0,0.0,76.99,76.99,76.99,0.0,0.0,76.66,76.66,76.66,0.0,0.0,76.76,76.76,76.76,0.0,0.0
2019-08-18,74.94,74.94,74.94,0.0,0.0,75.1,75.1,75.1,0.0,0.0,74.61,74.61,74.61,0.0,0.0,75.05,75.05,75.05,0.0,0.0
2019-08-25,75.91,75.91,75.91,0.0,0.0,75.91,75.91,75.91,0.0,0.0,75.07,75.07,75.07,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2019-09-01,75.72,75.72,75.72,0.0,0.0,75.72,75.72,75.72,0.0,0.0,74.31,74.31,74.31,0.0,0.0,74.46,74.46,74.46,0.0,0.0
2019-09-08,74.82,74.82,74.82,0.0,0.0,75.52,75.52,75.52,0.0,0.0,74.82,74.82,74.82,0.0,0.0,75.49,75.49,75.49,0.0,0.0
2019-09-15,76.03,76.03,76.03,0.0,0.0,76.23,76.23,76.23,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.82,75.82,75.82,0.0,0.0
2019-09-22,73.44,73.44,73.44,0.0,0.0,74.41,74.41,74.41,0.0,0.0,73.31,73.31,73.31,0.0,0.0,74.02,74.02,74.02,0.0,0.0
2019-09-29,73.43,73.43,73.43,0.0,0.0,73.96,73.96,73.96,0.0,0.0,73.34,73.34,73.34,0.0,0.0,73.44,73.44,73.44,0.0,0.0
2019-10-06,73.27,73.27,73.27,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2019-10-13,75.33,75.33,75.33,0.0,0.0,75.52,75.52,75.52,0.0,0.0,74.85,74.85,74.85,0.0,0.0,75.05,75.05,75.05,0.0,0.0
2019-10-20,75.8,75.8,75.8,0.0,0.0,76.65,76.65,76.65,0.0,0.0,75.8,75.8,75.8,0.0,0.0,76.42,76.42,76.42,0.0,0.0
2019-10-27,78.08,78.08,78.08,0.0,0.0,78.08,78.08,78.08,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.7,77.7,77.7,0.0,0.0
2019-11-03,78.3,78.3,78.3,0.0,0.0,78.57,78.57,78.57,0.0,0.0,78.16,78.16,78.16,0.0,0.0,78.41,78.41,78.41,0.0,0.0
2019-11-10,80.84,80.84,80.84,0.0,0.0,81.35,81.35,81.35,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.84,80.84,80.84,0.0,0.0
2019-11-17,82.21,82.21,82.21,0.0,0.0,83.16,83.16,83.16,0.0,0.0,82.21,82.21,82.21,0.0,0.0,83.15,83.15,83.15,0.0,0.0
2019-11-24,83.05,83.05,83.05,0.0,0.0,83.06,83.06,83.06,0.0,0.0,82.22,82.22,82.22,0.0,0.0,82.53,82.53,82.53,0.0,0.0
2019-12-01,83.54,83.54,83.54,0.0,0.0,83.54,83.54,83.54,0.0,0.0,82.32,82.32,82.32,0.0,0.0,82.32,82.32,82.32,0.0,0.0
2019-12-08,83.35,83.35,83.35,0.0,0.0,84.06,84.06,84.06,0.0,0.0,83.32,83.32,83.32,0.0,0.0,83.74,83.74,83.74,0.0,0.0
2019-12-15,84.89,84.89,84.89,0.0,0.0,85.05,85.05,85.05,0.0,0.0,84.59,84.59,84.59,0.0,0.0,84.91,84.91,84.91,0.0,0.0
2019-12-22,84.42,84.42,84.42,0.0,0.0,84.42,84.42,84.42,0.0,0.0,83.79,83.79,83.79,0.0,0.0,83.85,83.85,83.85,0.0,0.0
2019-12-29,83.27,83.27,83.27,0.0,0.0,83.89,83.89,83.89,0.0,0.0,82.89,82.89,82.89,0.0,0.0,83.62,83.62,83.62,0.0,0.0
