Date,iShares MSCI United Kingdom Small-Cap_Open_average,iShares MSCI United Kingdom Small-Cap_Open_max,iShares MSCI United Kingdom Small-Cap_Open_min,iShares MSCI United Kingdom Small-Cap_Open_volatility,iShares MSCI United Kingdom Small-Cap_Open_change,iShares MSCI United Kingdom Small-Cap_High_average,iShares MSCI United Kingdom Small-Cap_High_max,iShares MSCI United Kingdom Small-Cap_High_min,iShares MSCI United Kingdom Small-Cap_High_volatility,iShares MSCI United Kingdom Small-Cap_High_change,iShares MSCI United Kingdom Small-Cap_Low_average,iShares MSCI United Kingdom Small-Cap_Low_max,iShares MSCI United Kingdom Small-Cap_Low_min,iShares MSCI United Kingdom Small-Cap_Low_volatility,iShares MSCI United Kingdom Small-Cap_Low_change,iShares MSCI United Kingdom Small-Cap_Close_average,iShares MSCI United Kingdom Small-Cap_Close_max,iShares MSCI United Kingdom Small-Cap_Close_min,iShares MSCI United Kingdom Small-Cap_Close_volatility,iShares MSCI United Kingdom Small-Cap_Close_change
2018-12-16,33.34,33.34,33.34,0.0,0.0,33.34,33.34,33.34,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-12-23,33.98,33.98,33.98,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2018-12-30,34.81,34.81,34.81,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.81,34.81,34.81,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2019-01-06,36.01,36.01,36.01,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2019-01-13,36.92,36.92,36.92,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2019-01-20,37.32,37.32,37.32,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2019-01-27,37.69,37.69,37.69,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2019-02-03,37.04,37.04,37.04,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2019-02-10,37.24,37.24,37.24,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-02-17,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.3,38.3,38.3,0.0,0.0
2019-02-24,39.35,39.35,39.35,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.06,39.06,39.06,0.0,0.0,39.19,39.19,39.19,0.0,0.0
2019-03-03,38.23,38.23,38.23,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-03-10,39.74,39.74,39.74,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2019-03-17,38.69,38.69,38.69,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2019-03-24,39.23,39.23,39.23,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-03-31,39.87,39.87,39.87,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2019-04-07,40.6,40.6,40.6,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-04-14,40.31,40.31,40.31,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.31,40.31,40.31,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-04-21,40.52,40.52,40.52,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.51,40.51,40.51,0.0,0.0
2019-04-28,40.48,40.48,40.48,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-05-05,39.33,39.33,39.33,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2019-05-12,38.77,38.77,38.77,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.66,38.66,38.66,0.0,0.0
2019-05-19,38.39,38.39,38.39,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-05-26,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-06-02,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2019-06-09,37.42,37.42,37.42,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-06-16,37.79,37.79,37.79,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-06-23,38.06,38.06,38.06,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-06-30,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-07-07,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-07-14,37.38,37.38,37.38,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2019-07-21,37.47,37.47,37.47,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2019-07-28,35.32,35.32,35.32,0.0,0.0,35.32,35.32,35.32,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-08-04,34.87,34.87,34.87,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-08-11,35.01,35.01,35.01,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-08-18,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2019-08-25,35.9,35.9,35.9,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-09-01,36.9,36.9,36.9,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2019-09-08,37.94,37.94,37.94,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-09-15,37.89,37.89,37.89,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-09-22,37.5,37.5,37.5,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2019-09-29,36.66,36.66,36.66,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-10-06,38.31,38.31,38.31,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-10-13,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.59,40.59,40.59,0.0,0.0
2019-10-20,40.12,40.12,40.12,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2019-10-27,40.27,40.27,40.27,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.2,40.2,40.2,0.0,0.0
2019-11-03,40.33,40.33,40.33,0.0,0.0,40.48,40.48,40.48,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-11-10,40.85,40.85,40.85,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-11-17,40.96,40.96,40.96,0.0,0.0,41.4,41.4,41.4,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2019-11-24,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2019-12-01,42.41,42.41,42.41,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2019-12-08,44.76,44.76,44.76,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2019-12-15,43.33,43.33,43.33,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.3,43.3,43.3,0.0,0.0
2019-12-22,44.16,44.16,44.16,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.05,44.05,44.05,0.0,0.0
2019-12-29,43.99,43.99,43.99,0.0,0.0,44.12,44.12,44.12,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.84,43.84,43.84,0.0,0.0
