Date,iShares MSCI Germany Small-Cap_Open_average,iShares MSCI Germany Small-Cap_Open_max,iShares MSCI Germany Small-Cap_Open_min,iShares MSCI Germany Small-Cap_Open_volatility,iShares MSCI Germany Small-Cap_Open_change,iShares MSCI Germany Small-Cap_High_average,iShares MSCI Germany Small-Cap_High_max,iShares MSCI Germany Small-Cap_High_min,iShares MSCI Germany Small-Cap_High_volatility,iShares MSCI Germany Small-Cap_High_change,iShares MSCI Germany Small-Cap_Low_average,iShares MSCI Germany Small-Cap_Low_max,iShares MSCI Germany Small-Cap_Low_min,iShares MSCI Germany Small-Cap_Low_volatility,iShares MSCI Germany Small-Cap_Low_change,iShares MSCI Germany Small-Cap_Close_average,iShares MSCI Germany Small-Cap_Close_max,iShares MSCI Germany Small-Cap_Close_min,iShares MSCI Germany Small-Cap_Close_volatility,iShares MSCI Germany Small-Cap_Close_change
2018-05-20,64.9,64.9,64.9,0.0,0.0,65.23,65.23,65.23,0.0,0.0,64.72,64.72,64.72,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-05-27,64.78,64.78,64.78,0.0,0.0,64.99,64.99,64.99,0.0,0.0,64.68,64.68,64.68,0.0,0.0,64.74,64.74,64.74,0.0,0.0
2018-06-03,65.55,65.55,65.55,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.72,65.72,65.72,0.0,0.0
2018-06-10,63.99,63.99,63.99,0.0,0.0,64.5,64.5,64.5,0.0,0.0,63.93,63.93,63.93,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2018-06-17,61.34,61.34,61.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0,60.87,60.87,60.87,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2018-06-24,59.52,59.52,59.52,0.0,0.0,59.93,59.93,59.93,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2018-07-01,61.97,61.97,61.97,0.0,0.0,61.97,61.97,61.97,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2018-07-08,62.42,62.42,62.42,0.0,0.0,62.49,62.49,62.49,0.0,0.0,62.3,62.3,62.3,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2018-07-15,62.6,62.6,62.6,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.75,62.75,62.75,0.0,0.0
2018-07-22,63.37,63.37,63.37,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.3,63.3,63.3,0.0,0.0
2018-07-29,62.29,62.29,62.29,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.29,62.29,62.29,0.0,0.0,62.48,62.48,62.48,0.0,0.0
2018-08-05,61.56,61.56,61.56,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.55,61.55,61.55,0.0,0.0
2018-08-12,61.14,61.14,61.14,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.04,61.04,61.04,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2018-08-19,63.48,63.48,63.48,0.0,0.0,64.0,64.0,64.0,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.97,63.97,63.97,0.0,0.0
2018-08-26,63.27,63.27,63.27,0.0,0.0,63.4,63.4,63.4,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2018-09-02,61.4,61.4,61.4,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2018-09-09,61.8,61.8,61.8,0.0,0.0,61.82,61.82,61.82,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.54,61.54,61.54,0.0,0.0
2018-09-16,61.49,61.49,61.49,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.3,61.3,61.3,0.0,0.0
2018-09-23,60.4,60.4,60.4,0.0,0.0,60.63,60.63,60.63,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2018-09-30,56.17,56.17,56.17,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2018-10-07,54.19,54.19,54.19,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.05,54.05,54.05,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2018-10-14,54.9,54.9,54.9,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2018-10-21,53.19,53.19,53.19,0.0,0.0,53.4,53.4,53.4,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2018-10-28,55.11,55.11,55.11,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-11-04,54.04,54.04,54.04,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2018-11-11,53.03,53.03,53.03,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.46,52.46,52.46,0.0,0.0
2018-11-18,52.26,52.26,52.26,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2018-11-25,53.0,53.0,53.0,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2018-12-02,49.78,49.78,49.78,0.0,0.0,50.05,50.05,50.05,0.0,0.0,49.26,49.26,49.26,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2018-12-09,49.15,49.15,49.15,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2018-12-16,47.33,47.33,47.33,0.0,0.0,47.33,47.33,47.33,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2018-12-23,48.37,48.37,48.37,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-12-30,49.78,49.78,49.78,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.75,49.75,49.75,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-01-06,50.3,50.3,50.3,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-01-13,51.82,51.82,51.82,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2019-01-20,53.09,53.09,53.09,0.0,0.0,53.09,53.09,53.09,0.0,0.0,52.68,52.68,52.68,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-01-27,53.1,53.1,53.1,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-02-03,51.67,51.67,51.67,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2019-02-10,53.15,53.15,53.15,0.0,0.0,53.52,53.52,53.52,0.0,0.0,52.91,52.91,52.91,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2019-02-17,54.06,54.06,54.06,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-02-24,54.94,54.94,54.94,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2019-03-03,53.0,53.0,53.0,0.0,0.0,53.46,53.46,53.46,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.46,53.46,53.46,0.0,0.0
2019-03-10,54.58,54.58,54.58,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.74,54.74,54.74,0.0,0.0
2019-03-17,53.65,53.65,53.65,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2019-03-24,54.98,54.98,54.98,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.88,54.88,54.88,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-03-31,56.17,56.17,56.17,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2019-04-07,56.94,56.94,56.94,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2019-04-14,57.46,57.46,57.46,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2019-04-21,56.75,56.75,56.75,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.74,56.74,56.74,0.0,0.0,57.05,57.05,57.05,0.0,0.0
2019-04-28,56.17,56.17,56.17,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2019-05-05,55.06,55.06,55.06,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2019-05-12,55.43,55.43,55.43,0.0,0.0,55.43,55.43,55.43,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2019-05-19,55.03,55.03,55.03,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.94,54.94,54.94,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-05-26,53.18,53.18,53.18,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-06-02,54.7,54.7,54.7,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-06-09,53.23,53.23,53.23,0.0,0.0,53.41,53.41,53.41,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2019-06-16,54.8,54.8,54.8,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2019-06-23,56.01,56.01,56.01,0.0,0.0,56.01,56.01,56.01,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2019-06-30,55.62,55.62,55.62,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2019-07-07,54.95,54.95,54.95,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-07-14,54.25,54.25,54.25,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-07-21,55.14,55.14,55.14,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-07-28,53.19,53.19,53.19,0.0,0.0,53.19,53.19,53.19,0.0,0.0,52.53,52.53,52.53,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2019-08-04,52.96,52.96,52.96,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2019-08-11,52.02,52.02,52.02,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2019-08-18,51.93,51.93,51.93,0.0,0.0,52.01,52.01,52.01,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2019-08-25,52.91,52.91,52.91,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2019-09-01,53.1,53.1,53.1,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-09-08,54.05,54.05,54.05,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2019-09-15,53.12,53.12,53.12,0.0,0.0,53.57,53.57,53.57,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-09-22,53.02,53.02,53.02,0.0,0.0,53.03,53.03,53.03,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2019-09-29,52.92,52.92,52.92,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2019-10-06,53.66,53.66,53.66,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.64,53.64,53.64,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2019-10-13,55.55,55.55,55.55,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.51,55.51,55.51,0.0,0.0
2019-10-20,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.79,55.79,55.79,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2019-10-27,57.14,57.14,57.14,0.0,0.0,57.33,57.33,57.33,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2019-11-03,56.96,56.96,56.96,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2019-11-10,56.51,56.51,56.51,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.91,56.91,56.91,0.0,0.0
2019-11-17,56.5,56.5,56.5,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2019-11-24,56.93,56.93,56.93,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2019-12-01,57.84,57.84,57.84,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2019-12-08,60.17,60.17,60.17,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2019-12-15,59.89,59.89,59.89,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.89,59.89,59.89,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2019-12-22,60.99,60.99,60.99,0.0,0.0,60.99,60.99,60.99,0.0,0.0,60.22,60.22,60.22,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2019-12-29,60.52,60.52,60.52,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.61,60.61,60.61,0.0,0.0
