Date,PowerShares DWA Basic Materials Momentum Portfolio_Open_average,PowerShares DWA Basic Materials Momentum Portfolio_Open_max,PowerShares DWA Basic Materials Momentum Portfolio_Open_min,PowerShares DWA Basic Materials Momentum Portfolio_Open_volatility,PowerShares DWA Basic Materials Momentum Portfolio_Open_change,PowerShares DWA Basic Materials Momentum Portfolio_High_average,PowerShares DWA Basic Materials Momentum Portfolio_High_max,PowerShares DWA Basic Materials Momentum Portfolio_High_min,PowerShares DWA Basic Materials Momentum Portfolio_High_volatility,PowerShares DWA Basic Materials Momentum Portfolio_High_change,PowerShares DWA Basic Materials Momentum Portfolio_Low_average,PowerShares DWA Basic Materials Momentum Portfolio_Low_max,PowerShares DWA Basic Materials Momentum Portfolio_Low_min,PowerShares DWA Basic Materials Momentum Portfolio_Low_volatility,PowerShares DWA Basic Materials Momentum Portfolio_Low_change,PowerShares DWA Basic Materials Momentum Portfolio_Close_average,PowerShares DWA Basic Materials Momentum Portfolio_Close_max,PowerShares DWA Basic Materials Momentum Portfolio_Close_min,PowerShares DWA Basic Materials Momentum Portfolio_Close_volatility,PowerShares DWA Basic Materials Momentum Portfolio_Close_change
2018-06-03,72.14,72.14,72.14,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.67,72.67,72.67,0.0,0.0
2018-06-10,70.85,70.85,70.85,0.0,0.0,71.09,71.09,71.09,0.0,0.0,70.83,70.83,70.83,0.0,0.0,71.09,71.09,71.09,0.0,0.0
2018-06-17,68.93,68.93,68.93,0.0,0.0,68.93,68.93,68.93,0.0,0.0,67.59,67.59,67.59,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2018-06-24,67.46,67.46,67.46,0.0,0.0,67.69,67.69,67.69,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.54,67.54,67.54,0.0,0.0
2018-07-01,69.42,69.42,69.42,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.67,69.67,69.67,0.0,0.0
2018-07-08,69.23,69.23,69.23,0.0,0.0,69.23,69.23,69.23,0.0,0.0,68.02,68.02,68.02,0.0,0.0,68.27,68.27,68.27,0.0,0.0
2018-07-15,68.71,68.71,68.71,0.0,0.0,69.04,69.04,69.04,0.0,0.0,68.6,68.6,68.6,0.0,0.0,68.79,68.79,68.79,0.0,0.0
2018-07-22,70.4,70.4,70.4,0.0,0.0,70.4,70.4,70.4,0.0,0.0,70.04,70.04,70.04,0.0,0.0,70.04,70.04,70.04,0.0,0.0
2018-07-29,70.15,70.15,70.15,0.0,0.0,70.19,70.19,70.19,0.0,0.0,70.06,70.06,70.06,0.0,0.0,70.06,70.06,70.06,0.0,0.0
2018-08-05,69.13,69.13,69.13,0.0,0.0,69.24,69.24,69.24,0.0,0.0,69.13,69.13,69.13,0.0,0.0,69.24,69.24,69.24,0.0,0.0
2018-08-12,68.91,68.91,68.91,0.0,0.0,68.99,68.99,68.99,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.99,68.99,68.99,0.0,0.0
2018-08-19,69.1,69.1,69.1,0.0,0.0,70.29,70.29,70.29,0.0,0.0,69.1,69.1,69.1,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2018-08-26,68.91,68.91,68.91,0.0,0.0,69.32,69.32,69.32,0.0,0.0,68.91,68.91,68.91,0.0,0.0,69.09,69.09,69.09,0.0,0.0
2018-09-02,68.58,68.58,68.58,0.0,0.0,69.18,69.18,69.18,0.0,0.0,68.58,68.58,68.58,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2018-09-09,69.33,69.33,69.33,0.0,0.0,69.85,69.85,69.85,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.58,69.58,69.58,0.0,0.0
2018-09-16,69.95,69.95,69.95,0.0,0.0,69.99,69.99,69.99,0.0,0.0,69.95,69.95,69.95,0.0,0.0,69.99,69.99,69.99,0.0,0.0
2018-09-23,69.15,69.15,69.15,0.0,0.0,69.15,69.15,69.15,0.0,0.0,69.15,69.15,69.15,0.0,0.0,69.15,69.15,69.15,0.0,0.0
2018-09-30,67.59,67.59,67.59,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.1,67.1,67.1,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2018-10-07,62.69,62.69,62.69,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.65,62.65,62.65,0.0,0.0
2018-10-14,61.88,61.88,61.88,0.0,0.0,61.88,61.88,61.88,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.43,61.43,61.43,0.0,0.0
2018-10-21,59.24,59.24,59.24,0.0,0.0,59.24,59.24,59.24,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.76,57.76,57.76,0.0,0.0
2018-10-28,62.25,62.25,62.25,0.0,0.0,62.25,62.25,62.25,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2018-11-04,61.22,61.22,61.22,0.0,0.0,61.6,61.6,61.6,0.0,0.0,60.98,60.98,60.98,0.0,0.0,60.98,60.98,60.98,0.0,0.0
2018-11-11,61.49,61.49,61.49,0.0,0.0,61.58,61.58,61.58,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.46,60.46,60.46,0.0,0.0
2018-11-18,59.53,59.53,59.53,0.0,0.0,60.06,60.06,60.06,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2018-11-25,60.95,60.95,60.95,0.0,0.0,61.77,61.77,61.77,0.0,0.0,60.52,60.52,60.52,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2018-12-02,55.63,55.63,55.63,0.0,0.0,55.89,55.89,55.89,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2018-12-09,54.51,54.51,54.51,0.0,0.0,55.09,55.09,55.09,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.35,53.35,53.35,0.0,0.0
2018-12-16,50.93,50.93,50.93,0.0,0.0,51.22,51.22,51.22,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2018-12-23,53.48,53.48,53.48,0.0,0.0,53.48,53.48,53.48,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2018-12-30,54.7,54.7,54.7,0.0,0.0,55.29,55.29,55.29,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2019-01-06,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2019-01-13,56.86,56.86,56.86,0.0,0.0,57.7,57.7,57.7,0.0,0.0,56.86,56.86,56.86,0.0,0.0,57.49,57.49,57.49,0.0,0.0
2019-01-20,56.88,56.88,56.88,0.0,0.0,57.25,57.25,57.25,0.0,0.0,56.88,56.88,56.88,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2019-01-27,58.89,58.89,58.89,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.82,58.82,58.82,0.0,0.0,59.09,59.09,59.09,0.0,0.0
2019-02-03,58.37,58.37,58.37,0.0,0.0,58.45,58.45,58.45,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.43,58.43,58.43,0.0,0.0
2019-02-10,60.21,60.21,60.21,0.0,0.0,60.25,60.25,60.25,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2019-02-17,62.01,62.01,62.01,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.01,62.01,62.01,0.0,0.0,62.17,62.17,62.17,0.0,0.0
2019-02-24,61.31,61.31,61.31,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2019-03-03,59.68,59.68,59.68,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2019-03-10,59.02,59.02,59.02,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.21,59.21,59.21,0.0,0.0
2019-03-17,57.43,57.43,57.43,0.0,0.0,58.13,58.13,58.13,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2019-03-24,59.29,59.29,59.29,0.0,0.0,60.11,60.11,60.11,0.0,0.0,59.29,59.29,59.29,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2019-03-31,61.25,61.25,61.25,0.0,0.0,61.44,61.44,61.44,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2019-04-07,61.38,61.38,61.38,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.38,61.38,61.38,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2019-04-14,61.31,61.31,61.31,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.08,61.08,61.08,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2019-04-21,60.46,60.46,60.46,0.0,0.0,60.62,60.62,60.62,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.53,60.53,60.53,0.0,0.0
2019-04-28,58.81,58.81,58.81,0.0,0.0,59.24,59.24,59.24,0.0,0.0,58.81,58.81,58.81,0.0,0.0,59.23,59.23,59.23,0.0,0.0
2019-05-05,55.99,55.99,55.99,0.0,0.0,56.1,56.1,56.1,0.0,0.0,55.91,55.91,55.91,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2019-05-12,55.82,55.82,55.82,0.0,0.0,55.86,55.86,55.86,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.66,55.66,55.66,0.0,0.0
2019-05-19,54.53,54.53,54.53,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2019-05-26,53.64,53.64,53.64,0.0,0.0,54.67,54.67,54.67,0.0,0.0,53.64,53.64,53.64,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2019-06-02,57.81,57.81,57.81,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.59,57.59,57.59,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2019-06-09,57.92,57.92,57.92,0.0,0.0,57.92,57.92,57.92,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.79,57.79,57.79,0.0,0.0
2019-06-16,59.02,59.02,59.02,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.02,59.02,59.02,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2019-06-23,60.66,60.66,60.66,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2019-06-30,60.51,60.51,60.51,0.0,0.0,60.51,60.51,60.51,0.0,0.0,59.71,59.71,59.71,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2019-07-07,59.62,59.62,59.62,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.21,59.21,59.21,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2019-07-14,59.9,59.9,59.9,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.55,59.55,59.55,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2019-07-21,60.01,60.01,60.01,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.01,60.01,60.01,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-07-28,56.81,56.81,56.81,0.0,0.0,56.96,56.96,56.96,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.47,56.47,56.47,0.0,0.0
2019-08-04,56.8,56.8,56.8,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2019-08-11,56.0,56.0,56.0,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.36,56.36,56.36,0.0,0.0
2019-08-18,54.47,54.47,54.47,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2019-08-25,55.87,55.87,55.87,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.98,55.98,55.98,0.0,0.0
2019-09-01,56.72,56.72,56.72,0.0,0.0,57.15,57.15,57.15,0.0,0.0,56.72,56.72,56.72,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2019-09-08,59.52,59.52,59.52,0.0,0.0,60.01,60.01,60.01,0.0,0.0,59.42,59.42,59.42,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2019-09-15,58.71,58.71,58.71,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.71,58.71,58.71,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2019-09-22,58.05,58.05,58.05,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.05,58.05,58.05,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2019-09-29,56.21,56.21,56.21,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.21,56.21,56.21,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2019-10-06,56.92,56.92,56.92,0.0,0.0,57.01,57.01,57.01,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-10-13,57.3,57.3,57.3,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.13,57.13,57.13,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2019-10-20,58.46,58.46,58.46,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2019-10-27,59.71,59.71,59.71,0.0,0.0,60.25,60.25,60.25,0.0,0.0,59.71,59.71,59.71,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2019-11-03,61.87,61.87,61.87,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.83,61.83,61.83,0.0,0.0
2019-11-10,60.87,60.87,60.87,0.0,0.0,60.89,60.89,60.89,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.73,60.73,60.73,0.0,0.0
2019-11-17,59.84,59.84,59.84,0.0,0.0,60.72,60.72,60.72,0.0,0.0,59.84,59.84,59.84,0.0,0.0,60.72,60.72,60.72,0.0,0.0
2019-11-24,60.39,60.39,60.39,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.37,60.37,60.37,0.0,0.0
2019-12-01,60.95,60.95,60.95,0.0,0.0,61.36,61.36,61.36,0.0,0.0,60.95,60.95,60.95,0.0,0.0,61.18,61.18,61.18,0.0,0.0
2019-12-08,62.25,62.25,62.25,0.0,0.0,62.25,62.25,62.25,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.89,61.89,61.89,0.0,0.0
2019-12-15,62.35,62.35,62.35,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.19,62.19,62.19,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2019-12-22,62.48,62.48,62.48,0.0,0.0,62.86,62.86,62.86,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.61,62.61,62.61,0.0,0.0
2019-12-29,61.65,61.65,61.65,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.69,61.69,61.69,0.0,0.0
