Date,iShares S&P Mid-Cap 400 Value_etf_Open_average,iShares S&P Mid-Cap 400 Value_etf_Open_max,iShares S&P Mid-Cap 400 Value_etf_Open_min,iShares S&P Mid-Cap 400 Value_etf_Open_volatility,iShares S&P Mid-Cap 400 Value_etf_Open_change,iShares S&P Mid-Cap 400 Value_etf_High_average,iShares S&P Mid-Cap 400 Value_etf_High_max,iShares S&P Mid-Cap 400 Value_etf_High_min,iShares S&P Mid-Cap 400 Value_etf_High_volatility,iShares S&P Mid-Cap 400 Value_etf_High_change,iShares S&P Mid-Cap 400 Value_etf_Low_average,iShares S&P Mid-Cap 400 Value_etf_Low_max,iShares S&P Mid-Cap 400 Value_etf_Low_min,iShares S&P Mid-Cap 400 Value_etf_Low_volatility,iShares S&P Mid-Cap 400 Value_etf_Low_change,iShares S&P Mid-Cap 400 Value_etf_Close_average,iShares S&P Mid-Cap 400 Value_etf_Close_max,iShares S&P Mid-Cap 400 Value_etf_Close_min,iShares S&P Mid-Cap 400 Value_etf_Close_volatility,iShares S&P Mid-Cap 400 Value_etf_Close_change
2018-05-06,160.59,160.59,160.59,0.0,0.0,161.18,161.18,161.18,0.0,0.0,160.34,160.34,160.34,0.0,0.0,160.69,160.69,160.69,0.0,0.0
2018-05-13,161.91,161.91,161.91,0.0,0.0,162.03,162.03,162.03,0.0,0.0,161.21,161.21,161.21,0.0,0.0,161.21,161.21,161.21,0.0,0.0
2018-05-20,161.24,161.24,161.24,0.0,0.0,161.64,161.64,161.64,0.0,0.0,160.9,160.9,160.9,0.0,0.0,161.3,161.3,161.3,0.0,0.0
2018-05-27,162.9,162.9,162.9,0.0,0.0,163.44,163.44,163.44,0.0,0.0,162.33,162.33,162.33,0.0,0.0,162.57,162.57,162.57,0.0,0.0
2018-06-03,164.82,164.82,164.82,0.0,0.0,165.64,165.64,165.64,0.0,0.0,164.31,164.31,164.31,0.0,0.0,165.63,165.63,165.63,0.0,0.0
2018-06-10,164.29,164.29,164.29,0.0,0.0,164.71,164.71,164.71,0.0,0.0,163.39,163.39,163.39,0.0,0.0,164.26,164.26,164.26,0.0,0.0
2018-06-17,165.69,165.69,165.69,0.0,0.0,166.19,166.19,166.19,0.0,0.0,165.12,165.12,165.12,0.0,0.0,165.23,165.23,165.23,0.0,0.0
2018-06-24,162.62,162.62,162.62,0.0,0.0,163.46,163.46,163.46,0.0,0.0,162.0,162.0,162.0,0.0,0.0,162.03,162.03,162.03,0.0,0.0
2018-07-01,163.71,163.71,163.71,0.0,0.0,165.45,165.45,165.45,0.0,0.0,163.7,163.7,163.7,0.0,0.0,165.11,165.11,165.11,0.0,0.0
2018-07-08,165.02,165.02,165.02,0.0,0.0,166.18,166.18,166.18,0.0,0.0,165.02,165.02,165.02,0.0,0.0,165.24,165.24,165.24,0.0,0.0
2018-07-15,165.74,165.74,165.74,0.0,0.0,165.96,165.96,165.96,0.0,0.0,164.85,164.85,164.85,0.0,0.0,165.25,165.25,165.25,0.0,0.0
2018-07-22,165.9,165.9,165.9,0.0,0.0,166.14,166.14,166.14,0.0,0.0,163.92,163.92,163.92,0.0,0.0,164.18,164.18,164.18,0.0,0.0
2018-07-29,165.69,165.69,165.69,0.0,0.0,166.75,166.75,166.75,0.0,0.0,165.63,165.63,165.63,0.0,0.0,166.33,166.33,166.33,0.0,0.0
2018-08-05,166.03,166.03,166.03,0.0,0.0,166.9,166.9,166.9,0.0,0.0,165.59,165.59,165.59,0.0,0.0,166.02,166.02,166.02,0.0,0.0
2018-08-12,166.14,166.14,166.14,0.0,0.0,167.63,167.63,167.63,0.0,0.0,166.14,166.14,166.14,0.0,0.0,167.47,167.47,167.47,0.0,0.0
2018-08-19,169.52,169.52,169.52,0.0,0.0,169.88,169.88,169.88,0.0,0.0,169.31,169.31,169.31,0.0,0.0,169.66,169.66,169.66,0.0,0.0
2018-08-26,169.11,169.11,169.11,0.0,0.0,169.77,169.77,169.77,0.0,0.0,168.88,168.88,168.88,0.0,0.0,169.6,169.6,169.6,0.0,0.0
2018-09-02,167.81,167.81,167.81,0.0,0.0,168.31,168.31,168.31,0.0,0.0,166.93,166.93,166.93,0.0,0.0,167.57,167.57,167.57,0.0,0.0
2018-09-09,168.92,168.92,168.92,0.0,0.0,169.78,169.78,169.78,0.0,0.0,168.59,168.59,168.59,0.0,0.0,169.39,169.39,169.39,0.0,0.0
2018-09-16,170.54,170.54,170.54,0.0,0.0,170.8,170.8,170.8,0.0,0.0,170.0,170.0,170.0,0.0,0.0,170.06,170.06,170.06,0.0,0.0
2018-09-23,166.31,166.31,166.31,0.0,0.0,167.9,167.9,167.9,0.0,0.0,166.01,166.01,166.01,0.0,0.0,167.33,167.33,167.33,0.0,0.0
2018-09-30,165.25,165.25,165.25,0.0,0.0,165.71,165.71,165.71,0.0,0.0,163.69,163.69,163.69,0.0,0.0,164.42,164.42,164.42,0.0,0.0
2018-10-07,158.93,158.93,158.93,0.0,0.0,158.93,158.93,158.93,0.0,0.0,154.58,154.58,154.58,0.0,0.0,156.62,156.62,156.62,0.0,0.0
2018-10-14,158.16,158.16,158.16,0.0,0.0,158.99,158.99,158.99,0.0,0.0,156.95,156.95,156.95,0.0,0.0,157.17,157.17,157.17,0.0,0.0
2018-10-21,150.08,150.08,150.08,0.0,0.0,151.5,151.5,151.5,0.0,0.0,147.76,147.76,147.76,0.0,0.0,149.87,149.87,149.87,0.0,0.0
2018-10-28,155.86,155.86,155.86,0.0,0.0,156.17,156.17,156.17,0.0,0.0,154.0,154.0,154.0,0.0,0.0,155.17,155.17,155.17,0.0,0.0
2018-11-04,158.51,158.51,158.51,0.0,0.0,158.72,158.72,158.72,0.0,0.0,157.23,157.23,157.23,0.0,0.0,158.25,158.25,158.25,0.0,0.0
2018-11-11,155.96,155.96,155.96,0.0,0.0,156.72,156.72,156.72,0.0,0.0,155.39,155.39,155.39,0.0,0.0,156.39,156.39,156.39,0.0,0.0
2018-11-18,152.4,152.4,152.4,0.0,0.0,154.27,154.27,154.27,0.0,0.0,152.4,152.4,152.4,0.0,0.0,153.11,153.11,153.11,0.0,0.0
2018-11-25,155.78,155.78,155.78,0.0,0.0,157.18,157.18,157.18,0.0,0.0,155.75,155.75,155.75,0.0,0.0,156.94,156.94,156.94,0.0,0.0
2018-12-02,151.93,151.93,151.93,0.0,0.0,152.95,152.95,152.95,0.0,0.0,148.61,148.61,148.61,0.0,0.0,149.24,149.24,149.24,0.0,0.0
2018-12-09,145.84,145.84,145.84,0.0,0.0,146.85,146.85,146.85,0.0,0.0,144.37,144.37,144.37,0.0,0.0,144.82,144.82,144.82,0.0,0.0
2018-12-16,136.95,136.95,136.95,0.0,0.0,138.31,138.31,138.31,0.0,0.0,133.55,133.55,133.55,0.0,0.0,133.95,133.95,133.95,0.0,0.0
2018-12-23,137.43,137.43,137.43,0.0,0.0,138.85,138.85,138.85,0.0,0.0,136.13,136.13,136.13,0.0,0.0,137.03,137.03,137.03,0.0,0.0
2018-12-30,138.74,138.74,138.74,0.0,0.0,141.96,141.96,141.96,0.0,0.0,138.74,138.74,138.74,0.0,0.0,141.45,141.45,141.45,0.0,0.0
2019-01-06,147.31,147.31,147.31,0.0,0.0,148.66,148.66,148.66,0.0,0.0,146.95,146.95,146.95,0.0,0.0,148.28,148.28,148.28,0.0,0.0
2019-01-13,151.75,151.75,151.75,0.0,0.0,153.43,153.43,153.43,0.0,0.0,151.46,151.46,151.46,0.0,0.0,153.13,153.13,153.13,0.0,0.0
2019-01-20,152.22,152.22,152.22,0.0,0.0,153.16,153.16,153.16,0.0,0.0,152.11,152.11,152.11,0.0,0.0,152.74,152.74,152.74,0.0,0.0
2019-01-27,154.55,154.55,154.55,0.0,0.0,154.95,154.95,154.95,0.0,0.0,153.96,153.96,153.96,0.0,0.0,154.74,154.74,154.74,0.0,0.0
2019-02-03,154.98,154.98,154.98,0.0,0.0,155.84,155.84,155.84,0.0,0.0,153.91,153.91,153.91,0.0,0.0,155.11,155.11,155.11,0.0,0.0
2019-02-10,159.41,159.41,159.41,0.0,0.0,160.72,160.72,160.72,0.0,0.0,159.28,159.28,159.28,0.0,0.0,160.58,160.58,160.58,0.0,0.0
2019-02-17,162.19,162.19,162.19,0.0,0.0,162.92,162.92,162.92,0.0,0.0,161.89,161.89,161.89,0.0,0.0,162.75,162.75,162.75,0.0,0.0
2019-02-24,161.61,161.61,161.61,0.0,0.0,162.45,162.45,162.45,0.0,0.0,160.53,160.53,160.53,0.0,0.0,161.7,161.7,161.7,0.0,0.0
2019-03-03,155.48,155.48,155.48,0.0,0.0,156.04,156.04,156.04,0.0,0.0,155.01,155.01,155.01,0.0,0.0,155.94,155.94,155.94,0.0,0.0
2019-03-10,158.53,158.53,158.53,0.0,0.0,159.69,159.69,159.69,0.0,0.0,158.23,158.23,158.23,0.0,0.0,158.6,158.6,158.6,0.0,0.0
2019-03-17,157.01,157.01,157.01,0.0,0.0,157.01,157.01,157.01,0.0,0.0,153.06,153.06,153.06,0.0,0.0,153.06,153.06,153.06,0.0,0.0
2019-03-24,157.56,157.56,157.56,0.0,0.0,157.93,157.93,157.93,0.0,0.0,156.58,156.58,156.58,0.0,0.0,156.97,156.97,156.97,0.0,0.0
2019-03-31,161.54,161.54,161.54,0.0,0.0,162.59,162.59,162.59,0.0,0.0,161.3,161.3,161.3,0.0,0.0,162.49,162.49,162.49,0.0,0.0
2019-04-07,163.26,163.26,163.26,0.0,0.0,164.15,164.15,164.15,0.0,0.0,162.9,162.9,162.9,0.0,0.0,163.9,163.9,163.9,0.0,0.0
2019-04-14,163.65,163.65,163.65,0.0,0.0,164.13,164.13,164.13,0.0,0.0,162.97,162.97,162.97,0.0,0.0,163.64,163.64,163.64,0.0,0.0
2019-04-21,162.84,162.84,162.84,0.0,0.0,164.37,164.37,164.37,0.0,0.0,162.69,162.69,162.69,0.0,0.0,164.34,164.34,164.34,0.0,0.0
2019-04-28,163.17,163.17,163.17,0.0,0.0,165.12,165.12,165.12,0.0,0.0,163.13,163.13,163.13,0.0,0.0,165.09,165.09,165.09,0.0,0.0
2019-05-05,159.68,159.68,159.68,0.0,0.0,161.17,161.17,161.17,0.0,0.0,157.84,157.84,157.84,0.0,0.0,160.71,160.71,160.71,0.0,0.0
2019-05-12,157.39,157.39,157.39,0.0,0.0,158.67,158.67,158.67,0.0,0.0,156.43,156.43,156.43,0.0,0.0,156.53,156.53,156.53,0.0,0.0
2019-05-19,153.65,153.65,153.65,0.0,0.0,153.97,153.97,153.97,0.0,0.0,153.01,153.01,153.01,0.0,0.0,153.75,153.75,153.75,0.0,0.0
2019-05-26,148.82,148.82,148.82,0.0,0.0,149.24,149.24,149.24,0.0,0.0,147.49,147.49,147.49,0.0,0.0,148.46,148.46,148.46,0.0,0.0
2019-06-02,154.75,154.75,154.75,0.0,0.0,155.62,155.62,155.62,0.0,0.0,154.25,154.25,154.25,0.0,0.0,154.93,154.93,154.93,0.0,0.0
2019-06-09,156.75,156.75,156.75,0.0,0.0,156.75,156.75,156.75,0.0,0.0,155.62,155.62,155.62,0.0,0.0,155.95,155.95,155.95,0.0,0.0
2019-06-16,158.46,158.46,158.46,0.0,0.0,158.46,158.46,158.46,0.0,0.0,157.27,157.27,157.27,0.0,0.0,157.61,157.61,157.61,0.0,0.0
2019-06-23,158.43,158.43,158.43,0.0,0.0,160.28,160.28,160.28,0.0,0.0,158.01,158.01,158.01,0.0,0.0,159.47,159.47,159.47,0.0,0.0
2019-06-30,160.07,160.07,160.07,0.0,0.0,161.15,161.15,161.15,0.0,0.0,159.28,159.28,159.28,0.0,0.0,161.15,161.15,161.15,0.0,0.0
2019-07-07,158.66,158.66,158.66,0.0,0.0,160.61,160.61,160.61,0.0,0.0,158.42,158.42,158.42,0.0,0.0,160.29,160.29,160.29,0.0,0.0
2019-07-14,159.46,159.46,159.46,0.0,0.0,160.12,160.12,160.12,0.0,0.0,158.85,158.85,158.85,0.0,0.0,158.92,158.92,158.92,0.0,0.0
2019-07-21,161.97,161.97,161.97,0.0,0.0,163.3,163.3,163.3,0.0,0.0,161.71,161.71,161.71,0.0,0.0,163.09,163.09,163.09,0.0,0.0
2019-07-28,157.5,157.5,157.5,0.0,0.0,157.54,157.54,157.54,0.0,0.0,155.39,155.39,155.39,0.0,0.0,156.31,156.31,156.31,0.0,0.0
2019-08-04,156.24,156.24,156.24,0.0,0.0,156.24,156.24,156.24,0.0,0.0,154.18,154.18,154.18,0.0,0.0,154.75,154.75,154.75,0.0,0.0
2019-08-11,149.39,149.39,149.39,0.0,0.0,152.09,152.09,152.09,0.0,0.0,149.39,149.39,149.39,0.0,0.0,151.95,151.95,151.95,0.0,0.0
2019-08-18,152.54,152.54,152.54,0.0,0.0,153.15,153.15,153.15,0.0,0.0,148.44,148.44,148.44,0.0,0.0,148.96,148.96,148.96,0.0,0.0
2019-08-25,153.39,153.39,153.39,0.0,0.0,153.67,153.67,153.67,0.0,0.0,152.5,152.5,152.5,0.0,0.0,153.02,153.02,153.02,0.0,0.0
2019-09-01,156.35,156.35,156.35,0.0,0.0,156.84,156.84,156.84,0.0,0.0,155.88,155.88,155.88,0.0,0.0,156.08,156.08,156.08,0.0,0.0
2019-09-08,163.24,163.24,163.24,0.0,0.0,164.15,164.15,164.15,0.0,0.0,162.71,162.71,162.71,0.0,0.0,162.77,162.77,162.77,0.0,0.0
2019-09-15,161.17,161.17,161.17,0.0,0.0,161.95,161.95,161.95,0.0,0.0,160.07,160.07,160.07,0.0,0.0,160.51,160.51,160.51,0.0,0.0
2019-09-22,160.05,160.05,160.05,0.0,0.0,160.63,160.63,160.63,0.0,0.0,158.25,158.25,158.25,0.0,0.0,158.75,158.75,158.75,0.0,0.0
2019-09-29,155.0,155.0,155.0,0.0,0.0,156.35,156.35,156.35,0.0,0.0,154.3,154.3,154.3,0.0,0.0,156.33,156.33,156.33,0.0,0.0
2019-10-06,156.88,156.88,156.88,0.0,0.0,159.29,159.29,159.29,0.0,0.0,156.88,156.88,156.88,0.0,0.0,157.82,157.82,157.82,0.0,0.0
2019-10-13,159.3,159.3,159.3,0.0,0.0,160.19,160.19,160.19,0.0,0.0,159.19,159.19,159.19,0.0,0.0,159.71,159.71,159.71,0.0,0.0
2019-10-20,161.22,161.22,161.22,0.0,0.0,162.81,162.81,162.81,0.0,0.0,161.22,161.22,161.22,0.0,0.0,162.39,162.39,162.39,0.0,0.0
2019-10-27,163.06,163.06,163.06,0.0,0.0,164.63,164.63,164.63,0.0,0.0,162.82,162.82,162.82,0.0,0.0,164.56,164.56,164.56,0.0,0.0
2019-11-03,166.21,166.21,166.21,0.0,0.0,166.8,166.8,166.8,0.0,0.0,165.72,165.72,165.72,0.0,0.0,166.8,166.8,166.8,0.0,0.0
2019-11-10,166.59,166.59,166.59,0.0,0.0,166.79,166.79,166.79,0.0,0.0,165.95,165.95,165.95,0.0,0.0,166.38,166.38,166.38,0.0,0.0
2019-11-17,164.66,164.66,164.66,0.0,0.0,165.01,165.01,165.01,0.0,0.0,164.25,164.25,164.25,0.0,0.0,164.77,164.77,164.77,0.0,0.0
2019-11-24,167.91,167.91,167.91,0.0,0.0,168.0,168.0,168.0,0.0,0.0,166.47,166.47,166.47,0.0,0.0,166.47,166.47,166.47,0.0,0.0
2019-12-01,167.5,167.5,167.5,0.0,0.0,168.53,168.53,168.53,0.0,0.0,167.5,167.5,167.5,0.0,0.0,167.84,167.84,167.84,0.0,0.0
2019-12-08,169.84,169.84,169.84,0.0,0.0,170.49,170.49,170.49,0.0,0.0,168.14,168.14,168.14,0.0,0.0,168.72,168.72,168.72,0.0,0.0
2019-12-15,170.91,170.91,170.91,0.0,0.0,171.72,171.72,171.72,0.0,0.0,170.71,170.71,170.71,0.0,0.0,171.18,171.18,171.18,0.0,0.0
2019-12-22,171.3,171.3,171.3,0.0,0.0,171.42,171.42,171.42,0.0,0.0,170.22,170.22,170.22,0.0,0.0,170.51,170.51,170.51,0.0,0.0
2019-12-29,168.7,168.7,168.7,0.0,0.0,169.84,169.84,169.84,0.0,0.0,168.37,168.37,168.37,0.0,0.0,169.56,169.56,169.56,0.0,0.0
