Date,Victory CEMP US Small Cap High Dividend Volatility_Open_average,Victory CEMP US Small Cap High Dividend Volatility_Open_max,Victory CEMP US Small Cap High Dividend Volatility_Open_min,Victory CEMP US Small Cap High Dividend Volatility_Open_volatility,Victory CEMP US Small Cap High Dividend Volatility_Open_change,Victory CEMP US Small Cap High Dividend Volatility_High_average,Victory CEMP US Small Cap High Dividend Volatility_High_max,Victory CEMP US Small Cap High Dividend Volatility_High_min,Victory CEMP US Small Cap High Dividend Volatility_High_volatility,Victory CEMP US Small Cap High Dividend Volatility_High_change,Victory CEMP US Small Cap High Dividend Volatility_Low_average,Victory CEMP US Small Cap High Dividend Volatility_Low_max,Victory CEMP US Small Cap High Dividend Volatility_Low_min,Victory CEMP US Small Cap High Dividend Volatility_Low_volatility,Victory CEMP US Small Cap High Dividend Volatility_Low_change,Victory CEMP US Small Cap High Dividend Volatility_Close_average,Victory CEMP US Small Cap High Dividend Volatility_Close_max,Victory CEMP US Small Cap High Dividend Volatility_Close_min,Victory CEMP US Small Cap High Dividend Volatility_Close_volatility,Victory CEMP US Small Cap High Dividend Volatility_Close_change
2019-08-11,42.69,42.69,42.69,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2019-08-18,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2019-08-25,42.78,42.78,42.78,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2019-09-01,43.33,43.33,43.33,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-09-08,45.52,45.52,45.52,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2019-09-15,44.72,44.72,44.72,0.0,0.0,44.82,44.82,44.82,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-09-22,44.48,44.48,44.48,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.43,44.43,44.43,0.0,0.0
2019-09-29,43.05,43.05,43.05,0.0,0.0,43.27,43.27,43.27,0.0,0.0,42.94,42.94,42.94,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2019-10-06,43.15,43.15,43.15,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2019-10-13,44.78,44.78,44.78,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.65,44.65,44.65,0.0,0.0
2019-10-20,45.81,45.81,45.81,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2019-10-27,46.51,46.51,46.51,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2019-11-03,46.57,46.57,46.57,0.0,0.0,46.66,46.66,46.66,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2019-11-10,45.76,45.76,45.76,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.69,45.69,45.69,0.0,0.0,46.0,46.0,46.0,0.0,0.0
2019-11-17,46.07,46.07,46.07,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2019-11-24,46.51,46.51,46.51,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-12-01,46.98,46.98,46.98,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-12-08,47.35,47.35,47.35,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.17,47.17,47.17,0.0,0.0
2019-12-15,47.6,47.6,47.6,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.17,47.17,47.17,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2019-12-22,47.15,47.15,47.15,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2019-12-29,46.72,46.72,46.72,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.87,46.87,46.87,0.0,0.0
