Date,VanEck Vectors High-Yield Municipal_etf_Open_average,VanEck Vectors High-Yield Municipal_etf_Open_max,VanEck Vectors High-Yield Municipal_etf_Open_min,VanEck Vectors High-Yield Municipal_etf_Open_volatility,VanEck Vectors High-Yield Municipal_etf_Open_change,VanEck Vectors High-Yield Municipal_etf_High_average,VanEck Vectors High-Yield Municipal_etf_High_max,VanEck Vectors High-Yield Municipal_etf_High_min,VanEck Vectors High-Yield Municipal_etf_High_volatility,VanEck Vectors High-Yield Municipal_etf_High_change,VanEck Vectors High-Yield Municipal_etf_Low_average,VanEck Vectors High-Yield Municipal_etf_Low_max,VanEck Vectors High-Yield Municipal_etf_Low_min,VanEck Vectors High-Yield Municipal_etf_Low_volatility,VanEck Vectors High-Yield Municipal_etf_Low_change,VanEck Vectors High-Yield Municipal_etf_Close_average,VanEck Vectors High-Yield Municipal_etf_Close_max,VanEck Vectors High-Yield Municipal_etf_Close_min,VanEck Vectors High-Yield Municipal_etf_Close_volatility,VanEck Vectors High-Yield Municipal_etf_Close_change
2018-03-25,61.98,61.98,61.98,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.86,61.86,61.86,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2018-04-01,62.0,62.0,62.0,0.0,0.0,62.1,62.1,62.1,0.0,0.0,61.94,61.94,61.94,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2018-04-08,62.18,62.18,62.18,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.2,62.2,62.2,0.0,0.0
2018-04-15,62.12,62.12,62.12,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2018-04-22,62.14,62.14,62.14,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2018-04-29,62.26,62.26,62.26,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.24,62.24,62.24,0.0,0.0
2018-05-06,62.46,62.46,62.46,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2018-05-13,62.32,62.32,62.32,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.22,62.22,62.22,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2018-05-20,62.68,62.68,62.68,0.0,0.0,62.78,62.78,62.78,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2018-05-27,62.62,62.62,62.62,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2018-06-03,62.62,62.62,62.62,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2018-06-10,62.7,62.7,62.7,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.7,62.7,62.7,0.0,0.0
2018-06-17,62.84,62.84,62.84,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.8,62.8,62.8,0.0,0.0
2018-06-24,62.96,62.96,62.96,0.0,0.0,62.96,62.96,62.96,0.0,0.0,62.88,62.88,62.88,0.0,0.0,62.94,62.94,62.94,0.0,0.0
2018-07-01,62.74,62.74,62.74,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.64,62.64,62.64,0.0,0.0,62.76,62.76,62.76,0.0,0.0
2018-07-08,62.84,62.84,62.84,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.92,62.92,62.92,0.0,0.0
2018-07-15,62.9,62.9,62.9,0.0,0.0,63.02,63.02,63.02,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2018-07-22,62.96,62.96,62.96,0.0,0.0,63.02,63.02,63.02,0.0,0.0,62.84,62.84,62.84,0.0,0.0,63.02,63.02,63.02,0.0,0.0
2018-07-29,62.74,62.74,62.74,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.62,62.62,62.62,0.0,0.0
2018-08-05,62.68,62.68,62.68,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.68,62.68,62.68,0.0,0.0,62.8,62.8,62.8,0.0,0.0
2018-08-12,62.84,62.84,62.84,0.0,0.0,62.94,62.94,62.94,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2018-08-19,62.98,62.98,62.98,0.0,0.0,63.06,63.06,63.06,0.0,0.0,62.96,62.96,62.96,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2018-08-26,63.12,63.12,63.12,0.0,0.0,63.12,63.12,63.12,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.06,63.06,63.06,0.0,0.0
2018-09-02,62.7,62.7,62.7,0.0,0.0,62.7,62.7,62.7,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.68,62.68,62.68,0.0,0.0
2018-09-09,62.54,62.54,62.54,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2018-09-16,62.34,62.34,62.34,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2018-09-23,62.28,62.28,62.28,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.2,62.2,62.2,0.0,0.0,62.26,62.26,62.26,0.0,0.0
2018-09-30,61.32,61.32,61.32,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.36,61.36,61.36,0.0,0.0
2018-10-07,60.84,60.84,60.84,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.74,60.74,60.74,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2018-10-14,60.88,60.88,60.88,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2018-10-21,61.1,61.1,61.1,0.0,0.0,61.17,61.17,61.17,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.1,61.1,61.1,0.0,0.0
2018-10-28,60.61,60.61,60.61,0.0,0.0,60.74,60.74,60.74,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2018-11-04,60.47,60.47,60.47,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2018-11-11,60.35,60.35,60.35,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2018-11-18,60.53,60.53,60.53,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2018-11-25,60.76,60.76,60.76,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.85,60.85,60.85,0.0,0.0
2018-12-02,60.82,60.82,60.82,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.82,60.82,60.82,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2018-12-09,60.97,60.97,60.97,0.0,0.0,61.1,61.1,61.1,0.0,0.0,60.96,60.96,60.96,0.0,0.0,60.98,60.98,60.98,0.0,0.0
2018-12-16,61.37,61.37,61.37,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.46,61.46,61.46,0.0,0.0
2018-12-23,61.24,61.24,61.24,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.07,61.07,61.07,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2018-12-30,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0,60.91,60.91,60.91,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2019-01-06,61.03,61.03,61.03,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-01-13,61.27,61.27,61.27,0.0,0.0,61.36,61.36,61.36,0.0,0.0,61.0,61.0,61.0,0.0,0.0,61.15,61.15,61.15,0.0,0.0
2019-01-20,61.19,61.19,61.19,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.13,61.13,61.13,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2019-01-27,61.3,61.3,61.3,0.0,0.0,61.3,61.3,61.3,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2019-02-03,61.5,61.5,61.5,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.53,61.53,61.53,0.0,0.0
2019-02-10,61.47,61.47,61.47,0.0,0.0,61.54,61.54,61.54,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2019-02-17,61.64,61.64,61.64,0.0,0.0,61.64,61.64,61.64,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.59,61.59,61.59,0.0,0.0
2019-02-24,61.46,61.46,61.46,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.43,61.43,61.43,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2019-03-03,61.86,61.86,61.86,0.0,0.0,61.86,61.86,61.86,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.86,61.86,61.86,0.0,0.0
2019-03-10,61.99,61.99,61.99,0.0,0.0,62.04,62.04,62.04,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2019-03-17,62.45,62.45,62.45,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2019-03-24,62.78,62.78,62.78,0.0,0.0,62.8,62.8,62.8,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.77,62.77,62.77,0.0,0.0
2019-03-31,62.43,62.43,62.43,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2019-04-07,62.49,62.49,62.49,0.0,0.0,62.54,62.54,62.54,0.0,0.0,62.48,62.48,62.48,0.0,0.0,62.52,62.52,62.52,0.0,0.0
2019-04-14,62.51,62.51,62.51,0.0,0.0,62.59,62.59,62.59,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.56,62.56,62.56,0.0,0.0
2019-04-21,62.82,62.82,62.82,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.87,62.87,62.87,0.0,0.0
2019-04-28,62.71,62.71,62.71,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.74,62.74,62.74,0.0,0.0
2019-05-05,63.0,63.0,63.0,0.0,0.0,63.07,63.07,63.07,0.0,0.0,62.91,62.91,62.91,0.0,0.0,62.91,62.91,62.91,0.0,0.0
2019-05-12,63.36,63.36,63.36,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.34,63.34,63.34,0.0,0.0
2019-05-19,63.44,63.44,63.44,0.0,0.0,63.44,63.44,63.44,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.43,63.43,63.43,0.0,0.0
2019-05-26,63.66,63.66,63.66,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2019-06-02,63.41,63.41,63.41,0.0,0.0,63.47,63.47,63.47,0.0,0.0,63.33,63.33,63.33,0.0,0.0,63.33,63.33,63.33,0.0,0.0
2019-06-09,63.41,63.41,63.41,0.0,0.0,63.48,63.48,63.48,0.0,0.0,63.4,63.4,63.4,0.0,0.0,63.47,63.47,63.47,0.0,0.0
2019-06-16,63.61,63.61,63.61,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.52,63.52,63.52,0.0,0.0,63.61,63.61,63.61,0.0,0.0
2019-06-23,63.77,63.77,63.77,0.0,0.0,63.78,63.78,63.78,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.78,63.78,63.78,0.0,0.0
2019-06-30,63.62,63.62,63.62,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.55,63.55,63.55,0.0,0.0,63.57,63.57,63.57,0.0,0.0
2019-07-07,63.65,63.65,63.65,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.62,63.62,63.62,0.0,0.0,63.68,63.68,63.68,0.0,0.0
2019-07-14,63.78,63.78,63.78,0.0,0.0,63.81,63.81,63.81,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2019-07-21,63.86,63.86,63.86,0.0,0.0,63.91,63.91,63.91,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-07-28,63.73,63.73,63.73,0.0,0.0,63.9,63.9,63.9,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.81,63.81,63.81,0.0,0.0
2019-08-04,64.04,64.04,64.04,0.0,0.0,64.25,64.25,64.25,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.15,64.15,64.15,0.0,0.0
2019-08-11,64.7,64.7,64.7,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2019-08-18,64.69,64.69,64.69,0.0,0.0,64.81,64.81,64.81,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.79,64.79,64.79,0.0,0.0
2019-08-25,64.9,64.9,64.9,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.9,64.9,64.9,0.0,0.0
2019-09-01,64.51,64.51,64.51,0.0,0.0,64.61,64.61,64.61,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.45,64.45,64.45,0.0,0.0
2019-09-08,63.96,63.96,63.96,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.68,63.68,63.68,0.0,0.0,63.68,63.68,63.68,0.0,0.0
2019-09-15,64.28,64.28,64.28,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2019-09-22,64.47,64.47,64.47,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.39,64.39,64.39,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-09-29,64.46,64.46,64.46,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.41,64.41,64.41,0.0,0.0,64.49,64.49,64.49,0.0,0.0
2019-10-06,64.39,64.39,64.39,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.28,64.28,64.28,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2019-10-13,64.2,64.2,64.2,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.15,64.15,64.15,0.0,0.0,64.2,64.2,64.2,0.0,0.0
2019-10-20,64.12,64.12,64.12,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.08,64.08,64.08,0.0,0.0
2019-10-27,64.12,64.12,64.12,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.08,64.08,64.08,0.0,0.0,64.11,64.11,64.11,0.0,0.0
2019-11-03,63.87,63.87,63.87,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.8,63.8,63.8,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-11-10,64.02,64.02,64.02,0.0,0.0,64.05,64.05,64.05,0.0,0.0,64.02,64.02,64.02,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2019-11-17,64.21,64.21,64.21,0.0,0.0,64.24,64.24,64.24,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.22,64.22,64.22,0.0,0.0
2019-11-24,64.46,64.46,64.46,0.0,0.0,64.46,64.46,64.46,0.0,0.0,64.38,64.38,64.38,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-12-01,64.15,64.15,64.15,0.0,0.0,64.17,64.17,64.17,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.14,64.14,64.14,0.0,0.0
2019-12-08,64.2,64.2,64.2,0.0,0.0,64.29,64.29,64.29,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.27,64.27,64.27,0.0,0.0
2019-12-15,64.29,64.29,64.29,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.27,64.27,64.27,0.0,0.0,64.36,64.36,64.36,0.0,0.0
2019-12-22,64.18,64.18,64.18,0.0,0.0,64.26,64.26,64.26,0.0,0.0,64.15,64.15,64.15,0.0,0.0,64.25,64.25,64.25,0.0,0.0
2019-12-29,64.05,64.05,64.05,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.02,64.02,64.02,0.0,0.0,64.23,64.23,64.23,0.0,0.0
