Date,MomentumShares U.S. Quantitative Momentum_Open_average,MomentumShares U.S. Quantitative Momentum_Open_max,MomentumShares U.S. Quantitative Momentum_Open_min,MomentumShares U.S. Quantitative Momentum_Open_volatility,MomentumShares U.S. Quantitative Momentum_Open_change,MomentumShares U.S. Quantitative Momentum_High_average,MomentumShares U.S. Quantitative Momentum_High_max,MomentumShares U.S. Quantitative Momentum_High_min,MomentumShares U.S. Quantitative Momentum_High_volatility,MomentumShares U.S. Quantitative Momentum_High_change,MomentumShares U.S. Quantitative Momentum_Low_average,MomentumShares U.S. Quantitative Momentum_Low_max,MomentumShares U.S. Quantitative Momentum_Low_min,MomentumShares U.S. Quantitative Momentum_Low_volatility,MomentumShares U.S. Quantitative Momentum_Low_change,MomentumShares U.S. Quantitative Momentum_Close_average,MomentumShares U.S. Quantitative Momentum_Close_max,MomentumShares U.S. Quantitative Momentum_Close_min,MomentumShares U.S. Quantitative Momentum_Close_volatility,MomentumShares U.S. Quantitative Momentum_Close_change
2019-03-24,29.47,29.47,29.47,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-03-31,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-04-07,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-04-14,28.52,28.52,28.52,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2019-04-21,30.02,30.02,30.02,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2019-04-28,30.42,30.42,30.42,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-05-05,29.74,29.74,29.74,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.48,29.48,29.48,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2019-05-12,30.21,30.21,30.21,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2019-05-19,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-05-26,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.64,29.64,29.64,0.0,0.0
2019-06-02,31.09,31.09,31.09,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2019-06-09,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2019-06-16,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2019-06-23,31.11,31.11,31.11,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2019-06-30,32.07,32.07,32.07,0.0,0.0,32.32,32.32,32.32,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2019-07-07,32.97,32.97,32.97,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.85,32.85,32.85,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-07-14,33.21,33.21,33.21,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-07-21,33.41,33.41,33.41,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2019-07-28,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2019-08-04,33.04,33.04,33.04,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2019-08-11,32.19,32.19,32.19,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2019-08-18,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2019-08-25,32.92,32.92,32.92,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2019-09-01,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-09-08,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2019-09-15,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2019-09-22,30.08,30.08,30.08,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-09-29,29.98,29.98,29.98,0.0,0.0,30.44,30.44,30.44,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2019-10-06,30.68,30.68,30.68,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-10-13,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-10-20,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2019-10-27,30.63,30.63,30.63,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-11-03,30.51,30.51,30.51,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2019-11-10,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-11-17,32.18,32.18,32.18,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2019-11-24,32.79,32.79,32.79,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-12-01,32.22,32.22,32.22,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-12-08,31.79,31.79,31.79,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-12-15,32.38,32.38,32.38,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2019-12-22,32.64,32.64,32.64,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-12-29,32.61,32.61,32.61,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.81,32.81,32.81,0.0,0.0
