Date,iShares Edge MSCI Multifactor Emerg_Open_average,iShares Edge MSCI Multifactor Emerg_Open_max,iShares Edge MSCI Multifactor Emerg_Open_min,iShares Edge MSCI Multifactor Emerg_Open_volatility,iShares Edge MSCI Multifactor Emerg_Open_change,iShares Edge MSCI Multifactor Emerg_High_average,iShares Edge MSCI Multifactor Emerg_High_max,iShares Edge MSCI Multifactor Emerg_High_min,iShares Edge MSCI Multifactor Emerg_High_volatility,iShares Edge MSCI Multifactor Emerg_High_change,iShares Edge MSCI Multifactor Emerg_Low_average,iShares Edge MSCI Multifactor Emerg_Low_max,iShares Edge MSCI Multifactor Emerg_Low_min,iShares Edge MSCI Multifactor Emerg_Low_volatility,iShares Edge MSCI Multifactor Emerg_Low_change,iShares Edge MSCI Multifactor Emerg_Close_average,iShares Edge MSCI Multifactor Emerg_Close_max,iShares Edge MSCI Multifactor Emerg_Close_min,iShares Edge MSCI Multifactor Emerg_Close_volatility,iShares Edge MSCI Multifactor Emerg_Close_change
2018-06-17,46.76,46.76,46.76,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2018-06-24,45.45,45.45,45.45,0.0,0.0,45.7,45.7,45.7,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2018-07-01,46.43,46.43,46.43,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2018-07-08,46.19,46.19,46.19,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2018-07-15,45.66,45.66,45.66,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2018-07-22,46.61,46.61,46.61,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2018-07-29,45.52,45.52,45.52,0.0,0.0,45.67,45.67,45.67,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2018-08-05,44.35,44.35,44.35,0.0,0.0,44.45,44.45,44.45,0.0,0.0,43.99,43.99,43.99,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2018-08-12,43.44,43.44,43.44,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2018-08-19,44.79,44.79,44.79,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2018-08-26,44.17,44.17,44.17,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2018-09-02,42.43,42.43,42.43,0.0,0.0,42.43,42.43,42.43,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2018-09-09,41.68,41.68,41.68,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.7,41.7,41.7,0.0,0.0
2018-09-16,43.27,43.27,43.27,0.0,0.0,43.38,43.38,43.38,0.0,0.0,42.89,42.89,42.89,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2018-09-23,43.41,43.41,43.41,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2018-09-30,40.84,40.84,40.84,0.0,0.0,41.27,41.27,41.27,0.0,0.0,40.82,40.82,40.82,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2018-10-07,40.23,40.23,40.23,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2018-10-14,40.92,40.92,40.92,0.0,0.0,41.07,41.07,41.07,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2018-10-21,39.11,39.11,39.11,0.0,0.0,39.3,39.3,39.3,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2018-10-28,41.35,41.35,41.35,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2018-11-04,40.84,40.84,40.84,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-11-11,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2018-11-18,41.03,41.03,41.03,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2018-11-25,42.24,42.24,42.24,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2018-12-02,39.88,39.88,39.88,0.0,0.0,39.94,39.94,39.94,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2018-12-09,39.79,39.79,39.79,0.0,0.0,40.01,40.01,40.01,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2018-12-16,37.93,37.93,37.93,0.0,0.0,38.35,38.35,38.35,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2018-12-23,39.02,39.02,39.02,0.0,0.0,39.48,39.48,39.48,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.73,38.73,38.73,0.0,0.0
2018-12-30,38.97,38.97,38.97,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2019-01-06,39.85,39.85,39.85,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2019-01-13,41.16,41.16,41.16,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-01-20,41.54,41.54,41.54,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2019-01-27,42.82,42.82,42.82,0.0,0.0,43.24,43.24,43.24,0.0,0.0,42.82,42.82,42.82,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2019-02-03,42.44,42.44,42.44,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.15,42.15,42.15,0.0,0.0
2019-02-10,42.48,42.48,42.48,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-02-17,43.93,43.93,43.93,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-02-24,42.99,42.99,42.99,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2019-03-03,41.91,41.91,41.91,0.0,0.0,42.44,42.44,42.44,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-03-10,43.06,43.06,43.06,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2019-03-17,42.27,42.27,42.27,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.23,42.23,42.23,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2019-03-24,43.16,43.16,43.16,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2019-03-31,43.66,43.66,43.66,0.0,0.0,43.84,43.84,43.84,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2019-04-07,43.81,43.81,43.81,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2019-04-14,43.46,43.46,43.46,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-04-21,43.2,43.2,43.2,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2019-04-28,42.04,42.04,42.04,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2019-05-05,39.94,39.94,39.94,0.0,0.0,40.14,40.14,40.14,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.89,39.89,39.89,0.0,0.0
2019-05-12,39.31,39.31,39.31,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-05-19,39.45,39.45,39.45,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.21,39.21,39.21,0.0,0.0,39.21,39.21,39.21,0.0,0.0
2019-05-26,40.51,40.51,40.51,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2019-06-02,40.81,40.81,40.81,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-06-09,40.22,40.22,40.22,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.11,40.11,40.11,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-06-16,41.63,41.63,41.63,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.68,41.68,41.68,0.0,0.0
2019-06-23,42.79,42.79,42.79,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2019-06-30,41.99,41.99,41.99,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2019-07-07,42.55,42.55,42.55,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-07-14,42.72,42.72,42.72,0.0,0.0,42.79,42.79,42.79,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-07-21,42.26,42.26,42.26,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2019-07-28,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2019-08-04,39.39,39.39,39.39,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-08-11,40.07,40.07,40.07,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2019-08-18,39.29,39.29,39.29,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2019-08-25,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.27,40.27,40.27,0.0,0.0
2019-09-01,41.32,41.32,41.32,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2019-09-08,41.48,41.48,41.48,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2019-09-15,41.15,41.15,41.15,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-09-22,40.88,40.88,40.88,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2019-09-29,40.84,40.84,40.84,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2019-10-06,41.6,41.6,41.6,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2019-10-13,42.3,42.3,42.3,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2019-10-20,43.08,43.08,43.08,0.0,0.0,43.22,43.22,43.22,0.0,0.0,42.95,42.95,42.95,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2019-10-27,43.92,43.92,43.92,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2019-11-03,43.23,43.23,43.23,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-11-10,43.45,43.45,43.45,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2019-11-17,43.5,43.5,43.5,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.56,43.56,43.56,0.0,0.0
2019-11-24,42.71,42.71,42.71,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-12-01,43.46,43.46,43.46,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2019-12-08,44.37,44.37,44.37,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2019-12-15,45.02,45.02,45.02,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.05,45.05,45.05,0.0,0.0
2019-12-22,45.74,45.74,45.74,0.0,0.0,45.74,45.74,45.74,0.0,0.0,45.37,45.37,45.37,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2019-12-29,45.7,45.7,45.7,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.7,45.7,45.7,0.0,0.0
