Date,Barclays Inverse US Treasury Aggregate_Open_average,Barclays Inverse US Treasury Aggregate_Open_max,Barclays Inverse US Treasury Aggregate_Open_min,Barclays Inverse US Treasury Aggregate_Open_volatility,Barclays Inverse US Treasury Aggregate_Open_change,Barclays Inverse US Treasury Aggregate_High_average,Barclays Inverse US Treasury Aggregate_High_max,Barclays Inverse US Treasury Aggregate_High_min,Barclays Inverse US Treasury Aggregate_High_volatility,Barclays Inverse US Treasury Aggregate_High_change,Barclays Inverse US Treasury Aggregate_Low_average,Barclays Inverse US Treasury Aggregate_Low_max,Barclays Inverse US Treasury Aggregate_Low_min,Barclays Inverse US Treasury Aggregate_Low_volatility,Barclays Inverse US Treasury Aggregate_Low_change,Barclays Inverse US Treasury Aggregate_Close_average,Barclays Inverse US Treasury Aggregate_Close_max,Barclays Inverse US Treasury Aggregate_Close_min,Barclays Inverse US Treasury Aggregate_Close_volatility,Barclays Inverse US Treasury Aggregate_Close_change
2018-12-30,23.32,23.32,23.32,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2019-01-06,23.99,23.99,23.99,0.0,0.0,24.49,24.49,24.49,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-01-13,23.56,23.56,23.56,0.0,0.0,24.7,24.7,24.7,0.0,0.0,23.3,23.3,23.3,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-01-20,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2019-01-27,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-02-03,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-02-10,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-02-17,24.01,24.01,24.01,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-02-24,24.97,24.97,24.97,0.0,0.0,25.42,25.42,25.42,0.0,0.0,23.17,23.17,23.17,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2019-03-03,23.46,23.46,23.46,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-03-10,23.7,23.7,23.7,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-03-17,21.37,21.37,21.37,0.0,0.0,21.84,21.84,21.84,0.0,0.0,20.68,20.68,20.68,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-03-24,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-03-31,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-04-07,22.5,22.5,22.5,0.0,0.0,23.07,23.07,23.07,0.0,0.0,21.74,21.74,21.74,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-04-14,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2019-04-21,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2019-04-28,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2019-05-05,20.97,20.97,20.97,0.0,0.0,21.3,21.3,21.3,0.0,0.0,20.7,20.7,20.7,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-05-12,20.8,20.8,20.8,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.87,20.87,20.87,0.0,0.0
2019-05-19,19.72,19.72,19.72,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-05-26,16.67,16.67,16.67,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.67,16.67,16.67,0.0,0.0
2019-06-02,17.56,17.56,17.56,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.67,17.67,17.67,0.0,0.0
2019-06-09,17.04,17.04,17.04,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.04,17.04,17.04,0.0,0.0,17.16,17.16,17.16,0.0,0.0
2019-06-16,16.73,16.73,16.73,0.0,0.0,16.74,16.74,16.74,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2019-06-23,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.7,16.7,16.7,0.0,0.0
2019-06-30,16.56,16.56,16.56,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.56,16.56,16.56,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2019-07-07,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-07-14,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2019-07-21,17.02,17.02,17.02,0.0,0.0,17.02,17.02,17.02,0.0,0.0,16.99,16.99,16.99,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2019-07-28,13.45,13.45,13.45,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2019-08-04,12.85,12.85,12.85,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.43,12.43,12.43,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2019-08-11,11.57,11.57,11.57,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2019-08-18,10.84,10.84,10.84,0.0,0.0,11.02,11.02,11.02,0.0,0.0,10.75,10.75,10.75,0.0,0.0,11.02,11.02,11.02,0.0,0.0
2019-08-25,10.69,10.69,10.69,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2019-09-01,11.15,11.15,11.15,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2019-09-08,12.87,12.87,12.87,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.71,12.71,12.71,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2019-09-15,11.52,11.52,11.52,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2019-09-22,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2019-09-29,10.68,10.68,10.68,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.69,10.69,10.69,0.0,0.0
2019-10-06,11.94,11.94,11.94,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2019-10-13,12.53,12.53,12.53,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.53,12.53,12.53,0.0,0.0,12.76,12.76,12.76,0.0,0.0
2019-10-20,13.14,13.14,13.14,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2019-10-27,12.36,12.36,12.36,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.61,12.61,12.61,0.0,0.0
2019-11-03,13.64,13.64,13.64,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2019-11-10,12.62,12.62,12.62,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2019-11-17,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.29,12.29,12.29,0.0,0.0,12.29,12.29,12.29,0.0,0.0
2019-11-24,12.9,12.9,12.9,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.94,12.94,12.94,0.0,0.0
2019-12-01,12.93,12.93,12.93,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.93,12.93,12.93,0.0,0.0
2019-12-08,12.96,12.96,12.96,0.0,0.0,13.34,13.34,13.34,0.0,0.0,12.96,12.96,12.96,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2019-12-15,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2019-12-22,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.4,13.4,13.4,0.0,0.0
2019-12-29,13.15,13.15,13.15,0.0,0.0,13.15,13.15,13.15,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.66,12.66,12.66,0.0,0.0
