Date,FlexShares US Quality Large Cap_Open_average,FlexShares US Quality Large Cap_Open_max,FlexShares US Quality Large Cap_Open_volatility,FlexShares US Quality Large Cap_Open_change,FlexShares US Quality Large Cap_High_average,FlexShares US Quality Large Cap_High_max,FlexShares US Quality Large Cap_High_volatility,FlexShares US Quality Large Cap_High_change,FlexShares US Quality Large Cap_Low_average,FlexShares US Quality Large Cap_Low_max,FlexShares US Quality Large Cap_Low_volatility,FlexShares US Quality Large Cap_Low_change,FlexShares US Quality Large Cap_Close_average,FlexShares US Quality Large Cap_Close_max,FlexShares US Quality Large Cap_Close_volatility,FlexShares US Quality Large Cap_Close_change
2019-08-04,33.15,33.15,0.0,0.0,33.2,33.2,0.0,0.0,32.83,32.83,0.0,0.0,32.83,32.83,0.0,0.0
2019-08-11,33.24,33.24,0.0,0.0,33.28,33.28,0.0,0.0,33.18,33.18,0.0,0.0,33.18,33.18,0.0,0.0
2019-08-18,32.63,32.63,0.0,0.0,32.68,32.68,0.0,0.0,32.63,32.63,0.0,0.0,32.67,32.67,0.0,0.0
2019-08-25,33.33,33.33,0.0,0.0,33.34,33.34,0.0,0.0,33.23,33.23,0.0,0.0,33.23,33.23,0.0,0.0
2019-09-01,34.1,34.1,0.0,0.0,34.1,34.1,0.0,0.0,34.01,34.01,0.0,0.0,34.04,34.04,0.0,0.0
2019-09-08,34.42,34.42,0.0,0.0,34.46,34.46,0.0,0.0,34.39,34.39,0.0,0.0,34.46,34.46,0.0,0.0
2019-09-15,34.13,34.13,0.0,0.0,34.28,34.28,0.0,0.0,34.13,34.13,0.0,0.0,34.19,34.19,0.0,0.0
2019-09-22,33.94,33.94,0.0,0.0,34.06,34.06,0.0,0.0,33.94,33.94,0.0,0.0,34.01,34.01,0.0,0.0
2019-09-29,33.6,33.6,0.0,0.0,33.71,33.71,0.0,0.0,33.6,33.6,0.0,0.0,33.65,33.65,0.0,0.0
2019-10-06,33.94,33.94,0.0,0.0,33.94,33.94,0.0,0.0,33.93,33.93,0.0,0.0,33.93,33.93,0.0,0.0
2019-10-13,34.98,34.98,0.0,0.0,34.98,34.98,0.0,0.0,34.26,34.26,0.0,0.0,34.31,34.31,0.0,0.0
2019-10-20,34.63,34.63,0.0,0.0,34.63,34.63,0.0,0.0,34.62,34.62,0.0,0.0,34.62,34.62,0.0,0.0
2019-10-27,35.23,35.23,0.0,0.0,35.23,35.23,0.0,0.0,35.22,35.22,0.0,0.0,35.22,35.22,0.0,0.0
2019-11-03,35.32,35.32,0.0,0.0,35.32,35.32,0.0,0.0,35.32,35.32,0.0,0.0,35.32,35.32,0.0,0.0
2019-11-10,35.53,35.53,0.0,0.0,35.61,35.61,0.0,0.0,35.53,35.53,0.0,0.0,35.61,35.61,0.0,0.0
2019-11-17,35.72,35.72,0.0,0.0,35.75,35.75,0.0,0.0,35.72,35.72,0.0,0.0,35.73,35.73,0.0,0.0
2019-11-24,35.6,35.6,0.0,0.0,35.6,35.6,0.0,0.0,35.6,35.6,0.0,0.0,35.6,35.6,0.0,0.0
2019-12-01,35.81,35.81,0.0,0.0,35.81,35.81,0.0,0.0,35.81,35.81,0.0,0.0,35.81,35.81,0.0,0.0
2019-12-08,36.48,36.48,0.0,0.0,36.48,36.48,0.0,0.0,36.47,36.47,0.0,0.0,36.47,36.47,0.0,0.0
2019-12-15,36.64,36.64,0.0,0.0,36.64,36.64,0.0,0.0,36.64,36.64,0.0,0.0,36.64,36.64,0.0,0.0
2019-12-22,36.78,36.78,0.0,0.0,36.78,36.78,0.0,0.0,36.73,36.73,0.0,0.0,36.73,36.73,0.0,0.0
2019-12-29,36.72,36.72,0.0,0.0,36.72,36.72,0.0,0.0,36.72,36.72,0.0,0.0,36.72,36.72,0.0,0.0
