Date,iShares US UtilitiesEtf_Open_average,iShares US UtilitiesEtf_Open_max,iShares US UtilitiesEtf_Open_min,iShares US UtilitiesEtf_Open_volatility,iShares US UtilitiesEtf_Open_change,iShares US UtilitiesEtf_High_average,iShares US UtilitiesEtf_High_max,iShares US UtilitiesEtf_High_min,iShares US UtilitiesEtf_High_volatility,iShares US UtilitiesEtf_High_change,iShares US UtilitiesEtf_Low_average,iShares US UtilitiesEtf_Low_max,iShares US UtilitiesEtf_Low_min,iShares US UtilitiesEtf_Low_volatility,iShares US UtilitiesEtf_Low_change,iShares US UtilitiesEtf_Close_average,iShares US UtilitiesEtf_Close_max,iShares US UtilitiesEtf_Close_min,iShares US UtilitiesEtf_Close_volatility,iShares US UtilitiesEtf_Close_change
2018-04-01,127.98,127.98,127.98,0.0,0.0,128.49,128.49,128.49,0.0,0.0,126.91,126.91,126.91,0.0,0.0,127.09,127.09,127.09,0.0,0.0
2018-04-08,125.02,125.02,125.02,0.0,0.0,126.2,126.2,126.2,0.0,0.0,125.02,125.02,125.02,0.0,0.0,125.75,125.75,125.75,0.0,0.0
2018-04-15,127.99,127.99,127.99,0.0,0.0,128.28,128.28,128.28,0.0,0.0,126.69,126.69,126.69,0.0,0.0,127.0,127.0,127.0,0.0,0.0
2018-04-22,129.44,129.44,129.44,0.0,0.0,131.22,131.22,131.22,0.0,0.0,129.25,129.25,129.25,0.0,0.0,130.8,130.8,130.8,0.0,0.0
2018-04-29,130.25,130.25,130.25,0.0,0.0,131.13,131.13,131.13,0.0,0.0,130.25,130.25,130.25,0.0,0.0,130.71,130.71,130.71,0.0,0.0
2018-05-06,127.86,127.86,127.86,0.0,0.0,128.31,128.31,128.31,0.0,0.0,127.53,127.53,127.53,0.0,0.0,128.04,128.04,128.04,0.0,0.0
2018-05-13,124.85,124.85,124.85,0.0,0.0,125.28,125.28,125.28,0.0,0.0,123.85,123.85,123.85,0.0,0.0,124.54,124.54,124.54,0.0,0.0
2018-05-20,127.96,127.96,127.96,0.0,0.0,128.62,128.62,128.62,0.0,0.0,127.79,127.79,127.79,0.0,0.0,128.41,128.41,128.41,0.0,0.0
2018-05-27,129.55,129.55,129.55,0.0,0.0,129.55,129.55,129.55,0.0,0.0,127.39,127.39,127.39,0.0,0.0,127.76,127.76,127.76,0.0,0.0
2018-06-03,124.21,124.21,124.21,0.0,0.0,124.28,124.28,124.28,0.0,0.0,123.64,123.64,123.64,0.0,0.0,124.0,124.0,124.0,0.0,0.0
2018-06-10,125.77,125.77,125.77,0.0,0.0,127.06,127.06,127.06,0.0,0.0,125.19,125.19,125.19,0.0,0.0,127.03,127.03,127.03,0.0,0.0
2018-06-17,129.43,129.43,129.43,0.0,0.0,130.47,130.47,130.47,0.0,0.0,129.43,129.43,129.43,0.0,0.0,130.12,130.12,130.12,0.0,0.0
2018-06-24,131.62,131.62,131.62,0.0,0.0,132.52,132.52,132.52,0.0,0.0,131.14,131.14,131.14,0.0,0.0,131.94,131.94,131.94,0.0,0.0
2018-07-01,134.23,134.23,134.23,0.0,0.0,135.39,135.39,135.39,0.0,0.0,134.14,134.14,134.14,0.0,0.0,135.21,135.21,135.21,0.0,0.0
2018-07-08,133.75,133.75,133.75,0.0,0.0,133.75,133.75,133.75,0.0,0.0,132.72,132.72,132.72,0.0,0.0,133.42,133.42,133.42,0.0,0.0
2018-07-15,133.46,133.46,133.46,0.0,0.0,133.46,133.46,133.46,0.0,0.0,132.01,132.01,132.01,0.0,0.0,132.83,132.83,132.83,0.0,0.0
2018-07-22,134.09,134.09,134.09,0.0,0.0,134.57,134.57,134.57,0.0,0.0,133.07,133.07,133.07,0.0,0.0,133.51,133.51,133.51,0.0,0.0
2018-07-29,133.83,133.83,133.83,0.0,0.0,135.43,135.43,135.43,0.0,0.0,133.56,133.56,133.56,0.0,0.0,135.03,135.03,135.03,0.0,0.0
2018-08-05,135.3,135.3,135.3,0.0,0.0,136.25,136.25,136.25,0.0,0.0,134.54,134.54,134.54,0.0,0.0,134.57,134.57,134.57,0.0,0.0
2018-08-12,137.52,137.52,137.52,0.0,0.0,138.89,138.89,138.89,0.0,0.0,137.52,137.52,137.52,0.0,0.0,138.22,138.22,138.22,0.0,0.0
2018-08-19,135.76,135.76,135.76,0.0,0.0,136.43,136.43,136.43,0.0,0.0,135.3,135.3,135.3,0.0,0.0,136.36,136.36,136.36,0.0,0.0
2018-08-26,136.51,136.51,136.51,0.0,0.0,136.67,136.67,136.67,0.0,0.0,135.25,135.25,135.25,0.0,0.0,135.69,135.69,135.69,0.0,0.0
2018-09-02,137.62,137.62,137.62,0.0,0.0,137.83,137.83,137.83,0.0,0.0,137.01,137.01,137.01,0.0,0.0,137.15,137.15,137.15,0.0,0.0
2018-09-09,138.03,138.03,138.03,0.0,0.0,138.03,138.03,138.03,0.0,0.0,136.77,136.77,136.77,0.0,0.0,137.8,137.8,137.8,0.0,0.0
2018-09-16,135.08,135.08,135.08,0.0,0.0,136.39,136.39,136.39,0.0,0.0,134.72,134.72,134.72,0.0,0.0,135.82,135.82,135.82,0.0,0.0
2018-09-23,132.41,132.41,132.41,0.0,0.0,134.12,134.12,134.12,0.0,0.0,132.41,132.41,132.41,0.0,0.0,134.07,134.07,134.07,0.0,0.0
2018-09-30,134.16,134.16,134.16,0.0,0.0,136.68,136.68,136.68,0.0,0.0,134.16,134.16,134.16,0.0,0.0,136.33,136.33,136.33,0.0,0.0
2018-10-07,134.61,134.61,134.61,0.0,0.0,134.65,134.65,134.65,0.0,0.0,133.41,133.41,133.41,0.0,0.0,134.43,134.43,134.43,0.0,0.0
2018-10-14,136.07,136.07,136.07,0.0,0.0,139.12,139.12,139.12,0.0,0.0,136.07,136.07,136.07,0.0,0.0,138.45,138.45,138.45,0.0,0.0
2018-10-21,138.0,138.0,138.0,0.0,0.0,138.27,138.27,138.27,0.0,0.0,134.19,134.19,134.19,0.0,0.0,135.19,135.19,135.19,0.0,0.0
2018-10-28,135.87,135.87,135.87,0.0,0.0,135.87,135.87,135.87,0.0,0.0,133.82,133.82,133.82,0.0,0.0,134.72,134.72,134.72,0.0,0.0
2018-11-04,138.45,138.45,138.45,0.0,0.0,139.5,139.5,139.5,0.0,0.0,138.09,138.09,138.09,0.0,0.0,139.04,139.04,139.04,0.0,0.0
2018-11-11,139.33,139.33,139.33,0.0,0.0,139.9,139.9,139.9,0.0,0.0,138.28,138.28,138.28,0.0,0.0,139.14,139.14,139.14,0.0,0.0
2018-11-18,137.67,137.67,137.67,0.0,0.0,137.67,137.67,137.67,0.0,0.0,136.58,136.58,136.58,0.0,0.0,137.31,137.31,137.31,0.0,0.0
2018-11-25,139.06,139.06,139.06,0.0,0.0,140.82,140.82,140.82,0.0,0.0,138.79,138.79,138.79,0.0,0.0,140.71,140.71,140.71,0.0,0.0
2018-12-02,142.14,142.14,142.14,0.0,0.0,143.71,143.71,143.71,0.0,0.0,141.45,141.45,141.45,0.0,0.0,142.93,142.93,142.93,0.0,0.0
2018-12-09,144.22,144.22,144.22,0.0,0.0,144.22,144.22,144.22,0.0,0.0,143.1,143.1,143.1,0.0,0.0,143.74,143.74,143.74,0.0,0.0
2018-12-16,137.95,137.95,137.95,0.0,0.0,140.5,140.5,140.5,0.0,0.0,136.13,136.13,136.13,0.0,0.0,136.41,136.41,136.41,0.0,0.0
2018-12-23,133.98,133.98,133.98,0.0,0.0,135.07,135.07,135.07,0.0,0.0,133.39,133.39,133.39,0.0,0.0,133.78,133.78,133.78,0.0,0.0
2018-12-30,131.22,131.22,131.22,0.0,0.0,133.79,133.79,133.79,0.0,0.0,131.22,131.22,131.22,0.0,0.0,133.77,133.77,133.77,0.0,0.0
2019-01-06,135.41,135.41,135.41,0.0,0.0,135.41,135.41,135.41,0.0,0.0,134.3,134.3,134.3,0.0,0.0,134.99,134.99,134.99,0.0,0.0
2019-01-13,135.09,135.09,135.09,0.0,0.0,135.45,135.45,135.45,0.0,0.0,134.63,134.63,134.63,0.0,0.0,135.11,135.11,135.11,0.0,0.0
2019-01-20,137.2,137.2,137.2,0.0,0.0,137.2,137.2,137.2,0.0,0.0,135.38,135.38,135.38,0.0,0.0,135.58,135.58,135.58,0.0,0.0
2019-01-27,138.89,138.89,138.89,0.0,0.0,138.89,138.89,138.89,0.0,0.0,137.45,137.45,137.45,0.0,0.0,138.55,138.55,138.55,0.0,0.0
2019-02-03,140.18,140.18,140.18,0.0,0.0,141.25,141.25,141.25,0.0,0.0,140.18,140.18,140.18,0.0,0.0,141.25,141.25,141.25,0.0,0.0
2019-02-10,141.0,141.0,141.0,0.0,0.0,141.64,141.64,141.64,0.0,0.0,140.9,140.9,140.9,0.0,0.0,141.27,141.27,141.27,0.0,0.0
2019-02-17,144.01,144.01,144.01,0.0,0.0,144.71,144.71,144.71,0.0,0.0,143.65,143.65,143.65,0.0,0.0,144.7,144.7,144.7,0.0,0.0
2019-02-24,144.53,144.53,144.53,0.0,0.0,144.92,144.92,144.92,0.0,0.0,143.6,143.6,143.6,0.0,0.0,144.83,144.83,144.83,0.0,0.0
2019-03-03,145.44,145.44,145.44,0.0,0.0,145.8,145.8,145.8,0.0,0.0,144.7,144.7,144.7,0.0,0.0,145.78,145.78,145.78,0.0,0.0
2019-03-10,148.01,148.01,148.01,0.0,0.0,148.87,148.87,148.87,0.0,0.0,147.27,147.27,147.27,0.0,0.0,148.45,148.45,148.45,0.0,0.0
2019-03-17,147.5,147.5,147.5,0.0,0.0,148.97,148.97,148.97,0.0,0.0,147.5,147.5,147.5,0.0,0.0,148.05,148.05,148.05,0.0,0.0
2019-03-24,146.43,146.43,146.43,0.0,0.0,147.4,147.4,147.4,0.0,0.0,146.16,146.16,146.16,0.0,0.0,147.31,147.31,147.31,0.0,0.0
2019-03-31,145.77,145.77,145.77,0.0,0.0,147.13,147.13,147.13,0.0,0.0,145.63,145.63,145.63,0.0,0.0,147.04,147.04,147.04,0.0,0.0
2019-04-07,146.28,146.28,146.28,0.0,0.0,147.43,147.43,147.43,0.0,0.0,145.77,145.77,145.77,0.0,0.0,147.36,147.36,147.36,0.0,0.0
2019-04-14,145.38,145.38,145.38,0.0,0.0,145.95,145.95,145.95,0.0,0.0,145.02,145.02,145.02,0.0,0.0,145.03,145.03,145.03,0.0,0.0
2019-04-21,147.61,147.61,147.61,0.0,0.0,148.22,148.22,148.22,0.0,0.0,147.01,147.01,147.01,0.0,0.0,147.12,147.12,147.12,0.0,0.0
2019-04-28,146.86,146.86,146.86,0.0,0.0,147.99,147.99,147.99,0.0,0.0,146.86,146.86,146.86,0.0,0.0,147.78,147.78,147.78,0.0,0.0
2019-05-05,144.09,144.09,144.09,0.0,0.0,146.83,146.83,146.83,0.0,0.0,144.09,144.09,144.09,0.0,0.0,146.81,146.81,146.81,0.0,0.0
2019-05-12,147.34,147.34,147.34,0.0,0.0,149.29,149.29,149.29,0.0,0.0,147.34,147.34,147.34,0.0,0.0,148.81,148.81,148.81,0.0,0.0
2019-05-19,151.4,151.4,151.4,0.0,0.0,151.97,151.97,151.97,0.0,0.0,151.12,151.12,151.12,0.0,0.0,151.13,151.13,151.13,0.0,0.0
2019-05-26,146.29,146.29,146.29,0.0,0.0,147.52,147.52,147.52,0.0,0.0,145.97,145.97,145.97,0.0,0.0,147.17,147.17,147.17,0.0,0.0
2019-06-02,153.69,153.69,153.69,0.0,0.0,154.46,154.46,154.46,0.0,0.0,151.76,151.76,151.76,0.0,0.0,151.76,151.76,151.76,0.0,0.0
2019-06-09,152.17,152.17,152.17,0.0,0.0,153.88,153.88,153.88,0.0,0.0,152.17,152.17,152.17,0.0,0.0,153.5,153.5,153.5,0.0,0.0
2019-06-16,153.27,153.27,153.27,0.0,0.0,154.38,154.38,154.38,0.0,0.0,152.45,152.45,152.45,0.0,0.0,154.17,154.17,154.17,0.0,0.0
2019-06-23,150.14,150.14,150.14,0.0,0.0,151.37,151.37,151.37,0.0,0.0,149.99,149.99,149.99,0.0,0.0,150.79,150.79,150.79,0.0,0.0
2019-06-30,152.33,152.33,152.33,0.0,0.0,153.48,153.48,153.48,0.0,0.0,151.04,151.04,151.04,0.0,0.0,153.31,153.31,153.31,0.0,0.0
2019-07-07,154.17,154.17,154.17,0.0,0.0,154.17,154.17,154.17,0.0,0.0,152.49,152.49,152.49,0.0,0.0,153.12,153.12,153.12,0.0,0.0
2019-07-14,154.19,154.19,154.19,0.0,0.0,154.41,154.41,154.41,0.0,0.0,152.26,152.26,152.26,0.0,0.0,152.26,152.26,152.26,0.0,0.0
2019-07-21,151.14,151.14,151.14,0.0,0.0,151.78,151.78,151.78,0.0,0.0,150.65,150.65,150.65,0.0,0.0,151.46,151.46,151.46,0.0,0.0
2019-07-28,152.09,152.09,152.09,0.0,0.0,152.93,152.93,152.93,0.0,0.0,151.66,151.66,151.66,0.0,0.0,151.78,151.78,151.78,0.0,0.0
2019-08-04,153.43,153.43,153.43,0.0,0.0,154.08,154.08,154.08,0.0,0.0,153.06,153.06,153.06,0.0,0.0,153.29,153.29,153.29,0.0,0.0
2019-08-11,153.84,153.84,153.84,0.0,0.0,154.9,154.9,154.9,0.0,0.0,153.84,153.84,153.84,0.0,0.0,154.67,154.67,154.67,0.0,0.0
2019-08-18,156.73,156.73,156.73,0.0,0.0,156.85,156.85,156.85,0.0,0.0,154.01,154.01,154.01,0.0,0.0,154.61,154.61,154.61,0.0,0.0
2019-08-25,157.94,157.94,157.94,0.0,0.0,158.05,158.05,158.05,0.0,0.0,157.35,157.35,157.35,0.0,0.0,157.62,157.62,157.62,0.0,0.0
2019-09-01,159.29,159.29,159.29,0.0,0.0,159.29,159.29,159.29,0.0,0.0,157.76,157.76,157.76,0.0,0.0,158.14,158.14,158.14,0.0,0.0
2019-09-08,158.8,158.8,158.8,0.0,0.0,159.61,159.61,159.61,0.0,0.0,158.01,158.01,158.01,0.0,0.0,158.6,158.6,158.6,0.0,0.0
2019-09-15,161.42,161.42,161.42,0.0,0.0,162.08,162.08,162.08,0.0,0.0,160.84,160.84,160.84,0.0,0.0,161.75,161.75,161.75,0.0,0.0
2019-09-22,163.68,163.68,163.68,0.0,0.0,163.68,163.68,163.68,0.0,0.0,161.9,161.9,161.9,0.0,0.0,162.83,162.83,162.83,0.0,0.0
2019-09-29,160.76,160.76,160.76,0.0,0.0,163.1,163.1,163.1,0.0,0.0,160.76,160.76,160.76,0.0,0.0,163.01,163.01,163.01,0.0,0.0
2019-10-06,161.45,161.45,161.45,0.0,0.0,161.87,161.87,161.87,0.0,0.0,160.58,160.58,160.58,0.0,0.0,160.87,160.87,160.87,0.0,0.0
2019-10-13,159.93,159.93,159.93,0.0,0.0,160.9,160.9,160.9,0.0,0.0,159.54,159.54,159.54,0.0,0.0,160.63,160.63,160.63,0.0,0.0
2019-10-20,162.92,162.92,162.92,0.0,0.0,162.92,162.92,162.92,0.0,0.0,160.89,160.89,160.89,0.0,0.0,161.31,161.31,161.31,0.0,0.0
2019-10-27,161.6,161.6,161.6,0.0,0.0,161.83,161.83,161.83,0.0,0.0,160.94,160.94,160.94,0.0,0.0,161.15,161.15,161.15,0.0,0.0
2019-11-03,155.44,155.44,155.44,0.0,0.0,155.86,155.86,155.86,0.0,0.0,154.62,154.62,154.62,0.0,0.0,155.25,155.25,155.25,0.0,0.0
2019-11-10,157.27,157.27,157.27,0.0,0.0,157.72,157.72,157.72,0.0,0.0,156.86,156.86,156.86,0.0,0.0,157.72,157.72,157.72,0.0,0.0
2019-11-17,158.34,158.34,158.34,0.0,0.0,158.35,158.35,158.35,0.0,0.0,156.9,156.9,156.9,0.0,0.0,158.09,158.09,158.09,0.0,0.0
2019-11-24,158.45,158.45,158.45,0.0,0.0,158.98,158.98,158.98,0.0,0.0,158.13,158.13,158.13,0.0,0.0,158.13,158.13,158.13,0.0,0.0
2019-12-01,158.49,158.49,158.49,0.0,0.0,159.23,159.23,159.23,0.0,0.0,158.4,158.4,158.4,0.0,0.0,158.53,158.53,158.53,0.0,0.0
2019-12-08,157.86,157.86,157.86,0.0,0.0,159.08,159.08,159.08,0.0,0.0,157.23,157.23,157.23,0.0,0.0,158.9,158.9,158.9,0.0,0.0
2019-12-15,161.24,161.24,161.24,0.0,0.0,162.97,162.97,162.97,0.0,0.0,161.24,161.24,161.24,0.0,0.0,162.21,162.21,162.21,0.0,0.0
2019-12-22,161.07,161.07,161.07,0.0,0.0,161.39,161.39,161.39,0.0,0.0,160.81,160.81,160.81,0.0,0.0,161.31,161.31,161.31,0.0,0.0
2019-12-29,159.78,159.78,159.78,0.0,0.0,160.79,160.79,160.79,0.0,0.0,159.33,159.33,159.33,0.0,0.0,160.16,160.16,160.16,0.0,0.0
