Date,ProShares UltraPro Russell2000_Open_average,ProShares UltraPro Russell2000_Open_max,ProShares UltraPro Russell2000_Open_min,ProShares UltraPro Russell2000_Open_volatility,ProShares UltraPro Russell2000_Open_change,ProShares UltraPro Russell2000_High_average,ProShares UltraPro Russell2000_High_max,ProShares UltraPro Russell2000_High_min,ProShares UltraPro Russell2000_High_volatility,ProShares UltraPro Russell2000_High_change,ProShares UltraPro Russell2000_Low_average,ProShares UltraPro Russell2000_Low_max,ProShares UltraPro Russell2000_Low_min,ProShares UltraPro Russell2000_Low_volatility,ProShares UltraPro Russell2000_Low_change,ProShares UltraPro Russell2000_Close_average,ProShares UltraPro Russell2000_Close_max,ProShares UltraPro Russell2000_Close_min,ProShares UltraPro Russell2000_Close_volatility,ProShares UltraPro Russell2000_Close_change
2018-04-01,78.04,78.04,78.04,0.0,0.0,79.82,79.82,79.82,0.0,0.0,76.57,76.57,76.57,0.0,0.0,76.65,76.65,76.65,0.0,0.0
2018-04-08,83.29,83.29,83.29,0.0,0.0,84.8,84.8,84.8,0.0,0.0,82.29,82.29,82.29,0.0,0.0,84.03,84.03,84.03,0.0,0.0
2018-04-15,84.89,84.89,84.89,0.0,0.0,85.52,85.52,85.52,0.0,0.0,82.83,82.83,82.83,0.0,0.0,83.99,83.99,83.99,0.0,0.0
2018-04-22,83.39,83.39,83.39,0.0,0.0,84.3,84.3,84.3,0.0,0.0,80.57,80.57,80.57,0.0,0.0,80.57,80.57,80.57,0.0,0.0
2018-04-29,85.14,85.14,85.14,0.0,0.0,87.75,87.75,87.75,0.0,0.0,84.97,84.97,84.97,0.0,0.0,86.36,86.36,86.36,0.0,0.0
2018-05-06,91.27,91.27,91.27,0.0,0.0,92.4,92.4,92.4,0.0,0.0,89.72,89.72,89.72,0.0,0.0,90.05,90.05,90.05,0.0,0.0
2018-05-13,95.34,95.34,95.34,0.0,0.0,96.75,96.75,96.75,0.0,0.0,95.34,95.34,95.34,0.0,0.0,96.31,96.31,96.31,0.0,0.0
2018-05-20,94.18,94.18,94.18,0.0,0.0,94.75,94.75,94.75,0.0,0.0,93.68,93.68,93.68,0.0,0.0,94.2,94.2,94.2,0.0,0.0
2018-05-27,98.64,98.64,98.64,0.0,0.0,99.08,99.08,99.08,0.0,0.0,96.66,96.66,96.66,0.0,0.0,99.06,99.06,99.06,0.0,0.0
2018-06-03,102.68,102.68,102.68,0.0,0.0,103.4,103.4,103.4,0.0,0.0,101.92,101.92,101.92,0.0,0.0,102.75,102.75,102.75,0.0,0.0
2018-06-10,102.79,102.79,102.79,0.0,0.0,106.08,106.08,106.08,0.0,0.0,102.71,102.71,102.71,0.0,0.0,106.08,106.08,106.08,0.0,0.0
2018-06-17,103.33,103.33,103.33,0.0,0.0,103.51,103.51,103.51,0.0,0.0,97.64,97.64,97.64,0.0,0.0,99.32,99.32,99.32,0.0,0.0
2018-06-24,94.95,94.95,94.95,0.0,0.0,98.87,98.87,98.87,0.0,0.0,94.59,94.59,94.59,0.0,0.0,98.83,98.83,98.83,0.0,0.0
2018-07-01,107.43,107.43,107.43,0.0,0.0,107.86,107.86,107.86,0.0,0.0,106.2,106.2,106.2,0.0,0.0,107.86,107.86,107.86,0.0,0.0
2018-07-08,104.41,104.41,104.41,0.0,0.0,105.4,105.4,105.4,0.0,0.0,101.53,101.53,101.53,0.0,0.0,102.93,102.93,102.93,0.0,0.0
2018-07-15,105.82,105.82,105.82,0.0,0.0,107.22,107.22,107.22,0.0,0.0,104.94,104.94,104.94,0.0,0.0,106.46,106.46,106.46,0.0,0.0
2018-07-22,99.76,99.76,99.76,0.0,0.0,101.15,101.15,101.15,0.0,0.0,97.72,97.72,97.72,0.0,0.0,97.87,97.87,97.87,0.0,0.0
2018-07-29,101.59,101.59,101.59,0.0,0.0,103.68,103.68,103.68,0.0,0.0,100.99,100.99,100.99,0.0,0.0,103.47,103.47,103.47,0.0,0.0
2018-08-05,104.02,104.02,104.02,0.0,0.0,104.61,104.61,104.61,0.0,0.0,100.65,100.65,100.65,0.0,0.0,101.95,101.95,101.95,0.0,0.0
2018-08-12,105.61,105.61,105.61,0.0,0.0,106.47,106.47,106.47,0.0,0.0,104.04,104.04,104.04,0.0,0.0,105.8,105.8,105.8,0.0,0.0
2018-08-19,112.08,112.08,112.08,0.0,0.0,113.61,113.61,113.61,0.0,0.0,111.1,111.1,111.1,0.0,0.0,111.58,111.58,111.58,0.0,0.0
2018-08-26,111.48,111.48,111.48,0.0,0.0,114.27,114.27,114.27,0.0,0.0,111.48,111.48,111.48,0.0,0.0,113.67,113.67,113.67,0.0,0.0
2018-09-02,109.94,109.94,109.94,0.0,0.0,110.76,110.76,110.76,0.0,0.0,108.44,108.44,108.44,0.0,0.0,109.24,109.24,109.24,0.0,0.0
2018-09-09,110.23,110.23,110.23,0.0,0.0,110.34,110.34,110.34,0.0,0.0,106.25,106.25,106.25,0.0,0.0,106.53,106.53,106.53,0.0,0.0
2018-09-16,107.6,107.6,107.6,0.0,0.0,108.05,108.05,108.05,0.0,0.0,105.05,105.05,105.05,0.0,0.0,106.78,106.78,106.78,0.0,0.0
2018-09-23,106.73,106.73,106.73,0.0,0.0,106.73,106.73,106.73,0.0,0.0,100.08,100.08,100.08,0.0,0.0,100.94,100.94,100.94,0.0,0.0
2018-09-30,92.77,92.77,92.77,0.0,0.0,93.75,93.75,93.75,0.0,0.0,90.76,90.76,90.76,0.0,0.0,92.86,92.86,92.86,0.0,0.0
2018-10-07,78.68,78.68,78.68,0.0,0.0,81.6,81.6,81.6,0.0,0.0,77.44,77.44,77.44,0.0,0.0,79.98,79.98,79.98,0.0,0.0
2018-10-14,79.12,79.12,79.12,0.0,0.0,79.88,79.88,79.88,0.0,0.0,76.99,76.99,76.99,0.0,0.0,77.59,77.59,77.59,0.0,0.0
2018-10-21,71.38,71.38,71.38,0.0,0.0,73.4,73.4,73.4,0.0,0.0,65.68,65.68,65.68,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2018-10-28,78.51,78.51,78.51,0.0,0.0,79.27,79.27,79.27,0.0,0.0,75.85,75.85,75.85,0.0,0.0,78.19,78.19,78.19,0.0,0.0
2018-11-04,78.16,78.16,78.16,0.0,0.0,78.22,78.22,78.22,0.0,0.0,73.3,73.3,73.3,0.0,0.0,73.56,73.56,73.56,0.0,0.0
2018-11-11,74.43,74.43,74.43,0.0,0.0,74.79,74.79,74.79,0.0,0.0,69.5,69.5,69.5,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2018-11-18,70.7,70.7,70.7,0.0,0.0,72.13,72.13,72.13,0.0,0.0,69.98,69.98,69.98,0.0,0.0,71.34,71.34,71.34,0.0,0.0
2018-11-25,77.79,77.79,77.79,0.0,0.0,77.86,77.86,77.86,0.0,0.0,74.31,74.31,74.31,0.0,0.0,77.33,77.33,77.33,0.0,0.0
2018-12-02,62.75,62.75,62.75,0.0,0.0,63.4,63.4,63.4,0.0,0.0,59.18,59.18,59.18,0.0,0.0,62.07,62.07,62.07,0.0,0.0
2018-12-09,57.45,57.45,57.45,0.0,0.0,58.92,58.92,58.92,0.0,0.0,53.16,53.16,53.16,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2018-12-16,43.64,43.64,43.64,0.0,0.0,44.35,44.35,44.35,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2018-12-23,49.41,49.41,49.41,0.0,0.0,49.74,49.74,49.74,0.0,0.0,47.37,47.37,47.37,0.0,0.0,49.58,49.58,49.58,0.0,0.0
2018-12-30,53.18,53.18,53.18,0.0,0.0,56.73,56.73,56.73,0.0,0.0,52.64,52.64,52.64,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2019-01-06,59.7,59.7,59.7,0.0,0.0,60.46,60.46,60.46,0.0,0.0,58.78,58.78,58.78,0.0,0.0,59.05,59.05,59.05,0.0,0.0
2019-01-13,64.35,64.35,64.35,0.0,0.0,66.07,66.07,66.07,0.0,0.0,63.73,63.73,63.73,0.0,0.0,65.46,65.46,65.46,0.0,0.0
2019-01-20,63.37,63.37,63.37,0.0,0.0,64.64,64.64,64.64,0.0,0.0,62.64,62.64,62.64,0.0,0.0,64.12,64.12,64.12,0.0,0.0
2019-01-27,67.79,67.79,67.79,0.0,0.0,69.9,69.9,69.9,0.0,0.0,67.16,67.16,67.16,0.0,0.0,69.9,69.9,69.9,0.0,0.0
2019-02-03,68.95,68.95,68.95,0.0,0.0,70.07,70.07,70.07,0.0,0.0,68.04,68.04,68.04,0.0,0.0,70.03,70.03,70.03,0.0,0.0
2019-02-10,75.12,75.12,75.12,0.0,0.0,77.24,77.24,77.24,0.0,0.0,74.5,74.5,74.5,0.0,0.0,77.2,77.2,77.2,0.0,0.0
2019-02-17,81.4,81.4,81.4,0.0,0.0,82.02,82.02,82.02,0.0,0.0,79.93,79.93,79.93,0.0,0.0,80.04,80.04,80.04,0.0,0.0
2019-02-24,80.45,80.45,80.45,0.0,0.0,80.72,80.72,80.72,0.0,0.0,75.97,75.97,75.97,0.0,0.0,77.87,77.87,77.87,0.0,0.0
2019-03-03,70.79,70.79,70.79,0.0,0.0,73.82,73.82,73.82,0.0,0.0,70.53,70.53,70.53,0.0,0.0,73.82,73.82,73.82,0.0,0.0
2019-03-10,74.86,74.86,74.86,0.0,0.0,76.82,76.82,76.82,0.0,0.0,74.05,74.05,74.05,0.0,0.0,75.88,75.88,75.88,0.0,0.0
2019-03-17,67.1,67.1,67.1,0.0,0.0,69.59,69.59,69.59,0.0,0.0,65.71,65.71,65.71,0.0,0.0,68.22,68.22,68.22,0.0,0.0
2019-03-24,73.65,73.65,73.65,0.0,0.0,74.54,74.54,74.54,0.0,0.0,72.87,72.87,72.87,0.0,0.0,74.36,74.36,74.36,0.0,0.0
2019-03-31,77.29,77.29,77.29,0.0,0.0,77.82,77.82,77.82,0.0,0.0,76.12,76.12,76.12,0.0,0.0,77.65,77.65,77.65,0.0,0.0
2019-04-07,78.73,78.73,78.73,0.0,0.0,78.89,78.89,78.89,0.0,0.0,76.59,76.59,76.59,0.0,0.0,77.5,77.5,77.5,0.0,0.0
2019-04-14,74.75,74.75,74.75,0.0,0.0,75.4,75.4,75.4,0.0,0.0,73.61,73.61,73.61,0.0,0.0,74.6,74.6,74.6,0.0,0.0
2019-04-21,79.4,79.4,79.4,0.0,0.0,80.82,80.82,80.82,0.0,0.0,79.22,79.22,79.22,0.0,0.0,79.98,79.98,79.98,0.0,0.0
2019-04-28,78.4,78.4,78.4,0.0,0.0,82.94,82.94,82.94,0.0,0.0,78.31,78.31,78.31,0.0,0.0,82.4,82.4,82.4,0.0,0.0
2019-05-05,71.76,71.76,71.76,0.0,0.0,72.18,72.18,72.18,0.0,0.0,68.1,68.1,68.1,0.0,0.0,68.73,68.73,68.73,0.0,0.0
2019-05-12,68.96,68.96,68.96,0.0,0.0,70.19,70.19,70.19,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2019-05-19,66.64,66.64,66.64,0.0,0.0,67.52,67.52,67.52,0.0,0.0,66.05,66.05,66.05,0.0,0.0,67.16,67.16,67.16,0.0,0.0
2019-05-26,60.99,60.99,60.99,0.0,0.0,62.33,62.33,62.33,0.0,0.0,60.07,60.07,60.07,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2019-06-02,67.79,67.79,67.79,0.0,0.0,69.94,69.94,69.94,0.0,0.0,67.79,67.79,67.79,0.0,0.0,68.15,68.15,68.15,0.0,0.0
2019-06-09,68.83,68.83,68.83,0.0,0.0,70.19,70.19,70.19,0.0,0.0,68.75,68.75,68.75,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2019-06-16,72.14,72.14,72.14,0.0,0.0,72.17,72.17,72.17,0.0,0.0,68.9,68.9,68.9,0.0,0.0,68.97,68.97,68.97,0.0,0.0
2019-06-23,76.43,76.43,76.43,0.0,0.0,77.14,77.14,77.14,0.0,0.0,73.15,73.15,73.15,0.0,0.0,74.45,74.45,74.45,0.0,0.0
2019-06-30,74.45,74.45,74.45,0.0,0.0,74.75,74.75,74.75,0.0,0.0,72.55,72.55,72.55,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2019-07-07,74.86,74.86,74.86,0.0,0.0,74.86,74.86,74.86,0.0,0.0,72.4,72.4,72.4,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2019-07-14,71.42,71.42,71.42,0.0,0.0,72.06,72.06,72.06,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.66,70.66,70.66,0.0,0.0
2019-07-21,75.35,75.35,75.35,0.0,0.0,75.62,75.62,75.62,0.0,0.0,73.13,73.13,73.13,0.0,0.0,73.92,73.92,73.92,0.0,0.0
2019-07-28,65.03,65.03,65.03,0.0,0.0,65.03,65.03,65.03,0.0,0.0,60.25,60.25,60.25,0.0,0.0,62.61,62.61,62.61,0.0,0.0
2019-08-04,64.6,64.6,64.6,0.0,0.0,64.93,64.93,64.93,0.0,0.0,62.78,62.78,62.78,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-08-11,64.95,64.95,64.95,0.0,0.0,65.63,65.63,65.63,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.7,64.7,64.7,0.0,0.0
2019-08-18,60.17,60.17,60.17,0.0,0.0,60.5,60.5,60.5,0.0,0.0,58.97,58.97,58.97,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2019-08-25,63.92,63.92,63.92,0.0,0.0,63.92,63.92,63.92,0.0,0.0,61.58,61.58,61.58,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2019-09-01,64.55,64.55,64.55,0.0,0.0,66.64,66.64,66.64,0.0,0.0,63.94,63.94,63.94,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2019-09-08,72.97,72.97,72.97,0.0,0.0,75.34,75.34,75.34,0.0,0.0,72.59,72.59,72.59,0.0,0.0,74.2,74.2,74.2,0.0,0.0
2019-09-15,69.9,69.9,69.9,0.0,0.0,71.36,71.36,71.36,0.0,0.0,69.6,69.6,69.6,0.0,0.0,70.58,70.58,70.58,0.0,0.0
2019-09-22,65.84,65.84,65.84,0.0,0.0,66.95,66.95,66.95,0.0,0.0,65.11,65.11,65.11,0.0,0.0,65.83,65.83,65.83,0.0,0.0
2019-09-29,62.34,62.34,62.34,0.0,0.0,63.97,63.97,63.97,0.0,0.0,61.54,61.54,61.54,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2019-10-06,63.57,63.57,63.57,0.0,0.0,63.77,63.77,63.77,0.0,0.0,62.56,62.56,62.56,0.0,0.0,63.32,63.32,63.32,0.0,0.0
2019-10-13,69.05,69.05,69.05,0.0,0.0,70.06,70.06,70.06,0.0,0.0,68.72,68.72,68.72,0.0,0.0,68.93,68.93,68.93,0.0,0.0
2019-10-20,71.0,71.0,71.0,0.0,0.0,72.74,72.74,72.74,0.0,0.0,70.98,70.98,70.98,0.0,0.0,71.89,71.89,71.89,0.0,0.0
2019-10-27,75.93,75.93,75.93,0.0,0.0,76.33,76.33,76.33,0.0,0.0,74.71,74.71,74.71,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2019-11-03,74.06,74.06,74.06,0.0,0.0,75.23,75.23,75.23,0.0,0.0,73.78,73.78,73.78,0.0,0.0,75.03,75.03,75.03,0.0,0.0
2019-11-10,74.91,74.91,74.91,0.0,0.0,74.94,74.94,74.94,0.0,0.0,73.82,73.82,73.82,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2019-11-17,75.24,75.24,75.24,0.0,0.0,79.15,79.15,79.15,0.0,0.0,75.11,75.11,75.11,0.0,0.0,78.87,78.87,78.87,0.0,0.0
2019-11-24,79.66,79.66,79.66,0.0,0.0,79.66,79.66,79.66,0.0,0.0,76.37,76.37,76.37,0.0,0.0,76.73,76.73,76.73,0.0,0.0
2019-12-01,80.42,80.42,80.42,0.0,0.0,80.95,80.95,80.95,0.0,0.0,79.89,79.89,79.89,0.0,0.0,79.89,79.89,79.89,0.0,0.0
2019-12-08,83.12,83.12,83.12,0.0,0.0,84.21,84.21,84.21,0.0,0.0,82.65,82.65,82.65,0.0,0.0,82.82,82.82,82.82,0.0,0.0
2019-12-15,86.4,86.4,86.4,0.0,0.0,86.54,86.54,86.54,0.0,0.0,85.1,85.1,85.1,0.0,0.0,86.52,86.52,86.52,0.0,0.0
2019-12-22,85.74,85.74,85.74,0.0,0.0,86.05,86.05,86.05,0.0,0.0,83.72,83.72,83.72,0.0,0.0,85.05,85.05,85.05,0.0,0.0
2019-12-29,82.3,82.3,82.3,0.0,0.0,84.75,84.75,84.75,0.0,0.0,82.21,82.21,82.21,0.0,0.0,84.38,84.38,84.38,0.0,0.0
