Date,AdvisorShares Vice ETFEtf_Open_average,AdvisorShares Vice ETFEtf_Open_max,AdvisorShares Vice ETFEtf_Open_min,AdvisorShares Vice ETFEtf_Open_volatility,AdvisorShares Vice ETFEtf_Open_change,AdvisorShares Vice ETFEtf_High_average,AdvisorShares Vice ETFEtf_High_max,AdvisorShares Vice ETFEtf_High_min,AdvisorShares Vice ETFEtf_High_volatility,AdvisorShares Vice ETFEtf_High_change,AdvisorShares Vice ETFEtf_Low_average,AdvisorShares Vice ETFEtf_Low_max,AdvisorShares Vice ETFEtf_Low_min,AdvisorShares Vice ETFEtf_Low_volatility,AdvisorShares Vice ETFEtf_Low_change,AdvisorShares Vice ETFEtf_Close_average,AdvisorShares Vice ETFEtf_Close_max,AdvisorShares Vice ETFEtf_Close_min,AdvisorShares Vice ETFEtf_Close_volatility,AdvisorShares Vice ETFEtf_Close_change
2018-06-17,26.06,26.06,26.06,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.93,25.93,25.93,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2018-06-24,25.7,25.7,25.7,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-07-01,26.13,26.13,26.13,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-07-08,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-07-15,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2018-07-22,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2018-07-29,25.79,25.79,25.79,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2018-08-05,25.68,25.68,25.68,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-08-12,25.75,25.75,25.75,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2018-08-19,26.03,26.03,26.03,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2018-08-26,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2018-09-02,26.11,26.11,26.11,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2018-09-09,26.48,26.48,26.48,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2018-09-16,27.32,27.32,27.32,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2018-09-23,26.83,26.83,26.83,0.0,0.0,27.13,27.13,27.13,0.0,0.0,26.83,26.83,26.83,0.0,0.0,27.01,27.01,27.01,0.0,0.0
2018-09-30,26.62,26.62,26.62,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2018-10-07,25.89,25.89,25.89,0.0,0.0,26.44,26.44,26.44,0.0,0.0,25.89,25.89,25.89,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2018-10-14,26.19,26.19,26.19,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2018-10-21,25.26,25.26,25.26,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-10-28,26.01,26.01,26.01,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-11-04,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2018-11-11,24.66,24.66,24.66,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-11-18,24.21,24.21,24.21,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2018-11-25,24.17,24.17,24.17,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-12-02,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2018-12-09,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2018-12-16,21.83,21.83,21.83,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-12-23,21.25,21.25,21.25,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2018-12-30,21.5,21.5,21.5,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2019-01-06,22.37,22.37,22.37,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2019-01-13,22.75,22.75,22.75,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2019-01-20,22.34,22.34,22.34,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2019-01-27,23.53,23.53,23.53,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2019-02-03,23.49,23.49,23.49,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-02-10,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-02-17,24.95,24.95,24.95,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-02-24,25.1,25.1,25.1,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2019-03-03,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-03-10,25.4,25.4,25.4,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-03-17,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-03-24,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-03-31,25.23,25.23,25.23,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-04-07,25.47,25.47,25.47,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-04-14,24.94,24.94,24.94,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-04-21,25.37,25.37,25.37,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2019-04-28,25.5,25.5,25.5,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-05-05,25.03,25.03,25.03,0.0,0.0,25.35,25.35,25.35,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-05-12,25.02,25.02,25.02,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2019-05-19,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-05-26,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-06-02,24.86,24.86,24.86,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.86,24.86,24.86,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-06-09,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-06-16,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2019-06-23,24.87,24.87,24.87,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2019-06-30,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-07-07,25.35,25.35,25.35,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-07-14,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2019-07-21,25.25,25.25,25.25,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-07-28,24.57,24.57,24.57,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-08-04,24.45,24.45,24.45,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-08-11,23.79,23.79,23.79,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.79,23.79,23.79,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-08-18,24.72,24.72,24.72,0.0,0.0,24.72,24.72,24.72,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-08-25,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-09-01,24.08,24.08,24.08,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2019-09-08,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2019-09-15,23.56,23.56,23.56,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-09-22,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2019-09-29,23.35,23.35,23.35,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2019-10-06,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2019-10-13,23.58,23.58,23.58,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-10-20,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-10-27,23.95,23.95,23.95,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-11-03,23.92,23.92,23.92,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-11-10,24.42,24.42,24.42,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2019-11-17,24.63,24.63,24.63,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2019-11-24,25.02,25.02,25.02,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2019-12-01,24.93,24.93,24.93,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-12-08,24.84,24.84,24.84,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2019-12-15,25.53,25.53,25.53,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.56,25.56,25.56,0.0,0.0
2019-12-22,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-12-29,24.72,24.72,24.72,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.72,24.72,24.72,0.0,0.0,25.03,25.03,25.03,0.0,0.0
