Date,AlphaClone Alternative Alpha_etf_Open_average,AlphaClone Alternative Alpha_etf_Open_max,AlphaClone Alternative Alpha_etf_Open_min,AlphaClone Alternative Alpha_etf_Open_volatility,AlphaClone Alternative Alpha_etf_Open_change,AlphaClone Alternative Alpha_etf_High_average,AlphaClone Alternative Alpha_etf_High_max,AlphaClone Alternative Alpha_etf_High_min,AlphaClone Alternative Alpha_etf_High_volatility,AlphaClone Alternative Alpha_etf_High_change,AlphaClone Alternative Alpha_etf_Low_average,AlphaClone Alternative Alpha_etf_Low_max,AlphaClone Alternative Alpha_etf_Low_min,AlphaClone Alternative Alpha_etf_Low_volatility,AlphaClone Alternative Alpha_etf_Low_change,AlphaClone Alternative Alpha_etf_Close_average,AlphaClone Alternative Alpha_etf_Close_max,AlphaClone Alternative Alpha_etf_Close_min,AlphaClone Alternative Alpha_etf_Close_volatility,AlphaClone Alternative Alpha_etf_Close_change
2018-07-22,48.53,48.53,48.53,0.0,0.0,48.53,48.53,48.53,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2018-07-29,49.11,49.11,49.11,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2018-08-05,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.3,49.3,49.3,0.0,0.0
2018-08-12,49.1,49.1,49.1,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2018-08-19,50.64,50.64,50.64,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.57,50.57,50.57,0.0,0.0
2018-08-26,50.94,50.94,50.94,0.0,0.0,51.01,51.01,51.01,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2018-09-02,49.29,49.29,49.29,0.0,0.0,49.96,49.96,49.96,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2018-09-09,51.17,51.17,51.17,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.89,50.89,50.89,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2018-09-16,51.19,51.19,51.19,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.19,51.19,51.19,0.0,0.0,51.19,51.19,51.19,0.0,0.0
2018-09-23,50.96,50.96,50.96,0.0,0.0,51.08,51.08,51.08,0.0,0.0,50.96,50.96,50.96,0.0,0.0,51.08,51.08,51.08,0.0,0.0
2018-09-30,49.71,49.71,49.71,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.71,49.71,49.71,0.0,0.0
2018-10-07,46.3,46.3,46.3,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.56,46.56,46.56,0.0,0.0
2018-10-14,46.73,46.73,46.73,0.0,0.0,46.73,46.73,46.73,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2018-10-21,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2018-10-28,46.3,46.3,46.3,0.0,0.0,46.3,46.3,46.3,0.0,0.0,45.82,45.82,45.82,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2018-11-04,47.28,47.28,47.28,0.0,0.0,47.28,47.28,47.28,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2018-11-11,45.92,45.92,45.92,0.0,0.0,45.92,45.92,45.92,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2018-11-18,43.97,43.97,43.97,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.93,43.93,43.93,0.0,0.0
2018-11-25,46.61,46.61,46.61,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2018-12-02,45.44,45.44,45.44,0.0,0.0,45.44,45.44,45.44,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2018-12-09,44.57,44.57,44.57,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2018-12-16,41.87,41.87,41.87,0.0,0.0,41.97,41.97,41.97,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2018-12-23,41.79,41.79,41.79,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.79,41.79,41.79,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2018-12-30,42.2,42.2,42.2,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.99,42.99,42.99,0.0,0.0
2019-01-06,44.21,44.21,44.21,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.57,44.57,44.57,0.0,0.0
2019-01-13,45.66,45.66,45.66,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2019-01-20,45.6,45.6,45.6,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.65,45.65,45.65,0.0,0.0
2019-01-27,46.41,46.41,46.41,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2019-02-03,46.24,46.24,46.24,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2019-02-10,47.45,47.45,47.45,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.45,47.45,47.45,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2019-02-17,47.36,47.36,47.36,0.0,0.0,48.4,48.4,48.4,0.0,0.0,47.36,47.36,47.36,0.0,0.0,48.4,48.4,48.4,0.0,0.0
2019-02-24,49.02,49.02,49.02,0.0,0.0,49.37,49.37,49.37,0.0,0.0,49.02,49.02,49.02,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-03-03,47.54,47.54,47.54,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.54,47.54,47.54,0.0,0.0,48.24,48.24,48.24,0.0,0.0
2019-03-10,49.91,49.91,49.91,0.0,0.0,50.1,50.1,50.1,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2019-03-17,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2019-03-24,50.56,50.56,50.56,0.0,0.0,50.56,50.56,50.56,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.37,50.37,50.37,0.0,0.0
2019-03-31,51.37,51.37,51.37,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-04-07,51.61,51.61,51.61,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.66,51.66,51.66,0.0,0.0
2019-04-14,51.32,51.32,51.32,0.0,0.0,51.39,51.39,51.39,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2019-04-21,52.66,52.66,52.66,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2019-04-28,52.29,52.29,52.29,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2019-05-05,50.88,50.88,50.88,0.0,0.0,51.64,51.64,51.64,0.0,0.0,50.88,50.88,50.88,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-05-12,51.45,51.45,51.45,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2019-05-19,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0
2019-05-26,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0
2019-06-02,51.38,51.38,51.38,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.38,51.38,51.38,0.0,0.0,51.45,51.45,51.45,0.0,0.0
2019-06-09,51.49,51.49,51.49,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.57,51.57,51.57,0.0,0.0
2019-06-16,52.88,52.88,52.88,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2019-06-23,52.28,52.28,52.28,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2019-06-30,53.51,53.51,53.51,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2019-07-07,54.2,54.2,54.2,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2019-07-14,53.53,53.53,53.53,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.06,53.06,53.06,0.0,0.0,53.06,53.06,53.06,0.0,0.0
2019-07-21,53.67,53.67,53.67,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2019-07-28,51.97,51.97,51.97,0.0,0.0,52.15,52.15,52.15,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2019-08-04,52.1,52.1,52.1,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.31,52.31,52.31,0.0,0.0
2019-08-11,51.72,51.72,51.72,0.0,0.0,52.14,52.14,52.14,0.0,0.0,51.71,51.71,51.71,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2019-08-18,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2019-08-25,53.39,53.39,53.39,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.47,53.47,53.47,0.0,0.0
2019-09-01,54.62,54.62,54.62,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-09-08,55.54,55.54,55.54,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2019-09-15,55.84,55.84,55.84,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2019-09-22,54.66,54.66,54.66,0.0,0.0,54.73,54.73,54.73,0.0,0.0,53.92,53.92,53.92,0.0,0.0,53.92,53.92,53.92,0.0,0.0
2019-09-29,53.42,53.42,53.42,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2019-10-06,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2019-10-13,54.97,54.97,54.97,0.0,0.0,55.06,55.06,55.06,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2019-10-20,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2019-10-27,56.53,56.53,56.53,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2019-11-03,56.64,56.64,56.64,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.81,56.81,56.81,0.0,0.0
2019-11-10,57.03,57.03,57.03,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2019-11-17,57.12,57.12,57.12,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2019-11-24,58.89,58.89,58.89,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.19,58.19,58.19,0.0,0.0
2019-12-01,57.54,57.54,57.54,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-12-08,57.44,57.44,57.44,0.0,0.0,57.46,57.46,57.46,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2019-12-15,58.73,58.73,58.73,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2019-12-22,59.0,59.0,59.0,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.82,58.82,58.82,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-12-29,58.96,58.96,58.96,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.9,58.9,58.9,0.0,0.0,59.06,59.06,59.06,0.0,0.0
