Date,iShares MSCI EAFE Growth_etf_Open_average,iShares MSCI EAFE Growth_etf_Open_max,iShares MSCI EAFE Growth_etf_Open_min,iShares MSCI EAFE Growth_etf_Open_volatility,iShares MSCI EAFE Growth_etf_Open_change,iShares MSCI EAFE Growth_etf_High_average,iShares MSCI EAFE Growth_etf_High_max,iShares MSCI EAFE Growth_etf_High_min,iShares MSCI EAFE Growth_etf_High_volatility,iShares MSCI EAFE Growth_etf_High_change,iShares MSCI EAFE Growth_etf_Low_average,iShares MSCI EAFE Growth_etf_Low_max,iShares MSCI EAFE Growth_etf_Low_min,iShares MSCI EAFE Growth_etf_Low_volatility,iShares MSCI EAFE Growth_etf_Low_change,iShares MSCI EAFE Growth_etf_Close_average,iShares MSCI EAFE Growth_etf_Close_max,iShares MSCI EAFE Growth_etf_Close_min,iShares MSCI EAFE Growth_etf_Close_volatility,iShares MSCI EAFE Growth_etf_Close_change
2018-03-25,80.12,80.12,80.12,0.0,0.0,80.61,80.61,80.61,0.0,0.0,79.87,79.87,79.87,0.0,0.0,80.37,80.37,80.37,0.0,0.0
2018-04-01,80.22,80.22,80.22,0.0,0.0,80.47,80.47,80.47,0.0,0.0,79.51,79.51,79.51,0.0,0.0,79.71,79.71,79.71,0.0,0.0
2018-04-08,81.28,81.28,81.28,0.0,0.0,81.28,81.28,81.28,0.0,0.0,80.81,80.81,80.81,0.0,0.0,81.16,81.16,81.16,0.0,0.0
2018-04-15,81.18,81.18,81.18,0.0,0.0,81.35,81.35,81.35,0.0,0.0,81.03,81.03,81.03,0.0,0.0,81.08,81.08,81.08,0.0,0.0
2018-04-22,81.2,81.2,81.2,0.0,0.0,81.23,81.23,81.23,0.0,0.0,80.82,80.82,80.82,0.0,0.0,81.08,81.08,81.08,0.0,0.0
2018-04-29,80.49,80.49,80.49,0.0,0.0,81.27,81.27,81.27,0.0,0.0,80.49,80.49,80.49,0.0,0.0,81.16,81.16,81.16,0.0,0.0
2018-05-06,82.26,82.26,82.26,0.0,0.0,82.48,82.48,82.48,0.0,0.0,82.17,82.17,82.17,0.0,0.0,82.26,82.26,82.26,0.0,0.0
2018-05-13,82.06,82.06,82.06,0.0,0.0,82.13,82.13,82.13,0.0,0.0,81.84,81.84,81.84,0.0,0.0,82.04,82.04,82.04,0.0,0.0
2018-05-20,81.33,81.33,81.33,0.0,0.0,81.56,81.56,81.56,0.0,0.0,81.24,81.24,81.24,0.0,0.0,81.45,81.45,81.45,0.0,0.0
2018-05-27,81.35,81.35,81.35,0.0,0.0,81.45,81.45,81.45,0.0,0.0,81.06,81.06,81.06,0.0,0.0,81.33,81.33,81.33,0.0,0.0
2018-06-03,81.97,81.97,81.97,0.0,0.0,82.28,82.28,82.28,0.0,0.0,81.81,81.81,81.81,0.0,0.0,82.15,82.15,82.15,0.0,0.0
2018-06-10,82.12,82.12,82.12,0.0,0.0,82.12,82.12,82.12,0.0,0.0,81.73,81.73,81.73,0.0,0.0,82.05,82.05,82.05,0.0,0.0
2018-06-17,80.19,80.19,80.19,0.0,0.0,80.34,80.34,80.34,0.0,0.0,79.75,79.75,79.75,0.0,0.0,79.99,79.99,79.99,0.0,0.0
2018-06-24,78.97,78.97,78.97,0.0,0.0,79.25,79.25,79.25,0.0,0.0,78.75,78.75,78.75,0.0,0.0,78.8,78.8,78.8,0.0,0.0
2018-07-01,78.8,78.8,78.8,0.0,0.0,79.27,79.27,79.27,0.0,0.0,78.8,78.8,78.8,0.0,0.0,79.15,79.15,79.15,0.0,0.0
2018-07-08,79.72,79.72,79.72,0.0,0.0,80.06,80.06,80.06,0.0,0.0,79.68,79.68,79.68,0.0,0.0,79.98,79.98,79.98,0.0,0.0
2018-07-15,80.21,80.21,80.21,0.0,0.0,80.7,80.7,80.7,0.0,0.0,80.1,80.1,80.1,0.0,0.0,80.57,80.57,80.57,0.0,0.0
2018-07-22,81.22,81.22,81.22,0.0,0.0,81.25,81.25,81.25,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.96,80.96,80.96,0.0,0.0
2018-07-29,79.87,79.87,79.87,0.0,0.0,80.18,80.18,80.18,0.0,0.0,79.72,79.72,79.72,0.0,0.0,80.15,80.15,80.15,0.0,0.0
2018-08-05,78.72,78.72,78.72,0.0,0.0,78.83,78.83,78.83,0.0,0.0,78.39,78.39,78.39,0.0,0.0,78.61,78.61,78.61,0.0,0.0
2018-08-12,77.97,77.97,77.97,0.0,0.0,78.71,78.71,78.71,0.0,0.0,77.84,77.84,77.84,0.0,0.0,78.45,78.45,78.45,0.0,0.0
2018-08-19,79.77,79.77,79.77,0.0,0.0,80.07,80.07,80.07,0.0,0.0,79.63,79.63,79.63,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2018-08-26,80.29,80.29,80.29,0.0,0.0,80.6,80.6,80.6,0.0,0.0,79.94,79.94,79.94,0.0,0.0,80.22,80.22,80.22,0.0,0.0
2018-09-02,77.56,77.56,77.56,0.0,0.0,78.01,78.01,78.01,0.0,0.0,77.48,77.48,77.48,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2018-09-09,79.29,79.29,79.29,0.0,0.0,79.43,79.43,79.43,0.0,0.0,78.99,78.99,78.99,0.0,0.0,79.2,79.2,79.2,0.0,0.0
2018-09-16,80.8,80.8,80.8,0.0,0.0,80.99,80.99,80.99,0.0,0.0,80.78,80.78,80.78,0.0,0.0,80.88,80.88,80.88,0.0,0.0
2018-09-23,80.13,80.13,80.13,0.0,0.0,80.44,80.44,80.44,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.07,80.07,80.07,0.0,0.0
2018-09-30,78.05,78.05,78.05,0.0,0.0,78.09,78.09,78.09,0.0,0.0,77.42,77.42,77.42,0.0,0.0,77.79,77.79,77.79,0.0,0.0
2018-10-07,74.53,74.53,74.53,0.0,0.0,74.6,74.6,74.6,0.0,0.0,73.53,73.53,73.53,0.0,0.0,74.33,74.33,74.33,0.0,0.0
2018-10-14,74.1,74.1,74.1,0.0,0.0,74.44,74.44,74.44,0.0,0.0,73.91,73.91,73.91,0.0,0.0,74.1,74.1,74.1,0.0,0.0
2018-10-21,71.12,71.12,71.12,0.0,0.0,71.77,71.77,71.77,0.0,0.0,70.38,70.38,70.38,0.0,0.0,71.33,71.33,71.33,0.0,0.0
2018-10-28,74.48,74.48,74.48,0.0,0.0,74.72,74.72,74.72,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.99,73.99,73.99,0.0,0.0
2018-11-04,73.85,73.85,73.85,0.0,0.0,73.88,73.88,73.88,0.0,0.0,73.35,73.35,73.35,0.0,0.0,73.76,73.76,73.76,0.0,0.0
2018-11-11,72.63,72.63,72.63,0.0,0.0,73.23,73.23,73.23,0.0,0.0,72.51,72.51,72.51,0.0,0.0,73.14,73.14,73.14,0.0,0.0
2018-11-18,71.68,71.68,71.68,0.0,0.0,72.07,72.07,72.07,0.0,0.0,71.62,71.62,71.62,0.0,0.0,71.88,71.88,71.88,0.0,0.0
2018-11-25,72.98,72.98,72.98,0.0,0.0,73.17,73.17,73.17,0.0,0.0,72.8,72.8,72.8,0.0,0.0,73.17,73.17,73.17,0.0,0.0
2018-12-02,71.84,71.84,71.84,0.0,0.0,72.12,72.12,72.12,0.0,0.0,70.83,70.83,70.83,0.0,0.0,71.04,71.04,71.04,0.0,0.0
2018-12-09,70.93,70.93,70.93,0.0,0.0,71.15,71.15,71.15,0.0,0.0,70.68,70.68,70.68,0.0,0.0,70.7,70.7,70.7,0.0,0.0
2018-12-16,68.38,68.38,68.38,0.0,0.0,68.6,68.6,68.6,0.0,0.0,67.4,67.4,67.4,0.0,0.0,67.59,67.59,67.59,0.0,0.0
2018-12-23,69.12,69.12,69.12,0.0,0.0,69.15,69.15,69.15,0.0,0.0,68.53,68.53,68.53,0.0,0.0,68.89,68.89,68.89,0.0,0.0
2018-12-30,68.95,68.95,68.95,0.0,0.0,70.15,70.15,70.15,0.0,0.0,68.75,68.75,68.75,0.0,0.0,70.03,70.03,70.03,0.0,0.0
2019-01-06,71.1,71.1,71.1,0.0,0.0,71.3,71.3,71.3,0.0,0.0,71.0,71.0,71.0,0.0,0.0,71.28,71.28,71.28,0.0,0.0
2019-01-13,72.22,72.22,72.22,0.0,0.0,72.41,72.41,72.41,0.0,0.0,72.03,72.03,72.03,0.0,0.0,72.34,72.34,72.34,0.0,0.0
2019-01-20,72.44,72.44,72.44,0.0,0.0,72.62,72.62,72.62,0.0,0.0,72.33,72.33,72.33,0.0,0.0,72.42,72.42,72.42,0.0,0.0
2019-01-27,73.54,73.54,73.54,0.0,0.0,73.62,73.62,73.62,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.45,73.45,73.45,0.0,0.0
2019-02-03,72.66,72.66,72.66,0.0,0.0,72.97,72.97,72.97,0.0,0.0,72.46,72.46,72.46,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2019-02-10,74.75,74.75,74.75,0.0,0.0,75.04,75.04,75.04,0.0,0.0,74.61,74.61,74.61,0.0,0.0,75.01,75.01,75.01,0.0,0.0
2019-02-17,75.7,75.7,75.7,0.0,0.0,76.03,76.03,76.03,0.0,0.0,75.7,75.7,75.7,0.0,0.0,75.88,75.88,75.88,0.0,0.0
2019-02-24,76.43,76.43,76.43,0.0,0.0,76.48,76.48,76.48,0.0,0.0,76.22,76.22,76.22,0.0,0.0,76.44,76.44,76.44,0.0,0.0
2019-03-03,74.79,74.79,74.79,0.0,0.0,75.24,75.24,75.24,0.0,0.0,74.77,74.77,74.77,0.0,0.0,75.23,75.23,75.23,0.0,0.0
2019-03-10,77.11,77.11,77.11,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.0,77.0,77.0,0.0,0.0,77.25,77.25,77.25,0.0,0.0
2019-03-17,77.02,77.02,77.02,0.0,0.0,77.08,77.08,77.08,0.0,0.0,76.31,76.31,76.31,0.0,0.0,76.33,76.33,76.33,0.0,0.0
2019-03-24,77.37,77.37,77.37,0.0,0.0,77.46,77.46,77.46,0.0,0.0,77.21,77.21,77.21,0.0,0.0,77.45,77.45,77.45,0.0,0.0
2019-03-31,78.51,78.51,78.51,0.0,0.0,78.79,78.79,78.79,0.0,0.0,78.51,78.51,78.51,0.0,0.0,78.74,78.74,78.74,0.0,0.0
2019-04-07,78.9,78.9,78.9,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.87,78.87,78.87,0.0,0.0,78.98,78.98,78.98,0.0,0.0
2019-04-14,79.3,79.3,79.3,0.0,0.0,79.38,79.38,79.38,0.0,0.0,79.11,79.11,79.11,0.0,0.0,79.3,79.3,79.3,0.0,0.0
2019-04-21,79.4,79.4,79.4,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.35,79.35,79.35,0.0,0.0,79.71,79.71,79.71,0.0,0.0
2019-04-28,79.83,79.83,79.83,0.0,0.0,80.45,80.45,80.45,0.0,0.0,79.78,79.78,79.78,0.0,0.0,80.44,80.44,80.44,0.0,0.0
2019-05-05,78.16,78.16,78.16,0.0,0.0,78.67,78.67,78.67,0.0,0.0,77.74,77.74,77.74,0.0,0.0,78.62,78.62,78.62,0.0,0.0
2019-05-12,78.49,78.49,78.49,0.0,0.0,78.8,78.8,78.8,0.0,0.0,78.35,78.35,78.35,0.0,0.0,78.44,78.44,78.44,0.0,0.0
2019-05-19,78.42,78.42,78.42,0.0,0.0,78.64,78.64,78.64,0.0,0.0,78.19,78.19,78.19,0.0,0.0,78.41,78.41,78.41,0.0,0.0
2019-05-26,76.48,76.48,76.48,0.0,0.0,76.82,76.82,76.82,0.0,0.0,76.37,76.37,76.37,0.0,0.0,76.79,76.79,76.79,0.0,0.0
2019-06-02,79.22,79.22,79.22,0.0,0.0,79.67,79.67,79.67,0.0,0.0,79.15,79.15,79.15,0.0,0.0,79.51,79.51,79.51,0.0,0.0
2019-06-09,79.4,79.4,79.4,0.0,0.0,79.4,79.4,79.4,0.0,0.0,79.08,79.08,79.08,0.0,0.0,79.2,79.2,79.2,0.0,0.0
2019-06-16,80.43,80.43,80.43,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.3,80.3,80.3,0.0,0.0,80.41,80.41,80.41,0.0,0.0
2019-06-23,80.65,80.65,80.65,0.0,0.0,80.86,80.86,80.86,0.0,0.0,80.59,80.59,80.59,0.0,0.0,80.77,80.77,80.77,0.0,0.0
2019-06-30,81.22,81.22,81.22,0.0,0.0,81.33,81.33,81.33,0.0,0.0,80.77,80.77,80.77,0.0,0.0,81.24,81.24,81.24,0.0,0.0
2019-07-07,80.6,80.6,80.6,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.38,80.38,80.38,0.0,0.0,80.56,80.56,80.56,0.0,0.0
2019-07-14,80.88,80.88,80.88,0.0,0.0,81.06,81.06,81.06,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.58,80.58,80.58,0.0,0.0
2019-07-21,80.85,80.85,80.85,0.0,0.0,81.06,81.06,81.06,0.0,0.0,80.85,80.85,80.85,0.0,0.0,80.98,80.98,80.98,0.0,0.0
2019-07-28,79.52,79.52,79.52,0.0,0.0,79.72,79.72,79.72,0.0,0.0,78.76,78.76,78.76,0.0,0.0,79.3,79.3,79.3,0.0,0.0
2019-08-04,79.01,79.01,79.01,0.0,0.0,79.16,79.16,79.16,0.0,0.0,78.61,78.61,78.61,0.0,0.0,78.81,78.81,78.81,0.0,0.0
2019-08-11,77.58,77.58,77.58,0.0,0.0,78.09,78.09,78.09,0.0,0.0,77.56,77.56,77.56,0.0,0.0,78.01,78.01,78.01,0.0,0.0
2019-08-18,78.59,78.59,78.59,0.0,0.0,79.19,79.19,79.19,0.0,0.0,77.88,77.88,77.88,0.0,0.0,77.94,77.94,77.94,0.0,0.0
2019-08-25,79.72,79.72,79.72,0.0,0.0,79.75,79.75,79.75,0.0,0.0,79.08,79.08,79.08,0.0,0.0,79.41,79.41,79.41,0.0,0.0
2019-09-01,80.94,80.94,80.94,0.0,0.0,81.23,81.23,81.23,0.0,0.0,80.93,80.93,80.93,0.0,0.0,81.09,81.09,81.09,0.0,0.0
2019-09-08,81.28,81.28,81.28,0.0,0.0,81.56,81.56,81.56,0.0,0.0,81.24,81.24,81.24,0.0,0.0,81.33,81.33,81.33,0.0,0.0
2019-09-15,81.11,81.11,81.11,0.0,0.0,81.27,81.27,81.27,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.8,80.8,80.8,0.0,0.0
2019-09-22,80.73,80.73,80.73,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.14,80.14,80.14,0.0,0.0,80.33,80.33,80.33,0.0,0.0
2019-09-29,79.02,79.02,79.02,0.0,0.0,79.69,79.69,79.69,0.0,0.0,79.02,79.02,79.02,0.0,0.0,79.61,79.61,79.61,0.0,0.0
2019-10-06,80.54,80.54,80.54,0.0,0.0,81.04,81.04,81.04,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2019-10-13,81.41,81.41,81.41,0.0,0.0,81.53,81.53,81.53,0.0,0.0,81.05,81.05,81.05,0.0,0.0,81.41,81.41,81.41,0.0,0.0
2019-10-20,81.78,81.78,81.78,0.0,0.0,82.14,82.14,82.14,0.0,0.0,81.78,81.78,81.78,0.0,0.0,82.03,82.03,82.03,0.0,0.0
2019-10-27,83.77,83.77,83.77,0.0,0.0,83.94,83.94,83.94,0.0,0.0,83.72,83.72,83.72,0.0,0.0,83.91,83.91,83.91,0.0,0.0
2019-11-03,83.92,83.92,83.92,0.0,0.0,84.19,84.19,84.19,0.0,0.0,83.68,83.68,83.68,0.0,0.0,84.11,84.11,84.11,0.0,0.0
2019-11-10,84.09,84.09,84.09,0.0,0.0,84.36,84.36,84.36,0.0,0.0,83.97,83.97,83.97,0.0,0.0,84.28,84.28,84.28,0.0,0.0
2019-11-17,84.04,84.04,84.04,0.0,0.0,84.11,84.11,84.11,0.0,0.0,83.81,83.81,83.81,0.0,0.0,83.94,83.94,83.94,0.0,0.0
2019-11-24,84.6,84.6,84.6,0.0,0.0,84.83,84.83,84.83,0.0,0.0,84.55,84.55,84.55,0.0,0.0,84.64,84.64,84.64,0.0,0.0
2019-12-01,85.05,85.05,85.05,0.0,0.0,85.25,85.25,85.25,0.0,0.0,85.0,85.0,85.0,0.0,0.0,85.18,85.18,85.18,0.0,0.0
2019-12-08,85.71,85.71,85.71,0.0,0.0,86.26,86.26,86.26,0.0,0.0,85.69,85.69,85.69,0.0,0.0,85.91,85.91,85.91,0.0,0.0
2019-12-15,85.99,85.99,85.99,0.0,0.0,86.19,86.19,86.19,0.0,0.0,85.77,85.77,85.77,0.0,0.0,85.88,85.88,85.88,0.0,0.0
2019-12-22,86.8,86.8,86.8,0.0,0.0,86.96,86.96,86.96,0.0,0.0,86.7,86.7,86.7,0.0,0.0,86.74,86.74,86.74,0.0,0.0
2019-12-29,86.14,86.14,86.14,0.0,0.0,86.72,86.72,86.72,0.0,0.0,86.14,86.14,86.14,0.0,0.0,86.23,86.23,86.23,0.0,0.0
