Date,Elkhorn S&P High Quality Preferred_Open_average,Elkhorn S&P High Quality Preferred_Open_max,Elkhorn S&P High Quality Preferred_Open_min,Elkhorn S&P High Quality Preferred_Open_volatility,Elkhorn S&P High Quality Preferred_Open_change,Elkhorn S&P High Quality Preferred_High_average,Elkhorn S&P High Quality Preferred_High_max,Elkhorn S&P High Quality Preferred_High_min,Elkhorn S&P High Quality Preferred_High_volatility,Elkhorn S&P High Quality Preferred_High_change,Elkhorn S&P High Quality Preferred_Low_average,Elkhorn S&P High Quality Preferred_Low_max,Elkhorn S&P High Quality Preferred_Low_min,Elkhorn S&P High Quality Preferred_Low_volatility,Elkhorn S&P High Quality Preferred_Low_change,Elkhorn S&P High Quality Preferred_Close_average,Elkhorn S&P High Quality Preferred_Close_max,Elkhorn S&P High Quality Preferred_Close_min,Elkhorn S&P High Quality Preferred_Close_volatility,Elkhorn S&P High Quality Preferred_Close_change
2018-09-02,23.25,23.25,23.25,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-09-09,23.31,23.31,23.31,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-09-16,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2018-09-23,23.05,23.05,23.05,0.0,0.0,23.07,23.07,23.07,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2018-09-30,22.16,22.16,22.16,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2018-10-07,21.78,21.78,21.78,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.78,21.78,21.78,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2018-10-14,22.41,22.41,22.41,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2018-10-21,22.49,22.49,22.49,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2018-10-28,22.48,22.48,22.48,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-11-04,22.45,22.45,22.45,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2018-11-11,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2018-11-18,22.17,22.17,22.17,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2018-11-25,21.81,21.81,21.81,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2018-12-02,21.24,21.24,21.24,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.67,21.67,21.67,0.0,0.0
2018-12-09,21.17,21.17,21.17,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2018-12-16,20.77,20.77,20.77,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2018-12-23,20.79,20.79,20.79,0.0,0.0,21.37,21.37,21.37,0.0,0.0,20.79,20.79,20.79,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2018-12-30,21.99,21.99,21.99,0.0,0.0,22.26,22.26,22.26,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2019-01-06,21.95,21.95,21.95,0.0,0.0,22.34,22.34,22.34,0.0,0.0,21.95,21.95,21.95,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-01-13,21.93,21.93,21.93,0.0,0.0,22.4,22.4,22.4,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2019-01-20,22.6,22.6,22.6,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2019-01-27,22.65,22.65,22.65,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-02-03,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2019-02-10,22.82,22.82,22.82,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.82,22.82,22.82,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-02-17,22.97,22.97,22.97,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.97,22.97,22.97,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2019-02-24,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2019-03-03,21.85,21.85,21.85,0.0,0.0,23.17,23.17,23.17,0.0,0.0,21.85,21.85,21.85,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2019-03-10,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.32,23.32,23.32,0.0,0.0
2019-03-17,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-03-24,23.09,23.09,23.09,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2019-03-31,23.31,23.31,23.31,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-04-07,23.14,23.14,23.14,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2019-04-14,23.41,23.41,23.41,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2019-04-21,23.33,23.33,23.33,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2019-04-28,22.9,22.9,22.9,0.0,0.0,23.33,23.33,23.33,0.0,0.0,22.9,22.9,22.9,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2019-05-05,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0
2019-05-12,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.34,23.34,23.34,0.0,0.0
2019-05-19,23.14,23.14,23.14,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2019-05-26,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2019-06-02,23.42,23.42,23.42,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2019-06-09,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-06-16,23.51,23.51,23.51,0.0,0.0,24.12,24.12,24.12,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2019-06-23,24.04,24.04,24.04,0.0,0.0,24.11,24.11,24.11,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-06-30,23.56,23.56,23.56,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-07-07,23.78,23.78,23.78,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-07-14,23.92,23.92,23.92,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2019-07-21,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-07-28,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-08-04,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-08-11,24.11,24.11,24.11,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2019-08-18,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-08-25,24.02,24.02,24.02,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-09-01,24.33,24.33,24.33,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2019-09-08,23.88,23.88,23.88,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.88,23.88,23.88,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-09-15,24.35,24.35,24.35,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-09-22,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-09-29,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2019-10-06,24.41,24.41,24.41,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-10-13,24.38,24.38,24.38,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2019-10-20,24.56,24.56,24.56,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-10-27,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-11-03,23.95,23.95,23.95,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-11-10,23.98,23.98,23.98,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2019-11-17,24.06,24.06,24.06,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2019-11-24,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-12-01,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-12-08,24.17,24.17,24.17,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-12-15,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-12-22,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-12-29,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.5,24.5,24.5,0.0,0.0
