Date,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Open_average,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Open_max,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Open_min,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Open_volatility,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Open_change,Swedish Export Credit ELEMENTS Linked to MLCX Grai_High_average,Swedish Export Credit ELEMENTS Linked to MLCX Grai_High_max,Swedish Export Credit ELEMENTS Linked to MLCX Grai_High_min,Swedish Export Credit ELEMENTS Linked to MLCX Grai_High_volatility,Swedish Export Credit ELEMENTS Linked to MLCX Grai_High_change,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Low_average,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Low_max,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Low_min,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Low_volatility,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Low_change,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Close_average,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Close_max,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Close_min,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Close_volatility,Swedish Export Credit ELEMENTS Linked to MLCX Grai_Close_change
2018-03-25,3.73,3.73,3.73,0.0,0.0,3.73,3.73,3.73,0.0,0.0,3.65,3.65,3.65,0.0,0.0,3.65,3.65,3.65,0.0,0.0
2018-04-01,3.75,3.75,3.75,0.0,0.0,3.75,3.75,3.75,0.0,0.0,3.73,3.73,3.73,0.0,0.0,3.73,3.73,3.73,0.0,0.0
2018-04-08,3.65,3.65,3.65,0.0,0.0,3.65,3.65,3.65,0.0,0.0,3.65,3.65,3.65,0.0,0.0,3.65,3.65,3.65,0.0,0.0
2018-04-15,3.64,3.64,3.64,0.0,0.0,3.65,3.65,3.65,0.0,0.0,3.61,3.61,3.61,0.0,0.0,3.62,3.62,3.62,0.0,0.0
2018-04-22,3.75,3.75,3.75,0.0,0.0,3.81,3.81,3.81,0.0,0.0,3.75,3.75,3.75,0.0,0.0,3.81,3.81,3.81,0.0,0.0
2018-04-29,3.85,3.85,3.85,0.0,0.0,3.85,3.85,3.85,0.0,0.0,3.83,3.83,3.83,0.0,0.0,3.83,3.83,3.83,0.0,0.0
2018-05-06,3.65,3.65,3.65,0.0,0.0,3.69,3.69,3.69,0.0,0.0,3.65,3.65,3.65,0.0,0.0,3.68,3.68,3.68,0.0,0.0
2018-05-13,3.75,3.75,3.75,0.0,0.0,3.75,3.75,3.75,0.0,0.0,3.72,3.72,3.72,0.0,0.0,3.72,3.72,3.72,0.0,0.0
2018-05-20,3.85,3.85,3.85,0.0,0.0,3.85,3.85,3.85,0.0,0.0,3.85,3.85,3.85,0.0,0.0,3.85,3.85,3.85,0.0,0.0
2018-05-27,3.7,3.7,3.7,0.0,0.0,3.7,3.7,3.7,0.0,0.0,3.65,3.65,3.65,0.0,0.0,3.65,3.65,3.65,0.0,0.0
2018-06-03,3.59,3.59,3.59,0.0,0.0,3.6,3.6,3.6,0.0,0.0,3.59,3.59,3.59,0.0,0.0,3.6,3.6,3.6,0.0,0.0
2018-06-10,3.44,3.44,3.44,0.0,0.0,3.44,3.44,3.44,0.0,0.0,3.42,3.42,3.42,0.0,0.0,3.43,3.43,3.43,0.0,0.0
2018-06-17,3.44,3.44,3.44,0.0,0.0,3.44,3.44,3.44,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0
2018-06-24,3.32,3.32,3.32,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.31,3.31,3.31,0.0,0.0,3.31,3.31,3.31,0.0,0.0
2018-07-01,3.39,3.39,3.39,0.0,0.0,3.42,3.42,3.42,0.0,0.0,3.37,3.37,3.37,0.0,0.0,3.38,3.38,3.38,0.0,0.0
2018-07-08,3.24,3.24,3.24,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.24,3.24,3.24,0.0,0.0
2018-07-15,3.4,3.4,3.4,0.0,0.0,3.4,3.4,3.4,0.0,0.0,3.39,3.39,3.39,0.0,0.0,3.4,3.4,3.4,0.0,0.0
2018-07-22,3.55,3.55,3.55,0.0,0.0,3.61,3.61,3.61,0.0,0.0,3.55,3.55,3.55,0.0,0.0,3.59,3.59,3.59,0.0,0.0
2018-07-29,3.6,3.6,3.6,0.0,0.0,3.6,3.6,3.6,0.0,0.0,3.59,3.59,3.59,0.0,0.0,3.6,3.6,3.6,0.0,0.0
2018-08-05,3.48,3.48,3.48,0.0,0.0,3.48,3.48,3.48,0.0,0.0,3.47,3.47,3.47,0.0,0.0,3.47,3.47,3.47,0.0,0.0
2018-08-12,3.51,3.51,3.51,0.0,0.0,3.52,3.52,3.52,0.0,0.0,3.49,3.49,3.49,0.0,0.0,3.49,3.49,3.49,0.0,0.0
2018-08-19,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0
2018-08-26,3.34,3.34,3.34,0.0,0.0,3.37,3.37,3.37,0.0,0.0,3.34,3.34,3.34,0.0,0.0,3.37,3.37,3.37,0.0,0.0
2018-09-02,3.35,3.35,3.35,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.34,3.34,3.34,0.0,0.0,3.36,3.36,3.36,0.0,0.0
2018-09-09,3.23,3.23,3.23,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.23,3.23,3.23,0.0,0.0,3.24,3.24,3.24,0.0,0.0
2018-09-16,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0
2018-09-23,3.32,3.32,3.32,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.3,3.3,3.3,0.0,0.0
2018-09-30,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0
2018-10-07,3.39,3.39,3.39,0.0,0.0,3.39,3.39,3.39,0.0,0.0,3.37,3.37,3.37,0.0,0.0,3.37,3.37,3.37,0.0,0.0
2018-10-14,3.35,3.35,3.35,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.32,3.32,3.32,0.0,0.0
2018-10-21,3.3,3.3,3.3,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0
2018-10-28,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0
2018-11-04,3.31,3.31,3.31,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.3,3.3,3.3,0.0,0.0
2018-11-11,3.28,3.28,3.28,0.0,0.0,3.28,3.28,3.28,0.0,0.0,3.28,3.28,3.28,0.0,0.0,3.28,3.28,3.28,0.0,0.0
2018-11-18,3.25,3.25,3.25,0.0,0.0,3.26,3.26,3.26,0.0,0.0,3.25,3.25,3.25,0.0,0.0,3.25,3.25,3.25,0.0,0.0
2018-11-25,3.31,3.31,3.31,0.0,0.0,3.31,3.31,3.31,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.31,3.31,3.31,0.0,0.0
2018-12-02,3.35,3.35,3.35,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0
2018-12-09,3.34,3.34,3.34,0.0,0.0,3.38,3.38,3.38,0.0,0.0,3.34,3.34,3.34,0.0,0.0,3.38,3.38,3.38,0.0,0.0
2018-12-16,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0
2018-12-23,3.23,3.23,3.23,0.0,0.0,3.26,3.26,3.26,0.0,0.0,3.23,3.23,3.23,0.0,0.0,3.26,3.26,3.26,0.0,0.0
2018-12-30,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0,3.36,3.36,3.36,0.0,0.0
2019-01-06,3.3,3.3,3.3,0.0,0.0,3.31,3.31,3.31,0.0,0.0,3.28,3.28,3.28,0.0,0.0,3.31,3.31,3.31,0.0,0.0
2019-01-13,3.29,3.29,3.29,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.33,3.33,3.33,0.0,0.0
2019-01-20,3.25,3.25,3.25,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.25,3.25,3.25,0.0,0.0,3.32,3.32,3.32,0.0,0.0
2019-01-27,3.32,3.32,3.32,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.32,3.32,3.32,0.0,0.0,3.32,3.32,3.32,0.0,0.0
2019-02-03,3.27,3.27,3.27,0.0,0.0,3.27,3.27,3.27,0.0,0.0,3.27,3.27,3.27,0.0,0.0,3.27,3.27,3.27,0.0,0.0
2019-02-10,3.25,3.25,3.25,0.0,0.0,3.25,3.25,3.25,0.0,0.0,3.25,3.25,3.25,0.0,0.0,3.25,3.25,3.25,0.0,0.0
2019-02-17,3.2,3.2,3.2,0.0,0.0,3.21,3.21,3.21,0.0,0.0,3.18,3.18,3.18,0.0,0.0,3.18,3.18,3.18,0.0,0.0
2019-02-24,3.13,3.13,3.13,0.0,0.0,3.13,3.13,3.13,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.11,3.11,3.11,0.0,0.0
2019-03-03,3.13,3.13,3.13,0.0,0.0,3.13,3.13,3.13,0.0,0.0,2.99,2.99,2.99,0.0,0.0,3.0,3.0,3.0,0.0,0.0
2019-03-10,3.06,3.06,3.06,0.0,0.0,3.09,3.09,3.09,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.09,3.09,3.09,0.0,0.0
2019-03-17,3.18,3.18,3.18,0.0,0.0,3.18,3.18,3.18,0.0,0.0,3.16,3.16,3.16,0.0,0.0,3.16,3.16,3.16,0.0,0.0
2019-03-24,3.07,3.07,3.07,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.07,3.07,3.07,0.0,0.0,3.08,3.08,3.08,0.0,0.0
2019-03-31,3.07,3.07,3.07,0.0,0.0,3.07,3.07,3.07,0.0,0.0,3.07,3.07,3.07,0.0,0.0,3.07,3.07,3.07,0.0,0.0
2019-04-07,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0
2019-04-14,2.98,2.98,2.98,0.0,0.0,2.98,2.98,2.98,0.0,0.0,2.97,2.97,2.97,0.0,0.0,2.98,2.98,2.98,0.0,0.0
2019-04-21,2.89,2.89,2.89,0.0,0.0,2.96,2.96,2.96,0.0,0.0,2.89,2.89,2.89,0.0,0.0,2.96,2.96,2.96,0.0,0.0
2019-04-28,2.93,2.93,2.93,0.0,0.0,2.93,2.93,2.93,0.0,0.0,2.93,2.93,2.93,0.0,0.0,2.93,2.93,2.93,0.0,0.0
2019-05-05,2.76,2.76,2.76,0.0,0.0,2.86,2.86,2.86,0.0,0.0,2.76,2.76,2.76,0.0,0.0,2.86,2.86,2.86,0.0,0.0
2019-05-12,2.97,2.97,2.97,0.0,0.0,3.11,3.11,3.11,0.0,0.0,2.97,2.97,2.97,0.0,0.0,3.1,3.1,3.1,0.0,0.0
2019-05-19,3.12,3.12,3.12,0.0,0.0,3.17,3.17,3.17,0.0,0.0,3.12,3.12,3.12,0.0,0.0,3.17,3.17,3.17,0.0,0.0
2019-05-26,3.43,3.43,3.43,0.0,0.0,3.43,3.43,3.43,0.0,0.0,3.35,3.35,3.35,0.0,0.0,3.35,3.35,3.35,0.0,0.0
2019-06-02,3.24,3.24,3.24,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.24,3.24,3.24,0.0,0.0,3.29,3.29,3.29,0.0,0.0
2019-06-09,3.43,3.43,3.43,0.0,0.0,3.5,3.5,3.5,0.0,0.0,3.43,3.43,3.43,0.0,0.0,3.5,3.5,3.5,0.0,0.0
2019-06-16,3.41,3.41,3.41,0.0,0.0,3.48,3.48,3.48,0.0,0.0,3.41,3.41,3.41,0.0,0.0,3.44,3.44,3.44,0.0,0.0
2019-06-23,3.29,3.29,3.29,0.0,0.0,3.29,3.29,3.29,0.0,0.0,3.27,3.27,3.27,0.0,0.0,3.27,3.27,3.27,0.0,0.0
2019-06-30,3.36,3.36,3.36,0.0,0.0,3.37,3.37,3.37,0.0,0.0,3.3,3.3,3.3,0.0,0.0,3.3,3.3,3.3,0.0,0.0
2019-07-07,3.34,3.34,3.34,0.0,0.0,3.34,3.34,3.34,0.0,0.0,3.34,3.34,3.34,0.0,0.0,3.34,3.34,3.34,0.0,0.0
2019-07-14,3.26,3.26,3.26,0.0,0.0,3.27,3.27,3.27,0.0,0.0,3.19,3.19,3.19,0.0,0.0,3.2,3.2,3.2,0.0,0.0
2019-07-21,3.22,3.22,3.22,0.0,0.0,3.23,3.23,3.23,0.0,0.0,3.22,3.22,3.22,0.0,0.0,3.23,3.23,3.23,0.0,0.0
2019-07-28,2.96,2.96,2.96,0.0,0.0,3.09,3.09,3.09,0.0,0.0,2.96,2.96,2.96,0.0,0.0,3.09,3.09,3.09,0.0,0.0
2019-08-04,3.04,3.04,3.04,0.0,0.0,3.05,3.05,3.05,0.0,0.0,2.94,2.94,2.94,0.0,0.0,3.0,3.0,3.0,0.0,0.0
2019-08-11,2.93,2.93,2.93,0.0,0.0,2.94,2.94,2.94,0.0,0.0,2.93,2.93,2.93,0.0,0.0,2.94,2.94,2.94,0.0,0.0
2019-08-18,2.93,2.93,2.93,0.0,0.0,2.93,2.93,2.93,0.0,0.0,2.93,2.93,2.93,0.0,0.0,2.93,2.93,2.93,0.0,0.0
2019-08-25,2.95,2.95,2.95,0.0,0.0,2.95,2.95,2.95,0.0,0.0,2.92,2.92,2.92,0.0,0.0,2.92,2.92,2.92,0.0,0.0
2019-09-01,2.96,2.96,2.96,0.0,0.0,2.96,2.96,2.96,0.0,0.0,2.88,2.88,2.88,0.0,0.0,2.92,2.92,2.92,0.0,0.0
2019-09-08,3.06,3.06,3.06,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.01,3.01,3.01,0.0,0.0,3.02,3.02,3.02,0.0,0.0
2019-09-15,2.98,2.98,2.98,0.0,0.0,3.04,3.04,3.04,0.0,0.0,2.97,2.97,2.97,0.0,0.0,2.97,2.97,2.97,0.0,0.0
2019-09-22,3.0,3.0,3.0,0.0,0.0,3.1,3.1,3.1,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.09,3.09,3.09,0.0,0.0
2019-09-29,3.09,3.09,3.09,0.0,0.0,3.09,3.09,3.09,0.0,0.0,3.07,3.07,3.07,0.0,0.0,3.07,3.07,3.07,0.0,0.0
2019-10-06,3.25,3.25,3.25,0.0,0.0,3.25,3.25,3.25,0.0,0.0,3.16,3.16,3.16,0.0,0.0,3.17,3.17,3.17,0.0,0.0
2019-10-13,3.21,3.21,3.21,0.0,0.0,3.22,3.22,3.22,0.0,0.0,3.13,3.13,3.13,0.0,0.0,3.14,3.14,3.14,0.0,0.0
2019-10-20,3.1,3.1,3.1,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.09,3.09,3.09,0.0,0.0,3.11,3.11,3.11,0.0,0.0
2019-10-27,3.09,3.09,3.09,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.1,3.1,3.1,0.0,0.0
2019-11-03,3.04,3.04,3.04,0.0,0.0,3.05,3.05,3.05,0.0,0.0,3.04,3.04,3.04,0.0,0.0,3.05,3.05,3.05,0.0,0.0
2019-11-10,3.04,3.04,3.04,0.0,0.0,3.04,3.04,3.04,0.0,0.0,3.03,3.03,3.03,0.0,0.0,3.04,3.04,3.04,0.0,0.0
2019-11-17,3.03,3.03,3.03,0.0,0.0,3.05,3.05,3.05,0.0,0.0,3.02,3.02,3.02,0.0,0.0,3.05,3.05,3.05,0.0,0.0
2019-11-24,3.04,3.04,3.04,0.0,0.0,3.04,3.04,3.04,0.0,0.0,3.02,3.02,3.02,0.0,0.0,3.04,3.04,3.04,0.0,0.0
2019-12-01,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0
2019-12-08,3.09,3.09,3.09,0.0,0.0,3.15,3.15,3.15,0.0,0.0,3.09,3.09,3.09,0.0,0.0,3.14,3.14,3.14,0.0,0.0
2019-12-15,3.09,3.09,3.09,0.0,0.0,3.09,3.09,3.09,0.0,0.0,3.08,3.08,3.08,0.0,0.0,3.09,3.09,3.09,0.0,0.0
2019-12-22,3.12,3.12,3.12,0.0,0.0,3.12,3.12,3.12,0.0,0.0,3.12,3.12,3.12,0.0,0.0,3.12,3.12,3.12,0.0,0.0
2019-12-29,3.14,3.14,3.14,0.0,0.0,3.14,3.14,3.14,0.0,0.0,3.11,3.11,3.11,0.0,0.0,3.12,3.12,3.12,0.0,0.0
