Date,ETFS Physical Platinum Shares_Open_average,ETFS Physical Platinum Shares_Open_max,ETFS Physical Platinum Shares_Open_min,ETFS Physical Platinum Shares_Open_volatility,ETFS Physical Platinum Shares_Open_change,ETFS Physical Platinum Shares_High_average,ETFS Physical Platinum Shares_High_max,ETFS Physical Platinum Shares_High_min,ETFS Physical Platinum Shares_High_volatility,ETFS Physical Platinum Shares_High_change,ETFS Physical Platinum Shares_Low_average,ETFS Physical Platinum Shares_Low_max,ETFS Physical Platinum Shares_Low_min,ETFS Physical Platinum Shares_Low_volatility,ETFS Physical Platinum Shares_Low_change,ETFS Physical Platinum Shares_Close_average,ETFS Physical Platinum Shares_Close_max,ETFS Physical Platinum Shares_Close_min,ETFS Physical Platinum Shares_Close_volatility,ETFS Physical Platinum Shares_Close_change
2018-06-17,82.55,82.55,82.55,0.0,0.0,82.7,82.7,82.7,0.0,0.0,82.42,82.42,82.42,0.0,0.0,82.42,82.42,82.42,0.0,0.0
2018-06-24,79.8,79.8,79.8,0.0,0.0,79.8,79.8,79.8,0.0,0.0,76.85,76.85,76.85,0.0,0.0,77.66,77.66,77.66,0.0,0.0
2018-07-01,81.1,81.1,81.1,0.0,0.0,81.37,81.37,81.37,0.0,0.0,80.64,80.64,80.64,0.0,0.0,80.89,80.89,80.89,0.0,0.0
2018-07-08,78.39,78.39,78.39,0.0,0.0,78.44,78.44,78.44,0.0,0.0,77.85,77.85,77.85,0.0,0.0,78.32,78.32,78.32,0.0,0.0
2018-07-15,78.89,78.89,78.89,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.96,78.96,78.96,0.0,0.0
2018-07-22,78.62,78.62,78.62,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.69,78.69,78.69,0.0,0.0
2018-07-29,78.4,78.4,78.4,0.0,0.0,78.55,78.55,78.55,0.0,0.0,77.91,77.91,77.91,0.0,0.0,78.12,78.12,78.12,0.0,0.0
2018-08-05,77.24,77.24,77.24,0.0,0.0,77.29,77.29,77.29,0.0,0.0,75.66,75.66,75.66,0.0,0.0,76.16,76.16,76.16,0.0,0.0
2018-08-12,75.63,75.63,75.63,0.0,0.0,75.63,75.63,75.63,0.0,0.0,74.97,74.97,74.97,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2018-08-19,75.34,75.34,75.34,0.0,0.0,76.47,76.47,76.47,0.0,0.0,75.3,75.3,75.3,0.0,0.0,76.26,76.26,76.26,0.0,0.0
2018-08-26,75.08,75.08,75.08,0.0,0.0,75.55,75.55,75.55,0.0,0.0,74.55,74.55,74.55,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2018-09-02,75.78,75.78,75.78,0.0,0.0,75.86,75.86,75.86,0.0,0.0,74.48,74.48,74.48,0.0,0.0,74.51,74.51,74.51,0.0,0.0
2018-09-09,76.19,76.19,76.19,0.0,0.0,76.66,76.66,76.66,0.0,0.0,75.86,75.86,75.86,0.0,0.0,75.86,75.86,75.86,0.0,0.0
2018-09-16,78.94,78.94,78.94,0.0,0.0,79.23,79.23,79.23,0.0,0.0,78.5,78.5,78.5,0.0,0.0,78.5,78.5,78.5,0.0,0.0
2018-09-23,77.36,77.36,77.36,0.0,0.0,78.33,78.33,78.33,0.0,0.0,77.36,77.36,77.36,0.0,0.0,78.12,78.12,78.12,0.0,0.0
2018-09-30,76.9,76.9,76.9,0.0,0.0,77.8,77.8,77.8,0.0,0.0,76.89,76.89,76.89,0.0,0.0,77.8,77.8,77.8,0.0,0.0
2018-10-07,80.18,80.18,80.18,0.0,0.0,80.5,80.5,80.5,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2018-10-14,78.19,78.19,78.19,0.0,0.0,78.23,78.23,78.23,0.0,0.0,77.66,77.66,77.66,0.0,0.0,78.11,78.11,78.11,0.0,0.0
2018-10-21,79.67,79.67,79.67,0.0,0.0,79.84,79.84,79.84,0.0,0.0,78.89,78.89,78.89,0.0,0.0,79.08,79.08,79.08,0.0,0.0
2018-10-28,82.16,82.16,82.16,0.0,0.0,82.69,82.69,82.69,0.0,0.0,81.72,81.72,81.72,0.0,0.0,81.79,81.79,81.79,0.0,0.0
2018-11-04,80.92,80.92,80.92,0.0,0.0,81.08,81.08,81.08,0.0,0.0,79.68,79.68,79.68,0.0,0.0,79.68,79.68,79.68,0.0,0.0
2018-11-11,80.17,80.17,80.17,0.0,0.0,81.1,81.1,81.1,0.0,0.0,79.95,79.95,79.95,0.0,0.0,80.85,80.85,80.85,0.0,0.0
2018-11-18,79.76,79.76,79.76,0.0,0.0,80.25,80.25,80.25,0.0,0.0,79.76,79.76,79.76,0.0,0.0,80.05,80.05,80.05,0.0,0.0
2018-11-25,76.37,76.37,76.37,0.0,0.0,76.69,76.69,76.69,0.0,0.0,76.2,76.2,76.2,0.0,0.0,76.32,76.32,76.32,0.0,0.0
2018-12-02,74.61,74.61,74.61,0.0,0.0,74.69,74.69,74.69,0.0,0.0,73.84,73.84,73.84,0.0,0.0,74.32,74.32,74.32,0.0,0.0
2018-12-09,74.49,74.49,74.49,0.0,0.0,75.6,75.6,75.6,0.0,0.0,74.27,74.27,74.27,0.0,0.0,75.25,75.25,75.25,0.0,0.0
2018-12-16,74.89,74.89,74.89,0.0,0.0,75.1,75.1,75.1,0.0,0.0,74.52,74.52,74.52,0.0,0.0,74.53,74.53,74.53,0.0,0.0
2018-12-23,74.62,74.62,74.62,0.0,0.0,75.35,75.35,75.35,0.0,0.0,74.59,74.59,74.59,0.0,0.0,75.24,75.24,75.24,0.0,0.0
2018-12-30,78.13,78.13,78.13,0.0,0.0,78.28,78.28,78.28,0.0,0.0,77.65,77.65,77.65,0.0,0.0,77.94,77.94,77.94,0.0,0.0
2019-01-06,76.28,76.28,76.28,0.0,0.0,76.62,76.62,76.62,0.0,0.0,75.75,75.75,75.75,0.0,0.0,75.99,75.99,75.99,0.0,0.0
2019-01-13,76.26,76.26,76.26,0.0,0.0,76.28,76.28,76.28,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.64,75.64,75.64,0.0,0.0
2019-01-20,76.9,76.9,76.9,0.0,0.0,77.05,77.05,77.05,0.0,0.0,76.72,76.72,76.72,0.0,0.0,77.0,77.0,77.0,0.0,0.0
2019-01-27,77.6,77.6,77.6,0.0,0.0,77.9,77.9,77.9,0.0,0.0,77.5,77.5,77.5,0.0,0.0,77.79,77.79,77.79,0.0,0.0
2019-02-03,75.01,75.01,75.01,0.0,0.0,75.19,75.19,75.19,0.0,0.0,74.33,74.33,74.33,0.0,0.0,74.58,74.58,74.58,0.0,0.0
2019-02-10,75.0,75.0,75.0,0.0,0.0,76.55,76.55,76.55,0.0,0.0,74.9,74.9,74.9,0.0,0.0,76.52,76.52,76.52,0.0,0.0
2019-02-17,81.0,81.0,81.0,0.0,0.0,81.09,81.09,81.09,0.0,0.0,80.6,80.6,80.6,0.0,0.0,80.84,80.84,80.84,0.0,0.0
2019-02-24,79.38,79.38,79.38,0.0,0.0,79.57,79.57,79.57,0.0,0.0,79.07,79.07,79.07,0.0,0.0,79.12,79.12,79.12,0.0,0.0
2019-03-03,77.38,77.38,77.38,0.0,0.0,77.49,77.49,77.49,0.0,0.0,76.66,76.66,76.66,0.0,0.0,77.46,77.46,77.46,0.0,0.0
2019-03-10,79.12,79.12,79.12,0.0,0.0,79.28,79.28,79.28,0.0,0.0,78.65,78.65,78.65,0.0,0.0,79.02,79.02,79.02,0.0,0.0
2019-03-17,80.44,80.44,80.44,0.0,0.0,81.44,81.44,81.44,0.0,0.0,80.44,80.44,80.44,0.0,0.0,81.2,81.2,81.2,0.0,0.0
2019-03-24,80.73,80.73,80.73,0.0,0.0,81.05,81.05,81.05,0.0,0.0,80.28,80.28,80.28,0.0,0.0,80.35,80.35,80.35,0.0,0.0
2019-03-31,86.2,86.2,86.2,0.0,0.0,86.44,86.44,86.44,0.0,0.0,85.67,85.67,85.67,0.0,0.0,85.92,85.92,85.92,0.0,0.0
2019-04-07,83.43,83.43,83.43,0.0,0.0,84.24,84.24,84.24,0.0,0.0,83.08,83.08,83.08,0.0,0.0,83.81,83.81,83.81,0.0,0.0
2019-04-14,85.49,85.49,85.49,0.0,0.0,85.63,85.63,85.63,0.0,0.0,84.59,84.59,84.59,0.0,0.0,85.03,85.03,85.03,0.0,0.0
2019-04-21,85.03,85.03,85.03,0.0,0.0,85.03,85.03,85.03,0.0,0.0,84.0,84.0,84.0,0.0,0.0,84.74,84.74,84.74,0.0,0.0
2019-04-28,81.38,81.38,81.38,0.0,0.0,83.15,83.15,83.15,0.0,0.0,81.27,81.27,81.27,0.0,0.0,82.77,82.77,82.77,0.0,0.0
2019-05-05,81.28,81.28,81.28,0.0,0.0,81.48,81.48,81.48,0.0,0.0,80.57,80.57,80.57,0.0,0.0,80.59,80.59,80.59,0.0,0.0
2019-05-12,76.8,76.8,76.8,0.0,0.0,77.2,77.2,77.2,0.0,0.0,76.62,76.62,76.62,0.0,0.0,77.06,77.06,77.06,0.0,0.0
2019-05-19,75.71,75.71,75.71,0.0,0.0,76.12,76.12,76.12,0.0,0.0,75.6,75.6,75.6,0.0,0.0,76.12,76.12,76.12,0.0,0.0
2019-05-26,75.7,75.7,75.7,0.0,0.0,77.89,77.89,77.89,0.0,0.0,75.7,75.7,75.7,0.0,0.0,77.82,77.82,77.82,0.0,0.0
2019-06-02,76.07,76.07,76.07,0.0,0.0,76.49,76.49,76.49,0.0,0.0,75.99,75.99,75.99,0.0,0.0,76.2,76.2,76.2,0.0,0.0
2019-06-09,75.17,75.17,75.17,0.0,0.0,75.29,75.29,75.29,0.0,0.0,74.9,74.9,74.9,0.0,0.0,75.04,75.04,75.04,0.0,0.0
2019-06-16,76.72,76.72,76.72,0.0,0.0,77.02,77.02,77.02,0.0,0.0,76.4,76.4,76.4,0.0,0.0,77.02,77.02,77.02,0.0,0.0
2019-06-23,79.94,79.94,79.94,0.0,0.0,80.06,80.06,80.06,0.0,0.0,78.47,78.47,78.47,0.0,0.0,78.54,78.54,78.54,0.0,0.0
2019-06-30,76.75,76.75,76.75,0.0,0.0,77.54,77.54,77.54,0.0,0.0,76.67,76.67,76.67,0.0,0.0,77.05,77.05,77.05,0.0,0.0
2019-07-07,79.66,79.66,79.66,0.0,0.0,79.97,79.97,79.97,0.0,0.0,79.38,79.38,79.38,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2019-07-14,80.28,80.28,80.28,0.0,0.0,80.44,80.44,80.44,0.0,0.0,79.85,79.85,79.85,0.0,0.0,80.22,80.22,80.22,0.0,0.0
2019-07-21,82.45,82.45,82.45,0.0,0.0,83.38,83.38,83.38,0.0,0.0,82.36,82.36,82.36,0.0,0.0,83.29,83.29,83.29,0.0,0.0
2019-07-28,80.62,80.62,80.62,0.0,0.0,80.9,80.9,80.9,0.0,0.0,80.07,80.07,80.07,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2019-08-04,81.03,81.03,81.03,0.0,0.0,81.29,81.29,81.29,0.0,0.0,80.7,80.7,80.7,0.0,0.0,81.01,81.01,81.01,0.0,0.0
2019-08-11,80.03,80.03,80.03,0.0,0.0,81.06,81.06,81.06,0.0,0.0,79.95,79.95,79.95,0.0,0.0,80.39,80.39,80.39,0.0,0.0
2019-08-18,80.98,80.98,80.98,0.0,0.0,81.09,81.09,81.09,0.0,0.0,80.5,80.5,80.5,0.0,0.0,80.81,80.81,80.81,0.0,0.0
2019-08-25,88.21,88.21,88.21,0.0,0.0,88.67,88.67,88.67,0.0,0.0,87.5,87.5,87.5,0.0,0.0,88.04,88.04,88.04,0.0,0.0
2019-09-01,90.16,90.16,90.16,0.0,0.0,90.63,90.63,90.63,0.0,0.0,88.9,88.9,88.9,0.0,0.0,89.37,89.37,89.37,0.0,0.0
2019-09-08,89.02,89.02,89.02,0.0,0.0,89.02,89.02,89.02,0.0,0.0,87.32,87.32,87.32,0.0,0.0,88.51,88.51,88.51,0.0,0.0
2019-09-15,90.44,90.44,90.44,0.0,0.0,90.83,90.83,90.83,0.0,0.0,89.89,89.89,89.89,0.0,0.0,90.59,90.59,90.59,0.0,0.0
2019-09-22,84.66,84.66,84.66,0.0,0.0,85.27,85.27,85.27,0.0,0.0,82.5,82.5,82.5,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2019-09-29,83.28,83.28,83.28,0.0,0.0,83.8,83.8,83.8,0.0,0.0,82.78,82.78,82.78,0.0,0.0,82.78,82.78,82.78,0.0,0.0
2019-10-06,84.4,84.4,84.4,0.0,0.0,84.9,84.9,84.9,0.0,0.0,84.17,84.17,84.17,0.0,0.0,84.25,84.25,84.25,0.0,0.0
2019-10-13,84.66,84.66,84.66,0.0,0.0,84.66,84.66,84.66,0.0,0.0,83.34,83.34,83.34,0.0,0.0,83.69,83.69,83.69,0.0,0.0
2019-10-20,87.87,87.87,87.87,0.0,0.0,87.87,87.87,87.87,0.0,0.0,86.05,86.05,86.05,0.0,0.0,86.64,86.64,86.64,0.0,0.0
2019-10-27,89.12,89.12,89.12,0.0,0.0,89.3,89.3,89.3,0.0,0.0,87.9,87.9,87.9,0.0,0.0,88.17,88.17,88.17,0.0,0.0
2019-11-03,83.0,83.0,83.0,0.0,0.0,83.19,83.19,83.19,0.0,0.0,82.31,82.31,82.31,0.0,0.0,82.58,82.58,82.58,0.0,0.0
2019-11-10,83.93,83.93,83.93,0.0,0.0,84.75,84.75,84.75,0.0,0.0,83.83,83.83,83.83,0.0,0.0,84.29,84.29,84.29,0.0,0.0
2019-11-17,84.24,84.24,84.24,0.0,0.0,84.83,84.83,84.83,0.0,0.0,84.17,84.17,84.17,0.0,0.0,84.52,84.52,84.52,0.0,0.0
2019-11-24,84.71,84.71,84.71,0.0,0.0,85.23,85.23,85.23,0.0,0.0,84.36,84.36,84.36,0.0,0.0,84.65,84.65,84.65,0.0,0.0
2019-12-01,84.42,84.42,84.42,0.0,0.0,84.69,84.69,84.69,0.0,0.0,84.22,84.22,84.22,0.0,0.0,84.22,84.22,84.22,0.0,0.0
2019-12-08,87.4,87.4,87.4,0.0,0.0,88.21,88.21,88.21,0.0,0.0,87.33,87.33,87.33,0.0,0.0,87.55,87.55,87.55,0.0,0.0
2019-12-15,86.41,86.41,86.41,0.0,0.0,88.5,88.5,88.5,0.0,0.0,86.38,86.38,86.38,0.0,0.0,88.15,88.15,88.15,0.0,0.0
2019-12-22,89.86,89.86,89.86,0.0,0.0,90.6,90.6,90.6,0.0,0.0,89.86,89.86,89.86,0.0,0.0,90.13,90.13,90.13,0.0,0.0
2019-12-29,93.27,93.27,93.27,0.0,0.0,93.35,93.35,93.35,0.0,0.0,92.3,92.3,92.3,0.0,0.0,92.36,92.36,92.36,0.0,0.0
