Date,iShares North American Tech-Multimedia Networking_Open_average,iShares North American Tech-Multimedia Networking_Open_max,iShares North American Tech-Multimedia Networking_Open_min,iShares North American Tech-Multimedia Networking_Open_volatility,iShares North American Tech-Multimedia Networking_Open_change,iShares North American Tech-Multimedia Networking_High_average,iShares North American Tech-Multimedia Networking_High_max,iShares North American Tech-Multimedia Networking_High_min,iShares North American Tech-Multimedia Networking_High_volatility,iShares North American Tech-Multimedia Networking_High_change,iShares North American Tech-Multimedia Networking_Low_average,iShares North American Tech-Multimedia Networking_Low_max,iShares North American Tech-Multimedia Networking_Low_min,iShares North American Tech-Multimedia Networking_Low_volatility,iShares North American Tech-Multimedia Networking_Low_change,iShares North American Tech-Multimedia Networking_Close_average,iShares North American Tech-Multimedia Networking_Close_max,iShares North American Tech-Multimedia Networking_Close_min,iShares North American Tech-Multimedia Networking_Close_volatility,iShares North American Tech-Multimedia Networking_Close_change
2018-07-15,53.2,53.2,53.2,0.0,0.0,53.2,53.2,53.2,0.0,0.0,52.62,52.62,52.62,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2018-07-22,52.4,52.4,52.4,0.0,0.0,52.4,52.4,52.4,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2018-07-29,51.8,51.8,51.8,0.0,0.0,52.72,52.72,52.72,0.0,0.0,51.8,51.8,51.8,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2018-08-05,52.79,52.79,52.79,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.75,52.75,52.75,0.0,0.0
2018-08-12,53.53,53.53,53.53,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2018-08-19,55.61,55.61,55.61,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2018-08-26,56.35,56.35,56.35,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2018-09-02,54.87,54.87,54.87,0.0,0.0,55.14,55.14,55.14,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2018-09-09,55.08,55.08,55.08,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2018-09-16,54.95,54.95,54.95,0.0,0.0,55.35,55.35,55.35,0.0,0.0,54.85,54.85,54.85,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2018-09-23,55.18,55.18,55.18,0.0,0.0,55.18,55.18,55.18,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.22,54.22,54.22,0.0,0.0
2018-09-30,52.41,52.41,52.41,0.0,0.0,52.41,52.41,52.41,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2018-10-07,49.93,49.93,49.93,0.0,0.0,50.23,50.23,50.23,0.0,0.0,49.56,49.56,49.56,0.0,0.0,50.0,50.0,50.0,0.0,0.0
2018-10-14,50.7,50.7,50.7,0.0,0.0,51.19,51.19,51.19,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2018-10-21,49.55,49.55,49.55,0.0,0.0,49.81,49.81,49.81,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-10-28,52.16,52.16,52.16,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2018-11-04,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0,50.49,50.49,50.49,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2018-11-11,50.94,50.94,50.94,0.0,0.0,51.05,51.05,51.05,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2018-11-18,49.45,49.45,49.45,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.45,49.45,49.45,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2018-11-25,52.19,52.19,52.19,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.84,51.84,51.84,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2018-12-02,49.09,49.09,49.09,0.0,0.0,50.07,50.07,50.07,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-12-09,49.35,49.35,49.35,0.0,0.0,49.35,49.35,49.35,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2018-12-16,44.93,44.93,44.93,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.15,44.15,44.15,0.0,0.0,44.15,44.15,44.15,0.0,0.0
2018-12-23,47.04,47.04,47.04,0.0,0.0,47.33,47.33,47.33,0.0,0.0,46.79,46.79,46.79,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2018-12-30,47.75,47.75,47.75,0.0,0.0,48.63,48.63,48.63,0.0,0.0,47.75,47.75,47.75,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2019-01-06,49.51,49.51,49.51,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-01-13,49.99,49.99,49.99,0.0,0.0,50.61,50.61,50.61,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-01-20,50.46,50.46,50.46,0.0,0.0,50.64,50.64,50.64,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.56,50.56,50.56,0.0,0.0
2019-01-27,51.39,51.39,51.39,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2019-02-03,52.67,52.67,52.67,0.0,0.0,53.18,53.18,53.18,0.0,0.0,52.64,52.64,52.64,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2019-02-10,55.04,55.04,55.04,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2019-02-17,57.64,57.64,57.64,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2019-02-24,57.54,57.54,57.54,0.0,0.0,57.59,57.59,57.59,0.0,0.0,56.54,56.54,56.54,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2019-03-03,54.86,54.86,54.86,0.0,0.0,55.94,55.94,55.94,0.0,0.0,54.86,54.86,54.86,0.0,0.0,55.88,55.88,55.88,0.0,0.0
2019-03-10,56.26,56.26,56.26,0.0,0.0,56.68,56.68,56.68,0.0,0.0,55.99,55.99,55.99,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2019-03-17,55.08,55.08,55.08,0.0,0.0,55.2,55.2,55.2,0.0,0.0,54.68,54.68,54.68,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2019-03-24,57.0,57.0,57.0,0.0,0.0,57.59,57.59,57.59,0.0,0.0,56.98,56.98,56.98,0.0,0.0,57.59,57.59,57.59,0.0,0.0
2019-03-31,58.34,58.34,58.34,0.0,0.0,58.72,58.72,58.72,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-04-07,59.94,59.94,59.94,0.0,0.0,60.07,60.07,60.07,0.0,0.0,59.59,59.59,59.59,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2019-04-14,59.76,59.76,59.76,0.0,0.0,60.11,60.11,60.11,0.0,0.0,59.76,59.76,59.76,0.0,0.0,60.04,60.04,60.04,0.0,0.0
2019-04-21,59.16,59.16,59.16,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2019-04-28,57.65,57.65,57.65,0.0,0.0,58.21,58.21,58.21,0.0,0.0,57.3,57.3,57.3,0.0,0.0,58.06,58.06,58.06,0.0,0.0
2019-05-05,54.13,54.13,54.13,0.0,0.0,54.13,54.13,54.13,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-05-12,52.65,52.65,52.65,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2019-05-19,52.64,52.64,52.64,0.0,0.0,52.82,52.82,52.82,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2019-05-26,50.79,50.79,50.79,0.0,0.0,51.32,51.32,51.32,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-06-02,54.39,54.39,54.39,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2019-06-09,53.22,53.22,53.22,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.41,53.41,53.41,0.0,0.0
2019-06-16,54.22,54.22,54.22,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2019-06-23,55.42,55.42,55.42,0.0,0.0,55.82,55.82,55.82,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2019-06-30,55.11,55.11,55.11,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-07-07,56.57,56.57,56.57,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.33,56.33,56.33,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2019-07-14,56.28,56.28,56.28,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.22,56.22,56.22,0.0,0.0
2019-07-21,57.4,57.4,57.4,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.29,57.29,57.29,0.0,0.0
2019-07-28,52.87,52.87,52.87,0.0,0.0,52.87,52.87,52.87,0.0,0.0,51.89,51.89,51.89,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2019-08-04,52.45,52.45,52.45,0.0,0.0,52.48,52.48,52.48,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2019-08-11,51.55,51.55,51.55,0.0,0.0,51.93,51.93,51.93,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-08-18,50.4,50.4,50.4,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.1,50.1,50.1,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-08-25,51.51,51.51,51.51,0.0,0.0,51.51,51.51,51.51,0.0,0.0,50.98,50.98,50.98,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2019-09-01,52.57,52.57,52.57,0.0,0.0,52.58,52.58,52.58,0.0,0.0,51.99,51.99,51.99,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2019-09-08,53.53,53.53,53.53,0.0,0.0,54.39,54.39,54.39,0.0,0.0,53.53,53.53,53.53,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2019-09-15,53.44,53.44,53.44,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.09,53.09,53.09,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2019-09-22,53.21,53.21,53.21,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2019-09-29,51.29,51.29,51.29,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2019-10-06,51.59,51.59,51.59,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.29,51.29,51.29,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2019-10-13,53.11,53.11,53.11,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2019-10-20,53.02,53.02,53.02,0.0,0.0,53.56,53.56,53.56,0.0,0.0,53.02,53.02,53.02,0.0,0.0,53.14,53.14,53.14,0.0,0.0
2019-10-27,53.04,53.04,53.04,0.0,0.0,53.31,53.31,53.31,0.0,0.0,52.74,52.74,52.74,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2019-11-03,54.32,54.32,54.32,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.15,54.15,54.15,0.0,0.0,54.54,54.54,54.54,0.0,0.0
2019-11-10,54.31,54.31,54.31,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2019-11-17,54.2,54.2,54.2,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.87,54.87,54.87,0.0,0.0
2019-11-24,54.72,54.72,54.72,0.0,0.0,54.72,54.72,54.72,0.0,0.0,53.8,53.8,53.8,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-12-01,52.68,52.68,52.68,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2019-12-08,54.11,54.11,54.11,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.26,54.26,54.26,0.0,0.0
2019-12-15,55.17,55.17,55.17,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2019-12-22,55.37,55.37,55.37,0.0,0.0,55.4,55.4,55.4,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2019-12-29,55.15,55.15,55.15,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.29,55.29,55.29,0.0,0.0
