Date,BioShares Biotechnology Clinical Trials_Open_average,BioShares Biotechnology Clinical Trials_Open_max,BioShares Biotechnology Clinical Trials_Open_min,BioShares Biotechnology Clinical Trials_Open_volatility,BioShares Biotechnology Clinical Trials_Open_change,BioShares Biotechnology Clinical Trials_High_average,BioShares Biotechnology Clinical Trials_High_max,BioShares Biotechnology Clinical Trials_High_min,BioShares Biotechnology Clinical Trials_High_volatility,BioShares Biotechnology Clinical Trials_High_change,BioShares Biotechnology Clinical Trials_Low_average,BioShares Biotechnology Clinical Trials_Low_max,BioShares Biotechnology Clinical Trials_Low_min,BioShares Biotechnology Clinical Trials_Low_volatility,BioShares Biotechnology Clinical Trials_Low_change,BioShares Biotechnology Clinical Trials_Close_average,BioShares Biotechnology Clinical Trials_Close_max,BioShares Biotechnology Clinical Trials_Close_min,BioShares Biotechnology Clinical Trials_Close_volatility,BioShares Biotechnology Clinical Trials_Close_change
2018-12-23,22.81,22.81,22.81,0.0,0.0,23.31,23.31,23.31,0.0,0.0,22.81,22.81,22.81,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2018-12-30,24.84,24.84,24.84,0.0,0.0,25.78,25.78,25.78,0.0,0.0,24.84,24.84,24.84,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-01-06,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-01-13,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-01-20,24.1,24.1,24.1,0.0,0.0,24.34,24.34,24.34,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-01-27,25.05,25.05,25.05,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-02-03,25.37,25.37,25.37,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-02-10,25.94,25.94,25.94,0.0,0.0,26.36,26.36,26.36,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-02-17,26.5,26.5,26.5,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.5,26.5,26.5,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-02-24,27.75,27.75,27.75,0.0,0.0,28.29,28.29,28.29,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-03-03,26.64,26.64,26.64,0.0,0.0,27.14,27.14,27.14,0.0,0.0,26.5,26.5,26.5,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2019-03-10,28.35,28.35,28.35,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2019-03-17,27.39,27.39,27.39,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-03-24,28.88,28.88,28.88,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-03-31,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-04-07,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-04-14,27.31,27.31,27.31,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2019-04-21,28.5,28.5,28.5,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-04-28,27.84,27.84,27.84,0.0,0.0,29.04,29.04,29.04,0.0,0.0,27.77,27.77,27.77,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2019-05-05,27.27,27.27,27.27,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-05-12,27.44,27.44,27.44,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2019-05-19,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2019-05-26,26.51,26.51,26.51,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2019-06-02,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-06-09,26.92,26.92,26.92,0.0,0.0,28.0,28.0,28.0,0.0,0.0,26.92,26.92,26.92,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-06-16,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-06-23,29.33,29.33,29.33,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-06-30,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2019-07-07,28.44,28.44,28.44,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-07-14,28.09,28.09,28.09,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2019-07-21,27.57,27.57,27.57,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2019-07-28,26.08,26.08,26.08,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-08-04,26.61,26.61,26.61,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-08-11,27.15,27.15,27.15,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-08-18,26.15,26.15,26.15,0.0,0.0,26.25,26.25,26.25,0.0,0.0,25.88,25.88,25.88,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-08-25,26.79,26.79,26.79,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-09-01,26.55,26.55,26.55,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-09-08,27.56,27.56,27.56,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-09-15,26.87,26.87,26.87,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2019-09-22,24.0,24.0,24.0,0.0,0.0,24.12,24.12,24.12,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-09-29,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-10-06,23.69,23.69,23.69,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2019-10-13,25.23,25.23,25.23,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-10-20,26.25,26.25,26.25,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-10-27,27.5,27.5,27.5,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-11-03,27.8,27.8,27.8,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2019-11-10,27.52,27.52,27.52,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-11-17,29.6,29.6,29.6,0.0,0.0,30.41,30.41,30.41,0.0,0.0,29.6,29.6,29.6,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2019-11-24,32.43,32.43,32.43,0.0,0.0,32.51,32.51,32.51,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2019-12-01,35.1,35.1,35.1,0.0,0.0,35.66,35.66,35.66,0.0,0.0,34.87,34.87,34.87,0.0,0.0,35.18,35.18,35.18,0.0,0.0
2019-12-08,36.75,36.75,36.75,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2019-12-15,38.44,38.44,38.44,0.0,0.0,39.68,39.68,39.68,0.0,0.0,37.95,37.95,37.95,0.0,0.0,39.15,39.15,39.15,0.0,0.0
2019-12-22,38.47,38.47,38.47,0.0,0.0,38.66,38.66,38.66,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2019-12-29,36.9,36.9,36.9,0.0,0.0,37.24,37.24,37.24,0.0,0.0,34.6,34.6,34.6,0.0,0.0,36.84,36.84,36.84,0.0,0.0
