Date,PowerShares FTSE RAFI Developed Markets ex-US Smal_Open_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_Open_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_Open_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_Open_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_Open_change,PowerShares FTSE RAFI Developed Markets ex-US Smal_High_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_High_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_High_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_High_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_High_change,PowerShares FTSE RAFI Developed Markets ex-US Smal_Low_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_Low_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_Low_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_Low_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_Low_change,PowerShares FTSE RAFI Developed Markets ex-US Smal_Close_average,PowerShares FTSE RAFI Developed Markets ex-US Smal_Close_max,PowerShares FTSE RAFI Developed Markets ex-US Smal_Close_min,PowerShares FTSE RAFI Developed Markets ex-US Smal_Close_volatility,PowerShares FTSE RAFI Developed Markets ex-US Smal_Close_change
2018-07-22,33.39,33.39,33.39,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2018-07-29,32.78,32.78,32.78,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-08-05,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-08-12,32.1,32.1,32.1,0.0,0.0,32.23,32.23,32.23,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-08-19,32.81,32.81,32.81,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-08-26,32.78,32.78,32.78,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2018-09-02,32.11,32.11,32.11,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-09-09,32.37,32.37,32.37,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2018-09-16,32.85,32.85,32.85,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-09-23,32.68,32.68,32.68,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2018-09-30,31.42,31.42,31.42,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-10-07,30.46,30.46,30.46,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-10-14,30.32,30.32,30.32,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-10-21,29.14,29.14,29.14,0.0,0.0,29.23,29.23,29.23,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-10-28,30.0,30.0,30.0,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2018-11-04,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2018-11-11,29.57,29.57,29.57,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2018-11-18,29.4,29.4,29.4,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-11-25,30.05,30.05,30.05,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2018-12-02,28.53,28.53,28.53,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-12-09,28.1,28.1,28.1,0.0,0.0,28.31,28.31,28.31,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2018-12-16,26.92,26.92,26.92,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-12-23,27.68,27.68,27.68,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2018-12-30,28.3,28.3,28.3,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-01-06,28.48,28.48,28.48,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.52,28.52,28.52,0.0,0.0
2019-01-13,29.13,29.13,29.13,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-01-20,29.08,29.08,29.08,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2019-01-27,29.52,29.52,29.52,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-02-03,28.99,28.99,28.99,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-02-10,29.71,29.71,29.71,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-02-17,30.22,30.22,30.22,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2019-02-24,30.3,30.3,30.3,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-03-03,29.5,29.5,29.5,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2019-03-10,30.17,30.17,30.17,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-03-17,29.61,29.61,29.61,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2019-03-24,30.19,30.19,30.19,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-03-31,30.48,30.48,30.48,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.51,30.51,30.51,0.0,0.0
2019-04-07,30.73,30.73,30.73,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2019-04-14,30.6,30.6,30.6,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2019-04-21,30.55,30.55,30.55,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2019-04-28,30.01,30.01,30.01,0.0,0.0,30.22,30.22,30.22,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-05-05,29.06,29.06,29.06,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-05-12,29.03,29.03,29.03,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2019-05-19,29.05,29.05,29.05,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-05-26,28.67,28.67,28.67,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2019-06-02,29.82,29.82,29.82,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-06-09,29.36,29.36,29.36,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2019-06-16,29.72,29.72,29.72,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-06-23,30.23,30.23,30.23,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2019-06-30,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-07-07,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-07-14,29.71,29.71,29.71,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2019-07-21,29.7,29.7,29.7,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2019-07-28,28.36,28.36,28.36,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-08-04,28.37,28.37,28.37,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-08-11,28.57,28.57,28.57,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-08-18,28.74,28.74,28.74,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-08-25,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.95,28.95,28.95,0.0,0.0
2019-09-01,29.46,29.46,29.46,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2019-09-08,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.87,29.87,29.87,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2019-09-15,29.65,29.65,29.65,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-09-22,29.42,29.42,29.42,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-09-29,29.12,29.12,29.12,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-10-06,29.62,29.62,29.62,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-10-13,30.25,30.25,30.25,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2019-10-20,30.43,30.43,30.43,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-10-27,30.9,30.9,30.9,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-11-03,30.94,30.94,30.94,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2019-11-10,31.1,31.1,31.1,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-11-17,31.02,31.02,31.02,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-11-24,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.88,30.88,30.88,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-12-01,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-12-08,32.1,32.1,32.1,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2019-12-15,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-12-22,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-12-29,31.9,31.9,31.9,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.92,31.92,31.92,0.0,0.0
