Date,Direxion Daily Technology Bull 3X SharesEtf_Open_average,Direxion Daily Technology Bull 3X SharesEtf_Open_max,Direxion Daily Technology Bull 3X SharesEtf_Open_min,Direxion Daily Technology Bull 3X SharesEtf_Open_volatility,Direxion Daily Technology Bull 3X SharesEtf_Open_change,Direxion Daily Technology Bull 3X SharesEtf_High_average,Direxion Daily Technology Bull 3X SharesEtf_High_max,Direxion Daily Technology Bull 3X SharesEtf_High_min,Direxion Daily Technology Bull 3X SharesEtf_High_volatility,Direxion Daily Technology Bull 3X SharesEtf_High_change,Direxion Daily Technology Bull 3X SharesEtf_Low_average,Direxion Daily Technology Bull 3X SharesEtf_Low_max,Direxion Daily Technology Bull 3X SharesEtf_Low_min,Direxion Daily Technology Bull 3X SharesEtf_Low_volatility,Direxion Daily Technology Bull 3X SharesEtf_Low_change,Direxion Daily Technology Bull 3X SharesEtf_Close_average,Direxion Daily Technology Bull 3X SharesEtf_Close_max,Direxion Daily Technology Bull 3X SharesEtf_Close_min,Direxion Daily Technology Bull 3X SharesEtf_Close_volatility,Direxion Daily Technology Bull 3X SharesEtf_Close_change
2018-03-25,110.66,110.66,110.66,0.0,0.0,117.75,117.75,117.75,0.0,0.0,108.41,108.41,108.41,0.0,0.0,114.4,114.4,114.4,0.0,0.0
2018-04-01,112.0,112.0,112.0,0.0,0.0,114.79,114.79,114.79,0.0,0.0,105.27,105.27,105.27,0.0,0.0,107.02,107.02,107.02,0.0,0.0
2018-04-08,121.41,121.41,121.41,0.0,0.0,121.99,121.99,121.99,0.0,0.0,116.5,116.5,116.5,0.0,0.0,118.11,118.11,118.11,0.0,0.0
2018-04-15,121.48,121.48,121.48,0.0,0.0,121.6,121.6,121.6,0.0,0.0,115.49,115.49,115.49,0.0,0.0,116.92,116.92,116.92,0.0,0.0
2018-04-22,119.39,119.39,119.39,0.0,0.0,119.4,119.4,119.4,0.0,0.0,113.36,113.36,113.36,0.0,0.0,115.03,115.03,115.03,0.0,0.0
2018-04-29,116.11,116.11,116.11,0.0,0.0,124.61,124.61,124.61,0.0,0.0,115.86,115.86,115.86,0.0,0.0,124.27,124.27,124.27,0.0,0.0
2018-05-06,136.49,136.49,136.49,0.0,0.0,138.14,138.14,138.14,0.0,0.0,135.34,135.34,135.34,0.0,0.0,136.71,136.71,136.71,0.0,0.0
2018-05-13,131.36,131.36,131.36,0.0,0.0,132.53,132.53,132.53,0.0,0.0,130.43,130.43,130.43,0.0,0.0,130.74,130.74,130.74,0.0,0.0
2018-05-20,135.55,135.55,135.55,0.0,0.0,136.81,136.81,136.81,0.0,0.0,134.68,134.68,134.68,0.0,0.0,135.56,135.56,135.56,0.0,0.0
2018-05-27,138.27,138.27,138.27,0.0,0.0,143.1,143.1,143.1,0.0,0.0,138.27,138.27,138.27,0.0,0.0,143.1,143.1,143.1,0.0,0.0
2018-06-03,143.65,143.65,143.65,0.0,0.0,147.15,147.15,147.15,0.0,0.0,142.92,142.92,142.92,0.0,0.0,146.49,146.49,146.49,0.0,0.0
2018-06-10,148.0,148.0,148.0,0.0,0.0,148.75,148.75,148.75,0.0,0.0,145.35,145.35,145.35,0.0,0.0,148.28,148.28,148.28,0.0,0.0
2018-06-17,144.47,144.47,144.47,0.0,0.0,144.47,144.47,144.47,0.0,0.0,140.26,140.26,140.26,0.0,0.0,141.97,141.97,141.97,0.0,0.0
2018-06-24,135.35,135.35,135.35,0.0,0.0,137.07,137.07,137.07,0.0,0.0,133.29,133.29,133.29,0.0,0.0,133.29,133.29,133.29,0.0,0.0
2018-07-01,137.93,137.93,137.93,0.0,0.0,143.16,143.16,143.16,0.0,0.0,136.88,136.88,136.88,0.0,0.0,142.65,142.65,142.65,0.0,0.0
2018-07-08,151.75,151.75,151.75,0.0,0.0,152.4,152.4,152.4,0.0,0.0,149.85,149.85,149.85,0.0,0.0,151.41,151.41,151.41,0.0,0.0
2018-07-15,152.12,152.12,152.12,0.0,0.0,153.55,153.55,153.55,0.0,0.0,150.7,150.7,150.7,0.0,0.0,151.07,151.07,151.07,0.0,0.0
2018-07-22,154.71,154.71,154.71,0.0,0.0,154.86,154.86,154.86,0.0,0.0,143.43,143.43,143.43,0.0,0.0,146.09,146.09,146.09,0.0,0.0
2018-07-29,150.25,150.25,150.25,0.0,0.0,151.4,151.4,151.4,0.0,0.0,147.98,147.98,147.98,0.0,0.0,151.4,151.4,151.4,0.0,0.0
2018-08-05,153.57,153.57,153.57,0.0,0.0,155.13,155.13,155.13,0.0,0.0,151.79,151.79,151.79,0.0,0.0,153.16,153.16,153.16,0.0,0.0
2018-08-12,151.72,151.72,151.72,0.0,0.0,154.67,154.67,154.67,0.0,0.0,149.89,149.89,149.89,0.0,0.0,153.68,153.68,153.68,0.0,0.0
2018-08-19,156.84,156.84,156.84,0.0,0.0,160.55,160.55,160.55,0.0,0.0,156.25,156.25,156.25,0.0,0.0,160.43,160.43,160.43,0.0,0.0
2018-08-26,167.58,167.58,167.58,0.0,0.0,170.07,170.07,170.07,0.0,0.0,167.19,167.19,167.19,0.0,0.0,168.99,168.99,168.99,0.0,0.0
2018-09-02,154.2,154.2,154.2,0.0,0.0,159.02,159.02,159.02,0.0,0.0,153.68,153.68,153.68,0.0,0.0,155.46,155.46,155.46,0.0,0.0
2018-09-09,165.0,165.0,165.0,0.0,0.0,166.0,166.0,166.0,0.0,0.0,161.94,161.94,161.94,0.0,0.0,163.93,163.93,163.93,0.0,0.0
2018-09-16,166.69,166.69,166.69,0.0,0.0,167.61,167.61,167.61,0.0,0.0,162.88,162.88,162.88,0.0,0.0,163.31,163.31,163.31,0.0,0.0
2018-09-23,164.59,164.59,164.59,0.0,0.0,167.84,167.84,167.84,0.0,0.0,164.11,164.11,164.11,0.0,0.0,167.21,167.21,167.21,0.0,0.0
2018-09-30,161.89,161.89,161.89,0.0,0.0,163.01,163.01,163.01,0.0,0.0,151.3,151.3,151.3,0.0,0.0,155.82,155.82,155.82,0.0,0.0
2018-10-07,135.5,135.5,135.5,0.0,0.0,138.14,138.14,138.14,0.0,0.0,129.47,129.47,129.47,0.0,0.0,137.01,137.01,137.01,0.0,0.0
2018-10-14,134.0,134.0,134.0,0.0,0.0,138.11,138.11,138.11,0.0,0.0,130.04,130.04,130.04,0.0,0.0,131.57,131.57,131.57,0.0,0.0
2018-10-21,116.9,116.9,116.9,0.0,0.0,126.04,126.04,126.04,0.0,0.0,114.15,114.15,114.15,0.0,0.0,119.27,119.27,119.27,0.0,0.0
2018-10-28,125.97,125.97,125.97,0.0,0.0,129.08,129.08,129.08,0.0,0.0,118.98,118.98,118.98,0.0,0.0,122.32,122.32,122.32,0.0,0.0
2018-11-04,130.53,130.53,130.53,0.0,0.0,131.22,131.22,131.22,0.0,0.0,124.2,124.2,124.2,0.0,0.0,127.73,127.73,127.73,0.0,0.0
2018-11-11,114.1,114.1,114.1,0.0,0.0,119.95,119.95,119.95,0.0,0.0,113.63,113.63,113.63,0.0,0.0,117.94,117.94,117.94,0.0,0.0
2018-11-18,96.3,96.3,96.3,0.0,0.0,100.24,100.24,100.24,0.0,0.0,96.03,96.03,96.03,0.0,0.0,96.83,96.83,96.83,0.0,0.0
2018-11-25,111.92,111.92,111.92,0.0,0.0,115.0,115.0,115.0,0.0,0.0,110.37,110.37,110.37,0.0,0.0,114.92,114.92,114.92,0.0,0.0
2018-12-02,107.33,107.33,107.33,0.0,0.0,108.91,108.91,108.91,0.0,0.0,96.14,96.14,96.14,0.0,0.0,97.29,97.29,97.29,0.0,0.0
2018-12-09,101.0,101.0,101.0,0.0,0.0,102.5,102.5,102.5,0.0,0.0,96.66,96.66,96.66,0.0,0.0,96.93,96.93,96.93,0.0,0.0
2018-12-16,82.93,82.93,82.93,0.0,0.0,85.51,85.51,85.51,0.0,0.0,73.93,73.93,73.93,0.0,0.0,74.82,74.82,74.82,0.0,0.0
2018-12-23,85.03,85.03,85.03,0.0,0.0,86.78,86.78,86.78,0.0,0.0,80.46,80.46,80.46,0.0,0.0,82.69,82.69,82.69,0.0,0.0
2018-12-30,76.29,76.29,76.29,0.0,0.0,82.6,82.6,82.6,0.0,0.0,75.39,75.39,75.39,0.0,0.0,81.71,81.71,81.71,0.0,0.0
2019-01-06,88.91,88.91,88.91,0.0,0.0,90.07,90.07,90.07,0.0,0.0,88.29,88.29,88.29,0.0,0.0,89.95,89.95,89.95,0.0,0.0
2019-01-13,95.69,95.69,95.69,0.0,0.0,98.1,98.1,98.1,0.0,0.0,94.2,94.2,94.2,0.0,0.0,97.51,97.51,97.51,0.0,0.0
2019-01-20,97.92,97.92,97.92,0.0,0.0,100.64,100.64,100.64,0.0,0.0,96.98,96.98,96.98,0.0,0.0,99.99,99.99,99.99,0.0,0.0
2019-01-27,100.96,100.96,100.96,0.0,0.0,104.33,104.33,104.33,0.0,0.0,100.36,100.36,100.36,0.0,0.0,102.79,102.79,102.79,0.0,0.0
2019-02-03,103.82,103.82,103.82,0.0,0.0,108.56,108.56,108.56,0.0,0.0,103.63,103.63,103.63,0.0,0.0,108.56,108.56,108.56,0.0,0.0
2019-02-10,116.13,116.13,116.13,0.0,0.0,116.7,116.7,116.7,0.0,0.0,114.37,114.37,114.37,0.0,0.0,116.23,116.23,116.23,0.0,0.0
2019-02-17,118.78,118.78,118.78,0.0,0.0,121.55,121.55,121.55,0.0,0.0,118.76,118.76,118.76,0.0,0.0,121.3,121.3,121.3,0.0,0.0
2019-02-24,125.05,125.05,125.05,0.0,0.0,125.7,125.7,125.7,0.0,0.0,121.91,121.91,121.91,0.0,0.0,124.8,124.8,124.8,0.0,0.0
2019-03-03,112.53,112.53,112.53,0.0,0.0,117.0,117.0,117.0,0.0,0.0,111.74,111.74,111.74,0.0,0.0,116.77,116.77,116.77,0.0,0.0
2019-03-10,130.71,130.71,130.71,0.0,0.0,136.09,136.09,136.09,0.0,0.0,130.71,130.71,130.71,0.0,0.0,134.35,134.35,134.35,0.0,0.0
2019-03-17,143.07,143.07,143.07,0.0,0.0,144.93,144.93,144.93,0.0,0.0,134.93,134.93,134.93,0.0,0.0,134.99,134.99,134.99,0.0,0.0
2019-03-24,138.02,138.02,138.02,0.0,0.0,138.76,138.76,138.76,0.0,0.0,136.14,136.14,136.14,0.0,0.0,138.63,138.63,138.63,0.0,0.0
2019-03-31,148.88,148.88,148.88,0.0,0.0,149.81,149.81,149.81,0.0,0.0,148.05,148.05,148.05,0.0,0.0,149.38,149.38,149.38,0.0,0.0
2019-04-07,153.77,153.77,153.77,0.0,0.0,154.39,154.39,154.39,0.0,0.0,151.37,151.37,151.37,0.0,0.0,154.39,154.39,154.39,0.0,0.0
2019-04-14,160.0,160.0,160.0,0.0,0.0,160.5,160.5,160.5,0.0,0.0,156.92,156.92,156.92,0.0,0.0,160.38,160.38,160.38,0.0,0.0
2019-04-21,163.88,163.88,163.88,0.0,0.0,164.9,164.9,164.9,0.0,0.0,159.63,159.63,159.63,0.0,0.0,164.74,164.74,164.74,0.0,0.0
2019-04-28,164.19,164.19,164.19,0.0,0.0,166.65,166.65,166.65,0.0,0.0,162.82,162.82,162.82,0.0,0.0,166.36,166.36,166.36,0.0,0.0
2019-05-05,146.0,146.0,146.0,0.0,0.0,151.55,151.55,151.55,0.0,0.0,138.95,138.95,138.95,0.0,0.0,149.52,149.52,149.52,0.0,0.0
2019-05-12,142.99,142.99,142.99,0.0,0.0,149.64,149.64,149.64,0.0,0.0,142.97,142.97,142.97,0.0,0.0,143.95,143.95,143.95,0.0,0.0
2019-05-19,133.9,133.9,133.9,0.0,0.0,135.68,135.68,135.68,0.0,0.0,131.25,131.25,131.25,0.0,0.0,131.84,131.84,131.84,0.0,0.0
2019-05-26,125.52,125.52,125.52,0.0,0.0,127.5,127.5,127.5,0.0,0.0,123.79,123.79,123.79,0.0,0.0,123.99,123.99,123.99,0.0,0.0
2019-06-02,140.94,140.94,140.94,0.0,0.0,149.0,149.0,149.0,0.0,0.0,140.1,140.1,140.1,0.0,0.0,146.45,146.45,146.45,0.0,0.0
2019-06-09,145.64,145.64,145.64,0.0,0.0,147.1,147.1,147.1,0.0,0.0,143.8,143.8,143.8,0.0,0.0,145.58,145.58,145.58,0.0,0.0
2019-06-16,161.1,161.1,161.1,0.0,0.0,164.17,164.17,164.17,0.0,0.0,159.84,159.84,159.84,0.0,0.0,160.06,160.06,160.06,0.0,0.0
2019-06-23,159.5,159.5,159.5,0.0,0.0,159.79,159.79,159.79,0.0,0.0,156.5,156.5,156.5,0.0,0.0,158.58,158.58,158.58,0.0,0.0
2019-06-30,166.88,166.88,166.88,0.0,0.0,170.36,170.36,170.36,0.0,0.0,164.42,164.42,164.42,0.0,0.0,169.76,169.76,169.76,0.0,0.0
2019-07-07,174.61,174.61,174.61,0.0,0.0,177.16,177.16,177.16,0.0,0.0,173.7,173.7,173.7,0.0,0.0,177.04,177.04,177.04,0.0,0.0
2019-07-14,180.0,180.0,180.0,0.0,0.0,180.91,180.91,180.91,0.0,0.0,173.07,173.07,173.07,0.0,0.0,173.22,173.22,173.22,0.0,0.0
2019-07-21,184.86,184.86,184.86,0.0,0.0,186.71,186.71,186.71,0.0,0.0,184.62,184.62,184.62,0.0,0.0,185.85,185.85,185.85,0.0,0.0
2019-07-28,166.94,166.94,166.94,0.0,0.0,166.94,166.94,166.94,0.0,0.0,157.74,157.74,157.74,0.0,0.0,161.88,161.88,161.88,0.0,0.0
2019-08-04,159.99,159.99,159.99,0.0,0.0,161.37,161.37,161.37,0.0,0.0,153.61,153.61,153.61,0.0,0.0,157.16,157.16,157.16,0.0,0.0
2019-08-11,151.74,151.74,151.74,0.0,0.0,155.7,155.7,155.7,0.0,0.0,150.91,150.91,150.91,0.0,0.0,154.73,154.73,154.73,0.0,0.0
2019-08-18,161.07,161.07,161.07,0.0,0.0,165.6,165.6,165.6,0.0,0.0,145.56,145.56,145.56,0.0,0.0,147.71,147.71,147.71,0.0,0.0
2019-08-25,164.26,164.26,164.26,0.0,0.0,164.77,164.77,164.77,0.0,0.0,157.55,157.55,157.55,0.0,0.0,160.76,160.76,160.76,0.0,0.0
2019-09-01,174.31,174.31,174.31,0.0,0.0,174.38,174.38,174.38,0.0,0.0,171.27,171.27,171.27,0.0,0.0,172.59,172.59,172.59,0.0,0.0
2019-09-08,173.14,173.14,173.14,0.0,0.0,173.14,173.14,173.14,0.0,0.0,169.76,169.76,169.76,0.0,0.0,170.18,170.18,170.18,0.0,0.0
2019-09-15,173.69,173.69,173.69,0.0,0.0,173.98,173.98,173.98,0.0,0.0,164.91,164.91,164.91,0.0,0.0,166.0,166.0,166.0,0.0,0.0
2019-09-22,169.19,169.19,169.19,0.0,0.0,169.57,169.57,169.57,0.0,0.0,158.12,158.12,158.12,0.0,0.0,161.8,161.8,161.8,0.0,0.0
2019-09-29,161.58,161.58,161.58,0.0,0.0,166.92,166.92,166.92,0.0,0.0,161.5,161.5,161.5,0.0,0.0,166.44,166.44,166.44,0.0,0.0
2019-10-06,171.52,171.52,171.52,0.0,0.0,176.53,176.53,176.53,0.0,0.0,170.65,170.65,170.65,0.0,0.0,172.03,172.03,172.03,0.0,0.0
2019-10-13,172.19,172.19,172.19,0.0,0.0,172.63,172.63,172.63,0.0,0.0,164.5,164.5,164.5,0.0,0.0,167.61,167.61,167.61,0.0,0.0
2019-10-20,173.41,173.41,173.41,0.0,0.0,180.52,180.52,180.52,0.0,0.0,173.08,173.08,173.08,0.0,0.0,179.82,179.82,179.82,0.0,0.0
2019-10-27,186.98,186.98,186.98,0.0,0.0,190.99,190.99,190.99,0.0,0.0,185.64,185.64,185.64,0.0,0.0,190.99,190.99,190.99,0.0,0.0
2019-11-03,196.27,196.27,196.27,0.0,0.0,200.81,200.81,200.81,0.0,0.0,193.88,193.88,193.88,0.0,0.0,200.81,200.81,200.81,0.0,0.0
2019-11-10,208.0,208.0,208.0,0.0,0.0,208.62,208.62,208.62,0.0,0.0,206.16,206.16,206.16,0.0,0.0,208.6,208.6,208.6,0.0,0.0
2019-11-17,206.81,206.81,206.81,0.0,0.0,207.26,207.26,207.26,0.0,0.0,201.24,201.24,201.24,0.0,0.0,204.03,204.03,204.03,0.0,0.0
2019-11-24,214.78,214.78,214.78,0.0,0.0,215.86,215.86,215.86,0.0,0.0,213.67,213.67,213.67,0.0,0.0,214.3,214.3,214.3,0.0,0.0
2019-12-01,209.38,209.38,209.38,0.0,0.0,211.82,211.82,211.82,0.0,0.0,208.69,208.69,208.69,0.0,0.0,211.37,211.37,211.37,0.0,0.0
2019-12-08,219.04,219.04,219.04,0.0,0.0,225.13,225.13,225.13,0.0,0.0,217.81,217.81,217.81,0.0,0.0,223.85,223.85,223.85,0.0,0.0
2019-12-15,236.23,236.23,236.23,0.0,0.0,237.61,237.61,237.61,0.0,0.0,234.97,234.97,234.97,0.0,0.0,236.26,236.26,236.26,0.0,0.0
2019-12-22,247.1,247.1,247.1,0.0,0.0,247.16,247.16,247.16,0.0,0.0,242.01,242.01,242.01,0.0,0.0,244.33,244.33,244.33,0.0,0.0
2019-12-29,245.04,245.04,245.04,0.0,0.0,251.93,251.93,251.93,0.0,0.0,244.18,244.18,244.18,0.0,0.0,247.13,247.13,247.13,0.0,0.0
