Date,PureFunds ISE Junior Silver_Open_average,PureFunds ISE Junior Silver_Open_max,PureFunds ISE Junior Silver_Open_min,PureFunds ISE Junior Silver_Open_volatility,PureFunds ISE Junior Silver_Open_change,PureFunds ISE Junior Silver_High_average,PureFunds ISE Junior Silver_High_max,PureFunds ISE Junior Silver_High_min,PureFunds ISE Junior Silver_High_volatility,PureFunds ISE Junior Silver_High_change,PureFunds ISE Junior Silver_Low_average,PureFunds ISE Junior Silver_Low_max,PureFunds ISE Junior Silver_Low_min,PureFunds ISE Junior Silver_Low_volatility,PureFunds ISE Junior Silver_Low_change,PureFunds ISE Junior Silver_Close_average,PureFunds ISE Junior Silver_Close_max,PureFunds ISE Junior Silver_Close_min,PureFunds ISE Junior Silver_Close_volatility,PureFunds ISE Junior Silver_Close_change
2018-11-11,8.0,8.0,8.0,0.0,0.0,8.18,8.18,8.18,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2018-11-18,7.83,7.83,7.83,0.0,0.0,8.06,8.06,8.06,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.7,7.7,7.7,0.0,0.0
2018-11-25,7.91,7.91,7.91,0.0,0.0,7.96,7.96,7.96,0.0,0.0,7.71,7.71,7.71,0.0,0.0,7.88,7.88,7.88,0.0,0.0
2018-12-02,7.78,7.78,7.78,0.0,0.0,7.97,7.97,7.97,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.77,7.77,7.77,0.0,0.0
2018-12-09,7.88,7.88,7.88,0.0,0.0,8.04,8.04,8.04,0.0,0.0,7.73,7.73,7.73,0.0,0.0,8.01,8.01,8.01,0.0,0.0
2018-12-16,7.86,7.86,7.86,0.0,0.0,8.02,8.02,8.02,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.9,7.9,7.9,0.0,0.0
2018-12-23,8.02,8.02,8.02,0.0,0.0,8.18,8.18,8.18,0.0,0.0,7.95,7.95,7.95,0.0,0.0,8.04,8.04,8.04,0.0,0.0
2018-12-30,8.64,8.64,8.64,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.51,8.51,8.51,0.0,0.0
2019-01-06,8.68,8.68,8.68,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2019-01-13,8.01,8.01,8.01,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2019-01-20,8.38,8.38,8.38,0.0,0.0,8.47,8.47,8.47,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.4,8.4,8.4,0.0,0.0
2019-01-27,8.96,8.96,8.96,0.0,0.0,9.06,9.06,9.06,0.0,0.0,8.83,8.83,8.83,0.0,0.0,9.03,9.03,9.03,0.0,0.0
2019-02-03,8.95,8.95,8.95,0.0,0.0,8.99,8.99,8.99,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.96,8.96,8.96,0.0,0.0
2019-02-10,9.02,9.02,9.02,0.0,0.0,9.11,9.11,9.11,0.0,0.0,8.92,8.92,8.92,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-02-17,9.5,9.5,9.5,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.44,9.44,9.44,0.0,0.0,9.52,9.52,9.52,0.0,0.0
2019-02-24,8.75,8.75,8.75,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.73,8.73,8.73,0.0,0.0
2019-03-03,9.04,9.04,9.04,0.0,0.0,9.12,9.12,9.12,0.0,0.0,8.89,8.89,8.89,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2019-03-10,9.15,9.15,9.15,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.05,9.05,9.05,0.0,0.0
2019-03-17,9.34,9.34,9.34,0.0,0.0,9.48,9.48,9.48,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.39,9.39,9.39,0.0,0.0
2019-03-24,8.84,8.84,8.84,0.0,0.0,8.96,8.96,8.96,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2019-03-31,8.95,8.95,8.95,0.0,0.0,9.03,9.03,9.03,0.0,0.0,8.94,8.94,8.94,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2019-04-07,8.6,8.6,8.6,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.59,8.59,8.59,0.0,0.0
2019-04-14,8.16,8.16,8.16,0.0,0.0,8.19,8.19,8.19,0.0,0.0,7.98,7.98,7.98,0.0,0.0,7.98,7.98,7.98,0.0,0.0
2019-04-21,8.28,8.28,8.28,0.0,0.0,8.37,8.37,8.37,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.18,8.18,8.18,0.0,0.0
2019-04-28,7.9,7.9,7.9,0.0,0.0,7.95,7.95,7.95,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.86,7.86,7.86,0.0,0.0
2019-05-05,7.58,7.58,7.58,0.0,0.0,7.59,7.59,7.59,0.0,0.0,7.42,7.42,7.42,0.0,0.0,7.58,7.58,7.58,0.0,0.0
2019-05-12,7.25,7.25,7.25,0.0,0.0,7.3,7.3,7.3,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.25,7.25,7.25,0.0,0.0
2019-05-19,6.93,6.93,6.93,0.0,0.0,7.01,7.01,7.01,0.0,0.0,6.86,6.86,6.86,0.0,0.0,6.99,6.99,6.99,0.0,0.0
2019-05-26,7.32,7.32,7.32,0.0,0.0,7.59,7.59,7.59,0.0,0.0,7.19,7.19,7.19,0.0,0.0,7.59,7.59,7.59,0.0,0.0
2019-06-02,7.4,7.4,7.4,0.0,0.0,7.5,7.5,7.5,0.0,0.0,7.29,7.29,7.29,0.0,0.0,7.33,7.33,7.33,0.0,0.0
2019-06-09,7.71,7.71,7.71,0.0,0.0,7.91,7.91,7.91,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.8,7.8,7.8,0.0,0.0
2019-06-16,8.75,8.75,8.75,0.0,0.0,8.87,8.87,8.87,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.87,8.87,8.87,0.0,0.0
2019-06-23,8.53,8.53,8.53,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.4,8.4,8.4,0.0,0.0
2019-06-30,8.57,8.57,8.57,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.51,8.51,8.51,0.0,0.0
2019-07-07,8.64,8.64,8.64,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2019-07-14,10.01,10.01,10.01,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.11,10.11,10.11,0.0,0.0
2019-07-21,9.92,9.92,9.92,0.0,0.0,10.07,10.07,10.07,0.0,0.0,9.79,9.79,9.79,0.0,0.0,10.05,10.05,10.05,0.0,0.0
2019-07-28,10.26,10.26,10.26,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2019-08-04,10.6,10.6,10.6,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2019-08-11,9.51,9.51,9.51,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.71,9.71,9.71,0.0,0.0
2019-08-18,10.64,10.64,10.64,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2019-08-25,10.83,10.83,10.83,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2019-09-01,10.35,10.35,10.35,0.0,0.0,10.39,10.39,10.39,0.0,0.0,9.92,9.92,9.92,0.0,0.0,10.07,10.07,10.07,0.0,0.0
2019-09-08,10.01,10.01,10.01,0.0,0.0,10.16,10.16,10.16,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.94,9.94,9.94,0.0,0.0
2019-09-15,10.72,10.72,10.72,0.0,0.0,10.92,10.92,10.92,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.92,10.92,10.92,0.0,0.0
2019-09-22,9.8,9.8,9.8,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2019-09-29,9.69,9.69,9.69,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.66,9.66,9.66,0.0,0.0
2019-10-06,9.43,9.43,9.43,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.51,9.51,9.51,0.0,0.0
2019-10-13,9.96,9.96,9.96,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.68,9.68,9.68,0.0,0.0
2019-10-20,10.2,10.2,10.2,0.0,0.0,10.24,10.24,10.24,0.0,0.0,9.98,9.98,9.98,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2019-10-27,10.49,10.49,10.49,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2019-11-03,10.0,10.0,10.0,0.0,0.0,10.24,10.24,10.24,0.0,0.0,9.99,9.99,9.99,0.0,0.0,10.18,10.18,10.18,0.0,0.0
2019-11-10,10.44,10.44,10.44,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2019-11-17,10.05,10.05,10.05,0.0,0.0,10.22,10.22,10.22,0.0,0.0,10.02,10.02,10.02,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2019-11-24,10.49,10.49,10.49,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2019-12-01,10.86,10.86,10.86,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2019-12-08,11.5,11.5,11.5,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.37,11.37,11.37,0.0,0.0
2019-12-15,11.12,11.12,11.12,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.73,11.73,11.73,0.0,0.0
2019-12-22,12.21,12.21,12.21,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.43,12.43,12.43,0.0,0.0
2019-12-29,12.56,12.56,12.56,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.12,12.12,12.12,0.0,0.0
