Date,ProShares Long Online Short Stores_Open_average,ProShares Long Online Short Stores_Open_max,ProShares Long Online Short Stores_Open_min,ProShares Long Online Short Stores_Open_volatility,ProShares Long Online Short Stores_Open_change,ProShares Long Online Short Stores_High_average,ProShares Long Online Short Stores_High_max,ProShares Long Online Short Stores_High_min,ProShares Long Online Short Stores_High_volatility,ProShares Long Online Short Stores_High_change,ProShares Long Online Short Stores_Low_average,ProShares Long Online Short Stores_Low_max,ProShares Long Online Short Stores_Low_min,ProShares Long Online Short Stores_Low_volatility,ProShares Long Online Short Stores_Low_change,ProShares Long Online Short Stores_Close_average,ProShares Long Online Short Stores_Close_max,ProShares Long Online Short Stores_Close_min,ProShares Long Online Short Stores_Close_volatility,ProShares Long Online Short Stores_Close_change
2018-04-08,45.35,45.35,45.35,0.0,0.0,45.35,45.35,45.35,0.0,0.0,44.94,44.94,44.94,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2018-04-15,46.71,46.71,46.71,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.22,46.22,46.22,0.0,0.0
2018-04-22,44.92,44.92,44.92,0.0,0.0,45.7,45.7,45.7,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.43,45.43,45.43,0.0,0.0
2018-04-29,48.07,48.07,48.07,0.0,0.0,48.88,48.88,48.88,0.0,0.0,47.69,47.69,47.69,0.0,0.0,48.74,48.74,48.74,0.0,0.0
2018-05-06,47.9,47.9,47.9,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2018-05-13,47.25,47.25,47.25,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.18,47.18,47.18,0.0,0.0
2018-05-20,47.55,47.55,47.55,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2018-05-27,49.16,49.16,49.16,0.0,0.0,49.26,49.26,49.26,0.0,0.0,48.77,48.77,48.77,0.0,0.0,49.25,49.25,49.25,0.0,0.0
2018-06-03,48.08,48.08,48.08,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2018-06-10,50.27,50.27,50.27,0.0,0.0,50.48,50.48,50.48,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2018-06-17,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0,47.77,47.77,47.77,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2018-06-24,48.62,48.62,48.62,0.0,0.0,49.6,49.6,49.6,0.0,0.0,48.47,48.47,48.47,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2018-07-01,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2018-07-08,51.21,51.21,51.21,0.0,0.0,51.52,51.52,51.52,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2018-07-15,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2018-07-22,49.76,49.76,49.76,0.0,0.0,49.82,49.82,49.82,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-07-29,49.01,49.01,49.01,0.0,0.0,49.28,49.28,49.28,0.0,0.0,48.81,48.81,48.81,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2018-08-05,49.58,49.58,49.58,0.0,0.0,49.83,49.83,49.83,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2018-08-12,47.65,47.65,47.65,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.6,47.6,47.6,0.0,0.0
2018-08-19,48.57,48.57,48.57,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.88,48.88,48.88,0.0,0.0
2018-08-26,49.05,49.05,49.05,0.0,0.0,49.22,49.22,49.22,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2018-09-02,47.23,47.23,47.23,0.0,0.0,47.24,47.24,47.24,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2018-09-09,47.78,47.78,47.78,0.0,0.0,48.1,48.1,48.1,0.0,0.0,46.99,46.99,46.99,0.0,0.0,47.02,47.02,47.02,0.0,0.0
2018-09-16,46.27,46.27,46.27,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2018-09-23,47.63,47.63,47.63,0.0,0.0,48.03,48.03,48.03,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-09-30,45.19,45.19,45.19,0.0,0.0,45.41,45.41,45.41,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2018-10-07,43.82,43.82,43.82,0.0,0.0,43.82,43.82,43.82,0.0,0.0,42.74,42.74,42.74,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2018-10-14,43.76,43.76,43.76,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2018-10-21,41.62,41.62,41.62,0.0,0.0,41.75,41.75,41.75,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2018-10-28,42.39,42.39,42.39,0.0,0.0,42.87,42.87,42.87,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2018-11-04,41.57,41.57,41.57,0.0,0.0,41.71,41.71,41.71,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2018-11-11,41.45,41.45,41.45,0.0,0.0,41.45,41.45,41.45,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.81,40.81,40.81,0.0,0.0
2018-11-18,41.44,41.44,41.44,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2018-11-25,45.0,45.0,45.0,0.0,0.0,45.38,45.38,45.38,0.0,0.0,43.51,43.51,43.51,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2018-12-02,43.47,43.47,43.47,0.0,0.0,44.45,44.45,44.45,0.0,0.0,43.47,43.47,43.47,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2018-12-09,43.67,43.67,43.67,0.0,0.0,43.67,43.67,43.67,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2018-12-16,39.82,39.82,39.82,0.0,0.0,40.66,40.66,40.66,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.96,39.96,39.96,0.0,0.0
2018-12-23,42.39,42.39,42.39,0.0,0.0,42.44,42.44,42.44,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.79,41.79,41.79,0.0,0.0
2018-12-30,43.15,43.15,43.15,0.0,0.0,43.8,43.8,43.8,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2019-01-06,44.1,44.1,44.1,0.0,0.0,44.53,44.53,44.53,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2019-01-13,45.81,45.81,45.81,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.81,45.81,45.81,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2019-01-20,46.42,46.42,46.42,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2019-01-27,47.51,47.51,47.51,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2019-02-03,47.84,47.84,47.84,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2019-02-10,47.86,47.86,47.86,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2019-02-17,49.6,49.6,49.6,0.0,0.0,49.91,49.91,49.91,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-02-24,50.81,50.81,50.81,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.81,50.81,50.81,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-03-03,49.9,49.9,49.9,0.0,0.0,50.86,50.86,50.86,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.86,50.86,50.86,0.0,0.0
2019-03-10,52.15,52.15,52.15,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.18,52.18,52.18,0.0,0.0
2019-03-17,51.23,51.23,51.23,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2019-03-24,51.8,51.8,51.8,0.0,0.0,52.17,52.17,52.17,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2019-03-31,51.65,51.65,51.65,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-04-07,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.47,51.47,51.47,0.0,0.0
2019-04-14,51.17,51.17,51.17,0.0,0.0,51.71,51.71,51.71,0.0,0.0,50.87,50.87,50.87,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2019-04-21,52.9,52.9,52.9,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.8,52.8,52.8,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-04-28,52.73,52.73,52.73,0.0,0.0,53.45,53.45,53.45,0.0,0.0,52.66,52.66,52.66,0.0,0.0,53.41,53.41,53.41,0.0,0.0
2019-05-05,50.39,50.39,50.39,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-05-12,51.29,51.29,51.29,0.0,0.0,51.29,51.29,51.29,0.0,0.0,50.4,50.4,50.4,0.0,0.0,51.11,51.11,51.11,0.0,0.0
2019-05-19,51.5,51.5,51.5,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.37,51.37,51.37,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-05-26,51.14,51.14,51.14,0.0,0.0,51.14,51.14,51.14,0.0,0.0,49.81,49.81,49.81,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2019-06-02,53.06,53.06,53.06,0.0,0.0,53.86,53.86,53.86,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-06-09,53.17,53.17,53.17,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.17,53.17,53.17,0.0,0.0,54.0,54.0,54.0,0.0,0.0
2019-06-16,54.3,54.3,54.3,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2019-06-23,54.9,54.9,54.9,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-06-30,54.84,54.84,54.84,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-07-07,54.4,54.4,54.4,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2019-07-14,54.25,54.25,54.25,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2019-07-21,55.0,55.0,55.0,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-07-28,52.09,52.09,52.09,0.0,0.0,52.39,52.39,52.39,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.67,51.67,51.67,0.0,0.0
2019-08-04,51.63,51.63,51.63,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.73,51.73,51.73,0.0,0.0
2019-08-11,53.0,53.0,53.0,0.0,0.0,53.0,53.0,53.0,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2019-08-18,51.21,51.21,51.21,0.0,0.0,51.21,51.21,51.21,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-08-25,50.99,50.99,50.99,0.0,0.0,50.99,50.99,50.99,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-09-01,50.39,50.39,50.39,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2019-09-08,50.68,50.68,50.68,0.0,0.0,51.27,51.27,51.27,0.0,0.0,50.52,50.52,50.52,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2019-09-15,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2019-09-22,47.05,47.05,47.05,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.15,47.15,47.15,0.0,0.0
2019-09-29,48.16,48.16,48.16,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2019-10-06,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2019-10-13,48.25,48.25,48.25,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.56,48.56,48.56,0.0,0.0
2019-10-20,48.91,48.91,48.91,0.0,0.0,49.2,49.2,49.2,0.0,0.0,48.8,48.8,48.8,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2019-10-27,46.92,46.92,46.92,0.0,0.0,47.47,47.47,47.47,0.0,0.0,46.92,46.92,46.92,0.0,0.0,47.25,47.25,47.25,0.0,0.0
2019-11-03,46.82,46.82,46.82,0.0,0.0,47.01,47.01,47.01,0.0,0.0,46.82,46.82,46.82,0.0,0.0,47.01,47.01,47.01,0.0,0.0
2019-11-10,46.94,46.94,46.94,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.02,47.02,47.02,0.0,0.0
2019-11-17,47.49,47.49,47.49,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2019-11-24,48.33,48.33,48.33,0.0,0.0,48.4,48.4,48.4,0.0,0.0,47.49,47.49,47.49,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2019-12-01,47.53,47.53,47.53,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-12-08,48.64,48.64,48.64,0.0,0.0,48.96,48.96,48.96,0.0,0.0,48.64,48.64,48.64,0.0,0.0,48.91,48.91,48.91,0.0,0.0
2019-12-15,48.8,48.8,48.8,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.8,48.8,48.8,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-12-22,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.9,48.9,48.9,0.0,0.0
2019-12-29,49.47,49.47,49.47,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.88,49.88,49.88,0.0,0.0
