Date,Vanguard Total Bond Market_Open_average,Vanguard Total Bond Market_Open_max,Vanguard Total Bond Market_Open_min,Vanguard Total Bond Market_Open_volatility,Vanguard Total Bond Market_Open_change,Vanguard Total Bond Market_High_average,Vanguard Total Bond Market_High_max,Vanguard Total Bond Market_High_min,Vanguard Total Bond Market_High_volatility,Vanguard Total Bond Market_High_change,Vanguard Total Bond Market_Low_average,Vanguard Total Bond Market_Low_max,Vanguard Total Bond Market_Low_min,Vanguard Total Bond Market_Low_volatility,Vanguard Total Bond Market_Low_change,Vanguard Total Bond Market_Close_average,Vanguard Total Bond Market_Close_max,Vanguard Total Bond Market_Close_min,Vanguard Total Bond Market_Close_volatility,Vanguard Total Bond Market_Close_change
2018-11-04,77.78,77.78,77.78,0.0,0.0,77.81,77.81,77.81,0.0,0.0,77.74,77.74,77.74,0.0,0.0,77.8,77.8,77.8,0.0,0.0
2018-11-11,77.94,77.94,77.94,0.0,0.0,78.03,78.03,78.03,0.0,0.0,77.94,77.94,77.94,0.0,0.0,78.0,78.0,78.0,0.0,0.0
2018-11-18,77.94,77.94,77.94,0.0,0.0,78.0,78.0,78.0,0.0,0.0,77.92,77.92,77.92,0.0,0.0,77.96,77.96,77.96,0.0,0.0
2018-11-25,77.99,77.99,77.99,0.0,0.0,78.07,78.07,78.07,0.0,0.0,77.95,77.95,77.95,0.0,0.0,78.07,78.07,78.07,0.0,0.0
2018-12-02,78.58,78.58,78.58,0.0,0.0,78.7,78.7,78.7,0.0,0.0,78.53,78.53,78.53,0.0,0.0,78.64,78.64,78.64,0.0,0.0
2018-12-09,78.73,78.73,78.73,0.0,0.0,78.86,78.86,78.86,0.0,0.0,78.72,78.72,78.72,0.0,0.0,78.85,78.85,78.85,0.0,0.0
2018-12-16,78.92,78.92,78.92,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.73,78.73,78.73,0.0,0.0,78.82,78.82,78.82,0.0,0.0
2018-12-23,78.95,78.95,78.95,0.0,0.0,79.25,79.25,79.25,0.0,0.0,78.93,78.93,78.93,0.0,0.0,79.21,79.21,79.21,0.0,0.0
2018-12-30,79.47,79.47,79.47,0.0,0.0,79.51,79.51,79.51,0.0,0.0,79.29,79.29,79.29,0.0,0.0,79.32,79.32,79.32,0.0,0.0
2019-01-06,79.35,79.35,79.35,0.0,0.0,79.37,79.37,79.37,0.0,0.0,79.25,79.25,79.25,0.0,0.0,79.26,79.26,79.26,0.0,0.0
2019-01-13,79.21,79.21,79.21,0.0,0.0,79.29,79.29,79.29,0.0,0.0,79.14,79.14,79.14,0.0,0.0,79.15,79.15,79.15,0.0,0.0
2019-01-20,79.46,79.46,79.46,0.0,0.0,79.53,79.53,79.53,0.0,0.0,79.45,79.45,79.45,0.0,0.0,79.48,79.48,79.48,0.0,0.0
2019-01-27,79.61,79.61,79.61,0.0,0.0,79.61,79.61,79.61,0.0,0.0,79.53,79.53,79.53,0.0,0.0,79.6,79.6,79.6,0.0,0.0
2019-02-03,79.85,79.85,79.85,0.0,0.0,79.92,79.92,79.92,0.0,0.0,79.81,79.81,79.81,0.0,0.0,79.89,79.89,79.89,0.0,0.0
2019-02-10,79.89,79.89,79.89,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.87,79.87,79.87,0.0,0.0,79.93,79.93,79.93,0.0,0.0
2019-02-17,79.96,79.96,79.96,0.0,0.0,79.99,79.99,79.99,0.0,0.0,79.91,79.91,79.91,0.0,0.0,79.96,79.96,79.96,0.0,0.0
2019-02-24,79.53,79.53,79.53,0.0,0.0,79.58,79.58,79.58,0.0,0.0,79.47,79.47,79.47,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2019-03-03,80.03,80.03,80.03,0.0,0.0,80.03,80.03,80.03,0.0,0.0,79.97,79.97,79.97,0.0,0.0,79.98,79.98,79.98,0.0,0.0
2019-03-10,80.17,80.17,80.17,0.0,0.0,80.2,80.2,80.2,0.0,0.0,80.09,80.09,80.09,0.0,0.0,80.16,80.16,80.16,0.0,0.0
2019-03-17,80.95,80.95,80.95,0.0,0.0,81.18,81.18,81.18,0.0,0.0,80.88,80.88,80.88,0.0,0.0,81.03,81.03,81.03,0.0,0.0
2019-03-24,80.86,80.86,80.86,0.0,0.0,80.86,80.86,80.86,0.0,0.0,80.62,80.62,80.62,0.0,0.0,80.66,80.66,80.66,0.0,0.0
2019-03-31,80.74,80.74,80.74,0.0,0.0,80.74,80.74,80.74,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2019-04-07,80.58,80.58,80.58,0.0,0.0,80.63,80.63,80.63,0.0,0.0,80.57,80.57,80.57,0.0,0.0,80.61,80.61,80.61,0.0,0.0
2019-04-14,80.58,80.58,80.58,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.46,80.46,80.46,0.0,0.0,80.5,80.5,80.5,0.0,0.0
2019-04-21,80.9,80.9,80.9,0.0,0.0,80.92,80.92,80.92,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.84,80.84,80.84,0.0,0.0
2019-04-28,80.86,80.86,80.86,0.0,0.0,80.91,80.91,80.91,0.0,0.0,80.82,80.82,80.82,0.0,0.0,80.84,80.84,80.84,0.0,0.0
2019-05-05,81.12,81.12,81.12,0.0,0.0,81.2,81.2,81.2,0.0,0.0,81.1,81.1,81.1,0.0,0.0,81.14,81.14,81.14,0.0,0.0
2019-05-12,81.21,81.21,81.21,0.0,0.0,81.25,81.25,81.25,0.0,0.0,81.11,81.11,81.11,0.0,0.0,81.11,81.11,81.11,0.0,0.0
2019-05-19,81.51,81.51,81.51,0.0,0.0,81.53,81.53,81.53,0.0,0.0,81.46,81.46,81.46,0.0,0.0,81.51,81.51,81.51,0.0,0.0
2019-05-26,82.14,82.14,82.14,0.0,0.0,82.32,82.32,82.32,0.0,0.0,82.04,82.04,82.04,0.0,0.0,82.28,82.28,82.28,0.0,0.0
2019-06-02,82.26,82.26,82.26,0.0,0.0,82.26,82.26,82.26,0.0,0.0,82.14,82.14,82.14,0.0,0.0,82.17,82.17,82.17,0.0,0.0
2019-06-09,82.3,82.3,82.3,0.0,0.0,82.43,82.43,82.43,0.0,0.0,82.3,82.3,82.3,0.0,0.0,82.4,82.4,82.4,0.0,0.0
2019-06-16,82.88,82.88,82.88,0.0,0.0,82.97,82.97,82.97,0.0,0.0,82.85,82.85,82.85,0.0,0.0,82.92,82.92,82.92,0.0,0.0
2019-06-23,82.91,82.91,82.91,0.0,0.0,82.95,82.95,82.95,0.0,0.0,82.75,82.75,82.75,0.0,0.0,82.87,82.87,82.87,0.0,0.0
2019-06-30,82.88,82.88,82.88,0.0,0.0,82.92,82.92,82.92,0.0,0.0,82.76,82.76,82.76,0.0,0.0,82.78,82.78,82.78,0.0,0.0
2019-07-07,82.53,82.53,82.53,0.0,0.0,82.66,82.66,82.66,0.0,0.0,82.53,82.53,82.53,0.0,0.0,82.66,82.66,82.66,0.0,0.0
2019-07-14,83.02,83.02,83.02,0.0,0.0,83.03,83.03,83.03,0.0,0.0,82.92,82.92,82.92,0.0,0.0,82.95,82.95,82.95,0.0,0.0
2019-07-21,82.96,82.96,82.96,0.0,0.0,82.97,82.97,82.97,0.0,0.0,82.88,82.88,82.88,0.0,0.0,82.92,82.92,82.92,0.0,0.0
2019-07-28,83.76,83.76,83.76,0.0,0.0,83.9,83.9,83.9,0.0,0.0,83.69,83.69,83.69,0.0,0.0,83.84,83.84,83.84,0.0,0.0
2019-08-04,84.23,84.23,84.23,0.0,0.0,84.4,84.4,84.4,0.0,0.0,84.18,84.18,84.18,0.0,0.0,84.34,84.34,84.34,0.0,0.0
2019-08-11,84.54,84.54,84.54,0.0,0.0,84.64,84.64,84.64,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.56,84.56,84.56,0.0,0.0
2019-08-18,84.93,84.93,84.93,0.0,0.0,84.99,84.99,84.99,0.0,0.0,84.78,84.78,84.78,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2019-08-25,85.03,85.03,85.03,0.0,0.0,85.17,85.17,85.17,0.0,0.0,85.0,85.0,85.0,0.0,0.0,85.1,85.1,85.1,0.0,0.0
2019-09-01,84.47,84.47,84.47,0.0,0.0,84.55,84.55,84.55,0.0,0.0,84.4,84.4,84.4,0.0,0.0,84.42,84.42,84.42,0.0,0.0
2019-09-08,83.53,83.53,83.53,0.0,0.0,83.6,83.6,83.6,0.0,0.0,83.41,83.41,83.41,0.0,0.0,83.52,83.52,83.52,0.0,0.0
2019-09-15,84.3,84.3,84.3,0.0,0.0,84.46,84.46,84.46,0.0,0.0,84.24,84.24,84.24,0.0,0.0,84.25,84.25,84.25,0.0,0.0
2019-09-22,84.26,84.26,84.26,0.0,0.0,84.47,84.47,84.47,0.0,0.0,84.23,84.23,84.23,0.0,0.0,84.43,84.43,84.43,0.0,0.0
2019-09-29,84.8,84.8,84.8,0.0,0.0,84.88,84.88,84.88,0.0,0.0,84.71,84.71,84.71,0.0,0.0,84.72,84.72,84.72,0.0,0.0
2019-10-06,84.24,84.24,84.24,0.0,0.0,84.25,84.25,84.25,0.0,0.0,84.17,84.17,84.17,0.0,0.0,84.23,84.23,84.23,0.0,0.0
2019-10-13,84.05,84.05,84.05,0.0,0.0,84.09,84.09,84.09,0.0,0.0,83.94,83.94,83.94,0.0,0.0,83.94,83.94,83.94,0.0,0.0
2019-10-20,83.84,83.84,83.84,0.0,0.0,83.85,83.85,83.85,0.0,0.0,83.76,83.76,83.76,0.0,0.0,83.82,83.82,83.82,0.0,0.0
2019-10-27,84.05,84.05,84.05,0.0,0.0,84.06,84.06,84.06,0.0,0.0,83.96,83.96,83.96,0.0,0.0,84.01,84.01,84.01,0.0,0.0
2019-11-03,83.5,83.5,83.5,0.0,0.0,83.53,83.53,83.53,0.0,0.0,83.38,83.38,83.38,0.0,0.0,83.44,83.44,83.44,0.0,0.0
2019-11-10,83.99,83.99,83.99,0.0,0.0,84.04,84.04,84.04,0.0,0.0,83.95,83.95,83.95,0.0,0.0,83.97,83.97,83.97,0.0,0.0
2019-11-17,84.26,84.26,84.26,0.0,0.0,84.31,84.31,84.31,0.0,0.0,84.23,84.23,84.23,0.0,0.0,84.28,84.28,84.28,0.0,0.0
2019-11-24,83.83,83.83,83.83,0.0,0.0,83.89,83.89,83.89,0.0,0.0,83.76,83.76,83.76,0.0,0.0,83.89,83.89,83.89,0.0,0.0
2019-12-01,84.08,84.08,84.08,0.0,0.0,84.09,84.09,84.09,0.0,0.0,83.98,83.98,83.98,0.0,0.0,83.99,83.99,83.99,0.0,0.0
2019-12-08,84.05,84.05,84.05,0.0,0.0,84.07,84.07,84.07,0.0,0.0,83.94,83.94,83.94,0.0,0.0,83.96,83.96,83.96,0.0,0.0
2019-12-15,83.79,83.79,83.79,0.0,0.0,83.8,83.8,83.8,0.0,0.0,83.63,83.63,83.63,0.0,0.0,83.7,83.7,83.7,0.0,0.0
2019-12-22,83.76,83.76,83.76,0.0,0.0,83.95,83.95,83.95,0.0,0.0,83.73,83.73,83.73,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2019-12-29,84.18,84.18,84.18,0.0,0.0,84.29,84.29,84.29,0.0,0.0,84.1,84.1,84.1,0.0,0.0,84.27,84.27,84.27,0.0,0.0
