Date,ProShares Short MSCI Emerging Markets_Open_average,ProShares Short MSCI Emerging Markets_Open_max,ProShares Short MSCI Emerging Markets_Open_min,ProShares Short MSCI Emerging Markets_Open_volatility,ProShares Short MSCI Emerging Markets_Open_change,ProShares Short MSCI Emerging Markets_High_average,ProShares Short MSCI Emerging Markets_High_max,ProShares Short MSCI Emerging Markets_High_min,ProShares Short MSCI Emerging Markets_High_volatility,ProShares Short MSCI Emerging Markets_High_change,ProShares Short MSCI Emerging Markets_Low_average,ProShares Short MSCI Emerging Markets_Low_max,ProShares Short MSCI Emerging Markets_Low_min,ProShares Short MSCI Emerging Markets_Low_volatility,ProShares Short MSCI Emerging Markets_Low_change,ProShares Short MSCI Emerging Markets_Close_average,ProShares Short MSCI Emerging Markets_Close_max,ProShares Short MSCI Emerging Markets_Close_min,ProShares Short MSCI Emerging Markets_Close_volatility,ProShares Short MSCI Emerging Markets_Close_change
2018-03-25,17.53,17.53,17.53,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2018-04-01,17.57,17.57,17.57,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.73,17.73,17.73,0.0,0.0
2018-04-08,17.38,17.38,17.38,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2018-04-15,17.55,17.55,17.55,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2018-04-22,17.65,17.65,17.65,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2018-04-29,18.24,18.24,18.24,0.0,0.0,18.24,18.24,18.24,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2018-05-06,17.49,17.49,17.49,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.49,17.49,17.49,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2018-05-13,18.11,18.11,18.11,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.08,18.08,18.08,0.0,0.0
2018-05-20,17.99,17.99,17.99,0.0,0.0,18.05,18.05,18.05,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.96,17.96,17.96,0.0,0.0
2018-05-27,18.09,18.09,18.09,0.0,0.0,18.12,18.12,18.12,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2018-06-03,18.07,18.07,18.07,0.0,0.0,18.11,18.11,18.11,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2018-06-10,18.47,18.47,18.47,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.39,18.39,18.39,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2018-06-17,18.76,18.76,18.76,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2018-06-24,19.11,19.11,19.11,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2018-07-01,19.23,19.23,19.23,0.0,0.0,19.26,19.26,19.26,0.0,0.0,18.96,18.96,18.96,0.0,0.0,19.04,19.04,19.04,0.0,0.0
2018-07-08,18.88,18.88,18.88,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2018-07-15,18.86,18.86,18.86,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2018-07-22,18.41,18.41,18.41,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-07-29,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2018-08-05,19.13,19.13,19.13,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2018-08-12,19.83,19.83,19.83,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.53,19.53,19.53,0.0,0.0
2018-08-19,19.07,19.07,19.07,0.0,0.0,19.13,19.13,19.13,0.0,0.0,18.99,18.99,18.99,0.0,0.0,19.0,19.0,19.0,0.0,0.0
2018-08-26,19.19,19.19,19.19,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.02,19.02,19.02,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-09-02,19.77,19.77,19.77,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2018-09-09,19.49,19.49,19.49,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2018-09-16,19.1,19.1,19.1,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.05,19.05,19.05,0.0,0.0
2018-09-23,19.17,19.17,19.17,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2018-09-30,20.05,20.05,20.05,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-10-07,20.38,20.38,20.38,0.0,0.0,20.64,20.64,20.64,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2018-10-14,20.53,20.53,20.53,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.64,20.64,20.64,0.0,0.0
2018-10-21,21.37,21.37,21.37,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-10-28,19.82,19.82,19.82,0.0,0.0,20.21,20.21,20.21,0.0,0.0,19.73,19.73,19.73,0.0,0.0,20.02,20.02,20.02,0.0,0.0
2018-11-04,20.44,20.44,20.44,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-11-11,20.15,20.15,20.15,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.92,19.92,19.92,0.0,0.0
2018-11-18,20.5,20.5,20.5,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2018-11-25,19.88,19.88,19.88,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2018-12-02,20.04,20.04,20.04,0.0,0.0,20.45,20.45,20.45,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2018-12-09,20.39,20.39,20.39,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2018-12-16,20.61,20.61,20.61,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.82,20.82,20.82,0.0,0.0
2018-12-23,20.3,20.3,20.3,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.18,20.18,20.18,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2018-12-30,20.4,20.4,20.4,0.0,0.0,20.45,20.45,20.45,0.0,0.0,19.96,19.96,19.96,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-01-06,19.59,19.59,19.59,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2019-01-13,19.16,19.16,19.16,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.14,19.14,19.14,0.0,0.0
2019-01-20,18.9,18.9,18.9,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2019-01-27,18.6,18.6,18.6,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-02-03,18.9,18.9,18.9,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.84,18.84,18.84,0.0,0.0,18.86,18.86,18.86,0.0,0.0
2019-02-10,18.9,18.9,18.9,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.9,18.9,18.9,0.0,0.0
2019-02-17,18.53,18.53,18.53,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2019-02-24,18.61,18.61,18.61,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2019-03-03,19.21,19.21,19.21,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.09,19.09,19.09,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2019-03-10,18.57,18.57,18.57,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2019-03-17,18.45,18.45,18.45,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2019-03-24,18.49,18.49,18.49,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2019-03-31,17.94,17.94,17.94,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-04-07,17.84,17.84,17.84,0.0,0.0,17.93,17.93,17.93,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2019-04-14,17.88,17.88,17.88,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.83,17.83,17.83,0.0,0.0
2019-04-21,18.16,18.16,18.16,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2019-04-28,18.06,18.06,18.06,0.0,0.0,18.08,18.08,18.08,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.97,17.97,17.97,0.0,0.0
2019-05-05,18.96,18.96,18.96,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.86,18.86,18.86,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2019-05-12,19.65,19.65,19.65,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.54,19.54,19.54,0.0,0.0,19.69,19.69,19.69,0.0,0.0
2019-05-19,19.74,19.74,19.74,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2019-05-26,19.64,19.64,19.64,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2019-06-02,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.28,19.28,19.28,0.0,0.0
2019-06-09,19.22,19.22,19.22,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2019-06-16,18.42,18.42,18.42,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2019-06-23,18.25,18.25,18.25,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2019-06-30,18.28,18.28,18.28,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2019-07-07,18.35,18.35,18.35,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2019-07-14,18.21,18.21,18.21,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.19,18.19,18.19,0.0,0.0,18.33,18.33,18.33,0.0,0.0
2019-07-21,18.37,18.37,18.37,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2019-07-28,19.29,19.29,19.29,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2019-08-04,19.63,19.63,19.63,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2019-08-11,19.91,19.91,19.91,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-08-18,19.86,19.86,19.86,0.0,0.0,20.11,20.11,20.11,0.0,0.0,19.65,19.65,19.65,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2019-08-25,19.5,19.5,19.5,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2019-09-01,19.0,19.0,19.0,0.0,0.0,19.04,19.04,19.04,0.0,0.0,18.96,18.96,18.96,0.0,0.0,19.02,19.02,19.02,0.0,0.0
2019-09-08,18.59,18.59,18.59,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2019-09-15,18.76,18.76,18.76,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.74,18.74,18.74,0.0,0.0,18.88,18.88,18.88,0.0,0.0
2019-09-22,19.0,19.0,19.0,0.0,0.0,19.32,19.32,19.32,0.0,0.0,18.97,18.97,18.97,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2019-09-29,19.23,19.23,19.23,0.0,0.0,19.26,19.26,19.26,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2019-10-06,18.78,18.78,18.78,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.75,18.75,18.75,0.0,0.0
2019-10-13,18.59,18.59,18.59,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.66,18.66,18.66,0.0,0.0
2019-10-20,18.45,18.45,18.45,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-10-27,18.18,18.18,18.18,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.1,18.1,18.1,0.0,0.0,18.1,18.1,18.1,0.0,0.0
2019-11-03,17.9,17.9,17.9,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2019-11-10,18.16,18.16,18.16,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.14,18.14,18.14,0.0,0.0
2019-11-17,18.22,18.22,18.22,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2019-11-24,18.38,18.38,18.38,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2019-12-01,18.17,18.17,18.17,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.19,18.19,18.19,0.0,0.0
2019-12-08,17.56,17.56,17.56,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.45,17.45,17.45,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-12-15,17.18,17.18,17.18,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2019-12-22,16.94,16.94,16.94,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.95,16.95,16.95,0.0,0.0
2019-12-29,16.99,16.99,16.99,0.0,0.0,17.0,17.0,17.0,0.0,0.0,16.89,16.89,16.89,0.0,0.0,17.0,17.0,17.0,0.0,0.0
