Date,iShares Currency Hedged MSCI ACWI ex US_etf_Open_average,iShares Currency Hedged MSCI ACWI ex US_etf_Open_max,iShares Currency Hedged MSCI ACWI ex US_etf_Open_min,iShares Currency Hedged MSCI ACWI ex US_etf_Open_volatility,iShares Currency Hedged MSCI ACWI ex US_etf_Open_change,iShares Currency Hedged MSCI ACWI ex US_etf_High_average,iShares Currency Hedged MSCI ACWI ex US_etf_High_max,iShares Currency Hedged MSCI ACWI ex US_etf_High_min,iShares Currency Hedged MSCI ACWI ex US_etf_High_volatility,iShares Currency Hedged MSCI ACWI ex US_etf_High_change,iShares Currency Hedged MSCI ACWI ex US_etf_Low_average,iShares Currency Hedged MSCI ACWI ex US_etf_Low_max,iShares Currency Hedged MSCI ACWI ex US_etf_Low_min,iShares Currency Hedged MSCI ACWI ex US_etf_Low_volatility,iShares Currency Hedged MSCI ACWI ex US_etf_Low_change,iShares Currency Hedged MSCI ACWI ex US_etf_Close_average,iShares Currency Hedged MSCI ACWI ex US_etf_Close_max,iShares Currency Hedged MSCI ACWI ex US_etf_Close_min,iShares Currency Hedged MSCI ACWI ex US_etf_Close_volatility,iShares Currency Hedged MSCI ACWI ex US_etf_Close_change
2019-02-17,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-02-24,26.1,26.1,26.1,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-03-03,25.69,25.69,25.69,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2019-03-10,26.34,26.34,26.34,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-03-17,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-03-24,26.37,26.37,26.37,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-03-31,27.0,27.0,27.0,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-04-07,27.04,27.04,27.04,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-04-14,27.32,27.32,27.32,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-04-21,27.27,27.27,27.27,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-04-28,27.32,27.32,27.32,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-05-05,26.35,26.35,26.35,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2019-05-12,26.45,26.45,26.45,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-05-19,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2019-05-26,25.88,25.88,25.88,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-06-02,25.0,25.0,25.0,0.0,0.0,26.46,26.46,26.46,0.0,0.0,25.0,25.0,25.0,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2019-06-09,26.46,26.46,26.46,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-06-16,27.02,27.02,27.02,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-06-23,27.04,27.04,27.04,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-06-30,26.87,26.87,26.87,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.87,26.87,26.87,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-07-07,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-07-14,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2019-07-21,27.01,27.01,27.01,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-07-28,26.23,26.23,26.23,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2019-08-04,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2019-08-11,25.48,25.48,25.48,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-08-18,25.73,25.73,25.73,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-08-25,26.16,26.16,26.16,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-09-01,26.67,26.67,26.67,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-09-08,27.17,27.17,27.17,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-09-15,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2019-09-22,27.04,27.04,27.04,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2019-09-29,26.4,26.4,26.4,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2019-10-06,26.96,26.96,26.96,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-10-13,27.04,27.04,27.04,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-10-20,27.36,27.36,27.36,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2019-10-27,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-11-03,28.06,28.06,28.06,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-11-10,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-11-17,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-11-24,27.99,27.99,27.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-12-01,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-12-08,28.4,28.4,28.4,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-12-15,28.77,28.77,28.77,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-12-22,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-12-29,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0
