Date,WisdomTree Emerging Markets Local Debt_Open_average,WisdomTree Emerging Markets Local Debt_Open_max,WisdomTree Emerging Markets Local Debt_Open_min,WisdomTree Emerging Markets Local Debt_Open_volatility,WisdomTree Emerging Markets Local Debt_Open_change,WisdomTree Emerging Markets Local Debt_High_average,WisdomTree Emerging Markets Local Debt_High_max,WisdomTree Emerging Markets Local Debt_High_min,WisdomTree Emerging Markets Local Debt_High_volatility,WisdomTree Emerging Markets Local Debt_High_change,WisdomTree Emerging Markets Local Debt_Low_average,WisdomTree Emerging Markets Local Debt_Low_max,WisdomTree Emerging Markets Local Debt_Low_min,WisdomTree Emerging Markets Local Debt_Low_volatility,WisdomTree Emerging Markets Local Debt_Low_change,WisdomTree Emerging Markets Local Debt_Close_average,WisdomTree Emerging Markets Local Debt_Close_max,WisdomTree Emerging Markets Local Debt_Close_min,WisdomTree Emerging Markets Local Debt_Close_volatility,WisdomTree Emerging Markets Local Debt_Close_change
2018-03-25,39.17,39.17,39.17,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.04,39.04,39.04,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2018-04-01,38.81,38.81,38.81,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2018-04-08,38.78,38.78,38.78,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2018-04-15,38.36,38.36,38.36,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-04-22,37.79,37.79,37.79,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2018-04-29,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-05-06,36.95,36.95,36.95,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.81,36.81,36.81,0.0,0.0
2018-05-13,35.83,35.83,35.83,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2018-05-20,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-05-27,35.96,35.96,35.96,0.0,0.0,36.02,36.02,36.02,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2018-06-03,35.62,35.62,35.62,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2018-06-10,34.87,34.87,34.87,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2018-06-17,34.65,34.65,34.65,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2018-06-24,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2018-07-01,34.89,34.89,34.89,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.78,34.78,34.78,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2018-07-08,34.88,34.88,34.88,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2018-07-15,34.75,34.75,34.75,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-07-22,34.86,34.86,34.86,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2018-07-29,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-08-05,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.81,32.81,32.81,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-08-12,32.97,32.97,32.97,0.0,0.0,33.17,33.17,33.17,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-08-19,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2018-08-26,32.55,32.55,32.55,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2018-09-02,31.94,31.94,31.94,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2018-09-09,32.25,32.25,32.25,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-09-16,32.85,32.85,32.85,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2018-09-23,32.9,32.9,32.9,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2018-09-30,32.44,32.44,32.44,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-10-07,32.78,32.78,32.78,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2018-10-14,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2018-10-21,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-10-28,32.96,32.96,32.96,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2018-11-04,32.97,32.97,32.97,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2018-11-11,33.15,33.15,33.15,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2018-11-18,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-11-25,33.56,33.56,33.56,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2018-12-02,32.99,32.99,32.99,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-12-09,33.03,33.03,33.03,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2018-12-16,33.12,33.12,33.12,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2018-12-23,33.35,33.35,33.35,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2018-12-30,34.27,34.27,34.27,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2019-01-06,34.3,34.3,34.3,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-01-13,34.42,34.42,34.42,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-01-20,34.37,34.37,34.37,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-01-27,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-02-03,34.58,34.58,34.58,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2019-02-10,34.41,34.41,34.41,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-02-17,34.65,34.65,34.65,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2019-02-24,34.48,34.48,34.48,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2019-03-03,34.15,34.15,34.15,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-03-10,34.65,34.65,34.65,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2019-03-17,34.5,34.5,34.5,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2019-03-24,34.42,34.42,34.42,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-03-31,34.54,34.54,34.54,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2019-04-07,34.62,34.62,34.62,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-04-14,34.55,34.55,34.55,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2019-04-21,33.91,33.91,33.91,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-04-28,33.7,33.7,33.7,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-05-05,33.65,33.65,33.65,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-05-12,33.82,33.82,33.82,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-05-19,33.65,33.65,33.65,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-05-26,33.88,33.88,33.88,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2019-06-02,34.31,34.31,34.31,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2019-06-09,34.44,34.44,34.44,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-06-16,35.02,35.02,35.02,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2019-06-23,35.5,35.5,35.5,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2019-06-30,35.81,35.81,35.81,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2019-07-07,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-07-14,36.24,36.24,36.24,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2019-07-21,35.76,35.76,35.76,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2019-07-28,34.91,34.91,34.91,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-08-04,34.85,34.85,34.85,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-08-11,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.65,34.65,34.65,0.0,0.0
2019-08-18,34.65,34.65,34.65,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-08-25,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-09-01,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-09-08,34.98,34.98,34.98,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2019-09-15,34.75,34.75,34.75,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2019-09-22,34.4,34.4,34.4,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-09-29,34.93,34.93,34.93,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-10-06,34.98,34.98,34.98,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-10-13,35.42,35.42,35.42,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-10-20,35.53,35.53,35.53,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2019-10-27,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2019-11-03,35.0,35.0,35.0,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.11,35.11,35.11,0.0,0.0
2019-11-10,34.97,34.97,34.97,0.0,0.0,35.25,35.25,35.25,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2019-11-17,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-11-24,34.5,34.5,34.5,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-12-01,35.11,35.11,35.11,0.0,0.0,35.14,35.14,35.14,0.0,0.0,35.03,35.03,35.03,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-12-08,35.62,35.62,35.62,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2019-12-15,35.49,35.49,35.49,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2019-12-22,35.73,35.73,35.73,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-12-29,35.86,35.86,35.86,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.75,35.75,35.75,0.0,0.0
