Date,Arrow Investments DWA Tactical_etf_Open_average,Arrow Investments DWA Tactical_etf_Open_max,Arrow Investments DWA Tactical_etf_Open_min,Arrow Investments DWA Tactical_etf_Open_volatility,Arrow Investments DWA Tactical_etf_Open_change,Arrow Investments DWA Tactical_etf_High_average,Arrow Investments DWA Tactical_etf_High_max,Arrow Investments DWA Tactical_etf_High_min,Arrow Investments DWA Tactical_etf_High_volatility,Arrow Investments DWA Tactical_etf_High_change,Arrow Investments DWA Tactical_etf_Low_average,Arrow Investments DWA Tactical_etf_Low_max,Arrow Investments DWA Tactical_etf_Low_min,Arrow Investments DWA Tactical_etf_Low_volatility,Arrow Investments DWA Tactical_etf_Low_change,Arrow Investments DWA Tactical_etf_Close_average,Arrow Investments DWA Tactical_etf_Close_max,Arrow Investments DWA Tactical_etf_Close_min,Arrow Investments DWA Tactical_etf_Close_volatility,Arrow Investments DWA Tactical_etf_Close_change
2018-03-25,11.68,11.68,11.68,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2018-04-01,11.57,11.57,11.57,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2018-04-08,11.71,11.71,11.71,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2018-04-15,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2018-04-22,11.77,11.77,11.77,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.76,11.76,11.76,0.0,0.0
2018-04-29,11.38,11.38,11.38,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2018-05-06,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2018-05-13,11.93,11.93,11.93,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2018-05-20,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.06,12.06,12.06,0.0,0.0
2018-05-27,11.83,11.83,11.83,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.83,11.83,11.83,0.0,0.0
2018-06-03,11.91,11.91,11.91,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2018-06-10,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2018-06-17,11.93,11.93,11.93,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.93,11.93,11.93,0.0,0.0,11.93,11.93,11.93,0.0,0.0
2018-06-24,11.77,11.77,11.77,0.0,0.0,11.87,11.87,11.87,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.87,11.87,11.87,0.0,0.0
2018-07-01,11.97,11.97,11.97,0.0,0.0,11.97,11.97,11.97,0.0,0.0,11.97,11.97,11.97,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2018-07-08,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2018-07-15,12.08,12.08,12.08,0.0,0.0,12.08,12.08,12.08,0.0,0.0,12.08,12.08,12.08,0.0,0.0,12.08,12.08,12.08,0.0,0.0
2018-07-22,11.96,11.96,11.96,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2018-07-29,12.13,12.13,12.13,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.13,12.13,12.13,0.0,0.0
2018-08-05,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2018-08-12,11.9,11.9,11.9,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2018-08-19,12.42,12.42,12.42,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2018-08-26,12.41,12.41,12.41,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.41,12.41,12.41,0.0,0.0
2018-09-02,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2018-09-09,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.46,12.46,12.46,0.0,0.0
2018-09-16,12.56,12.56,12.56,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2018-09-23,12.55,12.55,12.55,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.57,12.57,12.57,0.0,0.0
2018-09-30,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.3,12.3,12.3,0.0,0.0
2018-10-07,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2018-10-14,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2018-10-21,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0,11.03,11.03,11.03,0.0,0.0
2018-10-28,12.53,12.53,12.53,0.0,0.0,12.53,12.53,12.53,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.42,11.42,11.42,0.0,0.0
2018-11-04,11.6,11.6,11.6,0.0,0.0,11.6,11.6,11.6,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2018-11-11,11.07,11.07,11.07,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.95,10.95,10.95,0.0,0.0,11.06,11.06,11.06,0.0,0.0
2018-11-18,10.75,10.75,10.75,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2018-11-25,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.95,10.95,10.95,0.0,0.0
2018-12-02,10.77,10.77,10.77,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.73,10.73,10.73,0.0,0.0
2018-12-09,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2018-12-16,10.16,10.16,10.16,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.16,10.16,10.16,0.0,0.0,10.16,10.16,10.16,0.0,0.0
2018-12-23,9.9,9.9,9.9,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.9,9.9,9.9,0.0,0.0
2018-12-30,9.89,9.89,9.89,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.9,9.9,9.9,0.0,0.0
2019-01-06,10.03,10.03,10.03,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2019-01-13,10.21,10.21,10.21,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.21,10.21,10.21,0.0,0.0
2019-01-20,10.23,10.23,10.23,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.19,10.19,10.19,0.0,0.0,10.19,10.19,10.19,0.0,0.0
2019-01-27,10.36,10.36,10.36,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2019-02-03,10.34,10.34,10.34,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.35,10.35,10.35,0.0,0.0
2019-02-10,10.45,10.45,10.45,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.45,10.45,10.45,0.0,0.0
2019-02-17,10.72,10.72,10.72,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2019-02-24,10.69,10.69,10.69,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.68,10.68,10.68,0.0,0.0
2019-03-03,10.6,10.6,10.6,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.6,10.6,10.6,0.0,0.0
2019-03-10,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2019-03-17,10.76,10.76,10.76,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2019-03-24,10.69,10.69,10.69,0.0,0.0,10.88,10.88,10.88,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.88,10.88,10.88,0.0,0.0
2019-03-31,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2019-04-07,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2019-04-14,11.01,11.01,11.01,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2019-04-21,11.01,11.01,11.01,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.01,11.01,11.01,0.0,0.0,11.07,11.07,11.07,0.0,0.0
2019-04-28,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2019-05-05,10.66,10.66,10.66,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2019-05-12,10.98,10.98,10.98,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2019-05-19,10.82,10.82,10.82,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2019-05-26,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.63,10.63,10.63,0.0,0.0
2019-06-02,10.94,10.94,10.94,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2019-06-09,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2019-06-16,11.22,11.22,11.22,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.24,11.24,11.24,0.0,0.0
2019-06-23,11.05,11.05,11.05,0.0,0.0,11.05,11.05,11.05,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2019-06-30,11.39,11.39,11.39,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2019-07-07,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2019-07-14,11.23,11.23,11.23,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2019-07-21,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0
2019-07-28,11.22,11.22,11.22,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2019-08-04,11.16,11.16,11.16,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.16,11.16,11.16,0.0,0.0
2019-08-11,11.07,11.07,11.07,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.07,11.07,11.07,0.0,0.0
2019-08-18,11.18,11.18,11.18,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.18,11.18,11.18,0.0,0.0
2019-08-25,11.3,11.3,11.3,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.22,11.22,11.22,0.0,0.0
2019-09-01,11.55,11.55,11.55,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2019-09-08,11.56,11.56,11.56,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.56,11.56,11.56,0.0,0.0
2019-09-15,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2019-09-22,11.31,11.31,11.31,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.31,11.31,11.31,0.0,0.0,11.31,11.31,11.31,0.0,0.0
2019-09-29,11.26,11.26,11.26,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2019-10-06,11.2,11.2,11.2,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2019-10-13,11.26,11.26,11.26,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2019-10-20,11.33,11.33,11.33,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.37,11.37,11.37,0.0,0.0
2019-10-27,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0
2019-11-03,11.46,11.46,11.46,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0
2019-11-10,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2019-11-17,11.2,11.2,11.2,0.0,0.0,11.29,11.29,11.29,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2019-11-24,11.4,11.4,11.4,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2019-12-01,11.34,11.34,11.34,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.16,11.16,11.16,0.0,0.0
2019-12-08,11.33,11.33,11.33,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.28,11.28,11.28,0.0,0.0
2019-12-15,11.44,11.44,11.44,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2019-12-22,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2019-12-29,11.12,11.12,11.12,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.12,11.12,11.12,0.0,0.0,11.13,11.13,11.13,0.0,0.0
