Date,PowerShares Dynamic Pharmaceuticals_Open_average,PowerShares Dynamic Pharmaceuticals_Open_max,PowerShares Dynamic Pharmaceuticals_Open_min,PowerShares Dynamic Pharmaceuticals_Open_volatility,PowerShares Dynamic Pharmaceuticals_Open_change,PowerShares Dynamic Pharmaceuticals_High_average,PowerShares Dynamic Pharmaceuticals_High_max,PowerShares Dynamic Pharmaceuticals_High_min,PowerShares Dynamic Pharmaceuticals_High_volatility,PowerShares Dynamic Pharmaceuticals_High_change,PowerShares Dynamic Pharmaceuticals_Low_average,PowerShares Dynamic Pharmaceuticals_Low_max,PowerShares Dynamic Pharmaceuticals_Low_min,PowerShares Dynamic Pharmaceuticals_Low_volatility,PowerShares Dynamic Pharmaceuticals_Low_change,PowerShares Dynamic Pharmaceuticals_Close_average,PowerShares Dynamic Pharmaceuticals_Close_max,PowerShares Dynamic Pharmaceuticals_Close_min,PowerShares Dynamic Pharmaceuticals_Close_volatility,PowerShares Dynamic Pharmaceuticals_Close_change
2018-03-25,61.99,61.99,61.99,0.0,0.0,62.16,62.16,62.16,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2018-04-01,61.0,61.0,61.0,0.0,0.0,61.65,61.65,61.65,0.0,0.0,60.83,60.83,60.83,0.0,0.0,61.02,61.02,61.02,0.0,0.0
2018-04-08,62.65,62.65,62.65,0.0,0.0,62.74,62.74,62.74,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.44,62.44,62.44,0.0,0.0
2018-04-15,62.3,62.3,62.3,0.0,0.0,62.66,62.66,62.66,0.0,0.0,61.9,61.9,61.9,0.0,0.0,62.24,62.24,62.24,0.0,0.0
2018-04-22,62.74,62.74,62.74,0.0,0.0,62.74,62.74,62.74,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2018-04-29,60.78,60.78,60.78,0.0,0.0,61.16,61.16,61.16,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.8,60.8,60.8,0.0,0.0
2018-05-06,63.75,63.75,63.75,0.0,0.0,64.52,64.52,64.52,0.0,0.0,63.75,63.75,63.75,0.0,0.0,64.43,64.43,64.43,0.0,0.0
2018-05-13,65.21,65.21,65.21,0.0,0.0,65.26,65.26,65.26,0.0,0.0,64.23,64.23,64.23,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2018-05-20,64.54,64.54,64.54,0.0,0.0,64.83,64.83,64.83,0.0,0.0,64.54,64.54,64.54,0.0,0.0,64.62,64.62,64.62,0.0,0.0
2018-05-27,65.41,65.41,65.41,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.78,65.78,65.78,0.0,0.0
2018-06-03,68.18,68.18,68.18,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.02,68.02,68.02,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2018-06-10,68.0,68.0,68.0,0.0,0.0,68.08,68.08,68.08,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2018-06-17,67.87,67.87,67.87,0.0,0.0,68.05,68.05,68.05,0.0,0.0,66.92,66.92,66.92,0.0,0.0,67.24,67.24,67.24,0.0,0.0
2018-06-24,66.96,66.96,66.96,0.0,0.0,67.68,67.68,67.68,0.0,0.0,66.79,66.79,66.79,0.0,0.0,67.68,67.68,67.68,0.0,0.0
2018-07-01,70.24,70.24,70.24,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.18,70.18,70.18,0.0,0.0,70.34,70.34,70.34,0.0,0.0
2018-07-08,70.46,70.46,70.46,0.0,0.0,70.51,70.51,70.51,0.0,0.0,69.79,69.79,69.79,0.0,0.0,69.96,69.96,69.96,0.0,0.0
2018-07-15,69.91,69.91,69.91,0.0,0.0,70.14,70.14,70.14,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.95,69.95,69.95,0.0,0.0
2018-07-22,69.67,69.67,69.67,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.62,69.62,69.62,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2018-07-29,71.41,71.41,71.41,0.0,0.0,71.79,71.79,71.79,0.0,0.0,71.19,71.19,71.19,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2018-08-05,72.0,72.0,72.0,0.0,0.0,72.1,72.1,72.1,0.0,0.0,71.5,71.5,71.5,0.0,0.0,71.63,71.63,71.63,0.0,0.0
2018-08-12,73.12,73.12,73.12,0.0,0.0,73.32,73.32,73.32,0.0,0.0,73.04,73.04,73.04,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2018-08-19,73.21,73.21,73.21,0.0,0.0,73.7,73.7,73.7,0.0,0.0,73.21,73.21,73.21,0.0,0.0,73.55,73.55,73.55,0.0,0.0
2018-08-26,73.61,73.61,73.61,0.0,0.0,73.93,73.93,73.93,0.0,0.0,73.46,73.46,73.46,0.0,0.0,73.88,73.88,73.88,0.0,0.0
2018-09-02,72.64,72.64,72.64,0.0,0.0,72.8,72.8,72.8,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.88,71.88,71.88,0.0,0.0
2018-09-09,72.12,72.12,72.12,0.0,0.0,72.12,72.12,72.12,0.0,0.0,71.81,71.81,71.81,0.0,0.0,71.93,71.93,71.93,0.0,0.0
2018-09-16,72.95,72.95,72.95,0.0,0.0,73.22,73.22,73.22,0.0,0.0,72.78,72.78,72.78,0.0,0.0,72.89,72.89,72.89,0.0,0.0
2018-09-23,73.76,73.76,73.76,0.0,0.0,73.76,73.76,73.76,0.0,0.0,72.31,72.31,72.31,0.0,0.0,72.46,72.46,72.46,0.0,0.0
2018-09-30,71.49,71.49,71.49,0.0,0.0,72.04,72.04,72.04,0.0,0.0,71.18,71.18,71.18,0.0,0.0,71.58,71.58,71.58,0.0,0.0
2018-10-07,68.44,68.44,68.44,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.44,68.44,68.44,0.0,0.0
2018-10-14,69.06,69.06,69.06,0.0,0.0,69.06,69.06,69.06,0.0,0.0,67.94,67.94,67.94,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2018-10-21,66.67,66.67,66.67,0.0,0.0,67.22,67.22,67.22,0.0,0.0,64.98,64.98,64.98,0.0,0.0,65.91,65.91,65.91,0.0,0.0
2018-10-28,67.8,67.8,67.8,0.0,0.0,68.73,68.73,68.73,0.0,0.0,67.8,67.8,67.8,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2018-11-04,69.15,69.15,69.15,0.0,0.0,69.18,69.18,69.18,0.0,0.0,68.19,68.19,68.19,0.0,0.0,68.31,68.31,68.31,0.0,0.0
2018-11-11,68.72,68.72,68.72,0.0,0.0,69.11,69.11,69.11,0.0,0.0,67.81,67.81,67.81,0.0,0.0,68.16,68.16,68.16,0.0,0.0
2018-11-18,68.22,68.22,68.22,0.0,0.0,68.27,68.27,68.27,0.0,0.0,67.5,67.5,67.5,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2018-11-25,70.64,70.64,70.64,0.0,0.0,70.77,70.77,70.77,0.0,0.0,70.18,70.18,70.18,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2018-12-02,66.61,66.61,66.61,0.0,0.0,66.87,66.87,66.87,0.0,0.0,65.12,65.12,65.12,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2018-12-09,64.62,64.62,64.62,0.0,0.0,65.48,65.48,65.48,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.98,63.98,63.98,0.0,0.0
2018-12-16,58.73,58.73,58.73,0.0,0.0,59.43,59.43,59.43,0.0,0.0,58.29,58.29,58.29,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2018-12-23,62.04,62.04,62.04,0.0,0.0,62.44,62.44,62.44,0.0,0.0,61.66,61.66,61.66,0.0,0.0,62.35,62.35,62.35,0.0,0.0
2018-12-30,64.23,64.23,64.23,0.0,0.0,65.32,65.32,65.32,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.98,64.98,64.98,0.0,0.0
2019-01-06,65.38,65.38,65.38,0.0,0.0,65.38,65.38,65.38,0.0,0.0,64.89,64.89,64.89,0.0,0.0,64.89,64.89,64.89,0.0,0.0
2019-01-13,66.12,66.12,66.12,0.0,0.0,66.54,66.54,66.54,0.0,0.0,65.81,65.81,65.81,0.0,0.0,66.54,66.54,66.54,0.0,0.0
2019-01-20,64.86,64.86,64.86,0.0,0.0,64.86,64.86,64.86,0.0,0.0,64.04,64.04,64.04,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2019-01-27,65.71,65.71,65.71,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.24,65.24,65.24,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2019-02-03,65.33,65.33,65.33,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.19,65.19,65.19,0.0,0.0,65.55,65.55,65.55,0.0,0.0
2019-02-10,66.9,66.9,66.9,0.0,0.0,67.41,67.41,67.41,0.0,0.0,66.84,66.84,66.84,0.0,0.0,67.41,67.41,67.41,0.0,0.0
2019-02-17,66.72,66.72,66.72,0.0,0.0,66.83,66.83,66.83,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2019-02-24,69.31,69.31,69.31,0.0,0.0,69.38,69.38,69.38,0.0,0.0,67.43,67.43,67.43,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2019-03-03,65.28,65.28,65.28,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.1,65.1,65.1,0.0,0.0,65.82,65.82,65.82,0.0,0.0
2019-03-10,66.18,66.18,66.18,0.0,0.0,66.49,66.49,66.49,0.0,0.0,66.13,66.13,66.13,0.0,0.0,66.31,66.31,66.31,0.0,0.0
2019-03-17,64.22,64.22,64.22,0.0,0.0,64.46,64.46,64.46,0.0,0.0,63.72,63.72,63.72,0.0,0.0,64.02,64.02,64.02,0.0,0.0
2019-03-24,65.6,65.6,65.6,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.15,65.15,65.15,0.0,0.0,65.21,65.21,65.21,0.0,0.0
2019-03-31,65.79,65.79,65.79,0.0,0.0,65.89,65.89,65.89,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.85,65.85,65.85,0.0,0.0
2019-04-07,63.99,63.99,63.99,0.0,0.0,64.03,64.03,64.03,0.0,0.0,63.69,63.69,63.69,0.0,0.0,63.91,63.91,63.91,0.0,0.0
2019-04-14,60.81,60.81,60.81,0.0,0.0,61.22,61.22,61.22,0.0,0.0,60.59,60.59,60.59,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-04-21,63.07,63.07,63.07,0.0,0.0,63.46,63.46,63.46,0.0,0.0,62.81,62.81,62.81,0.0,0.0,63.15,63.15,63.15,0.0,0.0
2019-04-28,62.82,62.82,62.82,0.0,0.0,64.5,64.5,64.5,0.0,0.0,62.82,62.82,62.82,0.0,0.0,64.38,64.38,64.38,0.0,0.0
2019-05-05,61.54,61.54,61.54,0.0,0.0,61.6,61.6,61.6,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.64,60.64,60.64,0.0,0.0
2019-05-12,60.77,60.77,60.77,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.32,60.32,60.32,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2019-05-19,60.31,60.31,60.31,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.04,60.04,60.04,0.0,0.0,60.19,60.19,60.19,0.0,0.0
2019-05-26,57.22,57.22,57.22,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2019-06-02,59.02,59.02,59.02,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.5,58.5,58.5,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-06-09,58.49,58.49,58.49,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.32,58.32,58.32,0.0,0.0,58.79,58.79,58.79,0.0,0.0
2019-06-16,59.86,59.86,59.86,0.0,0.0,59.86,59.86,59.86,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2019-06-23,60.71,60.71,60.71,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.75,60.75,60.75,0.0,0.0
2019-06-30,60.22,60.22,60.22,0.0,0.0,60.33,60.33,60.33,0.0,0.0,59.11,59.11,59.11,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2019-07-07,58.59,58.59,58.59,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-07-14,57.61,57.61,57.61,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.43,57.43,57.43,0.0,0.0
2019-07-21,57.88,57.88,57.88,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.72,57.72,57.72,0.0,0.0,57.96,57.96,57.96,0.0,0.0
2019-07-28,57.0,57.0,57.0,0.0,0.0,57.15,57.15,57.15,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.43,56.43,56.43,0.0,0.0
2019-08-04,56.94,56.94,56.94,0.0,0.0,57.25,57.25,57.25,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2019-08-11,56.5,56.5,56.5,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.5,56.5,56.5,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-08-18,56.18,56.18,56.18,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-08-25,55.98,55.98,55.98,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.59,55.59,55.59,0.0,0.0,56.02,56.02,56.02,0.0,0.0
2019-09-01,56.67,56.67,56.67,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.11,56.11,56.11,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2019-09-08,57.51,57.51,57.51,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.77,57.77,57.77,0.0,0.0
2019-09-15,57.69,57.69,57.69,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-09-22,56.53,56.53,56.53,0.0,0.0,57.01,57.01,57.01,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2019-09-29,56.18,56.18,56.18,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2019-10-06,56.41,56.41,56.41,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2019-10-13,57.6,57.6,57.6,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.65,57.65,57.65,0.0,0.0
2019-10-20,58.58,58.58,58.58,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.58,58.58,58.58,0.0,0.0,59.18,59.18,59.18,0.0,0.0
2019-10-27,60.52,60.52,60.52,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2019-11-03,60.0,60.0,60.0,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.88,59.88,59.88,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2019-11-10,60.73,60.73,60.73,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.72,60.72,60.72,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2019-11-17,62.26,62.26,62.26,0.0,0.0,63.09,63.09,63.09,0.0,0.0,62.25,62.25,62.25,0.0,0.0,63.04,63.04,63.04,0.0,0.0
2019-11-24,63.75,63.75,63.75,0.0,0.0,63.92,63.92,63.92,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.26,63.26,63.26,0.0,0.0
2019-12-01,63.91,63.91,63.91,0.0,0.0,63.99,63.99,63.99,0.0,0.0,63.57,63.57,63.57,0.0,0.0,63.75,63.75,63.75,0.0,0.0
2019-12-08,64.67,64.67,64.67,0.0,0.0,65.37,65.37,65.37,0.0,0.0,64.67,64.67,64.67,0.0,0.0,64.82,64.82,64.82,0.0,0.0
2019-12-15,65.58,65.58,65.58,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.42,65.42,65.42,0.0,0.0,65.54,65.54,65.54,0.0,0.0
2019-12-22,64.72,64.72,64.72,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-12-29,64.03,64.03,64.03,0.0,0.0,64.5,64.5,64.5,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.13,64.13,64.13,0.0,0.0
