Date,SPDR MSCI Emer Mkts StrategicFactors_Open_average,SPDR MSCI Emer Mkts StrategicFactors_Open_max,SPDR MSCI Emer Mkts StrategicFactors_Open_min,SPDR MSCI Emer Mkts StrategicFactors_Open_volatility,SPDR MSCI Emer Mkts StrategicFactors_Open_change,SPDR MSCI Emer Mkts StrategicFactors_High_average,SPDR MSCI Emer Mkts StrategicFactors_High_max,SPDR MSCI Emer Mkts StrategicFactors_High_min,SPDR MSCI Emer Mkts StrategicFactors_High_volatility,SPDR MSCI Emer Mkts StrategicFactors_High_change,SPDR MSCI Emer Mkts StrategicFactors_Low_average,SPDR MSCI Emer Mkts StrategicFactors_Low_max,SPDR MSCI Emer Mkts StrategicFactors_Low_min,SPDR MSCI Emer Mkts StrategicFactors_Low_volatility,SPDR MSCI Emer Mkts StrategicFactors_Low_change,SPDR MSCI Emer Mkts StrategicFactors_Close_average,SPDR MSCI Emer Mkts StrategicFactors_Close_max,SPDR MSCI Emer Mkts StrategicFactors_Close_min,SPDR MSCI Emer Mkts StrategicFactors_Close_volatility,SPDR MSCI Emer Mkts StrategicFactors_Close_change
2018-07-01,59.87,59.87,59.87,0.0,0.0,60.38,60.38,60.38,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.15,60.15,60.15,0.0,0.0
2018-07-08,60.21,60.21,60.21,0.0,0.0,60.21,60.21,60.21,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.82,59.82,59.82,0.0,0.0
2018-07-15,60.18,60.18,60.18,0.0,0.0,60.34,60.34,60.34,0.0,0.0,59.69,59.69,59.69,0.0,0.0,60.02,60.02,60.02,0.0,0.0
2018-07-22,61.08,61.08,61.08,0.0,0.0,61.34,61.34,61.34,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0
2018-07-29,59.95,59.95,59.95,0.0,0.0,60.44,60.44,60.44,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2018-08-05,59.05,59.05,59.05,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.28,58.28,58.28,0.0,0.0,58.49,58.49,58.49,0.0,0.0
2018-08-12,58.43,58.43,58.43,0.0,0.0,58.69,58.69,58.69,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.69,58.69,58.69,0.0,0.0
2018-08-19,60.6,60.6,60.6,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.6,60.6,60.6,0.0,0.0,60.66,60.66,60.66,0.0,0.0
2018-08-26,59.97,59.97,59.97,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.75,59.75,59.75,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2018-09-02,58.06,58.06,58.06,0.0,0.0,58.24,58.24,58.24,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2018-09-09,57.82,57.82,57.82,0.0,0.0,58.37,58.37,58.37,0.0,0.0,57.82,57.82,57.82,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2018-09-16,59.05,59.05,59.05,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.84,58.84,58.84,0.0,0.0,59.08,59.08,59.08,0.0,0.0
2018-09-23,59.77,59.77,59.77,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.43,59.43,59.43,0.0,0.0,59.43,59.43,59.43,0.0,0.0
2018-09-30,56.41,56.41,56.41,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2018-10-07,55.31,55.31,55.31,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.66,55.66,55.66,0.0,0.0
2018-10-14,55.69,55.69,55.69,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.67,55.67,55.67,0.0,0.0
2018-10-21,54.31,54.31,54.31,0.0,0.0,54.31,54.31,54.31,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.9,52.9,52.9,0.0,0.0
2018-10-28,57.02,57.02,57.02,0.0,0.0,57.02,57.02,57.02,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2018-11-04,55.22,55.22,55.22,0.0,0.0,55.3,55.3,55.3,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2018-11-11,56.66,56.66,56.66,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2018-11-18,56.61,56.61,56.61,0.0,0.0,56.61,56.61,56.61,0.0,0.0,55.94,55.94,55.94,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2018-11-25,58.07,58.07,58.07,0.0,0.0,58.64,58.64,58.64,0.0,0.0,57.78,57.78,57.78,0.0,0.0,57.9,57.9,57.9,0.0,0.0
2018-12-02,55.25,55.25,55.25,0.0,0.0,55.47,55.47,55.47,0.0,0.0,54.81,54.81,54.81,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2018-12-09,55.64,55.64,55.64,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2018-12-16,53.82,53.82,53.82,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.42,53.42,53.42,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2018-12-23,54.94,54.94,54.94,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.37,54.37,54.37,0.0,0.0
2018-12-30,55.11,55.11,55.11,0.0,0.0,55.38,55.38,55.38,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.34,55.34,55.34,0.0,0.0
2019-01-06,55.8,55.8,55.8,0.0,0.0,56.21,56.21,56.21,0.0,0.0,55.8,55.8,55.8,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2019-01-13,57.1,57.1,57.1,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2019-01-20,57.62,57.62,57.62,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.62,57.62,57.62,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2019-01-27,59.13,59.13,59.13,0.0,0.0,59.49,59.49,59.49,0.0,0.0,58.74,58.74,58.74,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-02-03,58.9,58.9,58.9,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.62,58.62,58.62,0.0,0.0
2019-02-10,58.52,58.52,58.52,0.0,0.0,58.66,58.66,58.66,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.37,58.37,58.37,0.0,0.0
2019-02-17,59.98,59.98,59.98,0.0,0.0,60.21,60.21,60.21,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.0,60.0,60.0,0.0,0.0
2019-02-24,59.09,59.09,59.09,0.0,0.0,59.17,59.17,59.17,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.75,58.75,58.75,0.0,0.0
2019-03-03,58.14,58.14,58.14,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.38,58.38,58.38,0.0,0.0
2019-03-10,59.91,59.91,59.91,0.0,0.0,59.91,59.91,59.91,0.0,0.0,59.69,59.69,59.69,0.0,0.0,59.69,59.69,59.69,0.0,0.0
2019-03-17,58.66,58.66,58.66,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.56,58.56,58.56,0.0,0.0,58.74,58.74,58.74,0.0,0.0
2019-03-24,59.63,59.63,59.63,0.0,0.0,59.99,59.99,59.99,0.0,0.0,59.61,59.61,59.61,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2019-03-31,60.39,60.39,60.39,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2019-04-07,60.69,60.69,60.69,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.19,60.19,60.19,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2019-04-14,60.46,60.46,60.46,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2019-04-21,60.49,60.49,60.49,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.52,60.52,60.52,0.0,0.0
2019-04-28,59.2,59.2,59.2,0.0,0.0,59.82,59.82,59.82,0.0,0.0,58.52,58.52,58.52,0.0,0.0,59.82,59.82,59.82,0.0,0.0
2019-05-05,56.7,56.7,56.7,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.5,56.5,56.5,0.0,0.0
2019-05-12,56.13,56.13,56.13,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.13,56.13,56.13,0.0,0.0,56.25,56.25,56.25,0.0,0.0
2019-05-19,56.16,56.16,56.16,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2019-05-26,56.36,56.36,56.36,0.0,0.0,57.08,57.08,57.08,0.0,0.0,55.62,55.62,55.62,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2019-06-02,57.58,57.58,57.58,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2019-06-09,57.04,57.04,57.04,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-06-16,58.99,58.99,58.99,0.0,0.0,59.26,59.26,59.26,0.0,0.0,58.88,58.88,58.88,0.0,0.0,59.16,59.16,59.16,0.0,0.0
2019-06-23,60.03,60.03,60.03,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2019-06-30,59.02,59.02,59.02,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2019-07-07,59.34,59.34,59.34,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-07-14,59.47,59.47,59.47,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2019-07-21,58.98,58.98,58.98,0.0,0.0,59.16,59.16,59.16,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2019-07-28,55.36,55.36,55.36,0.0,0.0,55.36,55.36,55.36,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.65,54.65,54.65,0.0,0.0
2019-08-04,55.2,55.2,55.2,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2019-08-11,55.51,55.51,55.51,0.0,0.0,55.69,55.69,55.69,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.41,55.41,55.41,0.0,0.0
2019-08-18,55.19,55.19,55.19,0.0,0.0,55.19,55.19,55.19,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-08-25,55.93,55.93,55.93,0.0,0.0,56.2,56.2,56.2,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-09-01,57.53,57.53,57.53,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.42,57.42,57.42,0.0,0.0,57.55,57.55,57.55,0.0,0.0
2019-09-08,58.1,58.1,58.1,0.0,0.0,58.34,58.34,58.34,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2019-09-15,57.65,57.65,57.65,0.0,0.0,57.93,57.93,57.93,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.86,57.86,57.86,0.0,0.0
2019-09-22,57.63,57.63,57.63,0.0,0.0,57.63,57.63,57.63,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2019-09-29,56.97,56.97,56.97,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2019-10-06,58.19,58.19,58.19,0.0,0.0,58.19,58.19,58.19,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.87,57.87,57.87,0.0,0.0
2019-10-13,58.68,58.68,58.68,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.84,58.84,58.84,0.0,0.0
2019-10-20,59.69,59.69,59.69,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2019-10-27,60.46,60.46,60.46,0.0,0.0,60.52,60.52,60.52,0.0,0.0,60.37,60.37,60.37,0.0,0.0,60.41,60.41,60.41,0.0,0.0
2019-11-03,59.64,59.64,59.64,0.0,0.0,60.08,60.08,60.08,0.0,0.0,59.64,59.64,59.64,0.0,0.0,60.01,60.01,60.01,0.0,0.0
2019-11-10,59.74,59.74,59.74,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.73,59.73,59.73,0.0,0.0
2019-11-17,59.51,59.51,59.51,0.0,0.0,59.79,59.79,59.79,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2019-11-24,58.81,58.81,58.81,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.43,58.43,58.43,0.0,0.0,58.47,58.47,58.47,0.0,0.0
2019-12-01,59.36,59.36,59.36,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.03,59.03,59.03,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2019-12-08,61.11,61.11,61.11,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.89,60.89,60.89,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2019-12-15,60.66,60.66,60.66,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.45,60.45,60.45,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2019-12-22,61.35,61.35,61.35,0.0,0.0,61.81,61.81,61.81,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.67,60.67,60.67,0.0,0.0
2019-12-29,61.08,61.08,61.08,0.0,0.0,61.15,61.15,61.15,0.0,0.0,60.67,60.67,60.67,0.0,0.0,60.69,60.69,60.69,0.0,0.0
