Date,PIMCO Investment Grade Corporate Bond_etf_Open_average,PIMCO Investment Grade Corporate Bond_etf_Open_max,PIMCO Investment Grade Corporate Bond_etf_Open_min,PIMCO Investment Grade Corporate Bond_etf_Open_volatility,PIMCO Investment Grade Corporate Bond_etf_Open_change,PIMCO Investment Grade Corporate Bond_etf_High_average,PIMCO Investment Grade Corporate Bond_etf_High_max,PIMCO Investment Grade Corporate Bond_etf_High_min,PIMCO Investment Grade Corporate Bond_etf_High_volatility,PIMCO Investment Grade Corporate Bond_etf_High_change,PIMCO Investment Grade Corporate Bond_etf_Low_average,PIMCO Investment Grade Corporate Bond_etf_Low_max,PIMCO Investment Grade Corporate Bond_etf_Low_min,PIMCO Investment Grade Corporate Bond_etf_Low_volatility,PIMCO Investment Grade Corporate Bond_etf_Low_change,PIMCO Investment Grade Corporate Bond_etf_Close_average,PIMCO Investment Grade Corporate Bond_etf_Close_max,PIMCO Investment Grade Corporate Bond_etf_Close_min,PIMCO Investment Grade Corporate Bond_etf_Close_volatility,PIMCO Investment Grade Corporate Bond_etf_Close_change
2018-04-29,100.46,100.46,100.46,0.0,0.0,100.51,100.51,100.51,0.0,0.0,100.28,100.28,100.28,0.0,0.0,100.49,100.49,100.49,0.0,0.0
2018-05-06,100.53,100.53,100.53,0.0,0.0,100.53,100.53,100.53,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.39,100.39,100.39,0.0,0.0
2018-05-13,99.61,99.61,99.61,0.0,0.0,99.96,99.96,99.96,0.0,0.0,99.58,99.58,99.58,0.0,0.0,99.9,99.9,99.9,0.0,0.0
2018-05-20,100.11,100.11,100.11,0.0,0.0,100.92,100.92,100.92,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.76,100.76,100.76,0.0,0.0
2018-05-27,100.33,100.33,100.33,0.0,0.0,100.68,100.68,100.68,0.0,0.0,100.33,100.33,100.33,0.0,0.0,100.56,100.56,100.56,0.0,0.0
2018-06-03,99.99,99.99,99.99,0.0,0.0,100.26,100.26,100.26,0.0,0.0,99.99,99.99,99.99,0.0,0.0,100.2,100.2,100.2,0.0,0.0
2018-06-10,100.34,100.34,100.34,0.0,0.0,100.49,100.49,100.49,0.0,0.0,100.01,100.01,100.01,0.0,0.0,100.13,100.13,100.13,0.0,0.0
2018-06-17,99.81,99.81,99.81,0.0,0.0,99.95,99.95,99.95,0.0,0.0,99.81,99.81,99.81,0.0,0.0,99.88,99.88,99.88,0.0,0.0
2018-06-24,100.35,100.35,100.35,0.0,0.0,100.43,100.43,100.43,0.0,0.0,100.18,100.18,100.18,0.0,0.0,100.32,100.32,100.32,0.0,0.0
2018-07-01,100.58,100.58,100.58,0.0,0.0,100.58,100.58,100.58,0.0,0.0,100.23,100.23,100.23,0.0,0.0,100.42,100.42,100.42,0.0,0.0
2018-07-08,100.98,100.98,100.98,0.0,0.0,100.98,100.98,100.98,0.0,0.0,100.71,100.71,100.71,0.0,0.0,100.96,100.96,100.96,0.0,0.0
2018-07-15,100.77,100.77,100.77,0.0,0.0,100.78,100.78,100.78,0.0,0.0,100.53,100.53,100.53,0.0,0.0,100.73,100.73,100.73,0.0,0.0
2018-07-22,100.89,100.89,100.89,0.0,0.0,100.89,100.89,100.89,0.0,0.0,100.67,100.67,100.67,0.0,0.0,100.71,100.71,100.71,0.0,0.0
2018-07-29,100.65,100.65,100.65,0.0,0.0,100.78,100.78,100.78,0.0,0.0,100.41,100.41,100.41,0.0,0.0,100.73,100.73,100.73,0.0,0.0
2018-08-05,100.85,100.85,100.85,0.0,0.0,101.27,101.27,101.27,0.0,0.0,100.85,100.85,100.85,0.0,0.0,101.18,101.18,101.18,0.0,0.0
2018-08-12,101.43,101.43,101.43,0.0,0.0,101.43,101.43,101.43,0.0,0.0,101.07,101.07,101.07,0.0,0.0,101.26,101.26,101.26,0.0,0.0
2018-08-19,101.43,101.43,101.43,0.0,0.0,101.63,101.63,101.63,0.0,0.0,101.41,101.41,101.41,0.0,0.0,101.58,101.58,101.58,0.0,0.0
2018-08-26,101.64,101.64,101.64,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.21,101.21,101.21,0.0,0.0,101.22,101.22,101.22,0.0,0.0
2018-09-02,100.4,100.4,100.4,0.0,0.0,100.51,100.51,100.51,0.0,0.0,100.29,100.29,100.29,0.0,0.0,100.32,100.32,100.32,0.0,0.0
2018-09-09,100.39,100.39,100.39,0.0,0.0,100.62,100.62,100.62,0.0,0.0,100.35,100.35,100.35,0.0,0.0,100.59,100.59,100.59,0.0,0.0
2018-09-16,100.28,100.28,100.28,0.0,0.0,100.58,100.58,100.58,0.0,0.0,100.28,100.28,100.28,0.0,0.0,100.54,100.54,100.54,0.0,0.0
2018-09-23,100.67,100.67,100.67,0.0,0.0,100.87,100.87,100.87,0.0,0.0,100.59,100.59,100.59,0.0,0.0,100.59,100.59,100.59,0.0,0.0
2018-09-30,99.53,99.53,99.53,0.0,0.0,99.53,99.53,99.53,0.0,0.0,99.22,99.22,99.22,0.0,0.0,99.42,99.42,99.42,0.0,0.0
2018-10-07,99.41,99.41,99.41,0.0,0.0,99.65,99.65,99.65,0.0,0.0,99.34,99.34,99.34,0.0,0.0,99.5,99.5,99.5,0.0,0.0
2018-10-14,99.14,99.14,99.14,0.0,0.0,99.52,99.52,99.52,0.0,0.0,98.99,98.99,98.99,0.0,0.0,99.13,99.13,99.13,0.0,0.0
2018-10-21,99.24,99.24,99.24,0.0,0.0,99.39,99.39,99.39,0.0,0.0,99.11,99.11,99.11,0.0,0.0,99.15,99.15,99.15,0.0,0.0
2018-10-28,98.44,98.44,98.44,0.0,0.0,98.49,98.49,98.49,0.0,0.0,98.11,98.11,98.11,0.0,0.0,98.13,98.13,98.13,0.0,0.0
2018-11-04,98.46,98.46,98.46,0.0,0.0,98.68,98.68,98.68,0.0,0.0,98.27,98.27,98.27,0.0,0.0,98.48,98.48,98.48,0.0,0.0
2018-11-11,98.22,98.22,98.22,0.0,0.0,98.31,98.31,98.31,0.0,0.0,97.95,97.95,97.95,0.0,0.0,98.21,98.21,98.21,0.0,0.0
2018-11-18,98.47,98.47,98.47,0.0,0.0,98.47,98.47,98.47,0.0,0.0,98.17,98.17,98.17,0.0,0.0,98.17,98.17,98.17,0.0,0.0
2018-11-25,98.27,98.27,98.27,0.0,0.0,98.27,98.27,98.27,0.0,0.0,97.95,97.95,97.95,0.0,0.0,97.98,97.98,97.98,0.0,0.0
2018-12-02,98.45,98.45,98.45,0.0,0.0,98.45,98.45,98.45,0.0,0.0,97.56,97.56,97.56,0.0,0.0,98.15,98.15,98.15,0.0,0.0
2018-12-09,98.67,98.67,98.67,0.0,0.0,99.01,99.01,99.01,0.0,0.0,98.67,98.67,98.67,0.0,0.0,98.86,98.86,98.86,0.0,0.0
2018-12-16,98.88,98.88,98.88,0.0,0.0,99.08,99.08,99.08,0.0,0.0,98.43,98.43,98.43,0.0,0.0,98.76,98.76,98.76,0.0,0.0
2018-12-23,98.3,98.3,98.3,0.0,0.0,98.79,98.79,98.79,0.0,0.0,98.3,98.3,98.3,0.0,0.0,98.6,98.6,98.6,0.0,0.0
2018-12-30,99.14,99.14,99.14,0.0,0.0,99.31,99.31,99.31,0.0,0.0,99.11,99.11,99.11,0.0,0.0,99.31,99.31,99.31,0.0,0.0
2019-01-06,99.69,99.69,99.69,0.0,0.0,99.77,99.77,99.77,0.0,0.0,99.51,99.51,99.51,0.0,0.0,99.59,99.59,99.59,0.0,0.0
2019-01-13,99.7,99.7,99.7,0.0,0.0,99.96,99.96,99.96,0.0,0.0,99.66,99.66,99.66,0.0,0.0,99.96,99.96,99.96,0.0,0.0
2019-01-20,100.39,100.39,100.39,0.0,0.0,100.54,100.54,100.54,0.0,0.0,100.33,100.33,100.33,0.0,0.0,100.38,100.38,100.38,0.0,0.0
2019-01-27,101.19,101.19,101.19,0.0,0.0,101.28,101.28,101.28,0.0,0.0,100.89,100.89,100.89,0.0,0.0,101.2,101.2,101.2,0.0,0.0
2019-02-03,101.19,101.19,101.19,0.0,0.0,101.48,101.48,101.48,0.0,0.0,101.19,101.19,101.19,0.0,0.0,101.46,101.46,101.46,0.0,0.0
2019-02-10,101.34,101.34,101.34,0.0,0.0,101.57,101.57,101.57,0.0,0.0,101.34,101.34,101.34,0.0,0.0,101.43,101.43,101.43,0.0,0.0
2019-02-17,101.31,101.31,101.31,0.0,0.0,101.71,101.71,101.71,0.0,0.0,101.3,101.3,101.3,0.0,0.0,101.64,101.64,101.64,0.0,0.0
2019-02-24,101.15,101.15,101.15,0.0,0.0,101.23,101.23,101.23,0.0,0.0,101.0,101.0,101.0,0.0,0.0,101.0,101.0,101.0,0.0,0.0
2019-03-03,101.42,101.42,101.42,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.3,101.3,101.3,0.0,0.0,101.5,101.5,101.5,0.0,0.0
2019-03-10,102.07,102.07,102.07,0.0,0.0,102.18,102.18,102.18,0.0,0.0,101.95,101.95,101.95,0.0,0.0,102.1,102.1,102.1,0.0,0.0
2019-03-17,102.78,102.78,102.78,0.0,0.0,103.43,103.43,103.43,0.0,0.0,102.78,102.78,102.78,0.0,0.0,103.36,103.36,103.36,0.0,0.0
2019-03-24,103.39,103.39,103.39,0.0,0.0,103.91,103.91,103.91,0.0,0.0,103.39,103.39,103.39,0.0,0.0,103.74,103.74,103.74,0.0,0.0
2019-03-31,102.9,102.9,102.9,0.0,0.0,103.31,103.31,103.31,0.0,0.0,102.9,102.9,102.9,0.0,0.0,103.3,103.3,103.3,0.0,0.0
2019-04-07,103.51,103.51,103.51,0.0,0.0,103.87,103.87,103.87,0.0,0.0,103.46,103.46,103.46,0.0,0.0,103.58,103.58,103.58,0.0,0.0
2019-04-14,103.6,103.6,103.6,0.0,0.0,103.61,103.61,103.61,0.0,0.0,103.47,103.47,103.47,0.0,0.0,103.5,103.5,103.5,0.0,0.0
2019-04-21,104.1,104.1,104.1,0.0,0.0,104.18,104.18,104.18,0.0,0.0,103.99,103.99,103.99,0.0,0.0,104.17,104.17,104.17,0.0,0.0
2019-04-28,103.33,103.33,103.33,0.0,0.0,103.7,103.7,103.7,0.0,0.0,103.33,103.33,103.33,0.0,0.0,103.65,103.65,103.65,0.0,0.0
2019-05-05,103.64,103.64,103.64,0.0,0.0,103.74,103.74,103.74,0.0,0.0,103.59,103.59,103.59,0.0,0.0,103.73,103.73,103.73,0.0,0.0
2019-05-12,103.8,103.8,103.8,0.0,0.0,104.08,104.08,104.08,0.0,0.0,103.8,103.8,103.8,0.0,0.0,103.82,103.82,103.82,0.0,0.0
2019-05-19,104.17,104.17,104.17,0.0,0.0,104.24,104.24,104.24,0.0,0.0,104.01,104.01,104.01,0.0,0.0,104.23,104.23,104.23,0.0,0.0
2019-05-26,104.71,104.71,104.71,0.0,0.0,105.05,105.05,105.05,0.0,0.0,104.67,104.67,104.67,0.0,0.0,105.03,105.03,105.03,0.0,0.0
2019-06-02,105.33,105.33,105.33,0.0,0.0,105.72,105.72,105.72,0.0,0.0,105.1,105.1,105.1,0.0,0.0,105.49,105.49,105.49,0.0,0.0
2019-06-09,105.56,105.56,105.56,0.0,0.0,105.74,105.74,105.74,0.0,0.0,105.51,105.51,105.51,0.0,0.0,105.66,105.66,105.66,0.0,0.0
2019-06-16,106.94,106.94,106.94,0.0,0.0,107.04,107.04,107.04,0.0,0.0,106.78,106.78,106.78,0.0,0.0,106.97,106.97,106.97,0.0,0.0
2019-06-23,107.05,107.05,107.05,0.0,0.0,107.49,107.49,107.49,0.0,0.0,107.05,107.05,107.05,0.0,0.0,107.45,107.45,107.45,0.0,0.0
2019-06-30,107.38,107.38,107.38,0.0,0.0,107.38,107.38,107.38,0.0,0.0,106.65,106.65,106.65,0.0,0.0,107.07,107.07,107.07,0.0,0.0
2019-07-07,106.45,106.45,106.45,0.0,0.0,106.58,106.58,106.58,0.0,0.0,106.38,106.38,106.38,0.0,0.0,106.47,106.47,106.47,0.0,0.0
2019-07-14,107.16,107.16,107.16,0.0,0.0,107.3,107.3,107.3,0.0,0.0,106.89,106.89,106.89,0.0,0.0,107.01,107.01,107.01,0.0,0.0
2019-07-21,107.17,107.17,107.17,0.0,0.0,107.44,107.44,107.44,0.0,0.0,107.17,107.17,107.17,0.0,0.0,107.35,107.35,107.35,0.0,0.0
2019-07-28,106.81,106.81,106.81,0.0,0.0,108.22,108.22,108.22,0.0,0.0,106.81,106.81,106.81,0.0,0.0,108.1,108.1,108.1,0.0,0.0
2019-08-04,108.71,108.71,108.71,0.0,0.0,108.95,108.95,108.95,0.0,0.0,108.56,108.56,108.56,0.0,0.0,108.57,108.57,108.57,0.0,0.0
2019-08-11,109.59,109.59,109.59,0.0,0.0,109.89,109.89,109.89,0.0,0.0,109.46,109.46,109.46,0.0,0.0,109.79,109.79,109.79,0.0,0.0
2019-08-18,109.74,109.74,109.74,0.0,0.0,110.32,110.32,110.32,0.0,0.0,109.74,109.74,109.74,0.0,0.0,110.18,110.18,110.18,0.0,0.0
2019-08-25,110.34,110.34,110.34,0.0,0.0,110.52,110.52,110.52,0.0,0.0,110.23,110.23,110.23,0.0,0.0,110.5,110.5,110.5,0.0,0.0
2019-09-01,109.82,109.82,109.82,0.0,0.0,110.1,110.1,110.1,0.0,0.0,109.8,109.8,109.8,0.0,0.0,110.03,110.03,110.03,0.0,0.0
2019-09-08,108.25,108.25,108.25,0.0,0.0,108.34,108.34,108.34,0.0,0.0,107.77,107.77,107.77,0.0,0.0,107.77,107.77,107.77,0.0,0.0
2019-09-15,108.75,108.75,108.75,0.0,0.0,109.41,109.41,109.41,0.0,0.0,108.75,108.75,108.75,0.0,0.0,109.41,109.41,109.41,0.0,0.0
2019-09-22,109.4,109.4,109.4,0.0,0.0,109.53,109.53,109.53,0.0,0.0,109.35,109.35,109.35,0.0,0.0,109.49,109.49,109.49,0.0,0.0
2019-09-29,110.04,110.04,110.04,0.0,0.0,110.18,110.18,110.18,0.0,0.0,109.91,109.91,109.91,0.0,0.0,110.13,110.13,110.13,0.0,0.0
2019-10-06,108.89,108.89,108.89,0.0,0.0,109.08,109.08,109.08,0.0,0.0,108.84,108.84,108.84,0.0,0.0,108.89,108.89,108.89,0.0,0.0
2019-10-13,109.4,109.4,109.4,0.0,0.0,109.54,109.54,109.54,0.0,0.0,109.26,109.26,109.26,0.0,0.0,109.38,109.38,109.38,0.0,0.0
2019-10-20,109.39,109.39,109.39,0.0,0.0,109.64,109.64,109.64,0.0,0.0,109.36,109.36,109.36,0.0,0.0,109.47,109.47,109.47,0.0,0.0
2019-10-27,109.79,109.79,109.79,0.0,0.0,109.84,109.84,109.84,0.0,0.0,109.54,109.54,109.54,0.0,0.0,109.74,109.74,109.74,0.0,0.0
2019-11-03,108.68,108.68,108.68,0.0,0.0,108.78,108.78,108.78,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.49,108.49,108.49,0.0,0.0
2019-11-10,109.14,109.14,109.14,0.0,0.0,109.22,109.22,109.22,0.0,0.0,109.08,109.08,109.08,0.0,0.0,109.1,109.1,109.1,0.0,0.0
2019-11-17,109.67,109.67,109.67,0.0,0.0,109.67,109.67,109.67,0.0,0.0,109.54,109.54,109.54,0.0,0.0,109.63,109.63,109.63,0.0,0.0
2019-11-24,109.95,109.95,109.95,0.0,0.0,110.13,110.13,110.13,0.0,0.0,109.84,109.84,109.84,0.0,0.0,109.9,109.9,109.9,0.0,0.0
2019-12-01,109.47,109.47,109.47,0.0,0.0,109.8,109.8,109.8,0.0,0.0,109.4,109.4,109.4,0.0,0.0,109.76,109.76,109.76,0.0,0.0
2019-12-08,109.75,109.75,109.75,0.0,0.0,110.18,110.18,110.18,0.0,0.0,109.7,109.7,109.7,0.0,0.0,110.18,110.18,110.18,0.0,0.0
2019-12-15,109.87,109.87,109.87,0.0,0.0,109.95,109.95,109.95,0.0,0.0,109.85,109.85,109.85,0.0,0.0,109.91,109.91,109.91,0.0,0.0
2019-12-22,110.17,110.17,110.17,0.0,0.0,110.43,110.43,110.43,0.0,0.0,110.17,110.17,110.17,0.0,0.0,110.36,110.36,110.36,0.0,0.0
2019-12-29,110.32,110.32,110.32,0.0,0.0,110.62,110.62,110.62,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.33,110.33,110.33,0.0,0.0
