Date,PowerShares Aerospace & DefenseEtf_Open_average,PowerShares Aerospace & DefenseEtf_Open_max,PowerShares Aerospace & DefenseEtf_Open_min,PowerShares Aerospace & DefenseEtf_Open_volatility,PowerShares Aerospace & DefenseEtf_Open_change,PowerShares Aerospace & DefenseEtf_High_average,PowerShares Aerospace & DefenseEtf_High_max,PowerShares Aerospace & DefenseEtf_High_min,PowerShares Aerospace & DefenseEtf_High_volatility,PowerShares Aerospace & DefenseEtf_High_change,PowerShares Aerospace & DefenseEtf_Low_average,PowerShares Aerospace & DefenseEtf_Low_max,PowerShares Aerospace & DefenseEtf_Low_min,PowerShares Aerospace & DefenseEtf_Low_volatility,PowerShares Aerospace & DefenseEtf_Low_change,PowerShares Aerospace & DefenseEtf_Close_average,PowerShares Aerospace & DefenseEtf_Close_max,PowerShares Aerospace & DefenseEtf_Close_min,PowerShares Aerospace & DefenseEtf_Close_volatility,PowerShares Aerospace & DefenseEtf_Close_change
2018-03-25,56.27,56.27,56.27,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2018-04-01,57.16,57.16,57.16,0.0,0.0,57.53,57.53,57.53,0.0,0.0,55.92,55.92,55.92,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2018-04-08,57.71,57.71,57.71,0.0,0.0,57.71,57.71,57.71,0.0,0.0,56.96,56.96,56.96,0.0,0.0,57.28,57.28,57.28,0.0,0.0
2018-04-15,59.06,59.06,59.06,0.0,0.0,59.06,59.06,59.06,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.7,58.7,58.7,0.0,0.0
2018-04-22,56.95,56.95,56.95,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.11,56.11,56.11,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2018-04-29,54.07,54.07,54.07,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2018-05-06,56.82,56.82,56.82,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.68,56.68,56.68,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2018-05-13,56.62,56.62,56.62,0.0,0.0,56.99,56.99,56.99,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.93,56.93,56.93,0.0,0.0
2018-05-20,57.54,57.54,57.54,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2018-05-27,57.24,57.24,57.24,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.24,57.24,57.24,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2018-06-03,58.0,58.0,58.0,0.0,0.0,58.32,58.32,58.32,0.0,0.0,57.87,57.87,57.87,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2018-06-10,56.83,56.83,56.83,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2018-06-17,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.2,55.2,55.2,0.0,0.0
2018-06-24,54.88,54.88,54.88,0.0,0.0,55.48,55.48,55.48,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.92,54.92,54.92,0.0,0.0
2018-07-01,55.26,55.26,55.26,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.49,55.49,55.49,0.0,0.0
2018-07-08,56.88,56.88,56.88,0.0,0.0,57.36,57.36,57.36,0.0,0.0,56.83,56.83,56.83,0.0,0.0,57.36,57.36,57.36,0.0,0.0
2018-07-15,57.73,57.73,57.73,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.73,57.73,57.73,0.0,0.0,57.92,57.92,57.92,0.0,0.0
2018-07-22,58.68,58.68,58.68,0.0,0.0,58.77,58.77,58.77,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2018-07-29,58.48,58.48,58.48,0.0,0.0,58.48,58.48,58.48,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2018-08-05,58.02,58.02,58.02,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2018-08-12,58.18,58.18,58.18,0.0,0.0,58.71,58.71,58.71,0.0,0.0,58.14,58.14,58.14,0.0,0.0,58.65,58.65,58.65,0.0,0.0
2018-08-19,58.79,58.79,58.79,0.0,0.0,58.94,58.94,58.94,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2018-08-26,58.92,58.92,58.92,0.0,0.0,59.17,59.17,59.17,0.0,0.0,58.79,58.79,58.79,0.0,0.0,59.17,59.17,59.17,0.0,0.0
2018-09-02,59.7,59.7,59.7,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.3,59.3,59.3,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2018-09-09,60.41,60.41,60.41,0.0,0.0,61.14,61.14,61.14,0.0,0.0,60.41,60.41,60.41,0.0,0.0,61.13,61.13,61.13,0.0,0.0
2018-09-16,61.05,61.05,61.05,0.0,0.0,61.37,61.37,61.37,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2018-09-23,61.16,61.16,61.16,0.0,0.0,61.59,61.59,61.59,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-09-30,61.67,61.67,61.67,0.0,0.0,61.91,61.91,61.91,0.0,0.0,61.06,61.06,61.06,0.0,0.0,61.34,61.34,61.34,0.0,0.0
2018-10-07,57.93,57.93,57.93,0.0,0.0,57.93,57.93,57.93,0.0,0.0,56.6,56.6,56.6,0.0,0.0,57.32,57.32,57.32,0.0,0.0
2018-10-14,58.2,58.2,58.2,0.0,0.0,58.27,58.27,58.27,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.82,57.82,57.82,0.0,0.0
2018-10-21,54.44,54.44,54.44,0.0,0.0,55.14,55.14,55.14,0.0,0.0,53.77,53.77,53.77,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2018-10-28,56.17,56.17,56.17,0.0,0.0,56.43,56.43,56.43,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.51,55.51,55.51,0.0,0.0
2018-11-04,56.93,56.93,56.93,0.0,0.0,57.34,57.34,57.34,0.0,0.0,56.79,56.79,56.79,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2018-11-11,55.77,55.77,55.77,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.87,55.87,55.87,0.0,0.0
2018-11-18,53.79,53.79,53.79,0.0,0.0,54.74,54.74,54.74,0.0,0.0,53.79,53.79,53.79,0.0,0.0,54.33,54.33,54.33,0.0,0.0
2018-11-25,55.0,55.0,55.0,0.0,0.0,55.28,55.28,55.28,0.0,0.0,54.76,54.76,54.76,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2018-12-02,53.22,53.22,53.22,0.0,0.0,53.8,53.8,53.8,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2018-12-09,52.76,52.76,52.76,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2018-12-16,49.16,49.16,49.16,0.0,0.0,49.41,49.41,49.41,0.0,0.0,47.92,47.92,47.92,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2018-12-23,49.07,49.07,49.07,0.0,0.0,49.47,49.47,49.47,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.87,48.87,48.87,0.0,0.0
2018-12-30,48.94,48.94,48.94,0.0,0.0,49.9,49.9,49.9,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-01-06,51.34,51.34,51.34,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.07,51.07,51.07,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-01-13,52.85,52.85,52.85,0.0,0.0,53.45,53.45,53.45,0.0,0.0,52.85,52.85,52.85,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2019-01-20,53.77,53.77,53.77,0.0,0.0,54.14,54.14,54.14,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2019-01-27,55.74,55.74,55.74,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2019-02-03,56.87,56.87,56.87,0.0,0.0,57.35,57.35,57.35,0.0,0.0,56.84,56.84,56.84,0.0,0.0,57.35,57.35,57.35,0.0,0.0
2019-02-10,58.65,58.65,58.65,0.0,0.0,59.3,59.3,59.3,0.0,0.0,58.65,58.65,58.65,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2019-02-17,59.41,59.41,59.41,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.64,59.64,59.64,0.0,0.0
2019-02-24,59.88,59.88,59.88,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.25,59.25,59.25,0.0,0.0,59.59,59.59,59.59,0.0,0.0
2019-03-03,57.35,57.35,57.35,0.0,0.0,57.68,57.68,57.68,0.0,0.0,57.24,57.24,57.24,0.0,0.0,57.66,57.66,57.66,0.0,0.0
2019-03-10,57.74,57.74,57.74,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.51,57.51,57.51,0.0,0.0
2019-03-17,57.92,57.92,57.92,0.0,0.0,57.92,57.92,57.92,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2019-03-24,57.94,57.94,57.94,0.0,0.0,58.09,58.09,58.09,0.0,0.0,57.77,57.77,57.77,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2019-03-31,58.9,58.9,58.9,0.0,0.0,59.28,59.28,59.28,0.0,0.0,58.77,58.77,58.77,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2019-04-07,59.55,59.55,59.55,0.0,0.0,59.98,59.98,59.98,0.0,0.0,59.51,59.51,59.51,0.0,0.0,59.97,59.97,59.97,0.0,0.0
2019-04-14,59.91,59.91,59.91,0.0,0.0,60.39,60.39,60.39,0.0,0.0,59.91,59.91,59.91,0.0,0.0,60.36,60.36,60.36,0.0,0.0
2019-04-21,60.96,60.96,60.96,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.88,60.88,60.88,0.0,0.0,61.23,61.23,61.23,0.0,0.0
2019-04-28,61.92,61.92,61.92,0.0,0.0,62.47,62.47,62.47,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.47,62.47,62.47,0.0,0.0
2019-05-05,61.56,61.56,61.56,0.0,0.0,62.27,62.27,62.27,0.0,0.0,61.08,61.08,61.08,0.0,0.0,62.21,62.21,62.21,0.0,0.0
2019-05-12,61.58,61.58,61.58,0.0,0.0,62.06,62.06,62.06,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2019-05-19,61.54,61.54,61.54,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2019-05-26,60.69,60.69,60.69,0.0,0.0,61.01,61.01,61.01,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.72,60.72,60.72,0.0,0.0
2019-06-02,63.79,63.79,63.79,0.0,0.0,64.15,64.15,64.15,0.0,0.0,63.79,63.79,63.79,0.0,0.0,64.04,64.04,64.04,0.0,0.0
2019-06-09,63.33,63.33,63.33,0.0,0.0,63.35,63.35,63.35,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.19,63.19,63.19,0.0,0.0
2019-06-16,65.48,65.48,65.48,0.0,0.0,65.53,65.53,65.53,0.0,0.0,64.87,64.87,64.87,0.0,0.0,64.98,64.98,64.98,0.0,0.0
2019-06-23,64.54,64.54,64.54,0.0,0.0,65.04,65.04,65.04,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.94,64.94,64.94,0.0,0.0
2019-06-30,65.24,65.24,65.24,0.0,0.0,65.55,65.55,65.55,0.0,0.0,64.81,64.81,64.81,0.0,0.0,65.55,65.55,65.55,0.0,0.0
2019-07-07,65.87,65.87,65.87,0.0,0.0,66.35,66.35,66.35,0.0,0.0,65.79,65.79,65.79,0.0,0.0,66.35,66.35,66.35,0.0,0.0
2019-07-14,65.46,65.46,65.46,0.0,0.0,65.87,65.87,65.87,0.0,0.0,65.46,65.46,65.46,0.0,0.0,65.52,65.52,65.52,0.0,0.0
2019-07-21,66.86,66.86,66.86,0.0,0.0,66.88,66.88,66.88,0.0,0.0,66.66,66.66,66.66,0.0,0.0,66.81,66.81,66.81,0.0,0.0
2019-07-28,65.23,65.23,65.23,0.0,0.0,65.35,65.35,65.35,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.89,64.89,64.89,0.0,0.0
2019-08-04,66.83,66.83,66.83,0.0,0.0,67.04,67.04,67.04,0.0,0.0,66.25,66.25,66.25,0.0,0.0,66.69,66.69,66.69,0.0,0.0
2019-08-11,65.5,65.5,65.5,0.0,0.0,66.03,66.03,66.03,0.0,0.0,65.43,65.43,65.43,0.0,0.0,65.93,65.93,65.93,0.0,0.0
2019-08-18,67.15,67.15,67.15,0.0,0.0,67.51,67.51,67.51,0.0,0.0,65.45,65.45,65.45,0.0,0.0,65.72,65.72,65.72,0.0,0.0
2019-08-25,67.94,67.94,67.94,0.0,0.0,68.07,68.07,68.07,0.0,0.0,67.55,67.55,67.55,0.0,0.0,67.8,67.8,67.8,0.0,0.0
2019-09-01,68.62,68.62,68.62,0.0,0.0,68.86,68.86,68.86,0.0,0.0,68.49,68.49,68.49,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2019-09-08,68.5,68.5,68.5,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.3,68.3,68.3,0.0,0.0,68.35,68.35,68.35,0.0,0.0
2019-09-15,69.33,69.33,69.33,0.0,0.0,69.33,69.33,69.33,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.47,68.47,68.47,0.0,0.0
2019-09-22,68.98,68.98,68.98,0.0,0.0,68.98,68.98,68.98,0.0,0.0,67.33,67.33,67.33,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2019-09-29,65.87,65.87,65.87,0.0,0.0,66.46,66.46,66.46,0.0,0.0,65.72,65.72,65.72,0.0,0.0,66.43,66.43,66.43,0.0,0.0
2019-10-06,67.18,67.18,67.18,0.0,0.0,67.38,67.38,67.38,0.0,0.0,66.87,66.87,66.87,0.0,0.0,66.93,66.93,66.93,0.0,0.0
2019-10-13,66.74,66.74,66.74,0.0,0.0,66.74,66.74,66.74,0.0,0.0,65.66,65.66,65.66,0.0,0.0,65.9,65.9,65.9,0.0,0.0
2019-10-20,66.83,66.83,66.83,0.0,0.0,66.84,66.84,66.84,0.0,0.0,66.48,66.48,66.48,0.0,0.0,66.53,66.53,66.53,0.0,0.0
2019-10-27,67.77,67.77,67.77,0.0,0.0,68.27,68.27,68.27,0.0,0.0,67.77,67.77,67.77,0.0,0.0,68.15,68.15,68.15,0.0,0.0
2019-11-03,68.41,68.41,68.41,0.0,0.0,68.91,68.91,68.91,0.0,0.0,68.41,68.41,68.41,0.0,0.0,68.81,68.81,68.81,0.0,0.0
2019-11-10,69.82,69.82,69.82,0.0,0.0,70.32,70.32,70.32,0.0,0.0,69.82,69.82,69.82,0.0,0.0,70.09,70.09,70.09,0.0,0.0
2019-11-17,69.22,69.22,69.22,0.0,0.0,69.22,69.22,69.22,0.0,0.0,68.72,68.72,68.72,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2019-11-24,69.69,69.69,69.69,0.0,0.0,69.7,69.7,69.7,0.0,0.0,69.41,69.41,69.41,0.0,0.0,69.42,69.42,69.42,0.0,0.0
2019-12-01,68.55,68.55,68.55,0.0,0.0,68.88,68.88,68.88,0.0,0.0,68.55,68.55,68.55,0.0,0.0,68.69,68.69,68.69,0.0,0.0
2019-12-08,68.69,68.69,68.69,0.0,0.0,69.15,69.15,69.15,0.0,0.0,68.57,68.57,68.57,0.0,0.0,68.8,68.8,68.8,0.0,0.0
2019-12-15,68.5,68.5,68.5,0.0,0.0,68.91,68.91,68.91,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2019-12-22,68.99,68.99,68.99,0.0,0.0,69.02,69.02,69.02,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.73,68.73,68.73,0.0,0.0
2019-12-29,70.02,70.02,70.02,0.0,0.0,70.62,70.62,70.62,0.0,0.0,69.59,69.59,69.59,0.0,0.0,70.6,70.6,70.6,0.0,0.0
