Date,iShares US EnergyEtf_Open_average,iShares US EnergyEtf_Open_max,iShares US EnergyEtf_Open_min,iShares US EnergyEtf_Open_volatility,iShares US EnergyEtf_Open_change,iShares US EnergyEtf_High_average,iShares US EnergyEtf_High_max,iShares US EnergyEtf_High_min,iShares US EnergyEtf_High_volatility,iShares US EnergyEtf_High_change,iShares US EnergyEtf_Low_average,iShares US EnergyEtf_Low_max,iShares US EnergyEtf_Low_min,iShares US EnergyEtf_Low_volatility,iShares US EnergyEtf_Low_change,iShares US EnergyEtf_Close_average,iShares US EnergyEtf_Close_max,iShares US EnergyEtf_Close_min,iShares US EnergyEtf_Close_volatility,iShares US EnergyEtf_Close_change
2018-09-02,38.57,38.57,38.57,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-09-09,39.42,39.42,39.42,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.66,39.66,39.66,0.0,0.0
2018-09-16,40.42,40.42,40.42,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2018-09-23,40.52,40.52,40.52,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2018-09-30,41.29,41.29,41.29,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.31,41.31,41.31,0.0,0.0
2018-10-07,39.36,39.36,39.36,0.0,0.0,39.51,39.51,39.51,0.0,0.0,38.53,38.53,38.53,0.0,0.0,39.09,39.09,39.09,0.0,0.0
2018-10-14,38.52,38.52,38.52,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2018-10-21,35.52,35.52,35.52,0.0,0.0,36.01,36.01,36.01,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2018-10-28,36.53,36.53,36.53,0.0,0.0,36.81,36.81,36.81,0.0,0.0,35.72,35.72,35.72,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2018-11-04,36.25,36.25,36.25,0.0,0.0,36.73,36.73,36.73,0.0,0.0,35.86,35.86,35.86,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2018-11-11,35.5,35.5,35.5,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2018-11-18,34.1,34.1,34.1,0.0,0.0,34.26,34.26,34.26,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2018-11-25,34.87,34.87,34.87,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.65,34.65,34.65,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2018-12-02,34.72,34.72,34.72,0.0,0.0,35.26,35.26,35.26,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2018-12-09,33.29,33.29,33.29,0.0,0.0,33.47,33.47,33.47,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2018-12-16,29.79,29.79,29.79,0.0,0.0,30.35,30.35,30.35,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2018-12-23,30.38,30.38,30.38,0.0,0.0,30.53,30.53,30.53,0.0,0.0,29.85,29.85,29.85,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-12-30,31.02,31.02,31.02,0.0,0.0,31.67,31.67,31.67,0.0,0.0,30.87,30.87,30.87,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-01-06,32.8,32.8,32.8,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-01-13,33.52,33.52,33.52,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-01-20,33.04,33.04,33.04,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-01-27,33.96,33.96,33.96,0.0,0.0,34.41,34.41,34.41,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-02-03,33.12,33.12,33.12,0.0,0.0,33.25,33.25,33.25,0.0,0.0,32.57,32.57,32.57,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-02-10,34.65,34.65,34.65,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-02-17,34.86,34.86,34.86,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-02-24,34.5,34.5,34.5,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-03-03,33.74,33.74,33.74,0.0,0.0,33.74,33.74,33.74,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-03-10,34.68,34.68,34.68,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-03-17,35.2,35.2,35.2,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-03-24,35.22,35.22,35.22,0.0,0.0,35.3,35.3,35.3,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.89,34.89,34.89,0.0,0.0
2019-03-31,35.12,35.12,35.12,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-04-07,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-04-14,35.68,35.68,35.68,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2019-04-21,35.03,35.03,35.03,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-04-28,33.74,33.74,33.74,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2019-05-05,33.47,33.47,33.47,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.69,33.69,33.69,0.0,0.0
2019-05-12,33.6,33.6,33.6,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-05-19,32.48,32.48,32.48,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-05-26,30.9,30.9,30.9,0.0,0.0,31.21,31.21,31.21,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-06-02,32.03,32.03,32.03,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.07,32.07,32.07,0.0,0.0
2019-06-09,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2019-06-16,33.08,33.08,33.08,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-06-23,33.0,33.0,33.0,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-06-30,32.84,32.84,32.84,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.75,32.75,32.75,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-07-07,33.55,33.55,33.55,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2019-07-14,32.52,32.52,32.52,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2019-07-21,32.62,32.62,32.62,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-07-28,31.89,31.89,31.89,0.0,0.0,32.12,32.12,32.12,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2019-08-04,31.01,31.01,31.01,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-08-11,29.25,29.25,29.25,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-08-18,29.69,29.69,29.69,0.0,0.0,29.94,29.94,29.94,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-08-25,29.93,29.93,29.93,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-09-01,30.41,30.41,30.41,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-09-08,31.7,31.7,31.7,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-09-15,32.13,32.13,32.13,0.0,0.0,32.27,32.27,32.27,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-09-22,30.81,30.81,30.81,0.0,0.0,31.2,31.2,31.2,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2019-09-29,29.74,29.74,29.74,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-10-06,29.93,29.93,29.93,0.0,0.0,30.32,30.32,30.32,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-10-13,29.69,29.69,29.69,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-10-20,30.6,30.6,30.6,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.86,30.86,30.86,0.0,0.0
2019-10-27,30.21,30.21,30.21,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-11-03,31.39,31.39,31.39,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-11-10,30.93,30.93,30.93,0.0,0.0,31.2,31.2,31.2,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-11-17,31.06,31.06,31.06,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2019-11-24,30.55,30.55,30.55,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-12-01,30.43,30.43,30.43,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.97,30.97,30.97,0.0,0.0
2019-12-08,31.59,31.59,31.59,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.24,31.24,31.24,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-12-15,31.72,31.72,31.72,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-12-22,32.26,32.26,32.26,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-12-29,32.68,32.68,32.68,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.31,32.31,32.31,0.0,0.0
