Date,Vanguard Telecommunication Services_Open_average,Vanguard Telecommunication Services_Open_max,Vanguard Telecommunication Services_Open_min,Vanguard Telecommunication Services_Open_volatility,Vanguard Telecommunication Services_Open_change,Vanguard Telecommunication Services_High_average,Vanguard Telecommunication Services_High_max,Vanguard Telecommunication Services_High_min,Vanguard Telecommunication Services_High_volatility,Vanguard Telecommunication Services_High_change,Vanguard Telecommunication Services_Low_average,Vanguard Telecommunication Services_Low_max,Vanguard Telecommunication Services_Low_min,Vanguard Telecommunication Services_Low_volatility,Vanguard Telecommunication Services_Low_change,Vanguard Telecommunication Services_Close_average,Vanguard Telecommunication Services_Close_max,Vanguard Telecommunication Services_Close_min,Vanguard Telecommunication Services_Close_volatility,Vanguard Telecommunication Services_Close_change
2018-03-25,83.62,83.62,83.62,0.0,0.0,83.97,83.97,83.97,0.0,0.0,81.68,81.68,81.68,0.0,0.0,81.96,81.96,81.96,0.0,0.0
2018-04-01,84.39,84.39,84.39,0.0,0.0,85.0,85.0,85.0,0.0,0.0,84.07,84.07,84.07,0.0,0.0,84.1,84.1,84.1,0.0,0.0
2018-04-08,86.11,86.11,86.11,0.0,0.0,87.19,87.19,87.19,0.0,0.0,85.9,85.9,85.9,0.0,0.0,87.04,87.04,87.04,0.0,0.0
2018-04-15,87.24,87.24,87.24,0.0,0.0,87.24,87.24,87.24,0.0,0.0,86.49,86.49,86.49,0.0,0.0,87.14,87.14,87.14,0.0,0.0
2018-04-22,87.22,87.22,87.22,0.0,0.0,87.22,87.22,87.22,0.0,0.0,84.81,84.81,84.81,0.0,0.0,84.81,84.81,84.81,0.0,0.0
2018-04-29,84.06,84.06,84.06,0.0,0.0,84.23,84.23,84.23,0.0,0.0,83.39,83.39,83.39,0.0,0.0,83.49,83.49,83.49,0.0,0.0
2018-05-06,84.26,84.26,84.26,0.0,0.0,84.3,84.3,84.3,0.0,0.0,83.45,83.45,83.45,0.0,0.0,83.62,83.62,83.62,0.0,0.0
2018-05-13,83.46,83.46,83.46,0.0,0.0,84.11,84.11,84.11,0.0,0.0,83.33,83.33,83.33,0.0,0.0,84.01,84.01,84.01,0.0,0.0
2018-05-20,83.31,83.31,83.31,0.0,0.0,83.31,83.31,83.31,0.0,0.0,82.45,82.45,82.45,0.0,0.0,82.58,82.58,82.58,0.0,0.0
2018-05-27,83.49,83.49,83.49,0.0,0.0,83.84,83.84,83.84,0.0,0.0,83.49,83.49,83.49,0.0,0.0,83.63,83.63,83.63,0.0,0.0
2018-06-03,84.79,84.79,84.79,0.0,0.0,85.46,85.46,85.46,0.0,0.0,84.79,84.79,84.79,0.0,0.0,85.22,85.22,85.22,0.0,0.0
2018-06-10,86.25,86.25,86.25,0.0,0.0,86.6,86.6,86.6,0.0,0.0,86.06,86.06,86.06,0.0,0.0,86.49,86.49,86.49,0.0,0.0
2018-06-17,86.55,86.55,86.55,0.0,0.0,86.55,86.55,86.55,0.0,0.0,85.25,85.25,85.25,0.0,0.0,85.66,85.66,85.66,0.0,0.0
2018-06-24,84.4,84.4,84.4,0.0,0.0,85.22,85.22,85.22,0.0,0.0,84.15,84.15,84.15,0.0,0.0,85.19,85.19,85.19,0.0,0.0
2018-07-01,87.89,87.89,87.89,0.0,0.0,87.89,87.89,87.89,0.0,0.0,87.5,87.5,87.5,0.0,0.0,87.75,87.75,87.75,0.0,0.0
2018-07-08,87.83,87.83,87.83,0.0,0.0,88.03,88.03,88.03,0.0,0.0,87.59,87.59,87.59,0.0,0.0,87.66,87.66,87.66,0.0,0.0
2018-07-15,85.91,85.91,85.91,0.0,0.0,86.23,86.23,86.23,0.0,0.0,85.5,85.5,85.5,0.0,0.0,86.16,86.16,86.16,0.0,0.0
2018-07-22,84.59,84.59,84.59,0.0,0.0,84.59,84.59,84.59,0.0,0.0,83.84,83.84,83.84,0.0,0.0,84.22,84.22,84.22,0.0,0.0
2018-07-29,85.43,85.43,85.43,0.0,0.0,86.44,86.44,86.44,0.0,0.0,85.23,85.23,85.23,0.0,0.0,86.44,86.44,86.44,0.0,0.0
2018-08-05,86.5,86.5,86.5,0.0,0.0,86.98,86.98,86.98,0.0,0.0,86.28,86.28,86.28,0.0,0.0,86.33,86.33,86.33,0.0,0.0
2018-08-12,86.19,86.19,86.19,0.0,0.0,86.34,86.34,86.34,0.0,0.0,85.67,85.67,85.67,0.0,0.0,86.15,86.15,86.15,0.0,0.0
2018-08-19,87.51,87.51,87.51,0.0,0.0,88.08,88.08,88.08,0.0,0.0,87.5,87.5,87.5,0.0,0.0,87.79,87.79,87.79,0.0,0.0
2018-08-26,87.06,87.06,87.06,0.0,0.0,87.19,87.19,87.19,0.0,0.0,86.51,86.51,86.51,0.0,0.0,86.81,86.81,86.81,0.0,0.0
2018-09-02,84.91,84.91,84.91,0.0,0.0,84.98,84.98,84.98,0.0,0.0,84.39,84.39,84.39,0.0,0.0,84.77,84.77,84.77,0.0,0.0
2018-09-09,86.12,86.12,86.12,0.0,0.0,86.12,86.12,86.12,0.0,0.0,85.34,85.34,85.34,0.0,0.0,85.37,85.37,85.37,0.0,0.0
2018-09-16,85.76,85.76,85.76,0.0,0.0,86.19,86.19,86.19,0.0,0.0,85.28,85.28,85.28,0.0,0.0,86.14,86.14,86.14,0.0,0.0
2018-09-23,87.1,87.1,87.1,0.0,0.0,87.49,87.49,87.49,0.0,0.0,86.34,86.34,86.34,0.0,0.0,86.57,86.57,86.57,0.0,0.0
2018-09-30,84.67,84.67,84.67,0.0,0.0,85.03,85.03,85.03,0.0,0.0,83.75,83.75,83.75,0.0,0.0,84.73,84.73,84.73,0.0,0.0
2018-10-07,82.12,82.12,82.12,0.0,0.0,82.9,82.9,82.9,0.0,0.0,81.8,81.8,81.8,0.0,0.0,82.11,82.11,82.11,0.0,0.0
2018-10-14,83.38,83.38,83.38,0.0,0.0,83.67,83.67,83.67,0.0,0.0,82.8,82.8,82.8,0.0,0.0,83.0,83.0,83.0,0.0,0.0
2018-10-21,79.96,79.96,79.96,0.0,0.0,80.7,80.7,80.7,0.0,0.0,76.5,76.5,76.5,0.0,0.0,77.87,77.87,77.87,0.0,0.0
2018-10-28,81.53,81.53,81.53,0.0,0.0,81.69,81.69,81.69,0.0,0.0,80.76,80.76,80.76,0.0,0.0,81.36,81.36,81.36,0.0,0.0
2018-11-04,80.69,80.69,80.69,0.0,0.0,80.8,80.8,80.8,0.0,0.0,79.42,79.42,79.42,0.0,0.0,79.72,79.72,79.72,0.0,0.0
2018-11-11,79.91,79.91,79.91,0.0,0.0,79.91,79.91,79.91,0.0,0.0,77.82,77.82,77.82,0.0,0.0,78.11,78.11,78.11,0.0,0.0
2018-11-18,78.04,78.04,78.04,0.0,0.0,78.76,78.76,78.76,0.0,0.0,77.78,77.78,77.78,0.0,0.0,78.75,78.75,78.75,0.0,0.0
2018-11-25,82.21,82.21,82.21,0.0,0.0,82.51,82.51,82.51,0.0,0.0,80.67,80.67,80.67,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2018-12-02,77.67,77.67,77.67,0.0,0.0,78.28,78.28,78.28,0.0,0.0,76.6,76.6,76.6,0.0,0.0,77.97,77.97,77.97,0.0,0.0
2018-12-09,77.0,77.0,77.0,0.0,0.0,77.45,77.45,77.45,0.0,0.0,74.95,74.95,74.95,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2018-12-16,70.46,70.46,70.46,0.0,0.0,71.34,71.34,71.34,0.0,0.0,69.48,69.48,69.48,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2018-12-23,74.28,74.28,74.28,0.0,0.0,74.38,74.38,74.38,0.0,0.0,73.1,73.1,73.1,0.0,0.0,74.07,74.07,74.07,0.0,0.0
2018-12-30,77.27,77.27,77.27,0.0,0.0,78.17,78.17,78.17,0.0,0.0,77.1,77.1,77.1,0.0,0.0,77.82,77.82,77.82,0.0,0.0
2019-01-06,78.77,78.77,78.77,0.0,0.0,79.09,79.09,79.09,0.0,0.0,78.47,78.47,78.47,0.0,0.0,78.84,78.84,78.84,0.0,0.0
2019-01-13,80.43,80.43,80.43,0.0,0.0,81.0,81.0,81.0,0.0,0.0,80.16,80.16,80.16,0.0,0.0,80.4,80.4,80.4,0.0,0.0
2019-01-20,79.2,79.2,79.2,0.0,0.0,79.38,79.38,79.38,0.0,0.0,78.44,78.44,78.44,0.0,0.0,78.97,78.97,78.97,0.0,0.0
2019-01-27,81.79,81.79,81.79,0.0,0.0,82.49,82.49,82.49,0.0,0.0,81.7,81.7,81.7,0.0,0.0,82.49,82.49,82.49,0.0,0.0
2019-02-03,81.58,81.58,81.58,0.0,0.0,81.83,81.83,81.83,0.0,0.0,80.87,80.87,80.87,0.0,0.0,81.0,81.0,81.0,0.0,0.0
2019-02-10,82.71,82.71,82.71,0.0,0.0,82.71,82.71,82.71,0.0,0.0,82.2,82.2,82.2,0.0,0.0,82.71,82.71,82.71,0.0,0.0
2019-02-17,83.29,83.29,83.29,0.0,0.0,83.39,83.39,83.39,0.0,0.0,82.53,82.53,82.53,0.0,0.0,82.57,82.57,82.57,0.0,0.0
2019-02-24,83.3,83.3,83.3,0.0,0.0,83.59,83.59,83.59,0.0,0.0,82.0,82.0,82.0,0.0,0.0,82.95,82.95,82.95,0.0,0.0
2019-03-03,82.82,82.82,82.82,0.0,0.0,84.04,84.04,84.04,0.0,0.0,82.82,82.82,82.82,0.0,0.0,83.99,83.99,83.99,0.0,0.0
2019-03-10,84.28,84.28,84.28,0.0,0.0,84.38,84.38,84.38,0.0,0.0,83.77,83.77,83.77,0.0,0.0,83.88,83.88,83.88,0.0,0.0
2019-03-17,83.78,83.78,83.78,0.0,0.0,84.16,84.16,84.16,0.0,0.0,83.34,83.34,83.34,0.0,0.0,83.92,83.92,83.92,0.0,0.0
2019-03-24,84.0,84.0,84.0,0.0,0.0,84.64,84.64,84.64,0.0,0.0,83.97,83.97,83.97,0.0,0.0,84.63,84.63,84.63,0.0,0.0
2019-03-31,86.02,86.02,86.02,0.0,0.0,86.02,86.02,86.02,0.0,0.0,85.61,85.61,85.61,0.0,0.0,86.01,86.01,86.01,0.0,0.0
2019-04-07,87.66,87.66,87.66,0.0,0.0,87.77,87.77,87.77,0.0,0.0,87.06,87.06,87.06,0.0,0.0,87.6,87.6,87.6,0.0,0.0
2019-04-14,87.75,87.75,87.75,0.0,0.0,88.33,88.33,88.33,0.0,0.0,87.68,87.68,87.68,0.0,0.0,88.33,88.33,88.33,0.0,0.0
2019-04-21,89.98,89.98,89.98,0.0,0.0,90.68,90.68,90.68,0.0,0.0,89.95,89.95,89.95,0.0,0.0,90.49,90.49,90.49,0.0,0.0
2019-04-28,87.4,87.4,87.4,0.0,0.0,88.9,88.9,88.9,0.0,0.0,87.4,87.4,87.4,0.0,0.0,88.84,88.84,88.84,0.0,0.0
2019-05-05,85.82,85.82,85.82,0.0,0.0,86.17,86.17,86.17,0.0,0.0,84.68,84.68,84.68,0.0,0.0,84.99,84.99,84.99,0.0,0.0
2019-05-12,86.72,86.72,86.72,0.0,0.0,86.93,86.93,86.93,0.0,0.0,86.11,86.11,86.11,0.0,0.0,86.42,86.42,86.42,0.0,0.0
2019-05-19,86.27,86.27,86.27,0.0,0.0,86.45,86.45,86.45,0.0,0.0,85.8,85.8,85.8,0.0,0.0,85.95,85.95,85.95,0.0,0.0
2019-05-26,82.95,82.95,82.95,0.0,0.0,82.95,82.95,82.95,0.0,0.0,80.95,80.95,80.95,0.0,0.0,81.39,81.39,81.39,0.0,0.0
2019-06-02,84.95,84.95,84.95,0.0,0.0,85.3,85.3,85.3,0.0,0.0,84.35,84.35,84.35,0.0,0.0,84.47,84.47,84.47,0.0,0.0
2019-06-09,85.64,85.64,85.64,0.0,0.0,86.41,86.41,86.41,0.0,0.0,85.64,85.64,85.64,0.0,0.0,86.29,86.29,86.29,0.0,0.0
2019-06-16,87.46,87.46,87.46,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.26,87.26,87.26,0.0,0.0,87.32,87.32,87.32,0.0,0.0
2019-06-23,87.57,87.57,87.57,0.0,0.0,87.66,87.66,87.66,0.0,0.0,87.01,87.01,87.01,0.0,0.0,87.33,87.33,87.33,0.0,0.0
2019-06-30,88.78,88.78,88.78,0.0,0.0,88.78,88.78,88.78,0.0,0.0,88.21,88.21,88.21,0.0,0.0,88.39,88.39,88.39,0.0,0.0
2019-07-07,90.39,90.39,90.39,0.0,0.0,90.4,90.4,90.4,0.0,0.0,90.03,90.03,90.03,0.0,0.0,90.35,90.35,90.35,0.0,0.0
2019-07-14,88.03,88.03,88.03,0.0,0.0,88.2,88.2,88.2,0.0,0.0,87.7,87.7,87.7,0.0,0.0,87.94,87.94,87.94,0.0,0.0
2019-07-21,91.34,91.34,91.34,0.0,0.0,91.34,91.34,91.34,0.0,0.0,90.62,90.62,90.62,0.0,0.0,91.03,91.03,91.03,0.0,0.0
2019-07-28,86.69,86.69,86.69,0.0,0.0,86.89,86.89,86.89,0.0,0.0,84.91,84.91,84.91,0.0,0.0,85.64,85.64,85.64,0.0,0.0
2019-08-04,86.88,86.88,86.88,0.0,0.0,87.0,87.0,87.0,0.0,0.0,86.05,86.05,86.05,0.0,0.0,86.33,86.33,86.33,0.0,0.0
2019-08-11,86.96,86.96,86.96,0.0,0.0,87.6,87.6,87.6,0.0,0.0,86.96,86.96,86.96,0.0,0.0,87.29,87.29,87.29,0.0,0.0
2019-08-18,85.19,85.19,85.19,0.0,0.0,85.81,85.81,85.81,0.0,0.0,84.86,84.86,84.86,0.0,0.0,85.81,85.81,85.81,0.0,0.0
2019-08-25,87.67,87.67,87.67,0.0,0.0,87.67,87.67,87.67,0.0,0.0,86.77,86.77,86.77,0.0,0.0,87.17,87.17,87.17,0.0,0.0
2019-09-01,89.24,89.24,89.24,0.0,0.0,89.46,89.46,89.46,0.0,0.0,88.54,88.54,88.54,0.0,0.0,88.93,88.93,88.93,0.0,0.0
2019-09-08,89.56,89.56,89.56,0.0,0.0,89.79,89.79,89.79,0.0,0.0,89.23,89.23,89.23,0.0,0.0,89.57,89.57,89.57,0.0,0.0
2019-09-15,88.64,88.64,88.64,0.0,0.0,88.86,88.86,88.86,0.0,0.0,88.33,88.33,88.33,0.0,0.0,88.7,88.7,88.7,0.0,0.0
2019-09-22,86.45,86.45,86.45,0.0,0.0,86.86,86.86,86.86,0.0,0.0,86.35,86.35,86.35,0.0,0.0,86.7,86.7,86.7,0.0,0.0
2019-09-29,86.32,86.32,86.32,0.0,0.0,87.04,87.04,87.04,0.0,0.0,86.14,86.14,86.14,0.0,0.0,86.47,86.47,86.47,0.0,0.0
2019-10-06,87.15,87.15,87.15,0.0,0.0,87.2,87.2,87.2,0.0,0.0,86.87,86.87,86.87,0.0,0.0,87.05,87.05,87.05,0.0,0.0
2019-10-13,88.61,88.61,88.61,0.0,0.0,88.94,88.94,88.94,0.0,0.0,88.61,88.61,88.61,0.0,0.0,88.75,88.75,88.75,0.0,0.0
2019-10-20,89.16,89.16,89.16,0.0,0.0,90.06,90.06,90.06,0.0,0.0,89.14,89.14,89.14,0.0,0.0,89.78,89.78,89.78,0.0,0.0
2019-10-27,90.26,90.26,90.26,0.0,0.0,90.5,90.5,90.5,0.0,0.0,90.09,90.09,90.09,0.0,0.0,90.21,90.21,90.21,0.0,0.0
2019-11-03,90.12,90.12,90.12,0.0,0.0,90.53,90.53,90.53,0.0,0.0,90.01,90.01,90.01,0.0,0.0,90.53,90.53,90.53,0.0,0.0
2019-11-10,91.41,91.41,91.41,0.0,0.0,91.99,91.99,91.99,0.0,0.0,91.05,91.05,91.05,0.0,0.0,91.87,91.87,91.87,0.0,0.0
2019-11-17,91.54,91.54,91.54,0.0,0.0,91.78,91.78,91.78,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.67,91.67,91.67,0.0,0.0
2019-11-24,92.15,92.15,92.15,0.0,0.0,92.15,92.15,92.15,0.0,0.0,90.7,90.7,90.7,0.0,0.0,91.21,91.21,91.21,0.0,0.0
2019-12-01,92.4,92.4,92.4,0.0,0.0,92.86,92.86,92.86,0.0,0.0,92.06,92.06,92.06,0.0,0.0,92.09,92.09,92.09,0.0,0.0
2019-12-08,92.02,92.02,92.02,0.0,0.0,92.69,92.69,92.69,0.0,0.0,92.02,92.02,92.02,0.0,0.0,92.44,92.44,92.44,0.0,0.0
2019-12-15,94.63,94.63,94.63,0.0,0.0,94.69,94.69,94.69,0.0,0.0,94.14,94.14,94.14,0.0,0.0,94.23,94.23,94.23,0.0,0.0
2019-12-22,94.74,94.74,94.74,0.0,0.0,94.74,94.74,94.74,0.0,0.0,93.67,93.67,93.67,0.0,0.0,93.79,93.79,93.79,0.0,0.0
2019-12-29,94.09,94.09,94.09,0.0,0.0,95.0,95.0,95.0,0.0,0.0,94.09,94.09,94.09,0.0,0.0,94.64,94.64,94.64,0.0,0.0
