Date,iShares New York AMT-Free Muni Bond_etf_Open_average,iShares New York AMT-Free Muni Bond_etf_Open_max,iShares New York AMT-Free Muni Bond_etf_Open_min,iShares New York AMT-Free Muni Bond_etf_Open_volatility,iShares New York AMT-Free Muni Bond_etf_Open_change,iShares New York AMT-Free Muni Bond_etf_High_average,iShares New York AMT-Free Muni Bond_etf_High_max,iShares New York AMT-Free Muni Bond_etf_High_min,iShares New York AMT-Free Muni Bond_etf_High_volatility,iShares New York AMT-Free Muni Bond_etf_High_change,iShares New York AMT-Free Muni Bond_etf_Low_average,iShares New York AMT-Free Muni Bond_etf_Low_max,iShares New York AMT-Free Muni Bond_etf_Low_min,iShares New York AMT-Free Muni Bond_etf_Low_volatility,iShares New York AMT-Free Muni Bond_etf_Low_change,iShares New York AMT-Free Muni Bond_etf_Close_average,iShares New York AMT-Free Muni Bond_etf_Close_max,iShares New York AMT-Free Muni Bond_etf_Close_min,iShares New York AMT-Free Muni Bond_etf_Close_volatility,iShares New York AMT-Free Muni Bond_etf_Close_change
2018-03-25,54.73,54.73,54.73,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2018-04-01,54.65,54.65,54.65,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-04-08,54.66,54.66,54.66,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2018-04-15,54.48,54.48,54.48,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2018-04-22,54.35,54.35,54.35,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2018-04-29,54.56,54.56,54.56,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.53,54.53,54.53,0.0,0.0
2018-05-06,54.56,54.56,54.56,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.53,54.53,54.53,0.0,0.0
2018-05-13,54.34,54.34,54.34,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.34,54.34,54.34,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2018-05-20,54.61,54.61,54.61,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.7,54.7,54.7,0.0,0.0
2018-05-27,54.53,54.53,54.53,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2018-06-03,54.68,54.68,54.68,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-06-10,54.61,54.61,54.61,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2018-06-17,54.61,54.61,54.61,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-06-24,54.81,54.81,54.81,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-07-01,54.79,54.79,54.79,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-07-08,54.86,54.86,54.86,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2018-07-15,54.88,54.88,54.88,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2018-07-22,54.74,54.74,54.74,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2018-07-29,54.49,54.49,54.49,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.54,54.54,54.54,0.0,0.0
2018-08-05,54.5,54.5,54.5,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-08-12,54.66,54.66,54.66,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2018-08-19,54.76,54.76,54.76,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2018-08-26,54.77,54.77,54.77,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2018-09-02,54.44,54.44,54.44,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.32,54.32,54.32,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2018-09-09,54.42,54.42,54.42,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-09-16,54.27,54.27,54.27,0.0,0.0,54.31,54.31,54.31,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2018-09-23,54.25,54.25,54.25,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2018-09-30,53.94,53.94,53.94,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2018-10-07,53.68,53.68,53.68,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2018-10-14,53.71,53.71,53.71,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2018-10-21,53.93,53.93,53.93,0.0,0.0,53.96,53.96,53.96,0.0,0.0,53.91,53.91,53.91,0.0,0.0,53.95,53.95,53.95,0.0,0.0
2018-10-28,53.51,53.51,53.51,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.49,53.49,53.49,0.0,0.0
2018-11-04,53.74,53.74,53.74,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2018-11-11,53.84,53.84,53.84,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.88,53.88,53.88,0.0,0.0
2018-11-18,54.04,54.04,54.04,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.97,53.97,53.97,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2018-11-25,54.23,54.23,54.23,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.23,54.23,54.23,0.0,0.0
2018-12-02,54.48,54.48,54.48,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.55,54.55,54.55,0.0,0.0
2018-12-09,54.45,54.45,54.45,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.42,54.42,54.42,0.0,0.0
2018-12-16,54.59,54.59,54.59,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.62,54.62,54.62,0.0,0.0
2018-12-23,54.67,54.67,54.67,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.66,54.66,54.66,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2018-12-30,54.84,54.84,54.84,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2019-01-06,54.83,54.83,54.83,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2019-01-13,54.9,54.9,54.9,0.0,0.0,54.97,54.97,54.97,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.87,54.87,54.87,0.0,0.0
2019-01-20,54.84,54.84,54.84,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2019-01-27,54.99,54.99,54.99,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2019-02-03,55.09,55.09,55.09,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-02-10,55.05,55.05,55.05,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-02-17,55.11,55.11,55.11,0.0,0.0,55.14,55.14,55.14,0.0,0.0,55.07,55.07,55.07,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2019-02-24,55.07,55.07,55.07,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2019-03-03,55.35,55.35,55.35,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.28,55.28,55.28,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-03-10,55.47,55.47,55.47,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-03-17,55.67,55.67,55.67,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.74,55.74,55.74,0.0,0.0
2019-03-24,55.8,55.8,55.8,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2019-03-31,55.71,55.71,55.71,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.7,55.7,55.7,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2019-04-07,55.78,55.78,55.78,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-04-14,55.81,55.81,55.81,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.79,55.79,55.79,0.0,0.0
2019-04-21,56.05,56.05,56.05,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2019-04-28,56.0,56.0,56.0,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.05,56.05,56.05,0.0,0.0
2019-05-05,56.22,56.22,56.22,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.22,56.22,56.22,0.0,0.0,56.25,56.25,56.25,0.0,0.0
2019-05-12,56.5,56.5,56.5,0.0,0.0,56.58,56.58,56.58,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.46,56.46,56.46,0.0,0.0
2019-05-19,56.54,56.54,56.54,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2019-05-26,56.8,56.8,56.8,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2019-06-02,56.77,56.77,56.77,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2019-06-09,56.63,56.63,56.63,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2019-06-16,56.68,56.68,56.68,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2019-06-23,56.72,56.72,56.72,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.79,56.79,56.79,0.0,0.0
2019-06-30,56.78,56.78,56.78,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.72,56.72,56.72,0.0,0.0
2019-07-07,56.91,56.91,56.91,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2019-07-14,56.94,56.94,56.94,0.0,0.0,57.01,57.01,57.01,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.98,56.98,56.98,0.0,0.0
2019-07-21,57.09,57.09,57.09,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-07-28,57.2,57.2,57.2,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.23,57.23,57.23,0.0,0.0
2019-08-04,57.53,57.53,57.53,0.0,0.0,57.54,57.54,57.54,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.51,57.51,57.51,0.0,0.0
2019-08-11,57.76,57.76,57.76,0.0,0.0,57.86,57.86,57.86,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2019-08-18,57.72,57.72,57.72,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2019-08-25,57.82,57.82,57.82,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2019-09-01,57.65,57.65,57.65,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2019-09-08,57.07,57.07,57.07,0.0,0.0,57.07,57.07,57.07,0.0,0.0,56.91,56.91,56.91,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2019-09-15,57.1,57.1,57.1,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.08,57.08,57.08,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2019-09-22,57.23,57.23,57.23,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2019-09-29,57.44,57.44,57.44,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.34,57.34,57.34,0.0,0.0
2019-10-06,57.34,57.34,57.34,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2019-10-13,57.19,57.19,57.19,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.11,57.11,57.11,0.0,0.0
2019-10-20,56.93,56.93,56.93,0.0,0.0,57.01,57.01,57.01,0.0,0.0,56.93,56.93,56.93,0.0,0.0,56.96,56.96,56.96,0.0,0.0
2019-10-27,57.02,57.02,57.02,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2019-11-03,56.83,56.83,56.83,0.0,0.0,56.83,56.83,56.83,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2019-11-10,56.94,56.94,56.94,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.9,56.9,56.9,0.0,0.0
2019-11-17,57.05,57.05,57.05,0.0,0.0,57.1,57.1,57.1,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-11-24,57.18,57.18,57.18,0.0,0.0,57.18,57.18,57.18,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2019-12-01,57.11,57.11,57.11,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-12-08,57.01,57.01,57.01,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.01,57.01,57.01,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2019-12-15,57.03,57.03,57.03,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.94,56.94,56.94,0.0,0.0,57.0,57.0,57.0,0.0,0.0
2019-12-22,56.97,56.97,56.97,0.0,0.0,57.1,57.1,57.1,0.0,0.0,56.97,56.97,56.97,0.0,0.0,57.1,57.1,57.1,0.0,0.0
2019-12-29,57.18,57.18,57.18,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.17,57.17,57.17,0.0,0.0,57.23,57.23,57.23,0.0,0.0
