Date,UBS E-TRACS Alerian Natural Gas MLP_Open_average,UBS E-TRACS Alerian Natural Gas MLP_Open_max,UBS E-TRACS Alerian Natural Gas MLP_Open_min,UBS E-TRACS Alerian Natural Gas MLP_Open_volatility,UBS E-TRACS Alerian Natural Gas MLP_Open_change,UBS E-TRACS Alerian Natural Gas MLP_High_average,UBS E-TRACS Alerian Natural Gas MLP_High_max,UBS E-TRACS Alerian Natural Gas MLP_High_min,UBS E-TRACS Alerian Natural Gas MLP_High_volatility,UBS E-TRACS Alerian Natural Gas MLP_High_change,UBS E-TRACS Alerian Natural Gas MLP_Low_average,UBS E-TRACS Alerian Natural Gas MLP_Low_max,UBS E-TRACS Alerian Natural Gas MLP_Low_min,UBS E-TRACS Alerian Natural Gas MLP_Low_volatility,UBS E-TRACS Alerian Natural Gas MLP_Low_change,UBS E-TRACS Alerian Natural Gas MLP_Close_average,UBS E-TRACS Alerian Natural Gas MLP_Close_max,UBS E-TRACS Alerian Natural Gas MLP_Close_min,UBS E-TRACS Alerian Natural Gas MLP_Close_volatility,UBS E-TRACS Alerian Natural Gas MLP_Close_change
2018-03-25,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-04-01,20.58,20.58,20.58,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2018-04-08,20.7,20.7,20.7,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2018-04-15,20.7,20.7,20.7,0.0,0.0,21.43,21.43,21.43,0.0,0.0,20.7,20.7,20.7,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-04-22,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.43,21.43,21.43,0.0,0.0
2018-04-29,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0
2018-05-06,21.87,21.87,21.87,0.0,0.0,21.97,21.97,21.97,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.97,21.97,21.97,0.0,0.0
2018-05-13,22.51,22.51,22.51,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2018-05-20,22.15,22.15,22.15,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2018-05-27,22.98,22.98,22.98,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.94,22.94,22.94,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2018-06-03,22.61,22.61,22.61,0.0,0.0,23.26,23.26,23.26,0.0,0.0,22.61,22.61,22.61,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2018-06-10,21.92,21.92,21.92,0.0,0.0,22.6,22.6,22.6,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2018-06-17,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-06-24,22.87,22.87,22.87,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.81,22.81,22.81,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-07-01,22.21,22.21,22.21,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.21,22.21,22.21,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2018-07-08,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2018-07-15,23.83,23.83,23.83,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2018-07-22,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-07-29,24.99,24.99,24.99,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2018-08-05,26.0,26.0,26.0,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2018-08-12,25.19,25.19,25.19,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2018-08-19,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2018-08-26,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-09-02,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2018-09-09,25.1,25.1,25.1,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-09-16,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-09-23,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2018-09-30,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2018-10-07,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-10-14,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2018-10-21,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-10-28,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2018-11-04,22.5,22.5,22.5,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2018-11-11,22.09,22.09,22.09,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2018-11-18,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2018-11-25,21.86,21.86,21.86,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2018-12-02,21.97,21.97,21.97,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2018-12-09,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-12-16,16.5,16.5,16.5,0.0,0.0,20.1,20.1,20.1,0.0,0.0,16.5,16.5,16.5,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2018-12-23,19.61,19.61,19.61,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2018-12-30,20.75,20.75,20.75,0.0,0.0,21.45,21.45,21.45,0.0,0.0,20.75,20.75,20.75,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2019-01-06,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2019-01-13,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2019-01-20,21.13,21.13,21.13,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2019-01-27,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2019-02-03,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2019-02-10,22.75,22.75,22.75,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2019-02-17,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2019-02-24,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2019-03-03,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-03-10,22.62,22.62,22.62,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2019-03-17,22.94,22.94,22.94,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.94,22.94,22.94,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2019-03-24,23.09,23.09,23.09,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2019-03-31,23.29,23.29,23.29,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2019-04-07,23.28,23.28,23.28,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-04-14,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-04-21,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2019-04-28,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2019-05-05,22.19,22.19,22.19,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2019-05-12,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2019-05-19,22.47,22.47,22.47,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-05-26,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2019-06-02,21.98,21.98,21.98,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2019-06-09,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2019-06-16,21.87,21.87,21.87,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2019-06-23,21.89,21.89,21.89,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.89,21.89,21.89,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-06-30,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2019-07-07,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2019-07-14,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2019-07-21,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2019-07-28,21.49,21.49,21.49,0.0,0.0,21.49,21.49,21.49,0.0,0.0,20.74,20.74,20.74,0.0,0.0,21.18,21.18,21.18,0.0,0.0
2019-08-04,19.77,19.77,19.77,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-08-11,19.57,19.57,19.57,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-08-18,19.68,19.68,19.68,0.0,0.0,19.98,19.98,19.98,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2019-08-25,20.01,20.01,20.01,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-09-01,19.81,19.81,19.81,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-09-08,20.29,20.29,20.29,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-09-15,21.06,21.06,21.06,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2019-09-22,20.11,20.11,20.11,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2019-09-29,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-10-06,19.13,19.13,19.13,0.0,0.0,19.13,19.13,19.13,0.0,0.0,18.94,18.94,18.94,0.0,0.0,18.94,18.94,18.94,0.0,0.0
2019-10-13,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2019-10-20,18.78,18.78,18.78,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.71,18.71,18.71,0.0,0.0
2019-10-27,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-11-03,18.14,18.14,18.14,0.0,0.0,18.14,18.14,18.14,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.78,17.78,17.78,0.0,0.0
2019-11-10,17.31,17.31,17.31,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.41,17.41,17.41,0.0,0.0
2019-11-17,16.92,16.92,16.92,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.92,16.92,16.92,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2019-11-24,16.69,16.69,16.69,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2019-12-01,16.48,16.48,16.48,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.33,16.33,16.33,0.0,0.0,16.34,16.34,16.34,0.0,0.0
2019-12-08,17.51,17.51,17.51,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2019-12-15,17.86,17.86,17.86,0.0,0.0,18.17,18.17,18.17,0.0,0.0,17.86,17.86,17.86,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2019-12-22,18.38,18.38,18.38,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.38,18.38,18.38,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2019-12-29,18.61,18.61,18.61,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.66,18.66,18.66,0.0,0.0
