Date,iShares MSCI China A_Open_average,iShares MSCI China A_Open_max,iShares MSCI China A_Open_min,iShares MSCI China A_Open_volatility,iShares MSCI China A_Open_change,iShares MSCI China A_High_average,iShares MSCI China A_High_max,iShares MSCI China A_High_min,iShares MSCI China A_High_volatility,iShares MSCI China A_High_change,iShares MSCI China A_Low_average,iShares MSCI China A_Low_max,iShares MSCI China A_Low_min,iShares MSCI China A_Low_volatility,iShares MSCI China A_Low_change,iShares MSCI China A_Close_average,iShares MSCI China A_Close_max,iShares MSCI China A_Close_min,iShares MSCI China A_Close_volatility,iShares MSCI China A_Close_change
2018-03-25,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2018-04-01,31.54,31.54,31.54,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2018-04-08,31.57,31.57,31.57,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-04-15,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-04-22,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2018-04-29,31.04,31.04,31.04,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2018-05-06,32.09,32.09,32.09,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-05-13,32.01,32.01,32.01,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-05-20,30.96,30.96,30.96,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.96,30.96,30.96,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2018-05-27,31.13,31.13,31.13,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-06-03,30.94,30.94,30.94,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2018-06-10,30.13,30.13,30.13,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2018-06-17,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-06-24,26.39,26.39,26.39,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2018-07-01,27.33,27.33,27.33,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2018-07-08,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2018-07-15,27.12,27.12,27.12,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2018-07-22,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2018-07-29,25.42,25.42,25.42,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-08-05,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2018-08-12,25.37,25.37,25.37,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2018-08-19,26.38,26.38,26.38,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-08-26,25.61,25.61,25.61,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2018-09-02,25.13,25.13,25.13,0.0,0.0,25.21,25.21,25.21,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-09-09,24.89,24.89,24.89,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2018-09-16,26.18,26.18,26.18,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-09-23,26.72,26.72,26.72,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2018-09-30,25.11,25.11,25.11,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2018-10-07,23.99,23.99,23.99,0.0,0.0,24.29,24.29,24.29,0.0,0.0,23.99,23.99,23.99,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-10-14,25.21,25.21,25.21,0.0,0.0,25.25,25.25,25.25,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-10-21,23.8,23.8,23.8,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-10-28,25.13,25.13,25.13,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2018-11-04,24.28,24.28,24.28,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-11-11,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2018-11-18,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-11-25,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-12-02,24.33,24.33,24.33,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2018-12-09,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2018-12-16,22.58,22.58,22.58,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.63,22.63,22.63,0.0,0.0
2018-12-23,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2018-12-30,23.17,23.17,23.17,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2019-01-06,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-01-13,24.41,24.41,24.41,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-01-20,24.56,24.56,24.56,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2019-01-27,25.0,25.0,25.0,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2019-02-03,25.4,25.4,25.4,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-02-10,25.61,25.61,25.61,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-02-17,29.08,29.08,29.08,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.73,28.73,28.73,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2019-02-24,29.41,29.41,29.41,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-03-03,28.53,28.53,28.53,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-03-10,29.53,29.53,29.53,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-03-17,28.67,28.67,28.67,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-03-24,30.23,30.23,30.23,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.37,30.37,30.37,0.0,0.0
2019-03-31,31.01,31.01,31.01,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.85,30.85,30.85,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2019-04-07,30.54,30.54,30.54,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-04-14,30.7,30.7,30.7,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-04-21,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2019-04-28,28.0,28.0,28.0,0.0,0.0,28.48,28.48,28.48,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-05-05,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-05-12,26.63,26.63,26.63,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-05-19,26.53,26.53,26.53,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-05-26,26.81,26.81,26.81,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-06-02,26.65,26.65,26.65,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2019-06-09,26.95,26.95,26.95,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-06-16,28.5,28.5,28.5,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-06-23,29.61,29.61,29.61,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-06-30,28.29,28.29,28.29,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2019-07-07,28.39,28.39,28.39,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-07-14,28.11,28.11,28.11,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-07-21,28.75,28.75,28.75,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-07-28,26.38,26.38,26.38,0.0,0.0,26.49,26.49,26.49,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-08-04,26.5,26.5,26.5,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-08-11,27.85,27.85,27.85,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-08-18,27.35,27.35,27.35,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.47,27.47,27.47,0.0,0.0
2019-08-25,27.75,27.75,27.75,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-09-01,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2019-09-08,29.01,29.01,29.01,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-09-15,28.21,28.21,28.21,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-09-22,27.55,27.55,27.55,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2019-09-29,27.4,27.4,27.4,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.58,27.58,27.58,0.0,0.0
2019-10-06,29.06,29.06,29.06,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-10-13,28.67,28.67,28.67,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2019-10-20,28.86,28.86,28.86,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2019-10-27,29.4,29.4,29.4,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2019-11-03,28.88,28.88,28.88,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.88,28.88,28.88,0.0,0.0,29.1,29.1,29.1,0.0,0.0
2019-11-10,28.89,28.89,28.89,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.8,28.8,28.8,0.0,0.0
2019-11-17,28.68,28.68,28.68,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-11-24,28.13,28.13,28.13,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-12-01,28.68,28.68,28.68,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-12-08,29.53,29.53,29.53,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2019-12-15,29.29,29.29,29.29,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2019-12-22,30.14,30.14,30.14,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-12-29,30.69,30.69,30.69,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
