Date,ProShares Ultra IndustrialsEtf_Open_average,ProShares Ultra IndustrialsEtf_Open_max,ProShares Ultra IndustrialsEtf_Open_min,ProShares Ultra IndustrialsEtf_Open_volatility,ProShares Ultra IndustrialsEtf_Open_change,ProShares Ultra IndustrialsEtf_High_average,ProShares Ultra IndustrialsEtf_High_max,ProShares Ultra IndustrialsEtf_High_min,ProShares Ultra IndustrialsEtf_High_volatility,ProShares Ultra IndustrialsEtf_High_change,ProShares Ultra IndustrialsEtf_Low_average,ProShares Ultra IndustrialsEtf_Low_max,ProShares Ultra IndustrialsEtf_Low_min,ProShares Ultra IndustrialsEtf_Low_volatility,ProShares Ultra IndustrialsEtf_Low_change,ProShares Ultra IndustrialsEtf_Close_average,ProShares Ultra IndustrialsEtf_Close_max,ProShares Ultra IndustrialsEtf_Close_min,ProShares Ultra IndustrialsEtf_Close_volatility,ProShares Ultra IndustrialsEtf_Close_change
2018-05-06,71.2,71.2,71.2,0.0,0.0,71.45,71.45,71.45,0.0,0.0,70.93,70.93,70.93,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2018-05-13,72.03,72.03,72.03,0.0,0.0,72.03,72.03,72.03,0.0,0.0,71.98,71.98,71.98,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2018-05-20,72.43,72.43,72.43,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.22,72.22,72.22,0.0,0.0,72.22,72.22,72.22,0.0,0.0
2018-05-27,71.7,71.7,71.7,0.0,0.0,72.19,72.19,72.19,0.0,0.0,71.7,71.7,71.7,0.0,0.0,72.19,72.19,72.19,0.0,0.0
2018-06-03,74.5,74.5,74.5,0.0,0.0,74.83,74.83,74.83,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2018-06-10,72.16,72.16,72.16,0.0,0.0,73.42,73.42,73.42,0.0,0.0,72.08,72.08,72.08,0.0,0.0,73.42,73.42,73.42,0.0,0.0
2018-06-17,69.45,69.45,69.45,0.0,0.0,69.68,69.68,69.68,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.46,69.46,69.46,0.0,0.0
2018-06-24,68.79,68.79,68.79,0.0,0.0,68.87,68.87,68.87,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.45,68.45,68.45,0.0,0.0
2018-07-01,68.67,68.67,68.67,0.0,0.0,69.38,69.38,69.38,0.0,0.0,68.67,68.67,68.67,0.0,0.0,69.35,69.35,69.35,0.0,0.0
2018-07-08,72.02,72.02,72.02,0.0,0.0,72.1,72.1,72.1,0.0,0.0,71.94,71.94,71.94,0.0,0.0,72.1,72.1,72.1,0.0,0.0
2018-07-15,72.87,72.87,72.87,0.0,0.0,72.87,72.87,72.87,0.0,0.0,72.87,72.87,72.87,0.0,0.0,72.87,72.87,72.87,0.0,0.0
2018-07-22,73.9,73.9,73.9,0.0,0.0,74.23,74.23,74.23,0.0,0.0,73.9,73.9,73.9,0.0,0.0,74.23,74.23,74.23,0.0,0.0
2018-07-29,73.54,73.54,73.54,0.0,0.0,73.55,73.55,73.55,0.0,0.0,73.54,73.54,73.54,0.0,0.0,73.55,73.55,73.55,0.0,0.0
2018-08-05,74.0,74.0,74.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,73.46,73.46,73.46,0.0,0.0,73.46,73.46,73.46,0.0,0.0
2018-08-12,74.9,74.9,74.9,0.0,0.0,75.63,75.63,75.63,0.0,0.0,74.9,74.9,74.9,0.0,0.0,75.49,75.49,75.49,0.0,0.0
2018-08-19,75.86,75.86,75.86,0.0,0.0,76.42,76.42,76.42,0.0,0.0,75.86,75.86,75.86,0.0,0.0,76.31,76.31,76.31,0.0,0.0
2018-08-26,78.34,78.34,78.34,0.0,0.0,78.34,78.34,78.34,0.0,0.0,78.34,78.34,78.34,0.0,0.0,78.34,78.34,78.34,0.0,0.0
2018-09-02,77.57,77.57,77.57,0.0,0.0,77.57,77.57,77.57,0.0,0.0,77.57,77.57,77.57,0.0,0.0,77.57,77.57,77.57,0.0,0.0
2018-09-09,80.83,80.83,80.83,0.0,0.0,80.83,80.83,80.83,0.0,0.0,80.31,80.31,80.31,0.0,0.0,80.31,80.31,80.31,0.0,0.0
2018-09-16,82.9,82.9,82.9,0.0,0.0,82.9,82.9,82.9,0.0,0.0,82.59,82.59,82.59,0.0,0.0,82.59,82.59,82.59,0.0,0.0
2018-09-23,79.84,79.84,79.84,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.84,79.84,79.84,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2018-09-30,80.92,80.92,80.92,0.0,0.0,80.92,80.92,80.92,0.0,0.0,79.24,79.24,79.24,0.0,0.0,79.24,79.24,79.24,0.0,0.0
2018-10-07,69.63,69.63,69.63,0.0,0.0,69.63,69.63,69.63,0.0,0.0,67.72,67.72,67.72,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2018-10-14,68.5,68.5,68.5,0.0,0.0,68.6,68.6,68.6,0.0,0.0,67.69,67.69,67.69,0.0,0.0,68.0,68.0,68.0,0.0,0.0
2018-10-21,60.71,60.71,60.71,0.0,0.0,62.52,62.52,62.52,0.0,0.0,60.26,60.26,60.26,0.0,0.0,60.91,60.91,60.91,0.0,0.0
2018-10-28,66.3,66.3,66.3,0.0,0.0,66.3,66.3,66.3,0.0,0.0,64.17,64.17,64.17,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2018-11-04,67.28,67.28,67.28,0.0,0.0,67.34,67.34,67.34,0.0,0.0,66.5,66.5,66.5,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2018-11-11,65.86,65.86,65.86,0.0,0.0,66.09,66.09,66.09,0.0,0.0,65.18,65.18,65.18,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2018-11-18,61.58,61.58,61.58,0.0,0.0,62.05,62.05,62.05,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2018-11-25,65.42,65.42,65.42,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.42,65.42,65.42,0.0,0.0,66.14,66.14,66.14,0.0,0.0
2018-12-02,62.0,62.0,62.0,0.0,0.0,62.0,62.0,62.0,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.61,58.61,58.61,0.0,0.0
2018-12-09,58.06,58.06,58.06,0.0,0.0,58.06,58.06,58.06,0.0,0.0,56.74,56.74,56.74,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2018-12-16,50.41,50.41,50.41,0.0,0.0,50.44,50.44,50.44,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2018-12-23,52.55,52.55,52.55,0.0,0.0,53.0,53.0,53.0,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2018-12-30,52.21,52.21,52.21,0.0,0.0,53.8,53.8,53.8,0.0,0.0,52.21,52.21,52.21,0.0,0.0,53.64,53.64,53.64,0.0,0.0
2019-01-06,58.0,58.0,58.0,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2019-01-13,61.38,61.38,61.38,0.0,0.0,62.77,62.77,62.77,0.0,0.0,61.26,61.26,61.26,0.0,0.0,62.46,62.46,62.46,0.0,0.0
2019-01-20,62.36,62.36,62.36,0.0,0.0,62.92,62.92,62.92,0.0,0.0,62.36,62.36,62.36,0.0,0.0,62.72,62.72,62.72,0.0,0.0
2019-01-27,65.9,65.9,65.9,0.0,0.0,65.9,65.9,65.9,0.0,0.0,64.9,64.9,64.9,0.0,0.0,65.11,65.11,65.11,0.0,0.0
2019-02-03,65.22,65.22,65.22,0.0,0.0,66.85,66.85,66.85,0.0,0.0,65.19,65.19,65.19,0.0,0.0,66.85,66.85,66.85,0.0,0.0
2019-02-10,71.55,71.55,71.55,0.0,0.0,71.9,71.9,71.9,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.83,71.83,71.83,0.0,0.0
2019-02-17,72.67,72.67,72.67,0.0,0.0,73.1,73.1,73.1,0.0,0.0,72.67,72.67,72.67,0.0,0.0,73.1,73.1,73.1,0.0,0.0
2019-02-24,73.92,73.92,73.92,0.0,0.0,74.34,74.34,74.34,0.0,0.0,73.0,73.0,73.0,0.0,0.0,74.07,74.07,74.07,0.0,0.0
2019-03-03,69.58,69.58,69.58,0.0,0.0,69.82,69.82,69.82,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2019-03-10,71.62,71.62,71.62,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.14,71.14,71.14,0.0,0.0,71.14,71.14,71.14,0.0,0.0
2019-03-17,70.53,70.53,70.53,0.0,0.0,70.83,70.83,70.83,0.0,0.0,69.32,69.32,69.32,0.0,0.0,69.32,69.32,69.32,0.0,0.0
2019-03-24,72.8,72.8,72.8,0.0,0.0,72.98,72.98,72.98,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.98,72.98,72.98,0.0,0.0
2019-03-31,76.62,76.62,76.62,0.0,0.0,76.65,76.65,76.65,0.0,0.0,76.6,76.6,76.6,0.0,0.0,76.65,76.65,76.65,0.0,0.0
2019-04-07,77.1,77.1,77.1,0.0,0.0,77.47,77.47,77.47,0.0,0.0,77.09,77.09,77.09,0.0,0.0,77.47,77.47,77.47,0.0,0.0
2019-04-14,78.64,78.64,78.64,0.0,0.0,78.89,78.89,78.89,0.0,0.0,77.66,77.66,77.66,0.0,0.0,78.65,78.65,78.65,0.0,0.0
2019-04-21,77.74,77.74,77.74,0.0,0.0,78.06,78.06,78.06,0.0,0.0,77.74,77.74,77.74,0.0,0.0,78.06,78.06,78.06,0.0,0.0
2019-04-28,77.76,77.76,77.76,0.0,0.0,79.08,79.08,79.08,0.0,0.0,77.76,77.76,77.76,0.0,0.0,79.08,79.08,79.08,0.0,0.0
2019-05-05,74.04,74.04,74.04,0.0,0.0,75.3,75.3,75.3,0.0,0.0,72.41,72.41,72.41,0.0,0.0,74.94,74.94,74.94,0.0,0.0
2019-05-12,73.61,73.61,73.61,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.13,73.13,73.13,0.0,0.0,73.13,73.13,73.13,0.0,0.0
2019-05-19,71.37,71.37,71.37,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.09,71.09,71.09,0.0,0.0
2019-05-26,68.59,68.59,68.59,0.0,0.0,68.59,68.59,68.59,0.0,0.0,68.4,68.4,68.4,0.0,0.0,68.4,68.4,68.4,0.0,0.0
2019-06-02,74.13,74.13,74.13,0.0,0.0,75.65,75.65,75.65,0.0,0.0,74.13,74.13,74.13,0.0,0.0,75.38,75.38,75.38,0.0,0.0
2019-06-09,74.67,74.67,74.67,0.0,0.0,75.0,75.0,75.0,0.0,0.0,74.67,74.67,74.67,0.0,0.0,75.0,75.0,75.0,0.0,0.0
2019-06-16,78.45,78.45,78.45,0.0,0.0,78.55,78.55,78.55,0.0,0.0,78.33,78.33,78.33,0.0,0.0,78.46,78.46,78.46,0.0,0.0
2019-06-23,78.82,78.82,78.82,0.0,0.0,78.82,78.82,78.82,0.0,0.0,78.82,78.82,78.82,0.0,0.0,78.82,78.82,78.82,0.0,0.0
2019-06-30,78.55,78.55,78.55,0.0,0.0,79.53,79.53,79.53,0.0,0.0,78.55,78.55,78.55,0.0,0.0,79.53,79.53,79.53,0.0,0.0
2019-07-07,79.62,79.62,79.62,0.0,0.0,80.74,80.74,80.74,0.0,0.0,79.61,79.61,79.61,0.0,0.0,80.74,80.74,80.74,0.0,0.0
2019-07-14,80.13,80.13,80.13,0.0,0.0,80.14,80.14,80.14,0.0,0.0,79.25,79.25,79.25,0.0,0.0,79.25,79.25,79.25,0.0,0.0
2019-07-21,81.41,81.41,81.41,0.0,0.0,81.83,81.83,81.83,0.0,0.0,81.41,81.41,81.41,0.0,0.0,81.83,81.83,81.83,0.0,0.0
2019-07-28,75.75,75.75,75.75,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.36,75.36,75.36,0.0,0.0,75.76,75.76,75.76,0.0,0.0
2019-08-04,75.2,75.2,75.2,0.0,0.0,75.2,75.2,75.2,0.0,0.0,75.2,75.2,75.2,0.0,0.0,75.2,75.2,75.2,0.0,0.0
2019-08-11,72.68,72.68,72.68,0.0,0.0,73.65,73.65,73.65,0.0,0.0,72.68,72.68,72.68,0.0,0.0,73.65,73.65,73.65,0.0,0.0
2019-08-18,74.28,74.28,74.28,0.0,0.0,75.29,75.29,75.29,0.0,0.0,70.69,70.69,70.69,0.0,0.0,70.69,70.69,70.69,0.0,0.0
2019-08-25,75.88,75.88,75.88,0.0,0.0,76.05,76.05,76.05,0.0,0.0,75.88,75.88,75.88,0.0,0.0,76.05,76.05,76.05,0.0,0.0
2019-09-01,78.92,78.92,78.92,0.0,0.0,78.92,78.92,78.92,0.0,0.0,78.46,78.46,78.46,0.0,0.0,78.46,78.46,78.46,0.0,0.0
2019-09-08,81.05,81.05,81.05,0.0,0.0,81.05,81.05,81.05,0.0,0.0,81.05,81.05,81.05,0.0,0.0,81.05,81.05,81.05,0.0,0.0
2019-09-15,78.86,78.86,78.86,0.0,0.0,78.86,78.86,78.86,0.0,0.0,78.86,78.86,78.86,0.0,0.0,78.86,78.86,78.86,0.0,0.0
2019-09-22,77.71,77.71,77.71,0.0,0.0,77.72,77.72,77.72,0.0,0.0,77.61,77.61,77.61,0.0,0.0,77.72,77.72,77.72,0.0,0.0
2019-09-29,73.64,73.64,73.64,0.0,0.0,75.03,75.03,75.03,0.0,0.0,73.64,73.64,73.64,0.0,0.0,75.03,75.03,75.03,0.0,0.0
2019-10-06,77.04,77.04,77.04,0.0,0.0,77.74,77.74,77.74,0.0,0.0,76.63,76.63,76.63,0.0,0.0,76.74,76.74,76.74,0.0,0.0
2019-10-13,77.3,77.3,77.3,0.0,0.0,77.3,77.3,77.3,0.0,0.0,77.3,77.3,77.3,0.0,0.0,77.3,77.3,77.3,0.0,0.0
2019-10-20,80.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0,79.9,79.9,79.9,0.0,0.0,79.9,79.9,79.9,0.0,0.0
2019-10-27,81.54,81.54,81.54,0.0,0.0,82.57,82.57,82.57,0.0,0.0,81.54,81.54,81.54,0.0,0.0,82.57,82.57,82.57,0.0,0.0
2019-11-03,84.25,84.25,84.25,0.0,0.0,84.67,84.67,84.67,0.0,0.0,84.03,84.03,84.03,0.0,0.0,84.67,84.67,84.67,0.0,0.0
2019-11-10,86.15,86.15,86.15,0.0,0.0,86.54,86.54,86.54,0.0,0.0,86.15,86.15,86.15,0.0,0.0,86.42,86.42,86.42,0.0,0.0
2019-11-17,84.6,84.6,84.6,0.0,0.0,85.16,85.16,85.16,0.0,0.0,84.6,84.6,84.6,0.0,0.0,85.16,85.16,85.16,0.0,0.0
2019-11-24,86.81,86.81,86.81,0.0,0.0,86.81,86.81,86.81,0.0,0.0,86.81,86.81,86.81,0.0,0.0,86.81,86.81,86.81,0.0,0.0
2019-12-01,85.6,85.6,85.6,0.0,0.0,85.6,85.6,85.6,0.0,0.0,85.27,85.27,85.27,0.0,0.0,85.38,85.38,85.38,0.0,0.0
2019-12-08,86.72,86.72,86.72,0.0,0.0,86.72,86.72,86.72,0.0,0.0,86.72,86.72,86.72,0.0,0.0,86.72,86.72,86.72,0.0,0.0
2019-12-15,87.17,87.17,87.17,0.0,0.0,87.46,87.46,87.46,0.0,0.0,87.17,87.17,87.17,0.0,0.0,87.46,87.46,87.46,0.0,0.0
2019-12-22,88.14,88.14,88.14,0.0,0.0,88.2,88.2,88.2,0.0,0.0,87.84,87.84,87.84,0.0,0.0,87.84,87.84,87.84,0.0,0.0
2019-12-29,88.33,88.33,88.33,0.0,0.0,88.96,88.96,88.96,0.0,0.0,88.28,88.28,88.28,0.0,0.0,88.96,88.96,88.96,0.0,0.0
