Date,iShares MSCI Brazil Capped_Open_average,iShares MSCI Brazil Capped_Open_max,iShares MSCI Brazil Capped_Open_min,iShares MSCI Brazil Capped_Open_volatility,iShares MSCI Brazil Capped_Open_change,iShares MSCI Brazil Capped_High_average,iShares MSCI Brazil Capped_High_max,iShares MSCI Brazil Capped_High_min,iShares MSCI Brazil Capped_High_volatility,iShares MSCI Brazil Capped_High_change,iShares MSCI Brazil Capped_Low_average,iShares MSCI Brazil Capped_Low_max,iShares MSCI Brazil Capped_Low_min,iShares MSCI Brazil Capped_Low_volatility,iShares MSCI Brazil Capped_Low_change,iShares MSCI Brazil Capped_Close_average,iShares MSCI Brazil Capped_Close_max,iShares MSCI Brazil Capped_Close_min,iShares MSCI Brazil Capped_Close_volatility,iShares MSCI Brazil Capped_Close_change
2018-07-08,34.04,34.04,34.04,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.89,33.89,33.89,0.0,0.0
2018-07-15,35.42,35.42,35.42,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-07-22,37.01,37.01,37.01,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-07-29,37.33,37.33,37.33,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2018-08-05,33.42,33.42,33.42,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.27,33.27,33.27,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-08-12,33.09,33.09,33.09,0.0,0.0,33.18,33.18,33.18,0.0,0.0,32.77,32.77,32.77,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-08-19,32.33,32.33,32.33,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2018-08-26,31.82,31.82,31.82,0.0,0.0,32.6,32.6,32.6,0.0,0.0,31.63,31.63,31.63,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2018-09-02,32.39,32.39,32.39,0.0,0.0,32.49,32.49,32.49,0.0,0.0,31.86,31.86,31.86,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2018-09-09,31.27,31.27,31.27,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.26,31.26,31.26,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2018-09-16,33.63,33.63,33.63,0.0,0.0,33.77,33.77,33.77,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2018-09-23,33.69,33.69,33.69,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2018-09-30,39.42,39.42,39.42,0.0,0.0,39.54,39.54,39.54,0.0,0.0,38.49,38.49,38.49,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2018-10-07,38.34,38.34,38.34,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2018-10-14,39.69,39.69,39.69,0.0,0.0,40.05,40.05,40.05,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2018-10-21,41.19,41.19,41.19,0.0,0.0,41.39,41.39,41.39,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2018-10-28,41.36,41.36,41.36,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2018-11-04,39.3,39.3,39.3,0.0,0.0,39.38,39.38,39.38,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.95,38.95,38.95,0.0,0.0
2018-11-11,40.0,40.0,40.0,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.91,39.91,39.91,0.0,0.0
2018-11-18,38.28,38.28,38.28,0.0,0.0,38.52,38.52,38.52,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.42,37.42,37.42,0.0,0.0
2018-11-25,40.68,40.68,40.68,0.0,0.0,40.76,40.76,40.76,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2018-12-02,38.09,38.09,38.09,0.0,0.0,38.26,38.26,38.26,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2018-12-09,38.37,38.37,38.37,0.0,0.0,38.64,38.64,38.64,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2018-12-16,36.97,36.97,36.97,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2018-12-23,38.45,38.45,38.45,0.0,0.0,38.51,38.51,38.51,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2018-12-30,41.95,41.95,41.95,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2019-01-06,42.59,42.59,42.59,0.0,0.0,43.34,43.34,43.34,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2019-01-13,43.52,43.52,43.52,0.0,0.0,43.65,43.65,43.65,0.0,0.0,42.93,42.93,42.93,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2019-01-20,42.56,42.56,42.56,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2019-01-27,44.74,44.74,44.74,0.0,0.0,45.55,45.55,45.55,0.0,0.0,44.64,44.64,44.64,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-02-03,42.99,42.99,42.99,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2019-02-10,44.5,44.5,44.5,0.0,0.0,44.6,44.6,44.6,0.0,0.0,43.93,43.93,43.93,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-02-17,44.54,44.54,44.54,0.0,0.0,44.58,44.58,44.58,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-02-24,42.36,42.36,42.36,0.0,0.0,42.44,42.44,42.44,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2019-03-03,42.27,42.27,42.27,0.0,0.0,43.13,43.13,43.13,0.0,0.0,42.27,42.27,42.27,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2019-03-10,43.75,43.75,43.75,0.0,0.0,44.53,44.53,44.53,0.0,0.0,43.7,43.7,43.7,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-03-17,40.58,40.58,40.58,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2019-03-24,41.84,41.84,41.84,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-03-31,42.4,42.4,42.4,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2019-04-07,40.88,40.88,40.88,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-04-14,40.46,40.46,40.46,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-04-21,41.57,41.57,41.57,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2019-04-28,40.23,40.23,40.23,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2019-05-05,39.09,39.09,39.09,0.0,0.0,39.31,39.31,39.31,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-05-12,37.12,37.12,37.12,0.0,0.0,37.92,37.92,37.92,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-05-19,39.5,39.5,39.5,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2019-05-26,42.05,42.05,42.05,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2019-06-02,42.39,42.39,42.39,0.0,0.0,42.59,42.59,42.59,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2019-06-09,41.91,41.91,41.91,0.0,0.0,42.18,42.18,42.18,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-06-16,44.23,44.23,44.23,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.38,44.38,44.38,0.0,0.0
2019-06-23,44.56,44.56,44.56,0.0,0.0,44.67,44.67,44.67,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2019-06-30,45.44,45.44,45.44,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.3,45.3,45.3,0.0,0.0,45.57,45.57,45.57,0.0,0.0
2019-07-07,46.37,46.37,46.37,0.0,0.0,46.43,46.43,46.43,0.0,0.0,45.76,45.76,45.76,0.0,0.0,45.89,45.89,45.89,0.0,0.0
2019-07-14,46.33,46.33,46.33,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.19,46.19,46.19,0.0,0.0
2019-07-21,45.2,45.2,45.2,0.0,0.0,45.51,45.51,45.51,0.0,0.0,44.8,44.8,44.8,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2019-07-28,42.57,42.57,42.57,0.0,0.0,42.73,42.73,42.73,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2019-08-04,42.42,42.42,42.42,0.0,0.0,44.99,44.99,44.99,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2019-08-11,42.04,42.04,42.04,0.0,0.0,42.12,42.12,42.12,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.75,40.75,40.75,0.0,0.0
2019-08-18,39.65,39.65,39.65,0.0,0.0,39.76,39.76,39.76,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-08-25,40.85,40.85,40.85,0.0,0.0,41.1,41.1,41.1,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2019-09-01,42.37,42.37,42.37,0.0,0.0,42.81,42.81,42.81,0.0,0.0,41.94,41.94,41.94,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-09-08,41.94,41.94,41.94,0.0,0.0,42.62,42.62,42.62,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2019-09-15,41.72,41.72,41.72,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-09-22,42.12,42.12,42.12,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.92,41.92,41.92,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-09-29,41.86,41.86,41.86,0.0,0.0,42.05,42.05,42.05,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.87,40.87,40.87,0.0,0.0
2019-10-06,41.97,41.97,41.97,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.13,42.13,42.13,0.0,0.0
2019-10-13,42.21,42.21,42.21,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2019-10-20,45.02,45.02,45.02,0.0,0.0,45.31,45.31,45.31,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2019-10-27,45.53,45.53,45.53,0.0,0.0,45.58,45.58,45.58,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2019-11-03,43.01,43.01,43.01,0.0,0.0,43.71,43.71,43.71,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2019-11-10,42.83,42.83,42.83,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-11-17,42.95,42.95,42.95,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2019-11-24,43.07,43.07,43.07,0.0,0.0,43.21,43.21,43.21,0.0,0.0,42.85,42.85,42.85,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2019-12-01,44.46,44.46,44.46,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-12-08,45.62,45.62,45.62,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.46,45.46,45.46,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2019-12-15,46.61,46.61,46.61,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-12-22,47.6,47.6,47.6,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.12,47.12,47.12,0.0,0.0,47.2,47.2,47.2,0.0,0.0
2019-12-29,47.84,47.84,47.84,0.0,0.0,48.27,48.27,48.27,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.99,47.99,47.99,0.0,0.0
