Date,ProShares UltraShort SmallCap600_Open_average,ProShares UltraShort SmallCap600_Open_max,ProShares UltraShort SmallCap600_Open_min,ProShares UltraShort SmallCap600_Open_volatility,ProShares UltraShort SmallCap600_Open_change,ProShares UltraShort SmallCap600_High_average,ProShares UltraShort SmallCap600_High_max,ProShares UltraShort SmallCap600_High_min,ProShares UltraShort SmallCap600_High_volatility,ProShares UltraShort SmallCap600_High_change,ProShares UltraShort SmallCap600_Low_average,ProShares UltraShort SmallCap600_Low_max,ProShares UltraShort SmallCap600_Low_min,ProShares UltraShort SmallCap600_Low_volatility,ProShares UltraShort SmallCap600_Low_change,ProShares UltraShort SmallCap600_Close_average,ProShares UltraShort SmallCap600_Close_max,ProShares UltraShort SmallCap600_Close_min,ProShares UltraShort SmallCap600_Close_volatility,ProShares UltraShort SmallCap600_Close_change
2018-05-06,13.8,13.8,13.8,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2018-05-13,13.21,13.21,13.21,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2018-05-20,13.25,13.25,13.25,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.25,13.25,13.25,0.0,0.0
2018-05-27,12.75,12.75,12.75,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.73,12.73,12.73,0.0,0.0
2018-06-03,12.37,12.37,12.37,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2018-06-10,12.28,12.28,12.28,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.28,12.28,12.28,0.0,0.0
2018-06-17,12.36,12.36,12.36,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.72,12.72,12.72,0.0,0.0
2018-06-24,12.44,12.44,12.44,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.68,12.68,12.68,0.0,0.0
2018-07-01,11.92,11.92,11.92,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.91,11.91,11.91,0.0,0.0,11.91,11.91,11.91,0.0,0.0
2018-07-08,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2018-07-15,11.96,11.96,11.96,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.92,11.92,11.92,0.0,0.0
2018-07-22,12.27,12.27,12.27,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.27,12.27,12.27,0.0,0.0
2018-07-29,11.9,11.9,11.9,0.0,0.0,11.9,11.9,11.9,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.83,11.83,11.83,0.0,0.0
2018-08-05,11.76,11.76,11.76,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2018-08-12,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2018-08-19,11.0,11.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.94,10.94,10.94,0.0,0.0
2018-08-26,11.09,11.09,11.09,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2018-09-02,11.26,11.26,11.26,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.23,11.23,11.23,0.0,0.0
2018-09-09,11.28,11.28,11.28,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2018-09-16,11.66,11.66,11.66,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2018-09-23,11.92,11.92,11.92,0.0,0.0,12.05,12.05,12.05,0.0,0.0,11.92,11.92,11.92,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2018-09-30,12.71,12.71,12.71,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.66,12.66,12.66,0.0,0.0
2018-10-07,14.11,14.11,14.11,0.0,0.0,14.18,14.18,14.18,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.84,13.84,13.84,0.0,0.0
2018-10-14,13.99,13.99,13.99,0.0,0.0,14.11,14.11,14.11,0.0,0.0,13.93,13.93,13.93,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2018-10-21,14.81,14.81,14.81,0.0,0.0,15.17,15.17,15.17,0.0,0.0,14.43,14.43,14.43,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2018-10-28,13.78,13.78,13.78,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.85,13.85,13.85,0.0,0.0
2018-11-04,13.78,13.78,13.78,0.0,0.0,14.02,14.02,14.02,0.0,0.0,13.78,13.78,13.78,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2018-11-11,14.07,14.07,14.07,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2018-11-18,14.51,14.51,14.51,0.0,0.0,14.57,14.57,14.57,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2018-11-25,13.76,13.76,13.76,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.83,13.83,13.83,0.0,0.0
2018-12-02,15.64,15.64,15.64,0.0,0.0,16.26,16.26,16.26,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.82,15.82,15.82,0.0,0.0
2018-12-09,16.63,16.63,16.63,0.0,0.0,18.0,18.0,18.0,0.0,0.0,16.44,16.44,16.44,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2018-12-16,19.66,19.66,19.66,0.0,0.0,20.13,20.13,20.13,0.0,0.0,19.25,19.25,19.25,0.0,0.0,20.11,20.11,20.11,0.0,0.0
2018-12-23,17.76,17.76,17.76,0.0,0.0,18.11,18.11,18.11,0.0,0.0,17.69,17.69,17.69,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2018-12-30,16.69,16.69,16.69,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.21,16.21,16.21,0.0,0.0,16.36,16.36,16.36,0.0,0.0
2019-01-06,15.43,15.43,15.43,0.0,0.0,15.73,15.73,15.73,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2019-01-13,14.66,14.66,14.66,0.0,0.0,14.86,14.86,14.86,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.66,14.66,14.66,0.0,0.0
2019-01-20,14.97,14.97,14.97,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2019-01-27,14.38,14.38,14.38,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2019-02-03,14.28,14.28,14.28,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2019-02-10,13.32,13.32,13.32,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2019-02-17,12.62,12.62,12.62,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2019-02-24,12.88,12.88,12.88,0.0,0.0,13.29,13.29,13.29,0.0,0.0,12.88,12.88,12.88,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2019-03-03,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0
2019-03-10,13.77,13.77,13.77,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.63,13.63,13.63,0.0,0.0
2019-03-17,14.7,14.7,14.7,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2019-03-24,13.66,13.66,13.66,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.62,13.62,13.62,0.0,0.0
2019-03-31,13.25,13.25,13.25,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.25,13.25,13.25,0.0,0.0
2019-04-07,13.09,13.09,13.09,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.09,13.09,13.09,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2019-04-14,13.39,13.39,13.39,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2019-04-21,12.95,12.95,12.95,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.81,12.81,12.81,0.0,0.0,12.9,12.9,12.9,0.0,0.0
2019-04-28,13.04,13.04,13.04,0.0,0.0,13.04,13.04,13.04,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2019-05-05,13.66,13.66,13.66,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.66,13.66,13.66,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2019-05-12,14.2,14.2,14.2,0.0,0.0,14.26,14.26,14.26,0.0,0.0,14.12,14.12,14.12,0.0,0.0,14.21,14.21,14.21,0.0,0.0
2019-05-19,14.66,14.66,14.66,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.51,14.51,14.51,0.0,0.0,14.51,14.51,14.51,0.0,0.0
2019-05-26,15.37,15.37,15.37,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.28,15.28,15.28,0.0,0.0
2019-06-02,14.04,14.04,14.04,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2019-06-09,14.23,14.23,14.23,0.0,0.0,14.27,14.27,14.27,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.27,14.27,14.27,0.0,0.0
2019-06-16,13.95,13.95,13.95,0.0,0.0,14.15,14.15,14.15,0.0,0.0,13.95,13.95,13.95,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2019-06-23,13.04,13.04,13.04,0.0,0.0,13.27,13.27,13.27,0.0,0.0,12.83,12.83,12.83,0.0,0.0,13.27,13.27,13.27,0.0,0.0
2019-06-30,13.28,13.28,13.28,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.44,13.44,13.44,0.0,0.0
2019-07-07,13.23,13.23,13.23,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.5,13.5,13.5,0.0,0.0
2019-07-14,13.61,13.61,13.61,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.76,13.76,13.76,0.0,0.0
2019-07-21,13.15,13.15,13.15,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2019-07-28,14.33,14.33,14.33,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2019-08-04,14.17,14.17,14.17,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.17,14.17,14.17,0.0,0.0
2019-08-11,13.75,13.75,13.75,0.0,0.0,13.82,13.82,13.82,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.82,13.82,13.82,0.0,0.0
2019-08-18,14.59,14.59,14.59,0.0,0.0,14.6,14.6,14.6,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2019-08-25,14.18,14.18,14.18,0.0,0.0,14.19,14.19,14.19,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2019-09-01,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2019-09-08,12.54,12.54,12.54,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.35,12.35,12.35,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2019-09-15,12.83,12.83,12.83,0.0,0.0,12.91,12.91,12.91,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2019-09-22,13.24,13.24,13.24,0.0,0.0,13.29,13.29,13.29,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2019-09-29,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.63,13.63,13.63,0.0,0.0,13.63,13.63,13.63,0.0,0.0
2019-10-06,13.54,13.54,13.54,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.54,13.54,13.54,0.0,0.0
2019-10-13,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.79,12.79,12.79,0.0,0.0
2019-10-20,12.48,12.48,12.48,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.32,12.32,12.32,0.0,0.0
2019-10-27,12.17,12.17,12.17,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0
2019-11-03,12.14,12.14,12.14,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.11,12.11,12.11,0.0,0.0
2019-11-10,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0,12.26,12.26,12.26,0.0,0.0
2019-11-17,12.23,12.23,12.23,0.0,0.0,12.23,12.23,12.23,0.0,0.0,11.79,11.79,11.79,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2019-11-24,11.75,11.75,11.75,0.0,0.0,12.16,12.16,12.16,0.0,0.0,11.75,11.75,11.75,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2019-12-01,11.72,11.72,11.72,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2019-12-08,11.4,11.4,11.4,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2019-12-15,11.15,11.15,11.15,0.0,0.0,11.17,11.17,11.17,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.17,11.17,11.17,0.0,0.0
2019-12-22,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2019-12-29,11.41,11.41,11.41,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.19,11.19,11.19,0.0,0.0,11.19,11.19,11.19,0.0,0.0
