Date,iShares US Energy_Open_average,iShares US Energy_Open_max,iShares US Energy_Open_min,iShares US Energy_Open_volatility,iShares US Energy_Open_change,iShares US Energy_High_average,iShares US Energy_High_max,iShares US Energy_High_min,iShares US Energy_High_volatility,iShares US Energy_High_change,iShares US Energy_Low_average,iShares US Energy_Low_max,iShares US Energy_Low_min,iShares US Energy_Low_volatility,iShares US Energy_Low_change,iShares US Energy_Close_average,iShares US Energy_Close_max,iShares US Energy_Close_min,iShares US Energy_Close_volatility,iShares US Energy_Close_change
2018-09-30,41.07,41.07,41.07,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.84,40.84,40.84,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2018-10-07,39.12,39.12,39.12,0.0,0.0,39.28,39.28,39.28,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2018-10-14,38.37,38.37,38.37,0.0,0.0,38.43,38.43,38.43,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2018-10-21,35.77,35.77,35.77,0.0,0.0,35.83,35.83,35.83,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-10-28,36.54,36.54,36.54,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-11-04,36.73,36.73,36.73,0.0,0.0,36.87,36.87,36.87,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2018-11-11,35.39,35.39,35.39,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2018-11-18,34.23,34.23,34.23,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2018-11-25,35.8,35.8,35.8,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2018-12-02,33.7,33.7,33.7,0.0,0.0,33.83,33.83,33.83,0.0,0.0,32.6,32.6,32.6,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2018-12-09,32.46,32.46,32.46,0.0,0.0,32.7,32.7,32.7,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2018-12-16,29.17,29.17,29.17,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2018-12-23,30.24,30.24,30.24,0.0,0.0,30.41,30.41,30.41,0.0,0.0,29.81,29.81,29.81,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-12-30,31.78,31.78,31.78,0.0,0.0,32.33,32.33,32.33,0.0,0.0,31.45,31.45,31.45,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-01-06,32.46,32.46,32.46,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2019-01-13,33.52,33.52,33.52,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-01-20,32.8,32.8,32.8,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2019-01-27,34.0,34.0,34.0,0.0,0.0,34.31,34.31,34.31,0.0,0.0,33.72,33.72,33.72,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-02-03,32.95,32.95,32.95,0.0,0.0,33.36,33.36,33.36,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-02-10,34.65,34.65,34.65,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-02-17,34.56,34.56,34.56,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-02-24,35.09,35.09,35.09,0.0,0.0,35.2,35.2,35.2,0.0,0.0,34.53,34.53,34.53,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2019-03-03,33.9,33.9,33.9,0.0,0.0,34.23,34.23,34.23,0.0,0.0,33.83,33.83,33.83,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2019-03-10,34.87,34.87,34.87,0.0,0.0,35.35,35.35,35.35,0.0,0.0,34.83,34.83,34.83,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2019-03-17,34.34,34.34,34.34,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-03-24,35.07,35.07,35.07,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2019-03-31,35.71,35.71,35.71,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-04-07,35.56,35.56,35.56,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2019-04-14,35.72,35.72,35.72,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.65,35.65,35.65,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2019-04-21,34.91,34.91,34.91,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-04-28,33.47,33.47,33.47,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2019-05-05,33.41,33.41,33.41,0.0,0.0,33.52,33.52,33.52,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2019-05-12,33.47,33.47,33.47,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-05-19,32.48,32.48,32.48,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-05-26,31.01,31.01,31.01,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-06-02,32.23,32.23,32.23,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-06-09,31.52,31.52,31.52,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-06-16,33.24,33.24,33.24,0.0,0.0,33.31,33.31,33.31,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2019-06-23,33.74,33.74,33.74,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2019-06-30,32.91,32.91,32.91,0.0,0.0,33.22,33.22,33.22,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2019-07-07,33.71,33.71,33.71,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-07-14,32.71,32.71,32.71,0.0,0.0,32.92,32.92,32.92,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2019-07-21,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-07-28,30.82,30.82,30.82,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-08-04,30.51,30.51,30.51,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2019-08-11,29.96,29.96,29.96,0.0,0.0,30.35,30.35,30.35,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2019-08-18,29.32,29.32,29.32,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-08-25,29.93,29.93,29.93,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2019-09-01,30.82,30.82,30.82,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.82,30.82,30.82,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-09-08,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.92,32.92,32.92,0.0,0.0
2019-09-15,31.93,31.93,31.93,0.0,0.0,32.23,32.23,32.23,0.0,0.0,31.87,31.87,31.87,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-09-22,30.88,30.88,30.88,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-09-29,29.86,29.86,29.86,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-10-06,29.83,29.83,29.83,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.71,29.71,29.71,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-10-13,29.63,29.63,29.63,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.63,29.63,29.63,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2019-10-20,30.97,30.97,30.97,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-10-27,31.09,31.09,31.09,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-11-03,31.18,31.18,31.18,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2019-11-10,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2019-11-17,30.9,30.9,30.9,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.8,30.8,30.8,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-11-24,30.56,30.56,30.56,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2019-12-01,30.78,30.78,30.78,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-12-08,31.18,31.18,31.18,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-12-15,31.81,31.81,31.81,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.78,31.78,31.78,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2019-12-22,32.07,32.07,32.07,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-12-29,32.68,32.68,32.68,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.31,32.31,32.31,0.0,0.0
