Date,PowerShares PureBeta FTSE Developed ex-North Ameri_Open_average,PowerShares PureBeta FTSE Developed ex-North Ameri_Open_max,PowerShares PureBeta FTSE Developed ex-North Ameri_Open_min,PowerShares PureBeta FTSE Developed ex-North Ameri_Open_volatility,PowerShares PureBeta FTSE Developed ex-North Ameri_Open_change,PowerShares PureBeta FTSE Developed ex-North Ameri_High_average,PowerShares PureBeta FTSE Developed ex-North Ameri_High_max,PowerShares PureBeta FTSE Developed ex-North Ameri_High_min,PowerShares PureBeta FTSE Developed ex-North Ameri_High_volatility,PowerShares PureBeta FTSE Developed ex-North Ameri_High_change,PowerShares PureBeta FTSE Developed ex-North Ameri_Low_average,PowerShares PureBeta FTSE Developed ex-North Ameri_Low_max,PowerShares PureBeta FTSE Developed ex-North Ameri_Low_min,PowerShares PureBeta FTSE Developed ex-North Ameri_Low_volatility,PowerShares PureBeta FTSE Developed ex-North Ameri_Low_change,PowerShares PureBeta FTSE Developed ex-North Ameri_Close_average,PowerShares PureBeta FTSE Developed ex-North Ameri_Close_max,PowerShares PureBeta FTSE Developed ex-North Ameri_Close_min,PowerShares PureBeta FTSE Developed ex-North Ameri_Close_volatility,PowerShares PureBeta FTSE Developed ex-North Ameri_Close_change
2018-07-01,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-07-08,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-07-15,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-07-22,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2018-07-29,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-08-05,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-08-12,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-08-19,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2018-08-26,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2018-09-02,24.21,24.21,24.21,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-09-09,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-09-16,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-09-23,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2018-09-30,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2018-10-07,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-10-14,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-10-21,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-10-28,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-11-04,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-11-11,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-11-18,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-11-25,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2018-12-02,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-12-09,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2018-12-16,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2018-12-23,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-12-30,21.89,21.89,21.89,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2019-01-06,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2019-01-13,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-01-20,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2019-01-27,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-02-03,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2019-02-10,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0
2019-02-17,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2019-02-24,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-03-03,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2019-03-10,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-03-17,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-03-24,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2019-03-31,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-04-07,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-04-14,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2019-04-21,24.15,24.15,24.15,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2019-04-28,24.1,24.1,24.1,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-05-05,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-05-12,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2019-05-19,23.48,23.48,23.48,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2019-05-26,22.83,22.83,22.83,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2019-06-02,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-06-09,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0
2019-06-16,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2019-06-23,24.09,24.09,24.09,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-06-30,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-07-07,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2019-07-14,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-07-21,24.0,24.0,24.0,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-07-28,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2019-08-04,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2019-08-11,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2019-08-18,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2019-08-25,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2019-09-01,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2019-09-08,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2019-09-15,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-09-22,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-09-29,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2019-10-06,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2019-10-13,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2019-10-20,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-10-27,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2019-11-03,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2019-11-10,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-11-17,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2019-11-24,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-12-01,24.76,24.76,24.76,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-12-08,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2019-12-15,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-12-22,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-12-29,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.32,25.32,25.32,0.0,0.0
