Date,NuShares ESG Large-Cap Growth_Open_average,NuShares ESG Large-Cap Growth_Open_max,NuShares ESG Large-Cap Growth_Open_min,NuShares ESG Large-Cap Growth_Open_volatility,NuShares ESG Large-Cap Growth_Open_change,NuShares ESG Large-Cap Growth_High_average,NuShares ESG Large-Cap Growth_High_max,NuShares ESG Large-Cap Growth_High_min,NuShares ESG Large-Cap Growth_High_volatility,NuShares ESG Large-Cap Growth_High_change,NuShares ESG Large-Cap Growth_Low_average,NuShares ESG Large-Cap Growth_Low_max,NuShares ESG Large-Cap Growth_Low_min,NuShares ESG Large-Cap Growth_Low_volatility,NuShares ESG Large-Cap Growth_Low_change,NuShares ESG Large-Cap Growth_Close_average,NuShares ESG Large-Cap Growth_Close_max,NuShares ESG Large-Cap Growth_Close_min,NuShares ESG Large-Cap Growth_Close_volatility,NuShares ESG Large-Cap Growth_Close_change
2018-08-12,35.79,35.79,35.79,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.92,35.92,35.92,0.0,0.0
2018-08-19,36.81,36.81,36.81,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-08-26,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-09-02,36.54,36.54,36.54,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2018-09-09,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2018-09-16,37.12,37.12,37.12,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-09-23,37.68,37.68,37.68,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.47,37.47,37.47,0.0,0.0
2018-09-30,36.34,36.34,36.34,0.0,0.0,36.42,36.42,36.42,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2018-10-07,34.83,34.83,34.83,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2018-10-14,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2018-10-21,33.78,33.78,33.78,0.0,0.0,33.8,33.8,33.8,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2018-10-28,33.88,33.88,33.88,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2018-11-04,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2018-11-11,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2018-11-18,32.74,32.74,32.74,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-11-25,34.7,34.7,34.7,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2018-12-02,32.58,32.58,32.58,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2018-12-09,32.24,32.24,32.24,0.0,0.0,32.24,32.24,32.24,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2018-12-16,29.45,29.45,29.45,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2018-12-23,30.12,30.12,30.12,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.85,29.85,29.85,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2018-12-30,30.39,30.39,30.39,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-01-06,30.86,30.86,30.86,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2019-01-13,31.77,31.77,31.77,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.76,31.76,31.76,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2019-01-20,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-01-27,32.82,32.82,32.82,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-02-03,33.16,33.16,33.16,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2019-02-10,34.01,34.01,34.01,0.0,0.0,34.07,34.07,34.07,0.0,0.0,33.97,33.97,33.97,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-02-17,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-02-24,34.92,34.92,34.92,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-03-03,33.99,33.99,33.99,0.0,0.0,34.31,34.31,34.31,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2019-03-10,35.03,35.03,35.03,0.0,0.0,35.06,35.06,35.06,0.0,0.0,34.86,34.86,34.86,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-03-17,34.65,34.65,34.65,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2019-03-24,35.55,35.55,35.55,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2019-03-31,35.98,35.98,35.98,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.86,35.86,35.86,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2019-04-07,36.36,36.36,36.36,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-04-14,36.01,36.01,36.01,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2019-04-21,36.73,36.73,36.73,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2019-04-28,35.91,35.91,35.91,0.0,0.0,36.47,36.47,36.47,0.0,0.0,35.91,35.91,35.91,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2019-05-05,35.22,35.22,35.22,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2019-05-12,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2019-05-19,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2019-05-26,34.38,34.38,34.38,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-06-02,36.64,36.64,36.64,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2019-06-09,36.6,36.6,36.6,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-06-16,37.38,37.38,37.38,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-06-23,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-06-30,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-07-07,38.6,38.6,38.6,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-07-14,37.83,37.83,37.83,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-07-21,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2019-07-28,37.02,37.02,37.02,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2019-08-04,37.27,37.27,37.27,0.0,0.0,37.37,37.37,37.37,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2019-08-11,37.64,37.64,37.64,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2019-08-18,37.24,37.24,37.24,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2019-08-25,38.43,38.43,38.43,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-09-01,38.95,38.95,38.95,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.26,38.26,38.26,0.0,0.0,38.41,38.41,38.41,0.0,0.0
2019-09-08,38.33,38.33,38.33,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2019-09-15,38.3,38.3,38.3,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-09-22,37.97,37.97,37.97,0.0,0.0,38.12,38.12,38.12,0.0,0.0,37.95,37.95,37.95,0.0,0.0,38.09,38.09,38.09,0.0,0.0
2019-09-29,37.86,37.86,37.86,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2019-10-06,38.15,38.15,38.15,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-10-13,38.52,38.52,38.52,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-10-20,39.0,39.0,39.0,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.0,39.0,39.0,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2019-10-27,39.42,39.42,39.42,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-11-03,39.44,39.44,39.44,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-11-10,40.38,40.38,40.38,0.0,0.0,40.39,40.39,40.39,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2019-11-17,40.4,40.4,40.4,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-11-24,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.08,40.08,40.08,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2019-12-01,40.76,40.76,40.76,0.0,0.0,40.8,40.8,40.8,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2019-12-08,41.59,41.59,41.59,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2019-12-15,41.97,41.97,41.97,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-12-22,41.81,41.81,41.81,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2019-12-29,41.37,41.37,41.37,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.37,41.37,41.37,0.0,0.0,41.71,41.71,41.71,0.0,0.0
