Date,ProShares Ultra Dow30_etf_Open_average,ProShares Ultra Dow30_etf_Open_max,ProShares Ultra Dow30_etf_Open_min,ProShares Ultra Dow30_etf_Open_volatility,ProShares Ultra Dow30_etf_Open_change,ProShares Ultra Dow30_etf_High_average,ProShares Ultra Dow30_etf_High_max,ProShares Ultra Dow30_etf_High_min,ProShares Ultra Dow30_etf_High_volatility,ProShares Ultra Dow30_etf_High_change,ProShares Ultra Dow30_etf_Low_average,ProShares Ultra Dow30_etf_Low_max,ProShares Ultra Dow30_etf_Low_min,ProShares Ultra Dow30_etf_Low_volatility,ProShares Ultra Dow30_etf_Low_change,ProShares Ultra Dow30_etf_Close_average,ProShares Ultra Dow30_etf_Close_max,ProShares Ultra Dow30_etf_Close_min,ProShares Ultra Dow30_etf_Close_volatility,ProShares Ultra Dow30_etf_Close_change
2018-04-15,43.14,43.14,43.14,0.0,0.0,43.17,43.17,43.17,0.0,0.0,42.13,42.13,42.13,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2018-04-22,41.88,41.88,41.88,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2018-04-29,40.15,40.15,40.15,0.0,0.0,41.9,41.9,41.9,0.0,0.0,40.07,40.07,40.07,0.0,0.0,41.67,41.67,41.67,0.0,0.0
2018-05-06,43.48,43.48,43.48,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2018-05-13,43.43,43.43,43.43,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2018-05-20,43.61,43.61,43.61,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-05-27,43.03,43.03,43.03,0.0,0.0,43.25,43.25,43.25,0.0,0.0,42.85,42.85,42.85,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2018-06-03,45.03,45.03,45.03,0.0,0.0,45.54,45.54,45.54,0.0,0.0,44.96,44.96,44.96,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2018-06-10,44.49,44.49,44.49,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2018-06-17,42.9,42.9,42.9,0.0,0.0,43.09,43.09,43.09,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2018-06-24,41.99,41.99,41.99,0.0,0.0,42.51,42.51,42.51,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2018-07-01,41.88,41.88,41.88,0.0,0.0,42.56,42.56,42.56,0.0,0.0,41.75,41.75,41.75,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2018-07-08,43.99,43.99,43.99,0.0,0.0,44.38,44.38,44.38,0.0,0.0,43.84,43.84,43.84,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2018-07-15,44.22,44.22,44.22,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2018-07-22,46.14,46.14,46.14,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2018-07-29,45.29,45.29,45.29,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2018-08-05,45.53,45.53,45.53,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2018-08-12,46.22,46.22,46.22,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2018-08-19,46.91,46.91,46.91,0.0,0.0,47.24,47.24,47.24,0.0,0.0,46.82,46.82,46.82,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2018-08-26,47.64,47.64,47.64,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2018-09-02,47.55,47.55,47.55,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2018-09-09,48.56,48.56,48.56,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2018-09-16,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2018-09-23,49.09,49.09,49.09,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2018-09-30,50.07,50.07,50.07,0.0,0.0,50.19,50.19,50.19,0.0,0.0,48.8,48.8,48.8,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2018-10-07,45.61,45.61,45.61,0.0,0.0,45.61,45.61,45.61,0.0,0.0,44.0,44.0,44.0,0.0,0.0,45.15,45.15,45.15,0.0,0.0
2018-10-14,45.52,45.52,45.52,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2018-10-21,43.02,43.02,43.02,0.0,0.0,43.58,43.58,43.58,0.0,0.0,41.95,41.95,41.95,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2018-10-28,45.83,45.83,45.83,0.0,0.0,45.84,45.84,45.84,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.69,44.69,44.69,0.0,0.0
2018-11-04,47.75,47.75,47.75,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.38,47.38,47.38,0.0,0.0
2018-11-11,44.5,44.5,44.5,0.0,0.0,45.64,45.64,45.64,0.0,0.0,44.42,44.42,44.42,0.0,0.0,45.37,45.37,45.37,0.0,0.0
2018-11-18,41.48,41.48,41.48,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2018-11-25,44.83,44.83,44.83,0.0,0.0,45.82,45.82,45.82,0.0,0.0,44.76,44.76,44.76,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2018-12-02,43.52,43.52,43.52,0.0,0.0,44.14,44.14,44.14,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2018-12-09,41.6,41.6,41.6,0.0,0.0,41.82,41.82,41.82,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2018-12-16,36.6,36.6,36.6,0.0,0.0,37.79,37.79,37.79,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2018-12-23,37.61,37.61,37.61,0.0,0.0,37.95,37.95,37.95,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2018-12-30,36.71,36.71,36.71,0.0,0.0,38.31,38.31,38.31,0.0,0.0,36.59,36.59,36.59,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-01-06,39.49,39.49,39.49,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.86,39.86,39.86,0.0,0.0
2019-01-13,41.73,41.73,41.73,0.0,0.0,42.36,42.36,42.36,0.0,0.0,41.39,41.39,41.39,0.0,0.0,42.21,42.21,42.21,0.0,0.0
2019-01-20,42.34,42.34,42.34,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2019-01-27,43.34,43.34,43.34,0.0,0.0,43.79,43.79,43.79,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.33,43.33,43.33,0.0,0.0
2019-02-03,43.26,43.26,43.26,0.0,0.0,43.58,43.58,43.58,0.0,0.0,42.81,42.81,42.81,0.0,0.0,43.57,43.57,43.57,0.0,0.0
2019-02-10,45.45,45.45,45.45,0.0,0.0,46.34,46.34,46.34,0.0,0.0,45.45,45.45,45.45,0.0,0.0,46.34,46.34,46.34,0.0,0.0
2019-02-17,46.52,46.52,46.52,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2019-02-24,47.14,47.14,47.14,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2019-03-03,44.16,44.16,44.16,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2019-03-10,45.97,45.97,45.97,0.0,0.0,46.55,46.55,46.55,0.0,0.0,45.56,45.56,45.56,0.0,0.0,46.26,46.26,46.26,0.0,0.0
2019-03-17,45.96,45.96,45.96,0.0,0.0,46.23,46.23,46.23,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2019-03-24,46.15,46.15,46.15,0.0,0.0,46.43,46.43,46.43,0.0,0.0,45.8,45.8,45.8,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2019-03-31,48.3,48.3,48.3,0.0,0.0,48.37,48.37,48.37,0.0,0.0,47.94,47.94,47.94,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2019-04-07,47.92,47.92,47.92,0.0,0.0,48.14,48.14,48.14,0.0,0.0,47.7,47.7,47.7,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2019-04-14,48.4,48.4,48.4,0.0,0.0,48.74,48.74,48.74,0.0,0.0,48.19,48.19,48.19,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2019-04-21,48.18,48.18,48.18,0.0,0.0,48.49,48.49,48.49,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2019-04-28,48.08,48.08,48.08,0.0,0.0,48.41,48.41,48.41,0.0,0.0,47.85,47.85,47.85,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2019-05-05,45.55,45.55,45.55,0.0,0.0,46.64,46.64,46.64,0.0,0.0,44.7,44.7,44.7,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-05-12,45.31,45.31,45.31,0.0,0.0,46.4,46.4,46.4,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-05-19,45.23,45.23,45.23,0.0,0.0,45.38,45.38,45.38,0.0,0.0,44.8,44.8,44.8,0.0,0.0,45.14,45.14,45.14,0.0,0.0
2019-05-26,42.8,42.8,42.8,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2019-06-02,45.92,45.92,45.92,0.0,0.0,46.84,46.84,46.84,0.0,0.0,45.89,45.89,45.89,0.0,0.0,46.52,46.52,46.52,0.0,0.0
2019-06-09,46.84,46.84,46.84,0.0,0.0,47.18,47.18,47.18,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2019-06-16,49.23,49.23,49.23,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-06-23,48.61,48.61,48.61,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.52,48.52,48.52,0.0,0.0
2019-06-30,49.53,49.53,49.53,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-07-07,50.65,50.65,50.65,0.0,0.0,51.26,51.26,51.26,0.0,0.0,50.61,50.61,50.61,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2019-07-14,51.22,51.22,51.22,0.0,0.0,51.29,51.29,51.29,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-07-21,50.64,50.64,50.64,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-07-28,48.2,48.2,48.2,0.0,0.0,48.37,48.37,48.37,0.0,0.0,47.19,47.19,47.19,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2019-08-04,47.44,47.44,47.44,0.0,0.0,47.82,47.82,47.82,0.0,0.0,46.68,46.68,46.68,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2019-08-11,45.41,45.41,45.41,0.0,0.0,46.1,46.1,46.1,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2019-08-18,46.8,46.8,46.8,0.0,0.0,47.46,47.46,47.46,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.98,44.98,44.98,0.0,0.0
2019-08-25,48.1,48.1,48.1,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2019-09-01,49.1,49.1,49.1,0.0,0.0,49.42,49.42,49.42,0.0,0.0,48.88,48.88,48.88,0.0,0.0,49.22,49.22,49.22,0.0,0.0
2019-09-08,50.89,50.89,50.89,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.7,50.7,50.7,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2019-09-15,50.48,50.48,50.48,0.0,0.0,50.65,50.65,50.65,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-09-22,49.81,49.81,49.81,0.0,0.0,49.94,49.94,49.94,0.0,0.0,48.85,48.85,48.85,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-09-29,47.3,47.3,47.3,0.0,0.0,48.36,48.36,48.36,0.0,0.0,47.26,47.26,47.26,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2019-10-06,49.05,49.05,49.05,0.0,0.0,49.88,49.88,49.88,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2019-10-13,49.7,49.7,49.7,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-10-20,49.03,49.03,49.03,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.64,49.64,49.64,0.0,0.0
2019-10-27,50.5,50.5,50.5,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.35,50.35,50.35,0.0,0.0,51.02,51.02,51.02,0.0,0.0
2019-11-03,52.47,52.47,52.47,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2019-11-10,53.19,53.19,53.19,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2019-11-17,53.04,53.04,53.04,0.0,0.0,53.27,53.27,53.27,0.0,0.0,52.81,52.81,52.81,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2019-11-24,54.13,54.13,54.13,0.0,0.0,54.22,54.22,54.22,0.0,0.0,53.95,53.95,53.95,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2019-12-01,53.3,53.3,53.3,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.85,53.85,53.85,0.0,0.0
2019-12-08,54.28,54.28,54.28,0.0,0.0,54.94,54.94,54.94,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2019-12-15,55.76,55.76,55.76,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2019-12-22,56.34,56.34,56.34,0.0,0.0,56.41,56.41,56.41,0.0,0.0,55.96,55.96,55.96,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2019-12-29,55.65,55.65,55.65,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.61,55.61,55.61,0.0,0.0,56.01,56.01,56.01,0.0,0.0
