Date,ProShares S&P 500 ex Energy_Open_average,ProShares S&P 500 ex Energy_Open_max,ProShares S&P 500 ex Energy_Open_min,ProShares S&P 500 ex Energy_Open_volatility,ProShares S&P 500 ex Energy_Open_change,ProShares S&P 500 ex Energy_High_average,ProShares S&P 500 ex Energy_High_max,ProShares S&P 500 ex Energy_High_min,ProShares S&P 500 ex Energy_High_volatility,ProShares S&P 500 ex Energy_High_change,ProShares S&P 500 ex Energy_Low_average,ProShares S&P 500 ex Energy_Low_max,ProShares S&P 500 ex Energy_Low_min,ProShares S&P 500 ex Energy_Low_volatility,ProShares S&P 500 ex Energy_Low_change,ProShares S&P 500 ex Energy_Close_average,ProShares S&P 500 ex Energy_Close_max,ProShares S&P 500 ex Energy_Close_min,ProShares S&P 500 ex Energy_Close_volatility,ProShares S&P 500 ex Energy_Close_change
2018-03-25,54.79,54.79,54.79,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2018-04-01,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2018-04-08,56.06,56.06,56.06,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2018-04-15,55.52,55.52,55.52,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.53,55.53,55.53,0.0,0.0
2018-04-22,55.5,55.5,55.5,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2018-04-29,55.8,55.8,55.8,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2018-05-06,57.22,57.22,57.22,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.8,56.8,56.8,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2018-05-13,57.12,57.12,57.12,0.0,0.0,57.12,57.12,57.12,0.0,0.0,56.7,56.7,56.7,0.0,0.0,56.87,56.87,56.87,0.0,0.0
2018-05-20,56.67,56.67,56.67,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2018-05-27,56.41,56.41,56.41,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2018-06-03,58.08,58.08,58.08,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2018-06-10,58.27,58.27,58.27,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.27,58.27,58.27,0.0,0.0
2018-06-17,57.8,57.8,57.8,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.8,57.8,57.8,0.0,0.0
2018-06-24,56.66,56.66,56.66,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2018-07-01,56.73,56.73,56.73,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.73,56.73,56.73,0.0,0.0
2018-07-08,58.73,58.73,58.73,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.73,58.73,58.73,0.0,0.0
2018-07-15,58.59,58.59,58.59,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2018-07-22,59.03,59.03,59.03,0.0,0.0,59.03,59.03,59.03,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.37,58.37,58.37,0.0,0.0
2018-07-29,59.37,59.37,59.37,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.37,59.37,59.37,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2018-08-05,59.04,59.04,59.04,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.04,59.04,59.04,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2018-08-12,59.92,59.92,59.92,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2018-08-19,59.88,59.88,59.88,0.0,0.0,60.14,60.14,60.14,0.0,0.0,59.88,59.88,59.88,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2018-08-26,60.85,60.85,60.85,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.85,60.85,60.85,0.0,0.0
2018-09-02,60.7,60.7,60.7,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2018-09-09,60.82,60.82,60.82,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.82,60.82,60.82,0.0,0.0
2018-09-16,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.11,61.11,61.11,0.0,0.0
2018-09-23,60.85,60.85,60.85,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.85,60.85,60.85,0.0,0.0
2018-09-30,59.84,59.84,59.84,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.84,59.84,59.84,0.0,0.0
2018-10-07,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0
2018-10-14,58.41,58.41,58.41,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.41,58.41,58.41,0.0,0.0,58.41,58.41,58.41,0.0,0.0
2018-10-21,56.35,56.35,56.35,0.0,0.0,56.35,56.35,56.35,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.5,55.5,55.5,0.0,0.0
2018-10-28,57.57,57.57,57.57,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.08,57.08,57.08,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2018-11-04,58.0,58.0,58.0,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.6,57.6,57.6,0.0,0.0
2018-11-11,57.29,57.29,57.29,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.29,57.29,57.29,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2018-11-18,56.16,56.16,56.16,0.0,0.0,56.18,56.18,56.18,0.0,0.0,56.16,56.16,56.16,0.0,0.0,56.18,56.18,56.18,0.0,0.0
2018-11-25,58.58,58.58,58.58,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.58,58.58,58.58,0.0,0.0
2018-12-02,55.24,55.24,55.24,0.0,0.0,55.75,55.75,55.75,0.0,0.0,54.55,54.55,54.55,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2018-12-09,54.53,54.53,54.53,0.0,0.0,54.53,54.53,54.53,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2018-12-16,50.32,50.32,50.32,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2018-12-23,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0,52.55,52.55,52.55,0.0,0.0
2018-12-30,53.33,53.33,53.33,0.0,0.0,53.65,53.65,53.65,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.65,53.65,53.65,0.0,0.0
2019-01-06,54.28,54.28,54.28,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.28,54.28,54.28,0.0,0.0,54.28,54.28,54.28,0.0,0.0
2019-01-13,56.1,56.1,56.1,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2019-01-20,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2019-01-27,57.11,57.11,57.11,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.11,57.11,57.11,0.0,0.0,57.26,57.26,57.26,0.0,0.0
2019-02-03,57.07,57.07,57.07,0.0,0.0,57.08,57.08,57.08,0.0,0.0,57.07,57.07,57.07,0.0,0.0,57.08,57.08,57.08,0.0,0.0
2019-02-10,58.21,58.21,58.21,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2019-02-17,58.97,58.97,58.97,0.0,0.0,58.97,58.97,58.97,0.0,0.0,58.97,58.97,58.97,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2019-02-24,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0,58.85,58.85,58.85,0.0,0.0
2019-03-03,58.74,58.74,58.74,0.0,0.0,58.76,58.76,58.76,0.0,0.0,58.73,58.73,58.73,0.0,0.0,58.76,58.76,58.76,0.0,0.0
2019-03-10,59.78,59.78,59.78,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.78,59.78,59.78,0.0,0.0
2019-03-17,58.88,58.88,58.88,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.88,58.88,58.88,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-03-24,60.34,60.34,60.34,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2019-03-31,60.92,60.92,60.92,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.92,60.92,60.92,0.0,0.0
2019-04-07,61.2,61.2,61.2,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.19,61.19,61.19,0.0,0.0
2019-04-14,61.24,61.24,61.24,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2019-04-21,62.31,62.31,62.31,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-04-28,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2019-05-05,59.68,59.68,59.68,0.0,0.0,59.68,59.68,59.68,0.0,0.0,59.44,59.44,59.44,0.0,0.0,59.44,59.44,59.44,0.0,0.0
2019-05-12,60.08,60.08,60.08,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.08,60.08,60.08,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2019-05-19,59.92,59.92,59.92,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2019-05-26,58.16,58.16,58.16,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.16,58.16,58.16,0.0,0.0
2019-06-02,61.32,61.32,61.32,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.32,61.32,61.32,0.0,0.0,61.32,61.32,61.32,0.0,0.0
2019-06-09,61.5,61.5,61.5,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0
2019-06-16,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0,62.55,62.55,62.55,0.0,0.0
2019-06-23,63.3,63.3,63.3,0.0,0.0,63.3,63.3,63.3,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-06-30,62.99,62.99,62.99,0.0,0.0,62.99,62.99,62.99,0.0,0.0,62.99,62.99,62.99,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2019-07-07,63.79,63.79,63.79,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.79,63.79,63.79,0.0,0.0,63.79,63.79,63.79,0.0,0.0
2019-07-14,63.23,63.23,63.23,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.23,63.23,63.23,0.0,0.0,63.23,63.23,63.23,0.0,0.0
2019-07-21,64.0,64.0,64.0,0.0,0.0,64.1,64.1,64.1,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.1,64.1,64.1,0.0,0.0
2019-07-28,61.65,61.65,61.65,0.0,0.0,61.65,61.65,61.65,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.42,60.42,60.42,0.0,0.0
2019-08-04,61.23,61.23,61.23,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2019-08-11,62.14,62.14,62.14,0.0,0.0,62.28,62.28,62.28,0.0,0.0,62.14,62.14,62.14,0.0,0.0,62.28,62.28,62.28,0.0,0.0
2019-08-18,61.45,61.45,61.45,0.0,0.0,61.45,61.45,61.45,0.0,0.0,61.17,61.17,61.17,0.0,0.0,61.21,61.21,61.21,0.0,0.0
2019-08-25,62.5,62.5,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.25,62.25,62.25,0.0,0.0,62.32,62.32,62.32,0.0,0.0
2019-09-01,63.39,63.39,63.39,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.39,63.39,63.39,0.0,0.0
2019-09-08,63.5,63.5,63.5,0.0,0.0,63.71,63.71,63.71,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.71,63.71,63.71,0.0,0.0
2019-09-15,63.64,63.64,63.64,0.0,0.0,63.76,63.76,63.76,0.0,0.0,63.64,63.64,63.64,0.0,0.0,63.69,63.69,63.69,0.0,0.0
2019-09-22,63.21,63.21,63.21,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.21,63.21,63.21,0.0,0.0,63.21,63.21,63.21,0.0,0.0
2019-09-29,62.75,62.75,62.75,0.0,0.0,62.75,62.75,62.75,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.57,62.57,62.57,0.0,0.0
2019-10-06,63.09,63.09,63.09,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.09,63.09,63.09,0.0,0.0
2019-10-13,63.88,63.88,63.88,0.0,0.0,63.98,63.98,63.98,0.0,0.0,63.88,63.88,63.88,0.0,0.0,63.98,63.98,63.98,0.0,0.0
2019-10-20,64.56,64.56,64.56,0.0,0.0,64.65,64.65,64.65,0.0,0.0,64.56,64.56,64.56,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-10-27,65.55,65.55,65.55,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.44,65.44,65.44,0.0,0.0,65.44,65.44,65.44,0.0,0.0
2019-11-03,65.71,65.71,65.71,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.68,65.68,65.68,0.0,0.0,65.68,65.68,65.68,0.0,0.0
2019-11-10,66.59,66.59,66.59,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.59,66.59,66.59,0.0,0.0
2019-11-17,66.79,66.79,66.79,0.0,0.0,66.81,66.81,66.81,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.81,66.81,66.81,0.0,0.0
2019-11-24,66.85,66.85,66.85,0.0,0.0,66.85,66.85,66.85,0.0,0.0,66.5,66.5,66.5,0.0,0.0,66.52,66.52,66.52,0.0,0.0
2019-12-01,67.48,67.48,67.48,0.0,0.0,67.48,67.48,67.48,0.0,0.0,67.03,67.03,67.03,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2019-12-08,68.2,68.2,68.2,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.12,68.12,68.12,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2019-12-15,68.97,68.97,68.97,0.0,0.0,68.98,68.98,68.98,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.83,68.83,68.83,0.0,0.0
2019-12-22,70.13,70.13,70.13,0.0,0.0,70.13,70.13,70.13,0.0,0.0,64.54,64.54,64.54,0.0,0.0,68.59,68.59,68.59,0.0,0.0
2019-12-29,68.95,68.95,68.95,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.95,68.95,68.95,0.0,0.0,68.97,68.97,68.97,0.0,0.0
