Date,PowerShares Nasdaq Internet_Open_average,PowerShares Nasdaq Internet_Open_max,PowerShares Nasdaq Internet_Open_min,PowerShares Nasdaq Internet_Open_volatility,PowerShares Nasdaq Internet_Open_change,PowerShares Nasdaq Internet_High_average,PowerShares Nasdaq Internet_High_max,PowerShares Nasdaq Internet_High_min,PowerShares Nasdaq Internet_High_volatility,PowerShares Nasdaq Internet_High_change,PowerShares Nasdaq Internet_Low_average,PowerShares Nasdaq Internet_Low_max,PowerShares Nasdaq Internet_Low_min,PowerShares Nasdaq Internet_Low_volatility,PowerShares Nasdaq Internet_Low_change,PowerShares Nasdaq Internet_Close_average,PowerShares Nasdaq Internet_Close_max,PowerShares Nasdaq Internet_Close_min,PowerShares Nasdaq Internet_Close_volatility,PowerShares Nasdaq Internet_Close_change
2018-06-17,146.08,146.08,146.08,0.0,0.0,146.08,146.08,146.08,0.0,0.0,143.93,143.93,143.93,0.0,0.0,144.35,144.35,144.35,0.0,0.0
2018-06-24,140.17,140.17,140.17,0.0,0.0,140.34,140.34,140.34,0.0,0.0,139.03,139.03,139.03,0.0,0.0,139.24,139.24,139.24,0.0,0.0
2018-07-01,140.69,140.69,140.69,0.0,0.0,143.56,143.56,143.56,0.0,0.0,140.65,140.65,140.65,0.0,0.0,143.26,143.26,143.26,0.0,0.0
2018-07-08,146.28,146.28,146.28,0.0,0.0,146.28,146.28,146.28,0.0,0.0,144.19,144.19,144.19,0.0,0.0,144.62,144.62,144.62,0.0,0.0
2018-07-15,142.52,142.52,142.52,0.0,0.0,143.57,143.57,143.57,0.0,0.0,142.18,142.18,142.18,0.0,0.0,142.35,142.35,142.35,0.0,0.0
2018-07-22,143.34,143.34,143.34,0.0,0.0,143.34,143.34,143.34,0.0,0.0,138.02,138.02,138.02,0.0,0.0,139.01,139.01,139.01,0.0,0.0
2018-07-29,137.0,137.0,137.0,0.0,0.0,137.22,137.22,137.22,0.0,0.0,135.6,135.6,135.6,0.0,0.0,136.13,136.13,136.13,0.0,0.0
2018-08-05,136.72,136.72,136.72,0.0,0.0,137.29,137.29,137.29,0.0,0.0,136.09,136.09,136.09,0.0,0.0,136.65,136.65,136.65,0.0,0.0
2018-08-12,131.86,131.86,131.86,0.0,0.0,132.84,132.84,132.84,0.0,0.0,131.18,131.18,131.18,0.0,0.0,132.45,132.45,132.45,0.0,0.0
2018-08-19,135.38,135.38,135.38,0.0,0.0,136.81,136.81,136.81,0.0,0.0,135.38,135.38,135.38,0.0,0.0,136.77,136.77,136.77,0.0,0.0
2018-08-26,137.77,137.77,137.77,0.0,0.0,138.69,138.69,138.69,0.0,0.0,137.77,137.77,137.77,0.0,0.0,138.38,138.38,138.38,0.0,0.0
2018-09-02,131.22,131.22,131.22,0.0,0.0,133.64,133.64,133.64,0.0,0.0,131.0,131.0,131.0,0.0,0.0,132.15,132.15,132.15,0.0,0.0
2018-09-09,135.42,135.42,135.42,0.0,0.0,135.65,135.65,135.65,0.0,0.0,134.19,134.19,134.19,0.0,0.0,134.74,134.74,134.74,0.0,0.0
2018-09-16,135.26,135.26,135.26,0.0,0.0,135.67,135.67,135.67,0.0,0.0,133.61,133.61,133.61,0.0,0.0,133.61,133.61,133.61,0.0,0.0
2018-09-23,134.68,134.68,134.68,0.0,0.0,135.4,135.4,135.4,0.0,0.0,134.41,134.41,134.41,0.0,0.0,134.67,134.67,134.67,0.0,0.0
2018-09-30,129.29,129.29,129.29,0.0,0.0,130.04,130.04,130.04,0.0,0.0,126.34,126.34,126.34,0.0,0.0,127.6,127.6,127.6,0.0,0.0
2018-10-07,122.89,122.89,122.89,0.0,0.0,123.03,123.03,123.03,0.0,0.0,120.54,120.54,120.54,0.0,0.0,122.64,122.64,122.64,0.0,0.0
2018-10-14,122.44,122.44,122.44,0.0,0.0,123.3,123.3,123.3,0.0,0.0,119.62,119.62,119.62,0.0,0.0,119.96,119.96,119.96,0.0,0.0
2018-10-21,114.91,114.91,114.91,0.0,0.0,118.15,118.15,118.15,0.0,0.0,113.7,113.7,113.7,0.0,0.0,115.65,115.65,115.65,0.0,0.0
2018-10-28,123.31,123.31,123.31,0.0,0.0,124.65,124.65,124.65,0.0,0.0,121.13,121.13,121.13,0.0,0.0,121.77,121.77,121.77,0.0,0.0
2018-11-04,121.07,121.07,121.07,0.0,0.0,121.07,121.07,121.07,0.0,0.0,118.23,118.23,118.23,0.0,0.0,119.35,119.35,119.35,0.0,0.0
2018-11-11,117.38,117.38,117.38,0.0,0.0,117.91,117.91,117.91,0.0,0.0,116.29,116.29,116.29,0.0,0.0,117.43,117.43,117.43,0.0,0.0
2018-11-18,111.79,111.79,111.79,0.0,0.0,112.6,112.6,112.6,0.0,0.0,111.57,111.57,111.57,0.0,0.0,111.65,111.65,111.65,0.0,0.0
2018-11-25,118.27,118.27,118.27,0.0,0.0,119.53,119.53,119.53,0.0,0.0,117.92,117.92,117.92,0.0,0.0,119.36,119.36,119.36,0.0,0.0
2018-12-02,118.43,118.43,118.43,0.0,0.0,119.89,119.89,119.89,0.0,0.0,115.34,115.34,115.34,0.0,0.0,115.69,115.69,115.69,0.0,0.0
2018-12-09,116.79,116.79,116.79,0.0,0.0,117.86,117.86,117.86,0.0,0.0,115.97,115.97,115.97,0.0,0.0,116.14,116.14,116.14,0.0,0.0
2018-12-16,108.97,108.97,108.97,0.0,0.0,109.0,109.0,109.0,0.0,0.0,103.43,103.43,103.43,0.0,0.0,104.07,104.07,104.07,0.0,0.0
2018-12-23,109.98,109.98,109.98,0.0,0.0,111.28,111.28,111.28,0.0,0.0,108.5,108.5,108.5,0.0,0.0,109.49,109.49,109.49,0.0,0.0
2018-12-30,109.3,109.3,109.3,0.0,0.0,113.57,113.57,113.57,0.0,0.0,109.3,109.3,109.3,0.0,0.0,113.06,113.06,113.06,0.0,0.0
2019-01-06,117.99,117.99,117.99,0.0,0.0,118.74,118.74,118.74,0.0,0.0,117.4,117.4,117.4,0.0,0.0,118.25,118.25,118.25,0.0,0.0
2019-01-13,122.08,122.08,122.08,0.0,0.0,123.62,123.62,123.62,0.0,0.0,121.73,121.73,121.73,0.0,0.0,122.68,122.68,122.68,0.0,0.0
2019-01-20,121.68,121.68,121.68,0.0,0.0,123.39,123.39,123.39,0.0,0.0,121.68,121.68,121.68,0.0,0.0,123.06,123.06,123.06,0.0,0.0
2019-01-27,125.82,125.82,125.82,0.0,0.0,126.98,126.98,126.98,0.0,0.0,125.82,125.82,125.82,0.0,0.0,126.34,126.34,126.34,0.0,0.0
2019-02-03,125.35,125.35,125.35,0.0,0.0,126.86,126.86,126.86,0.0,0.0,125.35,125.35,125.35,0.0,0.0,126.73,126.73,126.73,0.0,0.0
2019-02-10,129.99,129.99,129.99,0.0,0.0,129.99,129.99,129.99,0.0,0.0,128.75,128.75,128.75,0.0,0.0,129.07,129.07,129.07,0.0,0.0
2019-02-17,129.21,129.21,129.21,0.0,0.0,130.67,130.67,130.67,0.0,0.0,129.21,129.21,129.21,0.0,0.0,130.65,130.65,130.65,0.0,0.0
2019-02-24,131.94,131.94,131.94,0.0,0.0,131.94,131.94,131.94,0.0,0.0,130.95,130.95,130.95,0.0,0.0,131.51,131.51,131.51,0.0,0.0
2019-03-03,128.08,128.08,128.08,0.0,0.0,129.77,129.77,129.77,0.0,0.0,127.51,127.51,127.51,0.0,0.0,129.77,129.77,129.77,0.0,0.0
2019-03-10,134.04,134.04,134.04,0.0,0.0,134.34,134.34,134.34,0.0,0.0,133.47,133.47,133.47,0.0,0.0,133.89,133.89,133.89,0.0,0.0
2019-03-17,136.03,136.03,136.03,0.0,0.0,136.69,136.69,136.69,0.0,0.0,133.2,133.2,133.2,0.0,0.0,133.31,133.31,133.31,0.0,0.0
2019-03-24,134.44,134.44,134.44,0.0,0.0,134.81,134.81,134.81,0.0,0.0,133.89,133.89,133.89,0.0,0.0,134.74,134.74,134.74,0.0,0.0
2019-03-31,138.78,138.78,138.78,0.0,0.0,139.09,139.09,139.09,0.0,0.0,138.53,138.53,138.53,0.0,0.0,138.92,138.92,138.92,0.0,0.0
2019-04-07,139.75,139.75,139.75,0.0,0.0,139.79,139.79,139.79,0.0,0.0,138.86,138.86,138.86,0.0,0.0,139.19,139.19,139.19,0.0,0.0
2019-04-14,138.81,138.81,138.81,0.0,0.0,138.81,138.81,138.81,0.0,0.0,137.78,137.78,137.78,0.0,0.0,138.66,138.66,138.66,0.0,0.0
2019-04-21,142.16,142.16,142.16,0.0,0.0,142.97,142.97,142.97,0.0,0.0,141.63,141.63,141.63,0.0,0.0,142.88,142.88,142.88,0.0,0.0
2019-04-28,142.47,142.47,142.47,0.0,0.0,144.17,144.17,144.17,0.0,0.0,142.23,142.23,142.23,0.0,0.0,144.17,144.17,144.17,0.0,0.0
2019-05-05,137.35,137.35,137.35,0.0,0.0,137.58,137.58,137.58,0.0,0.0,134.66,134.66,134.66,0.0,0.0,137.2,137.2,137.2,0.0,0.0
2019-05-12,136.36,136.36,136.36,0.0,0.0,136.81,136.81,136.81,0.0,0.0,134.75,134.75,134.75,0.0,0.0,134.96,134.96,134.96,0.0,0.0
2019-05-19,131.72,131.72,131.72,0.0,0.0,132.43,132.43,132.43,0.0,0.0,131.13,131.13,131.13,0.0,0.0,131.15,131.15,131.15,0.0,0.0
2019-05-26,128.69,128.69,128.69,0.0,0.0,129.15,129.15,129.15,0.0,0.0,128.06,128.06,128.06,0.0,0.0,128.39,128.39,128.39,0.0,0.0
2019-06-02,129.99,129.99,129.99,0.0,0.0,132.42,132.42,132.42,0.0,0.0,129.99,129.99,129.99,0.0,0.0,132.01,132.01,132.01,0.0,0.0
2019-06-09,133.58,133.58,133.58,0.0,0.0,133.58,133.58,133.58,0.0,0.0,132.64,132.64,132.64,0.0,0.0,133.07,133.07,133.07,0.0,0.0
2019-06-16,137.3,137.3,137.3,0.0,0.0,138.64,138.64,138.64,0.0,0.0,137.3,137.3,137.3,0.0,0.0,137.7,137.7,137.7,0.0,0.0
2019-06-23,136.98,136.98,136.98,0.0,0.0,137.0,137.0,137.0,0.0,0.0,136.19,136.19,136.19,0.0,0.0,136.86,136.86,136.86,0.0,0.0
2019-06-30,139.54,139.54,139.54,0.0,0.0,140.89,140.89,140.89,0.0,0.0,139.28,139.28,139.28,0.0,0.0,140.65,140.65,140.65,0.0,0.0
2019-07-07,141.58,141.58,141.58,0.0,0.0,141.82,141.82,141.82,0.0,0.0,141.07,141.07,141.07,0.0,0.0,141.76,141.76,141.76,0.0,0.0
2019-07-14,140.9,140.9,140.9,0.0,0.0,140.9,140.9,140.9,0.0,0.0,138.57,138.57,138.57,0.0,0.0,138.61,138.61,138.61,0.0,0.0
2019-07-21,142.97,142.97,142.97,0.0,0.0,143.54,143.54,143.54,0.0,0.0,142.95,142.95,142.95,0.0,0.0,143.33,143.33,143.33,0.0,0.0
2019-07-28,136.15,136.15,136.15,0.0,0.0,136.39,136.39,136.39,0.0,0.0,134.87,134.87,134.87,0.0,0.0,135.41,135.41,135.41,0.0,0.0
2019-08-04,134.9,134.9,134.9,0.0,0.0,135.05,135.05,135.05,0.0,0.0,133.51,133.51,133.51,0.0,0.0,134.08,134.08,134.08,0.0,0.0
2019-08-11,132.71,132.71,132.71,0.0,0.0,133.96,133.96,133.96,0.0,0.0,132.47,132.47,132.47,0.0,0.0,133.73,133.73,133.73,0.0,0.0
2019-08-18,133.15,133.15,133.15,0.0,0.0,134.32,134.32,134.32,0.0,0.0,130.6,130.6,130.6,0.0,0.0,130.82,130.82,130.82,0.0,0.0
2019-08-25,134.82,134.82,134.82,0.0,0.0,135.18,135.18,135.18,0.0,0.0,133.67,133.67,133.67,0.0,0.0,134.42,134.42,134.42,0.0,0.0
2019-09-01,136.51,136.51,136.51,0.0,0.0,136.85,136.85,136.85,0.0,0.0,136.14,136.14,136.14,0.0,0.0,136.16,136.16,136.16,0.0,0.0
2019-09-08,137.07,137.07,137.07,0.0,0.0,137.07,137.07,137.07,0.0,0.0,136.35,136.35,136.35,0.0,0.0,136.38,136.38,136.38,0.0,0.0
2019-09-15,136.86,136.86,136.86,0.0,0.0,136.97,136.97,136.97,0.0,0.0,134.6,134.6,134.6,0.0,0.0,135.41,135.41,135.41,0.0,0.0
2019-09-22,132.35,132.35,132.35,0.0,0.0,132.35,132.35,132.35,0.0,0.0,127.86,127.86,127.86,0.0,0.0,129.04,129.04,129.04,0.0,0.0
2019-09-29,130.08,130.08,130.08,0.0,0.0,130.88,130.88,130.88,0.0,0.0,129.69,129.69,129.69,0.0,0.0,130.79,130.79,130.79,0.0,0.0
2019-10-06,131.2,131.2,131.2,0.0,0.0,133.18,133.18,133.18,0.0,0.0,131.2,131.2,131.2,0.0,0.0,132.19,132.19,132.19,0.0,0.0
2019-10-13,133.96,133.96,133.96,0.0,0.0,133.96,133.96,133.96,0.0,0.0,130.26,130.26,130.26,0.0,0.0,130.7,130.7,130.7,0.0,0.0
2019-10-20,130.36,130.36,130.36,0.0,0.0,132.26,132.26,132.26,0.0,0.0,130.33,130.33,130.33,0.0,0.0,131.98,131.98,131.98,0.0,0.0
2019-10-27,131.75,131.75,131.75,0.0,0.0,132.0,132.0,132.0,0.0,0.0,131.01,131.01,131.01,0.0,0.0,131.47,131.47,131.47,0.0,0.0
2019-11-03,132.0,132.0,132.0,0.0,0.0,132.76,132.76,132.76,0.0,0.0,131.99,131.99,131.99,0.0,0.0,132.37,132.37,132.37,0.0,0.0
2019-11-10,132.62,132.62,132.62,0.0,0.0,133.4,133.4,133.4,0.0,0.0,132.62,132.62,132.62,0.0,0.0,133.06,133.06,133.06,0.0,0.0
2019-11-17,134.22,134.22,134.22,0.0,0.0,134.7,134.7,134.7,0.0,0.0,133.57,133.57,133.57,0.0,0.0,134.69,134.69,134.69,0.0,0.0
2019-11-24,138.01,138.01,138.01,0.0,0.0,138.18,138.18,138.18,0.0,0.0,137.61,137.61,137.61,0.0,0.0,137.77,137.77,137.77,0.0,0.0
2019-12-01,136.53,136.53,136.53,0.0,0.0,136.97,136.97,136.97,0.0,0.0,136.53,136.53,136.53,0.0,0.0,136.76,136.76,136.76,0.0,0.0
2019-12-08,136.39,136.39,136.39,0.0,0.0,137.5,137.5,137.5,0.0,0.0,136.39,136.39,136.39,0.0,0.0,136.8,136.8,136.8,0.0,0.0
2019-12-15,141.83,141.83,141.83,0.0,0.0,142.19,142.19,142.19,0.0,0.0,141.1,141.1,141.1,0.0,0.0,141.99,141.99,141.99,0.0,0.0
2019-12-22,144.0,144.0,144.0,0.0,0.0,144.29,144.29,144.29,0.0,0.0,142.91,142.91,142.91,0.0,0.0,143.22,143.22,143.22,0.0,0.0
2019-12-29,143.31,143.31,143.31,0.0,0.0,145.45,145.45,145.45,0.0,0.0,143.03,143.03,143.03,0.0,0.0,144.79,144.79,144.79,0.0,0.0
