Date,PureFunds ISE Junior SilverEtf_Open_average,PureFunds ISE Junior SilverEtf_Open_max,PureFunds ISE Junior SilverEtf_Open_min,PureFunds ISE Junior SilverEtf_Open_volatility,PureFunds ISE Junior SilverEtf_Open_change,PureFunds ISE Junior SilverEtf_High_average,PureFunds ISE Junior SilverEtf_High_max,PureFunds ISE Junior SilverEtf_High_min,PureFunds ISE Junior SilverEtf_High_volatility,PureFunds ISE Junior SilverEtf_High_change,PureFunds ISE Junior SilverEtf_Low_average,PureFunds ISE Junior SilverEtf_Low_max,PureFunds ISE Junior SilverEtf_Low_min,PureFunds ISE Junior SilverEtf_Low_volatility,PureFunds ISE Junior SilverEtf_Low_change,PureFunds ISE Junior SilverEtf_Close_average,PureFunds ISE Junior SilverEtf_Close_max,PureFunds ISE Junior SilverEtf_Close_min,PureFunds ISE Junior SilverEtf_Close_volatility,PureFunds ISE Junior SilverEtf_Close_change
2018-03-25,10.35,10.35,10.35,0.0,0.0,10.63,10.63,10.63,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.61,10.61,10.61,0.0,0.0
2018-04-01,10.74,10.74,10.74,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.57,10.57,10.57,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2018-04-08,11.12,11.12,11.12,0.0,0.0,11.28,11.28,11.28,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.24,11.24,11.24,0.0,0.0
2018-04-15,11.73,11.73,11.73,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2018-04-22,11.26,11.26,11.26,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.16,11.16,11.16,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2018-04-29,11.25,11.25,11.25,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.26,11.26,11.26,0.0,0.0
2018-05-06,11.58,11.58,11.58,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2018-05-13,11.28,11.28,11.28,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2018-05-20,11.63,11.63,11.63,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.34,11.34,11.34,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2018-05-27,11.14,11.14,11.14,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2018-06-03,11.26,11.26,11.26,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.1,11.1,11.1,0.0,0.0,11.15,11.15,11.15,0.0,0.0
2018-06-10,11.33,11.33,11.33,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.04,11.04,11.04,0.0,0.0
2018-06-17,11.11,11.11,11.11,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.2,11.2,11.2,0.0,0.0
2018-06-24,10.78,10.78,10.78,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.76,10.76,10.76,0.0,0.0
2018-07-01,11.22,11.22,11.22,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.09,11.09,11.09,0.0,0.0
2018-07-08,10.54,10.54,10.54,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.67,10.67,10.67,0.0,0.0
2018-07-15,10.38,10.38,10.38,0.0,0.0,10.52,10.52,10.52,0.0,0.0,10.38,10.38,10.38,0.0,0.0,10.49,10.49,10.49,0.0,0.0
2018-07-22,10.21,10.21,10.21,0.0,0.0,10.37,10.37,10.37,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2018-07-29,9.81,9.81,9.81,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2018-08-05,9.93,9.93,9.93,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.73,9.73,9.73,0.0,0.0
2018-08-12,8.65,8.65,8.65,0.0,0.0,8.99,8.99,8.99,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2018-08-19,9.11,9.11,9.11,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.18,9.18,9.18,0.0,0.0
2018-08-26,9.0,9.0,9.0,0.0,0.0,9.2,9.2,9.2,0.0,0.0,8.88,8.88,8.88,0.0,0.0,8.99,8.99,8.99,0.0,0.0
2018-09-02,8.59,8.59,8.59,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.54,8.54,8.54,0.0,0.0
2018-09-09,8.67,8.67,8.67,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.6,8.6,8.6,0.0,0.0
2018-09-16,8.82,8.82,8.82,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.84,8.84,8.84,0.0,0.0
2018-09-23,8.63,8.63,8.63,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2018-09-30,8.77,8.77,8.77,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2018-10-07,9.04,9.04,9.04,0.0,0.0,9.16,9.16,9.16,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.98,8.98,8.98,0.0,0.0
2018-10-14,9.13,9.13,9.13,0.0,0.0,9.26,9.26,9.26,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.03,9.03,9.03,0.0,0.0
2018-10-21,8.39,8.39,8.39,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.4,8.4,8.4,0.0,0.0
2018-10-28,8.39,8.39,8.39,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.35,8.35,8.35,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2018-11-04,8.0,8.0,8.0,0.0,0.0,8.1,8.1,8.1,0.0,0.0,7.92,7.92,7.92,0.0,0.0,8.1,8.1,8.1,0.0,0.0
2018-11-11,8.0,8.0,8.0,0.0,0.0,8.19,8.19,8.19,0.0,0.0,7.9,7.9,7.9,0.0,0.0,8.04,8.04,8.04,0.0,0.0
2018-11-18,8.01,8.01,8.01,0.0,0.0,8.19,8.19,8.19,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.81,7.81,7.81,0.0,0.0
2018-11-25,7.61,7.61,7.61,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.54,7.54,7.54,0.0,0.0,7.61,7.61,7.61,0.0,0.0
2018-12-02,7.73,7.73,7.73,0.0,0.0,8.01,8.01,8.01,0.0,0.0,7.73,7.73,7.73,0.0,0.0,7.91,7.91,7.91,0.0,0.0
2018-12-09,7.98,7.98,7.98,0.0,0.0,7.98,7.98,7.98,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.83,7.83,7.83,0.0,0.0
2018-12-16,8.05,8.05,8.05,0.0,0.0,8.05,8.05,8.05,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.93,7.93,7.93,0.0,0.0
2018-12-23,7.95,7.95,7.95,0.0,0.0,8.13,8.13,8.13,0.0,0.0,7.9,7.9,7.9,0.0,0.0,8.05,8.05,8.05,0.0,0.0
2018-12-30,8.58,8.58,8.58,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.31,8.31,8.31,0.0,0.0,8.57,8.57,8.57,0.0,0.0
2019-01-06,8.82,8.82,8.82,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.65,8.65,8.65,0.0,0.0
2019-01-13,8.01,8.01,8.01,0.0,0.0,8.16,8.16,8.16,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2019-01-20,8.11,8.11,8.11,0.0,0.0,8.44,8.44,8.44,0.0,0.0,8.08,8.08,8.08,0.0,0.0,8.38,8.38,8.38,0.0,0.0
2019-01-27,9.14,9.14,9.14,0.0,0.0,9.14,9.14,9.14,0.0,0.0,8.91,8.91,8.91,0.0,0.0,9.0,9.0,9.0,0.0,0.0
2019-02-03,8.91,8.91,8.91,0.0,0.0,9.02,9.02,9.02,0.0,0.0,8.87,8.87,8.87,0.0,0.0,8.96,8.96,8.96,0.0,0.0
2019-02-10,9.02,9.02,9.02,0.0,0.0,9.11,9.11,9.11,0.0,0.0,8.92,8.92,8.92,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-02-17,9.46,9.46,9.46,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.47,9.47,9.47,0.0,0.0
2019-02-24,9.09,9.09,9.09,0.0,0.0,9.17,9.17,9.17,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.85,8.85,8.85,0.0,0.0
2019-03-03,9.06,9.06,9.06,0.0,0.0,9.12,9.12,9.12,0.0,0.0,8.92,8.92,8.92,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2019-03-10,9.1,9.1,9.1,0.0,0.0,9.21,9.21,9.21,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2019-03-17,9.17,9.17,9.17,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.14,9.14,9.14,0.0,0.0,9.28,9.28,9.28,0.0,0.0
2019-03-24,8.94,8.94,8.94,0.0,0.0,9.14,9.14,9.14,0.0,0.0,8.82,8.82,8.82,0.0,0.0,8.83,8.83,8.83,0.0,0.0
2019-03-31,8.86,8.86,8.86,0.0,0.0,8.93,8.93,8.93,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.83,8.83,8.83,0.0,0.0
2019-04-07,8.65,8.65,8.65,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.66,8.66,8.66,0.0,0.0
2019-04-14,8.3,8.3,8.3,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.19,8.19,8.19,0.0,0.0
2019-04-21,8.11,8.11,8.11,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.34,8.34,8.34,0.0,0.0
2019-04-28,7.85,7.85,7.85,0.0,0.0,7.98,7.98,7.98,0.0,0.0,7.82,7.82,7.82,0.0,0.0,7.9,7.9,7.9,0.0,0.0
2019-05-05,7.63,7.63,7.63,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.45,7.45,7.45,0.0,0.0,7.45,7.45,7.45,0.0,0.0
2019-05-12,7.31,7.31,7.31,0.0,0.0,7.32,7.32,7.32,0.0,0.0,7.21,7.21,7.21,0.0,0.0,7.32,7.32,7.32,0.0,0.0
2019-05-19,6.93,6.93,6.93,0.0,0.0,7.01,7.01,7.01,0.0,0.0,6.86,6.86,6.86,0.0,0.0,6.99,6.99,6.99,0.0,0.0
2019-05-26,7.07,7.07,7.07,0.0,0.0,7.2,7.2,7.2,0.0,0.0,7.01,7.01,7.01,0.0,0.0,7.14,7.14,7.14,0.0,0.0
2019-06-02,7.64,7.64,7.64,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.55,7.55,7.55,0.0,0.0,7.6,7.6,7.6,0.0,0.0
2019-06-09,7.84,7.84,7.84,0.0,0.0,8.01,8.01,8.01,0.0,0.0,7.61,7.61,7.61,0.0,0.0,7.74,7.74,7.74,0.0,0.0
2019-06-16,8.63,8.63,8.63,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.66,8.66,8.66,0.0,0.0
2019-06-23,8.6,8.6,8.6,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.68,8.68,8.68,0.0,0.0
2019-06-30,8.49,8.49,8.49,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.37,8.37,8.37,0.0,0.0,8.52,8.52,8.52,0.0,0.0
2019-07-07,8.6,8.6,8.6,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.66,8.66,8.66,0.0,0.0
2019-07-14,10.06,10.06,10.06,0.0,0.0,10.28,10.28,10.28,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.99,9.99,9.99,0.0,0.0
2019-07-21,9.97,9.97,9.97,0.0,0.0,10.02,10.02,10.02,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.92,9.92,9.92,0.0,0.0
2019-07-28,9.84,9.84,9.84,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.77,9.77,9.77,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2019-08-04,10.63,10.63,10.63,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2019-08-11,10.0,10.0,10.0,0.0,0.0,10.06,10.06,10.06,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.81,9.81,9.81,0.0,0.0
2019-08-18,10.15,10.15,10.15,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2019-08-25,10.83,10.83,10.83,0.0,0.0,11.07,11.07,11.07,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2019-09-01,10.63,10.63,10.63,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2019-09-08,10.2,10.2,10.2,0.0,0.0,10.36,10.36,10.36,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.79,9.79,9.79,0.0,0.0
2019-09-15,10.15,10.15,10.15,0.0,0.0,10.43,10.43,10.43,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.36,10.36,10.36,0.0,0.0
2019-09-22,10.0,10.0,10.0,0.0,0.0,10.16,10.16,10.16,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.99,9.99,9.99,0.0,0.0
2019-09-29,9.65,9.65,9.65,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.57,9.57,9.57,0.0,0.0,9.83,9.83,9.83,0.0,0.0
2019-10-06,9.6,9.6,9.6,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2019-10-13,9.77,9.77,9.77,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2019-10-20,10.43,10.43,10.43,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.34,10.34,10.34,0.0,0.0
2019-10-27,10.33,10.33,10.33,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.55,10.55,10.55,0.0,0.0
2019-11-03,9.79,9.79,9.79,0.0,0.0,10.19,10.19,10.19,0.0,0.0,9.79,9.79,9.79,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2019-11-10,10.41,10.41,10.41,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.41,10.41,10.41,0.0,0.0
2019-11-17,10.39,10.39,10.39,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.17,10.17,10.17,0.0,0.0
2019-11-24,10.18,10.18,10.18,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.53,10.53,10.53,0.0,0.0
2019-12-01,11.06,11.06,11.06,0.0,0.0,11.06,11.06,11.06,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2019-12-08,11.13,11.13,11.13,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.11,11.11,11.11,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2019-12-15,11.33,11.33,11.33,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.04,11.04,11.04,0.0,0.0,11.07,11.07,11.07,0.0,0.0
2019-12-22,12.47,12.47,12.47,0.0,0.0,12.55,12.55,12.55,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.22,12.22,12.22,0.0,0.0
2019-12-29,12.56,12.56,12.56,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.12,12.12,12.12,0.0,0.0
