Date,Global X MSCI Pakistan_Open_average,Global X MSCI Pakistan_Open_max,Global X MSCI Pakistan_Open_min,Global X MSCI Pakistan_Open_volatility,Global X MSCI Pakistan_Open_change,Global X MSCI Pakistan_High_average,Global X MSCI Pakistan_High_max,Global X MSCI Pakistan_High_min,Global X MSCI Pakistan_High_volatility,Global X MSCI Pakistan_High_change,Global X MSCI Pakistan_Low_average,Global X MSCI Pakistan_Low_max,Global X MSCI Pakistan_Low_min,Global X MSCI Pakistan_Low_volatility,Global X MSCI Pakistan_Low_change,Global X MSCI Pakistan_Close_average,Global X MSCI Pakistan_Close_max,Global X MSCI Pakistan_Close_min,Global X MSCI Pakistan_Close_volatility,Global X MSCI Pakistan_Close_change
2019-03-24,8.6,8.6,8.6,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2019-03-31,8.39,8.39,8.39,0.0,0.0,8.39,8.39,8.39,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.33,8.33,8.33,0.0,0.0
2019-04-07,8.41,8.41,8.41,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.25,8.25,8.25,0.0,0.0
2019-04-14,8.25,8.25,8.25,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.19,8.19,8.19,0.0,0.0,8.22,8.22,8.22,0.0,0.0
2019-04-21,8.13,8.13,8.13,0.0,0.0,8.18,8.18,8.18,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.15,8.15,8.15,0.0,0.0
2019-04-28,8.11,8.11,8.11,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2019-05-05,7.74,7.74,7.74,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2019-05-12,7.25,7.25,7.25,0.0,0.0,7.27,7.27,7.27,0.0,0.0,7.1,7.1,7.1,0.0,0.0,7.16,7.16,7.16,0.0,0.0
2019-05-19,7.36,7.36,7.36,0.0,0.0,7.46,7.46,7.46,0.0,0.0,7.31,7.31,7.31,0.0,0.0,7.38,7.38,7.38,0.0,0.0
2019-05-26,7.66,7.66,7.66,0.0,0.0,7.71,7.71,7.71,0.0,0.0,7.51,7.51,7.51,0.0,0.0,7.58,7.58,7.58,0.0,0.0
2019-06-02,7.49,7.49,7.49,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.46,7.46,7.46,0.0,0.0,7.62,7.62,7.62,0.0,0.0
2019-06-09,7.19,7.19,7.19,0.0,0.0,7.4,7.4,7.4,0.0,0.0,7.04,7.04,7.04,0.0,0.0,7.2,7.2,7.2,0.0,0.0
2019-06-16,7.1,7.1,7.1,0.0,0.0,7.21,7.21,7.21,0.0,0.0,7.09,7.09,7.09,0.0,0.0,7.1,7.1,7.1,0.0,0.0
2019-06-23,6.49,6.49,6.49,0.0,0.0,6.66,6.66,6.66,0.0,0.0,6.49,6.49,6.49,0.0,0.0,6.6,6.6,6.6,0.0,0.0
2019-06-30,6.61,6.61,6.61,0.0,0.0,6.75,6.75,6.75,0.0,0.0,6.51,6.51,6.51,0.0,0.0,6.63,6.63,6.63,0.0,0.0
2019-07-07,6.6,6.6,6.6,0.0,0.0,6.6,6.6,6.6,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.59,6.59,6.59,0.0,0.0
2019-07-14,6.24,6.24,6.24,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.22,6.22,6.22,0.0,0.0,6.22,6.22,6.22,0.0,0.0
2019-07-21,6.15,6.15,6.15,0.0,0.0,6.2,6.2,6.2,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.13,6.13,6.13,0.0,0.0
2019-07-28,6.05,6.05,6.05,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.01,6.01,6.01,0.0,0.0,6.02,6.02,6.02,0.0,0.0
2019-08-04,5.68,5.68,5.68,0.0,0.0,5.76,5.76,5.76,0.0,0.0,5.59,5.59,5.59,0.0,0.0,5.6,5.6,5.6,0.0,0.0
2019-08-11,5.51,5.51,5.51,0.0,0.0,5.52,5.52,5.52,0.0,0.0,5.46,5.46,5.46,0.0,0.0,5.51,5.51,5.51,0.0,0.0
2019-08-18,6.11,6.11,6.11,0.0,0.0,6.19,6.19,6.19,0.0,0.0,5.98,5.98,5.98,0.0,0.0,6.16,6.16,6.16,0.0,0.0
2019-08-25,5.8,5.8,5.8,0.0,0.0,5.84,5.84,5.84,0.0,0.0,5.58,5.58,5.58,0.0,0.0,5.62,5.62,5.62,0.0,0.0
2019-09-01,5.8,5.8,5.8,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.9,5.9,5.9,0.0,0.0
2019-09-08,6.17,6.17,6.17,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.16,6.16,6.16,0.0,0.0,6.16,6.16,6.16,0.0,0.0
2019-09-15,6.31,6.31,6.31,0.0,0.0,6.33,6.33,6.33,0.0,0.0,6.17,6.17,6.17,0.0,0.0,6.19,6.19,6.19,0.0,0.0
2019-09-22,6.11,6.11,6.11,0.0,0.0,6.27,6.27,6.27,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.15,6.15,6.15,0.0,0.0
2019-09-29,6.39,6.39,6.39,0.0,0.0,6.5,6.5,6.5,0.0,0.0,6.36,6.36,6.36,0.0,0.0,6.45,6.45,6.45,0.0,0.0
2019-10-06,6.7,6.7,6.7,0.0,0.0,6.75,6.75,6.75,0.0,0.0,6.68,6.68,6.68,0.0,0.0,6.72,6.72,6.72,0.0,0.0
2019-10-13,6.61,6.61,6.61,0.0,0.0,6.61,6.61,6.61,0.0,0.0,6.51,6.51,6.51,0.0,0.0,6.52,6.52,6.52,0.0,0.0
2019-10-20,6.43,6.43,6.43,0.0,0.0,6.53,6.53,6.53,0.0,0.0,6.43,6.43,6.43,0.0,0.0,6.5,6.5,6.5,0.0,0.0
2019-10-27,6.74,6.74,6.74,0.0,0.0,6.75,6.75,6.75,0.0,0.0,6.65,6.65,6.65,0.0,0.0,6.67,6.67,6.67,0.0,0.0
2019-11-03,6.97,6.97,6.97,0.0,0.0,6.97,6.97,6.97,0.0,0.0,6.92,6.92,6.92,0.0,0.0,6.95,6.95,6.95,0.0,0.0
2019-11-10,7.35,7.35,7.35,0.0,0.0,7.39,7.39,7.39,0.0,0.0,7.33,7.33,7.33,0.0,0.0,7.39,7.39,7.39,0.0,0.0
2019-11-17,7.29,7.29,7.29,0.0,0.0,7.4,7.4,7.4,0.0,0.0,7.29,7.29,7.29,0.0,0.0,7.34,7.34,7.34,0.0,0.0
2019-11-24,7.6,7.6,7.6,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.54,7.54,7.54,0.0,0.0,7.65,7.65,7.65,0.0,0.0
2019-12-01,8.0,8.0,8.0,0.0,0.0,8.04,8.04,8.04,0.0,0.0,7.96,7.96,7.96,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2019-12-08,7.98,7.98,7.98,0.0,0.0,7.98,7.98,7.98,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.95,7.95,7.95,0.0,0.0
2019-12-15,7.97,7.97,7.97,0.0,0.0,8.01,8.01,8.01,0.0,0.0,7.95,7.95,7.95,0.0,0.0,7.97,7.97,7.97,0.0,0.0
2019-12-22,7.96,7.96,7.96,0.0,0.0,7.96,7.96,7.96,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.9,7.9,7.9,0.0,0.0
2019-12-29,8.14,8.14,8.14,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.15,8.15,8.15,0.0,0.0
