Date,iShares MSCI Finland Capped_Open_average,iShares MSCI Finland Capped_Open_max,iShares MSCI Finland Capped_Open_min,iShares MSCI Finland Capped_Open_volatility,iShares MSCI Finland Capped_Open_change,iShares MSCI Finland Capped_High_average,iShares MSCI Finland Capped_High_max,iShares MSCI Finland Capped_High_min,iShares MSCI Finland Capped_High_volatility,iShares MSCI Finland Capped_High_change,iShares MSCI Finland Capped_Low_average,iShares MSCI Finland Capped_Low_max,iShares MSCI Finland Capped_Low_min,iShares MSCI Finland Capped_Low_volatility,iShares MSCI Finland Capped_Low_change,iShares MSCI Finland Capped_Close_average,iShares MSCI Finland Capped_Close_max,iShares MSCI Finland Capped_Close_min,iShares MSCI Finland Capped_Close_volatility,iShares MSCI Finland Capped_Close_change
2018-06-10,42.78,42.78,42.78,0.0,0.0,43.23,43.23,43.23,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.93,42.93,42.93,0.0,0.0
2018-06-17,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.66,40.66,40.66,0.0,0.0
2018-06-24,40.16,40.16,40.16,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2018-07-01,41.46,41.46,41.46,0.0,0.0,41.48,41.48,41.48,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2018-07-08,41.2,41.2,41.2,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2018-07-15,41.09,41.09,41.09,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2018-07-22,41.35,41.35,41.35,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.12,41.12,41.12,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2018-07-29,40.54,40.54,40.54,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2018-08-05,39.74,39.74,39.74,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.51,39.51,39.51,0.0,0.0
2018-08-12,39.99,39.99,39.99,0.0,0.0,40.07,40.07,40.07,0.0,0.0,39.97,39.97,39.97,0.0,0.0,39.98,39.98,39.98,0.0,0.0
2018-08-19,41.59,41.59,41.59,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2018-08-26,41.65,41.65,41.65,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2018-09-02,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-09-09,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,40.91,40.91,40.91,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2018-09-16,42.04,42.04,42.04,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.03,42.03,42.03,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2018-09-23,41.25,41.25,41.25,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2018-09-30,39.3,39.3,39.3,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2018-10-07,38.18,38.18,38.18,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-10-14,37.83,37.83,37.83,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2018-10-21,37.11,37.11,37.11,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-10-28,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2018-11-04,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-11-11,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2018-11-18,36.36,36.36,36.36,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2018-11-25,36.83,36.83,36.83,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-12-02,35.15,35.15,35.15,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.13,35.13,35.13,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-12-09,35.94,35.94,35.94,0.0,0.0,35.97,35.97,35.97,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-12-16,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-12-23,35.91,35.91,35.91,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2018-12-30,36.51,36.51,36.51,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2019-01-06,37.32,37.32,37.32,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-01-13,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-01-20,38.47,38.47,38.47,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.53,38.53,38.53,0.0,0.0
2019-01-27,38.11,38.11,38.11,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-02-03,38.41,38.41,38.41,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0
2019-02-10,38.52,38.52,38.52,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2019-02-17,38.95,38.95,38.95,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-02-24,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2019-03-03,38.65,38.65,38.65,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.91,38.91,38.91,0.0,0.0
2019-03-10,40.41,40.41,40.41,0.0,0.0,40.41,40.41,40.41,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-03-17,38.94,38.94,38.94,0.0,0.0,38.94,38.94,38.94,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2019-03-24,39.41,39.41,39.41,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.32,39.32,39.32,0.0,0.0
2019-03-31,40.62,40.62,40.62,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2019-04-07,40.57,40.57,40.57,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2019-04-14,40.38,40.38,40.38,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2019-04-21,39.26,39.26,39.26,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-04-28,37.91,37.91,37.91,0.0,0.0,38.25,38.25,38.25,0.0,0.0,37.87,37.87,37.87,0.0,0.0,38.23,38.23,38.23,0.0,0.0
2019-05-05,36.71,36.71,36.71,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-05-12,37.51,37.51,37.51,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-05-19,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2019-05-26,36.49,36.49,36.49,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-06-02,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-06-09,36.58,36.58,36.58,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-06-16,37.21,37.21,37.21,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2019-06-23,37.94,37.94,37.94,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2019-06-30,37.46,37.46,37.46,0.0,0.0,37.47,37.47,37.47,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-07-07,37.32,37.32,37.32,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-07-14,36.73,36.73,36.73,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2019-07-21,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2019-07-28,35.86,35.86,35.86,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2019-08-04,36.32,36.32,36.32,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2019-08-11,36.02,36.02,36.02,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2019-08-18,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2019-08-25,35.72,35.72,35.72,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2019-09-01,36.75,36.75,36.75,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2019-09-08,37.4,37.4,37.4,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2019-09-15,36.63,36.63,36.63,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2019-09-22,36.56,36.56,36.56,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2019-09-29,35.75,35.75,35.75,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.75,35.75,35.75,0.0,0.0
2019-10-06,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-10-13,38.06,38.06,38.06,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2019-10-20,37.09,37.09,37.09,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2019-10-27,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-11-03,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-11-10,37.27,37.27,37.27,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2019-11-17,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-11-24,36.85,36.85,36.85,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2019-12-01,36.93,36.93,36.93,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.87,36.87,36.87,0.0,0.0
2019-12-08,37.12,37.12,37.12,0.0,0.0,37.21,37.21,37.21,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-12-15,37.59,37.59,37.59,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-12-22,37.85,37.85,37.85,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2019-12-29,38.03,38.03,38.03,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.06,38.06,38.06,0.0,0.0
