Date,ProShares UltraShort MSCI Brazil Capped_etf_Open_average,ProShares UltraShort MSCI Brazil Capped_etf_Open_max,ProShares UltraShort MSCI Brazil Capped_etf_Open_min,ProShares UltraShort MSCI Brazil Capped_etf_Open_volatility,ProShares UltraShort MSCI Brazil Capped_etf_Open_change,ProShares UltraShort MSCI Brazil Capped_etf_High_average,ProShares UltraShort MSCI Brazil Capped_etf_High_max,ProShares UltraShort MSCI Brazil Capped_etf_High_min,ProShares UltraShort MSCI Brazil Capped_etf_High_volatility,ProShares UltraShort MSCI Brazil Capped_etf_High_change,ProShares UltraShort MSCI Brazil Capped_etf_Low_average,ProShares UltraShort MSCI Brazil Capped_etf_Low_max,ProShares UltraShort MSCI Brazil Capped_etf_Low_min,ProShares UltraShort MSCI Brazil Capped_etf_Low_volatility,ProShares UltraShort MSCI Brazil Capped_etf_Low_change,ProShares UltraShort MSCI Brazil Capped_etf_Close_average,ProShares UltraShort MSCI Brazil Capped_etf_Close_max,ProShares UltraShort MSCI Brazil Capped_etf_Close_min,ProShares UltraShort MSCI Brazil Capped_etf_Close_volatility,ProShares UltraShort MSCI Brazil Capped_etf_Close_change
2019-08-11,25.53,25.53,25.53,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-08-18,26.93,26.93,26.93,0.0,0.0,28.53,28.53,28.53,0.0,0.0,26.19,26.19,26.19,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-08-25,26.38,26.38,26.38,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-09-01,24.6,24.6,24.6,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-09-08,23.65,23.65,23.65,0.0,0.0,24.59,24.59,24.59,0.0,0.0,23.55,23.55,23.55,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-09-15,24.96,24.96,24.96,0.0,0.0,25.39,25.39,25.39,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2019-09-22,24.5,24.5,24.5,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-09-29,25.28,25.28,25.28,0.0,0.0,25.37,25.37,25.37,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2019-10-06,24.88,24.88,24.88,0.0,0.0,24.95,24.95,24.95,0.0,0.0,23.86,23.86,23.86,0.0,0.0,24.26,24.26,24.26,0.0,0.0
2019-10-13,24.28,24.28,24.28,0.0,0.0,24.33,24.33,24.33,0.0,0.0,23.83,23.83,23.83,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2019-10-20,21.82,21.82,21.82,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2019-10-27,21.15,21.15,21.15,0.0,0.0,21.51,21.51,21.51,0.0,0.0,20.83,20.83,20.83,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2019-11-03,22.57,22.57,22.57,0.0,0.0,23.28,23.28,23.28,0.0,0.0,22.31,22.31,22.31,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-11-10,23.31,23.31,23.31,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-11-17,22.95,22.95,22.95,0.0,0.0,23.25,23.25,23.25,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.97,22.97,22.97,0.0,0.0
2019-11-24,23.54,23.54,23.54,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-12-01,21.62,21.62,21.62,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.35,21.35,21.35,0.0,0.0
2019-12-08,20.56,20.56,20.56,0.0,0.0,20.65,20.65,20.65,0.0,0.0,19.95,19.95,19.95,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-12-15,19.29,19.29,19.29,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2019-12-22,18.33,18.33,18.33,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2019-12-29,17.97,17.97,17.97,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.81,17.81,17.81,0.0,0.0
