Date,Virtus Newfleet Dynamic Credit_Open_average,Virtus Newfleet Dynamic Credit_Open_max,Virtus Newfleet Dynamic Credit_Open_min,Virtus Newfleet Dynamic Credit_Open_volatility,Virtus Newfleet Dynamic Credit_Open_change,Virtus Newfleet Dynamic Credit_High_average,Virtus Newfleet Dynamic Credit_High_max,Virtus Newfleet Dynamic Credit_High_min,Virtus Newfleet Dynamic Credit_High_volatility,Virtus Newfleet Dynamic Credit_High_change,Virtus Newfleet Dynamic Credit_Low_average,Virtus Newfleet Dynamic Credit_Low_max,Virtus Newfleet Dynamic Credit_Low_min,Virtus Newfleet Dynamic Credit_Low_volatility,Virtus Newfleet Dynamic Credit_Low_change,Virtus Newfleet Dynamic Credit_Close_average,Virtus Newfleet Dynamic Credit_Close_max,Virtus Newfleet Dynamic Credit_Close_min,Virtus Newfleet Dynamic Credit_Close_volatility,Virtus Newfleet Dynamic Credit_Close_change
2018-07-15,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-07-22,24.64,24.64,24.64,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-07-29,24.59,24.59,24.59,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2018-08-05,24.62,24.62,24.62,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2018-08-12,24.5,24.5,24.5,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-08-19,24.48,24.48,24.48,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2018-08-26,24.61,24.61,24.61,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2018-09-02,24.46,24.46,24.46,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2018-09-09,24.53,24.53,24.53,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2018-09-16,24.53,24.53,24.53,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-09-23,24.47,24.47,24.47,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-09-30,24.29,24.29,24.29,0.0,0.0,24.47,24.47,24.47,0.0,0.0,23.26,23.26,23.26,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2018-10-07,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.05,24.05,24.05,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-10-14,24.01,24.01,24.01,0.0,0.0,24.64,24.64,24.64,0.0,0.0,23.92,23.92,23.92,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-10-21,24.06,24.06,24.06,0.0,0.0,24.22,24.22,24.22,0.0,0.0,23.95,23.95,23.95,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2018-10-28,24.0,24.0,24.0,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.0,24.0,24.0,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2018-11-04,24.27,24.27,24.27,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-11-11,24.05,24.05,24.05,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2018-11-18,23.8,23.8,23.8,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2018-11-25,23.7,23.7,23.7,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-12-02,23.63,23.63,23.63,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2018-12-09,23.43,23.43,23.43,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2018-12-16,22.85,22.85,22.85,0.0,0.0,23.24,23.24,23.24,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2018-12-23,22.86,22.86,22.86,0.0,0.0,23.14,23.14,23.14,0.0,0.0,22.72,22.72,22.72,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2018-12-30,23.21,23.21,23.21,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2019-01-06,23.86,23.86,23.86,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-01-13,23.81,23.81,23.81,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-01-20,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-01-27,23.76,23.76,23.76,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-02-03,23.74,23.74,23.74,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-02-10,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-02-17,23.84,23.84,23.84,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-02-24,23.98,23.98,23.98,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-03-03,23.87,23.87,23.87,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-03-10,24.0,24.0,24.0,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.0,24.0,24.0,0.0,0.0
2019-03-17,23.94,23.94,23.94,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-03-24,23.9,23.9,23.9,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-03-31,24.12,24.12,24.12,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2019-04-07,24.13,24.13,24.13,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-04-14,24.08,24.08,24.08,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2019-04-21,24.05,24.05,24.05,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2019-04-28,24.2,24.2,24.2,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-05-05,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-05-12,24.1,24.1,24.1,0.0,0.0,24.16,24.16,24.16,0.0,0.0,23.88,23.88,23.88,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2019-05-19,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-05-26,23.92,23.92,23.92,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2019-06-02,23.95,23.95,23.95,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2019-06-09,23.94,23.94,23.94,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2019-06-16,23.88,23.88,23.88,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.88,23.88,23.88,0.0,0.0
2019-06-23,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-06-30,23.83,23.83,23.83,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-07-07,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-07-14,23.8,23.8,23.8,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2019-07-21,23.76,23.76,23.76,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-07-28,23.74,23.74,23.74,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-08-04,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-08-11,23.62,23.62,23.62,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-08-18,23.59,23.59,23.59,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.59,23.59,23.59,0.0,0.0
2019-08-25,23.66,23.66,23.66,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-09-01,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2019-09-08,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2019-09-15,23.73,23.73,23.73,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-09-22,23.78,23.78,23.78,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-09-29,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2019-10-06,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2019-10-13,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-10-20,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0
2019-10-27,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-11-03,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-11-10,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-11-17,23.63,23.63,23.63,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2019-11-24,23.75,23.75,23.75,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2019-12-01,23.77,23.77,23.77,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-12-08,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2019-12-15,23.87,23.87,23.87,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-12-22,23.94,23.94,23.94,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-12-29,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.99,23.99,23.99,0.0,0.0
