Date,PureFunds ISE Cyber Security_Open_average,PureFunds ISE Cyber Security_Open_max,PureFunds ISE Cyber Security_Open_min,PureFunds ISE Cyber Security_Open_volatility,PureFunds ISE Cyber Security_Open_change,PureFunds ISE Cyber Security_High_average,PureFunds ISE Cyber Security_High_max,PureFunds ISE Cyber Security_High_min,PureFunds ISE Cyber Security_High_volatility,PureFunds ISE Cyber Security_High_change,PureFunds ISE Cyber Security_Low_average,PureFunds ISE Cyber Security_Low_max,PureFunds ISE Cyber Security_Low_min,PureFunds ISE Cyber Security_Low_volatility,PureFunds ISE Cyber Security_Low_change,PureFunds ISE Cyber Security_Close_average,PureFunds ISE Cyber Security_Close_max,PureFunds ISE Cyber Security_Close_min,PureFunds ISE Cyber Security_Close_volatility,PureFunds ISE Cyber Security_Close_change
2018-03-25,34.4,34.4,34.4,0.0,0.0,34.49,34.49,34.49,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2018-04-01,34.97,34.97,34.97,0.0,0.0,35.35,35.35,35.35,0.0,0.0,34.84,34.84,34.84,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2018-04-08,36.06,36.06,36.06,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2018-04-15,36.67,36.67,36.67,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2018-04-22,36.19,36.19,36.19,0.0,0.0,36.29,36.29,36.29,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2018-04-29,36.57,36.57,36.57,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2018-05-06,37.53,37.53,37.53,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.08,37.08,37.08,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2018-05-13,37.49,37.49,37.49,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2018-05-20,37.46,37.46,37.46,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2018-05-27,37.95,37.95,37.95,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2018-06-03,38.43,38.43,38.43,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2018-06-10,38.8,38.8,38.8,0.0,0.0,39.22,39.22,39.22,0.0,0.0,38.73,38.73,38.73,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2018-06-17,37.6,37.6,37.6,0.0,0.0,37.6,37.6,37.6,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2018-06-24,36.67,36.67,36.67,0.0,0.0,37.35,37.35,37.35,0.0,0.0,36.62,36.62,36.62,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2018-07-01,37.93,37.93,37.93,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2018-07-08,38.99,38.99,38.99,0.0,0.0,39.06,39.06,39.06,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2018-07-15,39.22,39.22,39.22,0.0,0.0,39.25,39.25,39.25,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2018-07-22,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-07-29,37.2,37.2,37.2,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.73,37.73,37.73,0.0,0.0
2018-08-05,38.07,38.07,38.07,0.0,0.0,38.25,38.25,38.25,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2018-08-12,38.27,38.27,38.27,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2018-08-19,40.16,40.16,40.16,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.04,40.04,40.04,0.0,0.0
2018-08-26,40.16,40.16,40.16,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2018-09-02,40.34,40.34,40.34,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.06,40.06,40.06,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2018-09-09,40.58,40.58,40.58,0.0,0.0,40.58,40.58,40.58,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2018-09-16,39.4,39.4,39.4,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.14,39.14,39.14,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2018-09-23,40.43,40.43,40.43,0.0,0.0,40.43,40.43,40.43,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2018-09-30,37.82,37.82,37.82,0.0,0.0,37.9,37.9,37.9,0.0,0.0,36.6,36.6,36.6,0.0,0.0,37.07,37.07,37.07,0.0,0.0
2018-10-07,36.17,36.17,36.17,0.0,0.0,36.59,36.59,36.59,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2018-10-14,36.51,36.51,36.51,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2018-10-21,35.32,35.32,35.32,0.0,0.0,35.66,35.66,35.66,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-10-28,36.36,36.36,36.36,0.0,0.0,36.55,36.55,36.55,0.0,0.0,35.72,35.72,35.72,0.0,0.0,36.17,36.17,36.17,0.0,0.0
2018-11-04,36.48,36.48,36.48,0.0,0.0,36.5,36.5,36.5,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2018-11-11,36.18,36.18,36.18,0.0,0.0,36.21,36.21,36.21,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2018-11-18,35.1,35.1,35.1,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2018-11-25,37.07,37.07,37.07,0.0,0.0,37.23,37.23,37.23,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2018-12-02,35.3,35.3,35.3,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2018-12-09,35.13,35.13,35.13,0.0,0.0,35.25,35.25,35.25,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2018-12-16,31.87,31.87,31.87,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-12-23,33.72,33.72,33.72,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2018-12-30,33.78,33.78,33.78,0.0,0.0,34.59,34.59,34.59,0.0,0.0,33.78,33.78,33.78,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-01-06,35.14,35.14,35.14,0.0,0.0,35.19,35.19,35.19,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-01-13,35.79,35.79,35.79,0.0,0.0,36.06,36.06,36.06,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2019-01-20,36.13,36.13,36.13,0.0,0.0,36.43,36.43,36.43,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-01-27,38.26,38.26,38.26,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2019-02-03,38.57,38.57,38.57,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2019-02-10,39.56,39.56,39.56,0.0,0.0,39.56,39.56,39.56,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2019-02-17,39.87,39.87,39.87,0.0,0.0,39.95,39.95,39.95,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2019-02-24,40.47,40.47,40.47,0.0,0.0,40.47,40.47,40.47,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2019-03-03,38.83,38.83,38.83,0.0,0.0,39.71,39.71,39.71,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.67,39.67,39.67,0.0,0.0
2019-03-10,40.09,40.09,40.09,0.0,0.0,40.48,40.48,40.48,0.0,0.0,39.93,39.93,39.93,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2019-03-17,39.35,39.35,39.35,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-03-24,40.37,40.37,40.37,0.0,0.0,40.5,40.5,40.5,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2019-03-31,39.99,39.99,39.99,0.0,0.0,40.23,40.23,40.23,0.0,0.0,39.63,39.63,39.63,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-04-07,41.04,41.04,41.04,0.0,0.0,41.37,41.37,41.37,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2019-04-14,40.2,40.2,40.2,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.62,40.62,40.62,0.0,0.0
2019-04-21,41.61,41.61,41.61,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2019-04-28,40.92,40.92,40.92,0.0,0.0,41.45,41.45,41.45,0.0,0.0,40.61,40.61,40.61,0.0,0.0,41.38,41.38,41.38,0.0,0.0
2019-05-05,39.0,39.0,39.0,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-05-12,39.73,39.73,39.73,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2019-05-19,39.28,39.28,39.28,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2019-05-26,38.1,38.1,38.1,0.0,0.0,38.17,38.17,38.17,0.0,0.0,36.84,36.84,36.84,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-06-02,38.95,38.95,38.95,0.0,0.0,39.5,39.5,39.5,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2019-06-09,38.95,38.95,38.95,0.0,0.0,39.25,39.25,39.25,0.0,0.0,38.91,38.91,38.91,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-06-16,39.91,39.91,39.91,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.43,39.43,39.43,0.0,0.0
2019-06-23,40.3,40.3,40.3,0.0,0.0,40.35,40.35,40.35,0.0,0.0,39.7,39.7,39.7,0.0,0.0,39.93,39.93,39.93,0.0,0.0
2019-06-30,40.77,40.77,40.77,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.57,40.57,40.57,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2019-07-07,41.76,41.76,41.76,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.81,41.81,41.81,0.0,0.0
2019-07-14,41.51,41.51,41.51,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2019-07-21,41.57,41.57,41.57,0.0,0.0,41.59,41.59,41.59,0.0,0.0,40.47,40.47,40.47,0.0,0.0,41.07,41.07,41.07,0.0,0.0
2019-07-28,38.63,38.63,38.63,0.0,0.0,38.63,38.63,38.63,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-08-04,38.54,38.54,38.54,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2019-08-11,38.21,38.21,38.21,0.0,0.0,38.39,38.39,38.39,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2019-08-18,38.1,38.1,38.1,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-08-25,38.06,38.06,38.06,0.0,0.0,38.21,38.21,38.21,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2019-09-01,38.81,38.81,38.81,0.0,0.0,38.85,38.85,38.85,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-09-08,38.14,38.14,38.14,0.0,0.0,38.61,38.61,38.61,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.49,38.49,38.49,0.0,0.0
2019-09-15,38.53,38.53,38.53,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-09-22,37.26,37.26,37.26,0.0,0.0,37.55,37.55,37.55,0.0,0.0,36.93,36.93,36.93,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2019-09-29,37.55,37.55,37.55,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.45,37.45,37.45,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2019-10-06,37.78,37.78,37.78,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2019-10-13,37.48,37.48,37.48,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-10-20,38.49,38.49,38.49,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2019-10-27,39.75,39.75,39.75,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.6,39.6,39.6,0.0,0.0
2019-11-03,40.59,40.59,40.59,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.73,40.73,40.73,0.0,0.0
2019-11-10,41.22,41.22,41.22,0.0,0.0,41.54,41.54,41.54,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2019-11-17,41.92,41.92,41.92,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.85,41.85,41.85,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-11-24,42.41,42.41,42.41,0.0,0.0,42.53,42.53,42.53,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-12-01,41.27,41.27,41.27,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-12-08,41.54,41.54,41.54,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2019-12-15,41.68,41.68,41.68,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-12-22,41.7,41.7,41.7,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2019-12-29,41.78,41.78,41.78,0.0,0.0,42.34,42.34,42.34,0.0,0.0,41.75,41.75,41.75,0.0,0.0,42.3,42.3,42.3,0.0,0.0
