Date,iShares California AMT-Free Muni Bond_Open_average,iShares California AMT-Free Muni Bond_Open_max,iShares California AMT-Free Muni Bond_Open_min,iShares California AMT-Free Muni Bond_Open_volatility,iShares California AMT-Free Muni Bond_Open_change,iShares California AMT-Free Muni Bond_High_average,iShares California AMT-Free Muni Bond_High_max,iShares California AMT-Free Muni Bond_High_min,iShares California AMT-Free Muni Bond_High_volatility,iShares California AMT-Free Muni Bond_High_change,iShares California AMT-Free Muni Bond_Low_average,iShares California AMT-Free Muni Bond_Low_max,iShares California AMT-Free Muni Bond_Low_min,iShares California AMT-Free Muni Bond_Low_volatility,iShares California AMT-Free Muni Bond_Low_change,iShares California AMT-Free Muni Bond_Close_average,iShares California AMT-Free Muni Bond_Close_max,iShares California AMT-Free Muni Bond_Close_min,iShares California AMT-Free Muni Bond_Close_volatility,iShares California AMT-Free Muni Bond_Close_change
2018-09-02,58.24,58.24,58.24,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.2,58.2,58.2,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2018-09-09,58.06,58.06,58.06,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.03,58.03,58.03,0.0,0.0,58.07,58.07,58.07,0.0,0.0
2018-09-16,57.86,57.86,57.86,0.0,0.0,57.9,57.9,57.9,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2018-09-23,57.88,57.88,57.88,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.79,57.79,57.79,0.0,0.0,57.83,57.83,57.83,0.0,0.0
2018-09-30,57.51,57.51,57.51,0.0,0.0,57.56,57.56,57.56,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.43,57.43,57.43,0.0,0.0
2018-10-07,57.3,57.3,57.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.25,57.25,57.25,0.0,0.0
2018-10-14,57.37,57.37,57.37,0.0,0.0,57.37,57.37,57.37,0.0,0.0,57.31,57.31,57.31,0.0,0.0,57.35,57.35,57.35,0.0,0.0
2018-10-21,57.4,57.4,57.4,0.0,0.0,57.48,57.48,57.48,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.38,57.38,57.38,0.0,0.0
2018-10-28,57.08,57.08,57.08,0.0,0.0,57.09,57.09,57.09,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2018-11-04,57.24,57.24,57.24,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2018-11-11,57.38,57.38,57.38,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.43,57.43,57.43,0.0,0.0
2018-11-18,57.45,57.45,57.45,0.0,0.0,57.52,57.52,57.52,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2018-11-25,57.59,57.59,57.59,0.0,0.0,57.7,57.7,57.7,0.0,0.0,57.58,57.58,57.58,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2018-12-02,57.96,57.96,57.96,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.04,58.04,58.04,0.0,0.0
2018-12-09,57.96,57.96,57.96,0.0,0.0,58.06,58.06,58.06,0.0,0.0,57.95,57.95,57.95,0.0,0.0,57.97,57.97,57.97,0.0,0.0
2018-12-16,58.37,58.37,58.37,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2018-12-23,58.39,58.39,58.39,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.38,58.38,58.38,0.0,0.0,58.45,58.45,58.45,0.0,0.0
2018-12-30,58.56,58.56,58.56,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.52,58.52,58.52,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2019-01-06,58.48,58.48,58.48,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.45,58.45,58.45,0.0,0.0
2019-01-13,58.39,58.39,58.39,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.34,58.34,58.34,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2019-01-20,58.31,58.31,58.31,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.31,58.31,58.31,0.0,0.0,58.32,58.32,58.32,0.0,0.0
2019-01-27,58.45,58.45,58.45,0.0,0.0,58.51,58.51,58.51,0.0,0.0,58.42,58.42,58.42,0.0,0.0,58.48,58.48,58.48,0.0,0.0
2019-02-03,58.65,58.65,58.65,0.0,0.0,58.72,58.72,58.72,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.64,58.64,58.64,0.0,0.0
2019-02-10,58.64,58.64,58.64,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.64,58.64,58.64,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-02-17,58.62,58.62,58.62,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.62,58.62,58.62,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-02-24,58.65,58.65,58.65,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.63,58.63,58.63,0.0,0.0,58.66,58.66,58.66,0.0,0.0
2019-03-03,58.87,58.87,58.87,0.0,0.0,58.92,58.92,58.92,0.0,0.0,58.83,58.83,58.83,0.0,0.0,58.89,58.89,58.89,0.0,0.0
2019-03-10,58.96,58.96,58.96,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.93,58.93,58.93,0.0,0.0,58.97,58.97,58.97,0.0,0.0
2019-03-17,59.44,59.44,59.44,0.0,0.0,59.54,59.54,59.54,0.0,0.0,59.38,59.38,59.38,0.0,0.0,59.47,59.47,59.47,0.0,0.0
2019-03-24,59.4,59.4,59.4,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2019-03-31,59.34,59.34,59.34,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2019-04-07,59.39,59.39,59.39,0.0,0.0,59.4,59.4,59.4,0.0,0.0,59.34,59.34,59.34,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2019-04-14,59.27,59.27,59.27,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2019-04-21,59.69,59.69,59.69,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2019-04-28,59.84,59.84,59.84,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2019-05-05,60.06,60.06,60.06,0.0,0.0,60.11,60.11,60.11,0.0,0.0,60.05,60.05,60.05,0.0,0.0,60.05,60.05,60.05,0.0,0.0
2019-05-12,60.19,60.19,60.19,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.15,60.15,60.15,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2019-05-19,60.21,60.21,60.21,0.0,0.0,60.3,60.3,60.3,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2019-05-26,60.4,60.4,60.4,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.51,60.51,60.51,0.0,0.0
2019-06-02,60.4,60.4,60.4,0.0,0.0,60.49,60.49,60.49,0.0,0.0,60.4,60.4,60.4,0.0,0.0,60.46,60.46,60.46,0.0,0.0
2019-06-09,60.5,60.5,60.5,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2019-06-16,60.64,60.64,60.64,0.0,0.0,60.64,60.64,60.64,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.57,60.57,60.57,0.0,0.0
2019-06-23,60.51,60.51,60.51,0.0,0.0,60.54,60.54,60.54,0.0,0.0,60.44,60.44,60.44,0.0,0.0,60.48,60.48,60.48,0.0,0.0
2019-06-30,60.62,60.62,60.62,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2019-07-07,60.71,60.71,60.71,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2019-07-14,60.9,60.9,60.9,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.85,60.85,60.85,0.0,0.0,60.89,60.89,60.89,0.0,0.0
2019-07-21,60.94,60.94,60.94,0.0,0.0,61.0,61.0,61.0,0.0,0.0,60.93,60.93,60.93,0.0,0.0,60.95,60.95,60.95,0.0,0.0
2019-07-28,61.23,61.23,61.23,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.23,61.23,61.23,0.0,0.0,61.37,61.37,61.37,0.0,0.0
2019-08-04,61.61,61.61,61.61,0.0,0.0,61.72,61.72,61.72,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.72,61.72,61.72,0.0,0.0
2019-08-11,61.82,61.82,61.82,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.84,61.84,61.84,0.0,0.0
2019-08-18,61.75,61.75,61.75,0.0,0.0,61.82,61.82,61.82,0.0,0.0,61.75,61.75,61.75,0.0,0.0,61.78,61.78,61.78,0.0,0.0
2019-08-25,61.92,61.92,61.92,0.0,0.0,61.93,61.93,61.93,0.0,0.0,61.83,61.83,61.83,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2019-09-01,61.49,61.49,61.49,0.0,0.0,61.49,61.49,61.49,0.0,0.0,61.39,61.39,61.39,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2019-09-08,60.88,60.88,60.88,0.0,0.0,60.88,60.88,60.88,0.0,0.0,60.75,60.75,60.75,0.0,0.0,60.85,60.85,60.85,0.0,0.0
2019-09-15,61.19,61.19,61.19,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.09,61.09,61.09,0.0,0.0,61.09,61.09,61.09,0.0,0.0
2019-09-22,61.17,61.17,61.17,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.17,61.17,61.17,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2019-09-29,61.48,61.48,61.48,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2019-10-06,61.26,61.26,61.26,0.0,0.0,61.42,61.42,61.42,0.0,0.0,61.26,61.26,61.26,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2019-10-13,61.04,61.04,61.04,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-10-20,61.0,61.0,61.0,0.0,0.0,61.09,61.09,61.09,0.0,0.0,60.96,60.96,60.96,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2019-10-27,61.15,61.15,61.15,0.0,0.0,61.16,61.16,61.16,0.0,0.0,61.11,61.11,61.11,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2019-11-03,60.77,60.77,60.77,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.77,60.77,60.77,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2019-11-10,60.93,60.93,60.93,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.93,60.93,60.93,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2019-11-17,61.07,61.07,61.07,0.0,0.0,61.21,61.21,61.21,0.0,0.0,61.07,61.07,61.07,0.0,0.0,61.14,61.14,61.14,0.0,0.0
2019-11-24,61.03,61.03,61.03,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.03,61.03,61.03,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2019-12-01,61.21,61.21,61.21,0.0,0.0,61.24,61.24,61.24,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-12-08,61.29,61.29,61.29,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.2,61.2,61.2,0.0,0.0,61.22,61.22,61.22,0.0,0.0
2019-12-15,61.14,61.14,61.14,0.0,0.0,61.17,61.17,61.17,0.0,0.0,61.12,61.12,61.12,0.0,0.0,61.16,61.16,61.16,0.0,0.0
2019-12-22,61.19,61.19,61.19,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.19,61.19,61.19,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2019-12-29,61.4,61.4,61.4,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.29,61.29,61.29,0.0,0.0,61.52,61.52,61.52,0.0,0.0
